decision_id	surface	family	card_type	working_default_de	composition	strongest_rival_de	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	rendering_classes	strength	status
G666-D001	ctharal	FRACTION	PRODUCTIVE_COMPOUND	erste Kraut- oder Blattfraktion aus Rohdroge I	CTH_HERB+AR_FRACTION_I+AL_RAW_I	Rohdroge I aus einer ersten Pflanzenfraktion	1	1	1	0	0	LABEL_SIGLUM	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D002	kochor	PLANT_PART	PRODUCTIVE_COMPOUND	erhitzter Pflanzenteil im Ansatz	K_HOT+O_PREP+CHOR_PLANT_PART	erhitze den Pflanzenteil im Ansatz	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D003	olkeeshy	ACTION	PRODUCTIVE_COMPOUND	Holzdrogenansatz vollständig erhitzen und leicht anfeuchten	O_PREP+L_WOOD+K_HOT+EE_END+SH_MOIST+Y_START_OR_CLOSE	vollständig erhitzter und leicht angefeuchteter Holzdrogenansatz	1	1	1	1	1	OLKEESHY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D004	olan	WOOD	PRODUCTIVE_COMPOUND	Holzdrogenansatz der Stufe I	O_PREP+L_WOOD+AN_I	ein Teil Holzdrogenansatz	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D005	oteaiin	COLD	PRODUCTIVE_COMPOUND	Kaltansatz nach mittlerer Behandlung auf Stufe III	O_PREP+T_COLD+E_MIDDLE+AIIN_III	drei Teile eines Kaltansatzes der Mittelstufe	2	2	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V43_REPLACEABLE
G666-D006	otealshey	ACTION	PRODUCTIVE_COMPOUND	Rohstoff-I-Ansatz kalt vorbehandeln und bis zur Mittelstufe einweichen	O_PREP+T_COLD+E_MIDDLE+AL_RAW_I+SH_MOIST+E_MIDDLE+Y_START_OR_CLOSE	kalt vorbehandelter und mittelfeuchter Rohstoff-I-Ansatz	1	1	1	0	1	OTEALSHEY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D007	otaly	ACTION	PRODUCTIVE_COMPOUND	Rohstoff-I-Ansatz leicht kühlen und abschließen	O_PREP+T_COLD+AL_RAW_I+Y_START_OR_CLOSE	kalter Rohstoff-I-Ansatz in Grundform	11	11	10	11	11	LABEL_SIGLUM|OTALY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
G666-D008	otolkeechdy	ACTION	PRODUCTIVE_COMPOUND	kalten Ansatzstoff vollständig erhitzen, trocknen und abschließen	O_PREP+T_COLD+OL_MATERIAL+K_HOT+EE_END+CH_DRY+DY_FINISHED	fertig heiß getrockneter Kaltansatzstoff	1	1	1	0	1	OTOLKEECHDY_ACTION	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D009	eeeodaiin	MEASURE	LEARNED_WHOLE	drei Dosen eines lang behandelten Ansatzes	LEARNED_EEEODAIIN_WHOLE	Ansatz der letzten Stufe in Dosis III	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V43_REPLACEABLE
G666-D010	alol	PREPARATION	PRODUCTIVE_COMPOUND	Drogenstoff aus Rohdroge I	AL_RAW_I+OL_MATERIAL	Rohdroge I im Grundansatz	7	7	6	7	7	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V43_REPLACEABLE
