family	surface	card_type	occurrences	lines	pages	working_default_de	composition	claim_scope
ACTION	olkeeshy	PRODUCTIVE_COMPOUND	1	1	1	Holzdrogenansatz vollständig erhitzen und leicht anfeuchten	O_PREP+L_WOOD+K_HOT+EE_END+SH_MOIST+Y_START_OR_CLOSE	exact whole; composition predicts relatives only as a future explicit card
ACTION	otealshey	PRODUCTIVE_COMPOUND	1	1	1	Rohstoff-I-Ansatz kalt vorbehandeln und bis zur Mittelstufe einweichen	O_PREP+T_COLD+E_MIDDLE+AL_RAW_I+SH_MOIST+E_MIDDLE+Y_START_OR_CLOSE	exact whole; composition predicts relatives only as a future explicit card
ACTION	otaly	PRODUCTIVE_COMPOUND	11	11	10	Rohstoff-I-Ansatz leicht kühlen und abschließen	O_PREP+T_COLD+AL_RAW_I+Y_START_OR_CLOSE	exact whole; composition predicts relatives only as a future explicit card
ACTION	otolkeechdy	PRODUCTIVE_COMPOUND	1	1	1	kalten Ansatzstoff vollständig erhitzen, trocknen und abschließen	O_PREP+T_COLD+OL_MATERIAL+K_HOT+EE_END+CH_DRY+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
ACTION	lkshedy	PRODUCTIVE_COMPOUND	4	4	4	Holzdroge erhitzen, bis zur Mittelstufe einweichen und abschließen	L_WOOD+K_HOT+SH_MOIST+E_MIDDLE+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
ACTION	cheodar	PRODUCTIVE_COMPOUND	4	4	4	die erste Fraktion des mitteltrockenen Ansatzes abmessen	CH_DRY+E_MIDDLE+O_PREP+D_MEASURE+AR_FRACTION_I	exact whole; composition predicts relatives only as a future explicit card
ACTION	dalchd	PRODUCTIVE_COMPOUND	1	1	1	Rohdroge I abmessen, trocknen und abschließen	D_MEASURE+AL_RAW_I+CH_DRY+D_TERM_CLOSE	exact whole; composition predicts relatives only as a future explicit card
ACTION	chcthey	PRODUCTIVE_COMPOUND	7	7	7	Krautdroge bis zur mittleren Stufe trocknen	CH_DRY+CTH_HERB+E_MIDDLE+Y_START_OR_CLOSE	exact whole; composition predicts relatives only as a future explicit card
ACTION	dcheoty	PRODUCTIVE_COMPOUND	1	1	1	mitteltrockenen Ansatz abmessen und leicht abkühlen	D_MEASURE+CH_DRY+E_MIDDLE+O_PREP+T_COLD+Y_START_OR_CLOSE	exact whole; composition predicts relatives only as a future explicit card
ACTION	otcheody	PRODUCTIVE_COMPOUND	1	1	1	kalt-trockenen Ansatz bis zur Mittelstufe bringen und fertigstellen	O_PREP+T_COLD+CH_DRY+E_MIDDLE+O_PREP+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
ACTION	ysheed	PRODUCTIVE_COMPOUND	1	1	1	weiche hiervon vollständig ein und schließe ab	Y_REFERENCE+SH_MOIST+EE_END+D_TERM_CLOSE	exact whole; composition predicts relatives only as a future explicit card
ACTION	ykeeochody	PRODUCTIVE_COMPOUND	1	1	1	erhitze hiervon den Ansatz vollständig, trockne ihn, setze erneut an und stelle ihn fertig	Y_REFERENCE+K_HOT+EE_END+O_PREP+CH_DRY+O_PREP+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
ACTION	chky	PRODUCTIVE_COMPOUND	15	14	14	getrocknete Droge leicht erhitzen	CH_DRY+K_HOT+Y_START_OR_CLOSE	exact whole; composition predicts relatives only as a future explicit card
ACTION	chytshy	LEARNED_ACTION_WHOLE	1	1	1	leicht getrocknete Droge abkühlen und anfeuchten	LEARNED_CHYTSHY_WHOLE	exact whole; composition predicts relatives only as a future explicit card
ACTION	ytol	PRODUCTIVE_COMPOUND	14	14	13	kühle hiervon den Drogenstoff ab	Y_REFERENCE+T_COLD+OL_MATERIAL	exact whole; composition predicts relatives only as a future explicit card
ACTION	kch	CONTEXT_SCOPED_SHORT_FORM	1	1	1	unter Wärme trocknen	K_HOT+CH_DRY	exact whole; composition predicts relatives only as a future explicit card
ACTION	qopchaiin	PRODUCTIVE_COMPOUND	1	1	1	nimm drei Teile des getrockneten Pulveransatzes	QO_COMMAND+O_PREP+P_POWDER+CH_DRY+AIIN_III	exact whole; composition predicts relatives only as a future explicit card
ACTION	tolshy	PRODUCTIVE_COMPOUND	1	1	1	kalten Drogenstoff leicht anfeuchten	T_COLD+OL_MATERIAL+SH_MOIST+Y_START_OR_CLOSE	exact whole; composition predicts relatives only as a future explicit card
ACTION	ysheol	PRODUCTIVE_COMPOUND	1	1	1	weiche hiervon den Drogenstoff bis zur Mittelstufe ein	Y_REFERENCE+SH_MOIST+E_MIDDLE+OL_MATERIAL	exact whole; composition predicts relatives only as a future explicit card
ACTION	ykol	PRODUCTIVE_COMPOUND	12	12	12	erhitze hiervon den Drogenstoff	Y_REFERENCE+K_HOT+OL_MATERIAL	exact whole; composition predicts relatives only as a future explicit card
ACTION	qoaiin	PRODUCTIVE_COMPOUND	21	21	19	nimm drei Teile	QO_COMMAND+AIIN_III	exact whole; composition predicts relatives only as a future explicit card
ACTION	oaldary	PRODUCTIVE_COMPOUND	1	1	1	die erste Fraktion des Rohstoff-I-Ansatzes abmessen und abschließen	O_PREP+AL_RAW_I+D_MEASURE+AR_FRACTION_I+Y_START_OR_CLOSE	exact whole; composition predicts relatives only as a future explicit card
ACTION	g	CONTEXT_SCOPED_SHORT_FORM	11	11	8	vorstehenden Rezeptposten abschließen	LEARNED_G_WHOLE	exact whole; composition predicts relatives only as a future explicit card
ACTION	qochol	PRODUCTIVE_COMPOUND	1	1	1	nimm getrockneten Drogenstoff	QO_COMMAND+CH_DRY+OL_MATERIAL	exact whole; composition predicts relatives only as a future explicit card
ACTION	qoos	PRODUCTIVE_COMPOUND	2	2	2	nimm eine Ansatzcharge	QO_COMMAND+O_PREP+S_TERM_SPECIES	exact whole; composition predicts relatives only as a future explicit card
ACTION	yor	CONTEXT_SCOPED_SHORT_FORM	2	2	2	nimm hiervon eine Portion	Y_REFERENCE+OR_PORTION	exact whole; composition predicts relatives only as a future explicit card
ACTION	dkol	PRODUCTIVE_COMPOUND	1	1	1	erhitzten Drogenstoff abmessen	D_MEASURE+K_HOT+OL_MATERIAL	exact whole; composition predicts relatives only as a future explicit card
ACTION	ctholdy	PRODUCTIVE_COMPOUND	1	1	1	Krautdrogenstoff fertigstellen	CTH_HERB+OL_MATERIAL+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
ACTION	dshodar	LEARNED_ACTION_WHOLE	1	1	1	die erste Fraktion des eingeweichten Ansatzes abmessen	LEARNED_DSHODAR_WHOLE	exact whole; composition predicts relatives only as a future explicit card
ACTION	yshos	PRODUCTIVE_COMPOUND	1	1	1	weiche hiervon eine Ansatzcharge ein	Y_REFERENCE+SH_MOIST+O_PREP+S_TERM_SPECIES	exact whole; composition predicts relatives only as a future explicit card
ACTION	dchold	PRODUCTIVE_COMPOUND	1	1	1	getrockneten Drogenstoff abmessen und abschließen	D_MEASURE+CH_DRY+OL_MATERIAL+D_TERM_CLOSE	exact whole; composition predicts relatives only as a future explicit card
ACTION	kcholqod	LEARNED_ACTION_WHOLE	1	1	1	erhitztes Trockengut als Ansatz fertigstellen	LEARNED_KCHOLQOD_WHOLE	exact whole; composition predicts relatives only as a future explicit card
ACTION	chokokor	PRODUCTIVE_COMPOUND	1	1	1	Trockenansatz erhitzen, erneut ansetzen, wieder erhitzen und als Portion abteilen	CH_DRY+O_PREP+K_HOT+O_PREP+K_HOT+OR_PORTION	exact whole; composition predicts relatives only as a future explicit card
ACTION	dchdy	PRODUCTIVE_COMPOUND	8	8	8	Trockendroge abmessen und fertigstellen	D_MEASURE+CH_DRY+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
