rank	score	strict_eligible	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	unknown_ordinal	unknown_surface	previous	following	proposed_default_de	proposal_basis	proposal_strength	proposed_complete_translation_de
1	14008500	1	f111v	f111v.21	S	B	3	15	14	2	0	0	1	0.933333	15	15	1	1	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	Samenfraktion II | zweite Drogenfraktion | Menge-/Klassenwert II | Drogenstoff zugeben | Wurzelfraktion I | Menge-/Klassenwert II | trocken am Ende des Grades | Drogenholz, heiß am Gradende | Holzdroge, heiß auf Stufe II | Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen | Feuchtzubereitung | nehmen | heiß, Grad II | trockene Fraktion I | [alam:?]	V13:SCOPED_RESIDUAL_HEAD_FORM | GDT664:EXACT_WHOLE:air | V13:VALUE_MINIM_SERIES | GDT662:EXACT_WHOLE:qol | V13:SCOPED_RESIDUAL_HEAD_FORM | V13:VALUE_MINIM_SERIES | GDT647:FAMILY_MIGRATION | GDT661:EXACT_WHOLE:lkeey | GDT663:EXACT_WHOLE:lkain | GDT666:EXACT_WHOLE:cheokain | GDT650:STRONG_COMPOSITIONAL_SHELL | GDT662:EXACT_WHOLE:qo | V13:TARGET_SURFACE_DEFAULT | GDT639:ROUND_05 | OPEN	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	15	alam	15	alam	chear	<EOS>	[alam:?]	NEWLY_EXPOSED_BY_GDT666_NO_NEW_CARD	OPEN	Samenfraktion II; zweite Drogenfraktion; zwei Teile; gib Folgendes hinzu: Wurzelfraktion I; zwei Teile; vollständig getrocknet; Drogenholz, heiß am Gradende; Holzdroge, heiß auf Stufe II; Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen; Feuchtzubereitung; nimm Folgendes: heiß, Grad II; trockene Fraktion I; [alam:?]
2	12998600	0	f114r	f114r.30	S	B	3	14	13	1	0	5	1	0.928571	9	9	1	0	y chedar okeedy lkeedy aiin oeedaiin qoaiin ykedy okair olkeedy qoain ain okeey ram	Eintrag: | abgemessene Trockenfraktion I, Mittelstufe | heißer Ansatz am Ende des Grades, abgeschlossen | Drogenholz, heiß am Gradende, abgeschlossen | Menge III | [oeedaiin:?] | nimm drei Teile | erhitze hiervon bis zur Mittelstufe und schließe ab | heiße Drogenfraktion II im Ansatz | Holzdrogenansatz vollständig erhitzt und abgeschlossen | nimm zwei Teile | Menge-/Klassenwert II | heißer Ansatz am Ende des Grades | Wurzel/Wurzeldroge: Maß-/Einheitsform I	GDT659:Y_BOS_ENTRY | GDT663:EXACT_WHOLE:chedar | GDT647:FAMILY_MIGRATION | GDT661:EXACT_WHOLE:lkeedy | V13:TARGET_SURFACE_DEFAULT | OPEN | GDT666:EXACT_WHOLE:qoaiin | GDT666:EXACT_WHOLE:ykedy | GDT663:EXACT_WHOLE:okair | GDT664:EXACT_WHOLE:olkeedy | GDT665:EXACT_WHOLE:qoain | V13:VALUE_MINIM_SERIES | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	6	oeedaiin	6	oeedaiin	aiin	qoaiin	[oeedaiin:?]	NEWLY_EXPOSED_BY_GDT666_NO_NEW_CARD	OPEN	Eintrag: abgemessene Trockenfraktion I, Mittelstufe; Ansatz auf Heizendstufe abgeschlossen; Drogenholz, heiß am Gradende, abgeschlossen; drei Teile; [oeedaiin:?]; nimm drei Teile; erhitze hiervon bis zur Mittelstufe und schließe ab; heiße Drogenfraktion II im Ansatz; Holzdrogenansatz vollständig erhitzt und abgeschlossen; nimm zwei Teile; zwei Teile; Ansatz auf Heizendstufe; Wurzel/Wurzeldroge: Maß-/Einheitsform I
3	12998600	0	f76r	f76r.26	T	B	2	14	13	2	0	7	1	0.928571	7	7	1	0	shedal shey qokey qolchedy qolain ain chey qokaiin okain cheedy lchey l oly dy	feuchte abgemessene Rohstoffmenge I in der Gradmitte | feucht in der Mitte des Grades | heiß in der Mitte des Grades | gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab | [qolain:?] | Menge-/Klassenwert II | trocken in der Mitte des Grades | heiß, Grad III | heiß im Zubereitungsrahmen, Grad II | trocken am Ende des Grades, abgeschlossen | Drogenholz, trocken gebunden, Form I | Holzdroge in der gebundenen Anschlussform | abseihen | Qualitäts-/Wertfeld geschlossen	GDT655:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT666:EXACT_WHOLE:qolchedy | OPEN | V13:VALUE_MINIM_SERIES | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | V13:QUALITY_DEGREE_SERIES | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT663:L_READER_MERGE_RIGHT:loly | GDT662:EXACT_WHOLE:oly | GDT660:DY_EOS	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	5	qolain	5	qolain	qolchedy	ain	[qolain:?]	NEWLY_EXPOSED_BY_GDT666_NO_NEW_CARD	OPEN	feuchte abgemessene Rohstoffmenge I in der Gradmitte; bis zur mittleren Einweichstufe; bis zur mittleren Heizstufe; gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab; [qolain:?]; zwei Teile; bis zur mittleren Trockenstufe; heiß, Grad III; heiß im Zubereitungsrahmen, Grad II; vollständig getrocknet; Drogenholz, trocken gebunden, Form I; Holzdroge in der gebundenen Anschlussform.
4	11998700	0	f111v	f111v.8	S	B	3	13	12	1	0	4	1	0.923077	9	9	1	0	sho otchey cheol kechy chcthey okain ol l keey qokain checkhy chedar am	feuchter Ansatz | kalt-trockener Ansatz in der Mitte des Grades | trockener Drogenstoff | [kechy:?] | Krautdroge bis zur mittleren Stufe trocknen | heiß im Zubereitungsrahmen, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Drogenholz, heiß am Gradende | heiß am Ende des Grades | heiß, Grad II | trockenes Arzneikompositum am Gradanfang | abgemessene Trockenfraktion I, Mittelstufe | Maßeinheit I	V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT642:ROUND_01 | OPEN | GDT666:EXACT_WHOLE:chcthey | V13:QUALITY_DEGREE_SERIES | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT663:L_READER_MERGE_RIGHT:lkeey | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT651:STRONG_LEARNED_CKH_FAMILY | GDT663:EXACT_WHOLE:chedar | GDT661:EXACT_WHOLE:am	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	4	kechy	4	kechy	cheol	chcthey	[kechy:?]	NEWLY_EXPOSED_BY_GDT666_NO_NEW_CARD	OPEN	feuchter Ansatz; kalt-trockener Ansatz in der Mitte des Grades; trockener Drogenstoff; [kechy:?]; Krautdroge bis zur mittleren Stufe trocknen; heiß im Zubereitungsrahmen, Grad II; Grundansatz; Drogenholz, heiß am Gradende; heiß, Grad II; trockenes Arzneikompositum am Gradanfang; abgemessene Trockenfraktion I, Mittelstufe; Maßeinheit I
5	11998700	0	f116r	f116r.25	S	B	3	13	12	2	0	3	1	0.923077	9	9	1	0	chol sheky shedy qokeey qokeedy shckhy qokain otal ches oin ain al om	trocken; nominal trockenes Gut/Material | [sheky:?] | feucht in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | heiß am Ende des Grades, abgeschlossen | Arzneikompositum: feucht, Gradanfang | heiß, Grad II | Rohstoffklasse I im Ansatz, kalt am Gradanfang | trockenes Drogenmaterial, Mittelstufe | bereite einen zweiten Ansatz | Menge-/Klassenwert II | Rohstoffklasse I | eine Handvoll Ansatz	V13:DRY_OL_FORM | OPEN | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT651:STRONG_LEARNED_CKH_FAMILY | V13:TARGET_SURFACE_DEFAULT | GDT656:REVISE_AL_QUALITY_MODEL | GDT661:EXACT_WHOLE:ches | GDT664:EXACT_WHOLE:oin | V13:VALUE_MINIM_SERIES | GDT655:NEW_EXACT_WHOLE | GDT666:OM_READER_MERGE_LEFT_NOVEL:alom	KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	2	sheky	2	sheky	chol	shedy	[sheky:?]	NEWLY_EXPOSED_BY_GDT666_NO_NEW_CARD	OPEN	Trockengut; [sheky:?]; bis zur mittleren Einweichstufe gebracht; bis zur Heizendstufe; bis zur Heizendstufe gebracht; Arzneikompositum: feucht, Gradanfang; heiß, Grad II; Rohstoff I, leicht gekühlt im Ansatz; trockenes Drogenmaterial, Mittelstufe; bereite einen zweiten Ansatz; zwei Teile; eine Handvoll Ansatz
6	11998700	0	f76r	f76r.5	T	B	2	13	12	0	0	4	1	0.923077	8	8	1	0	qokedy qokeey or or or chkorol otey qokedy lkedy chdy qokchdy qokal chdam	heiß in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | Drogenportion | Drogenportion | Drogenportion | [chkorol:?] | kalter Ansatz in der Mitte des Grades | heiß in der Mitte des Grades, abgeschlossen | erhitzte Holzdroge, Mittelstufe, fertig | trocken am Anfang des Grades, abgeschlossen | heiß und trocken am Anfang des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | ein Maß Trockendroge abmessen	GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT654:REVISE_AMBIGUOUS_TO_EXACT | GDT654:REVISE_AMBIGUOUS_TO_EXACT | GDT654:REVISE_AMBIGUOUS_TO_EXACT | OPEN | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT663:EXACT_WHOLE:lkedy | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT656:REVISE_AL_QUALITY_MODEL | GDT666:EXACT_WHOLE:chdam	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	6	chkorol	6	chkorol	or	otey	[chkorol:?]	NEWLY_EXPOSED_BY_GDT666_NO_NEW_CARD	OPEN	bis zur mittleren Heizstufe gebracht; bis zur Heizendstufe; Drogenportion; Drogenportion; Drogenportion; [chkorol:?]; Ansatz bis zur mittleren Kühlstufe; bis zur mittleren Heizstufe gebracht; erhitzte Holzdroge, Mittelstufe, fertig; angetrocknet; heiß und angetrocknet; Rohstoff I, heiß am Gradanfang; ein Maß Trockendroge abmessen
7	11998700	0	f83v	f83v.13	B	B	2	13	12	1	0	4	1	0.923077	9	9	1	0	qol chey qo lched qolky qokal chedy chedy daiin chckhy cheor ol lal	Drogenstoff zugeben | trocken in der Mitte des Grades | nehmen | [lched:?] | leicht erhitzten Drogenstoff hinzugeben | Rohstoffklasse I, heiß am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | Grad-/Maßwert III | Arzneikompositum: trocken, Gradanfang | trockener Drogenteil | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Holzrohstoff I	GDT662:EXACT_WHOLE:qol | GDT647:FAMILY_MIGRATION | GDT662:EXACT_WHOLE:qo | OPEN | GDT666:EXACT_WHOLE:qolky | GDT656:REVISE_AL_QUALITY_MODEL | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | GDT651:REVISED_FOUR_SHELL_CKH_GRID | GDT642:ROUND_02 | V13:QUALITY_STATE_MATERIAL_CARRIER | V13:SCOPED_RESIDUAL_HEAD_FORM	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	4	lched	4	lched	qo	qolky	[lched:?]	NEWLY_EXPOSED_BY_GDT666_NO_NEW_CARD	OPEN	gib Folgendes hinzu: bis zur mittleren Trockenstufe; nimm Folgendes: [lched:?]; leicht erhitzten Drogenstoff hinzugeben; Rohstoff I, heiß am Gradanfang; bis zur mittleren Trockenstufe gebracht; bis zur mittleren Trockenstufe gebracht; drei Maße; Arzneikompositum: trocken, Gradanfang; trockener Drogenteil; Grundansatz; Holzrohstoff I
8	11998700	0	f86v6	f86v6.33	T	B	2	13	12	2	0	4	1	0.923077	8	8	1	0	dar olkaiin ydy lkchedy okeeeykeey dl ld lo l sheey qokshey taiin g	abgemessene Fraktion I | heiße Drogenbasis, Stufe III | nächstes Wertfeld: | Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen | [okeeeykeey:?] | Rohstoffmaß | Holzdrogenposten abschließen | Holzabsud | Holzstoff | feucht am Ende des Grades | heiß und feucht in der Mitte des Grades | kalt, Grad III | vorstehenden Rezeptposten abschließen	GDT649:STRONG_FAMILY_DEFAULT | GDT663:EXACT_WHOLE:olkaiin | GDT660:EXACT_WHOLE:ydy | GDT665:EXACT_WHOLE:lkchedy | OPEN | GDT661:EXACT_WHOLE:dl | GDT666:LD_ACTION:NONE | GDT663:EXACT_WHOLE:lo | GDT663:L_READER_MERGE_LEFT:lol | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES | GDT666:G_ACTION:NONE	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED	5	okeeeykeey	5	okeeeykeey	lkchedy	dl	[okeeeykeey:?]	NEWLY_EXPOSED_BY_GDT666_NO_NEW_CARD	OPEN	abgemessene Fraktion I; Holzdrogenansatz auf Heizstufe III; nächstes Wertfeld: Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen; [okeeeykeey:?]; Rohstoffmaß; Holzdrogenposten abschließen; Holzstoff; vollständig eingeweicht; heiß und bis zur mittleren Einweichstufe; kalt, Grad III; vorstehenden Rezeptposten abschließen
9	10998800	0	f105r	f105r.29	S	B	3	12	11	1	0	5	1	0.916667	7	8	1	0	oees olkeedy qockhy r aiin chol okair oteedy qopchedy odaiin ypchedy ytam	Ansatzcharge auf Endstufe | Holzdrogenansatz vollständig erhitzt und abgeschlossen | bereite einen Arzneikompositum-Ansatz in Grundstufe | Wurzel | Menge III | trocken; nominal trockenes Gut/Material | heiße Drogenfraktion II im Ansatz | kalter Ansatz am Ende des Grades, abgeschlossen | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | Zubereitungsdosis III | [ypchedy:?] | nimm hiervon ein Maß und kühle es	GDT665:EXACT_WHOLE:oees | GDT664:EXACT_WHOLE:olkeedy | GDT665:EXACT_WHOLE:qockhy | GDT661:R_BEFORE_VALUE | V13:TARGET_SURFACE_DEFAULT | V13:DRY_OL_FORM | GDT663:EXACT_WHOLE:okair | GDT647:FAMILY_MIGRATION | GDT666:EXACT_WHOLE:qopchedy | GDT648:STRICT_WHOLE_COMPLETION | OPEN | GDT665:EXACT_WHOLE:ytam	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE	11	ypchedy	11	ypchedy	odaiin	ytam	[ypchedy:?]	NEWLY_EXPOSED_BY_GDT666_NO_NEW_CARD	OPEN	Ansatzcharge auf Endstufe; Holzdrogenansatz vollständig erhitzt und abgeschlossen; bereite einen Arzneikompositum-Ansatz in Grundstufe; Wurzel; drei Teile; Trockengut; heiße Drogenfraktion II im Ansatz; Ansatz auf Kühlendstufe abgeschlossen; nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat; Zubereitungsdosis III; [ypchedy:?]; nimm hiervon ein Maß und kühle es
10	10998800	0	f106v	f106v.35	S	B	3	12	11	0	0	2	1	0.916667	9	9	1	0	shody shockhy qokeey qokcho l kchedy shdy kchedy chedy qockhey okaiin al	vollständig eingeweichter Ansatz | Arzneikompositum im Feuchtansatz am Gradanfang | heiß am Ende des Grades | [qokcho:?] | heiß-trockenes Drogenmaterial | heiß und trocken in der Mitte des Grades, abgeschlossen | feucht am Anfang des Grades, abgeschlossen | heiß und trocken in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten | heiß, Grad III, im Ansatzrahmen | Rohstoffklasse I	GDT663:EXACT_WHOLE:shody | GDT652:STRONG_COMPONENT_GRID | GDT647:FAMILY_MIGRATION | OPEN | GDT663:L_KNOWN_MERGE_LEFT:qokchol | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT666:EXACT_WHOLE:qockhey | V13:TARGET_SURFACE_DEFAULT | GDT655:NEW_EXACT_WHOLE	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	4	qokcho	4	qokcho	qokeey	l	[qokcho:?]	NEWLY_EXPOSED_BY_GDT666_NO_NEW_CARD	OPEN	vollständig eingeweichter Ansatz; Arzneikompositum im Feuchtansatz am Gradanfang; bis zur Heizendstufe; heiß-trockenes Drogenmaterial; heiß und bis zur mittleren Trockenstufe gebracht; leicht angefeuchtet, abgeschlossen; heiß und bis zur mittleren Trockenstufe gebracht; bis zur mittleren Trockenstufe gebracht; Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten; Ansatz auf Heizstufe III; Rohstoff I
