rank	strict_complete	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	working_translation_de
1	0	f100v	f100v.13	P	A	1	2	2	0	0	1	0	1.000000	1	1	1	0	chos ctharal	[eine Charge Trockenansatz-Zeichen] | [erste Kraut- oder Blattfraktion aus Rohdroge I-Zeichen]	GDT665:EXACT_WHOLE:chos | GDT666:EXACT_WHOLE:ctharal	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	[eine Charge Trockenansatz-Zeichen]; [erste Kraut- oder Blattfraktion aus Rohdroge I-Zeichen]
2	0	f102v1	f102v1.10	P	A	1	10	10	2	1	3	0	1.000000	7	7	1	0	kochor ol ydaiin choraiin sheey ykeey kor shey qokey dy	erhitzter Pflanzenteil im Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | davon drei Maße | Blüten-/Pflanzenteil, Menge/Klasse III | feucht am Ende des Grades | erhitze hiervon bis zur Endstufe und schließe ab | heiße Drogenportion | feucht in der Mitte des Grades | heiß in der Mitte des Grades | Qualitäts-/Wertfeld geschlossen	GDT666:EXACT_WHOLE:kochor | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT662:EXACT_WHOLE:ydaiin | V13:PART_VALUE_SERIES | GDT647:FAMILY_MIGRATION | GDT665:EXACT_WHOLE:ykeey | GDT654:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT660:DY_EOS	KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	erhitzter Pflanzenteil im Ansatz; Grundansatz; davon drei Maße; Blüten-/Pflanzenteil, Menge/Klasse III; vollständig eingeweicht; erhitze hiervon bis zur Endstufe und schließe ab; heiße Drogenportion; bis zur mittleren Einweichstufe; bis zur mittleren Heizstufe.
3	0	f103v	f103v.11	S	B	3	5	5	0	0	2	0	1.000000	3	3	1	0	qokeedy olkeeshy qoky qokal shed	heiß am Ende des Grades, abgeschlossen | Holzdrogenansatz vollständig erhitzen und leicht anfeuchten | heiß am Anfang des Grades | Rohstoffklasse I, heiß am Gradanfang | Einweichen bis zur mittleren Stufe abschließen	GDT647:FAMILY_MIGRATION | GDT666:EXACT_WHOLE:olkeeshy | GDT647:FAMILY_MIGRATION | GDT656:REVISE_AL_QUALITY_MODEL | GDT665:EXACT_WHOLE:shed	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	bis zur Heizendstufe gebracht; Holzdrogenansatz vollständig erhitzen und leicht anfeuchten; leicht erhitzt; Rohstoff I, heiß am Gradanfang; Einweichen bis zur mittleren Stufe abschließen
4	1	f103v	f103v.24	S	B	3	12	12	5	0	0	0	1.000000	12	12	1	1	ykeey lchey qokeey ror aiin olan otan otain otain ar y kain	erhitze hiervon bis zur Endstufe und schließe ab | Drogenholz, trocken gebunden, Form I | heiß am Ende des Grades | Wurzelportion | Menge III | Holzdrogenansatz der Stufe I | kalt im Zubereitungsrahmen, Grad I | kalt im Zubereitungsrahmen, Grad II | kalt im Zubereitungsrahmen, Grad II | Drogenfraktion I | ; hierzu: | heiß, Grad II	GDT665:EXACT_WHOLE:ykeey | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | V13:TARGET_SURFACE_DEFAULT | GDT666:EXACT_WHOLE:olan | V13:QUALITY_DEGREE_SERIES | V13:QUALITY_DEGREE_SERIES | V13:QUALITY_DEGREE_SERIES | GDT654:NEW_EXACT_WHOLE | GDT659:Y_MEDIAL_BIDIRECTIONAL_HINGE | V13:QUALITY_DEGREE_SERIES	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED	NONE	NONE	erhitze hiervon bis zur Endstufe und schließe ab; Drogenholz, trocken gebunden, Form I; bis zur Heizendstufe; Wurzelportion; drei Teile; Holzdrogenansatz der Stufe I; kalt im Zubereitungsrahmen, Grad I; kalt im Zubereitungsrahmen, Grad II; kalt im Zubereitungsrahmen, Grad II; Drogenfraktion I; hierzu: heiß, Grad II
5	1	f103v	f103v.26	S	B	3	6	6	0	0	0	0	1.000000	6	6	1	1	yteey qokeey sheety oteey lshedy oteaiin	kühle hiervon bis zur Endstufe ab | heiß am Ende des Grades | vollständig angefeuchtet und gekühlt | kalter Ansatz am Ende des Grades | eingeweichtes Drogenholz | Kaltansatz nach mittlerer Behandlung auf Stufe III	GDT665:EXACT_WHOLE:yteey | GDT647:FAMILY_MIGRATION | GDT663:EXACT_WHOLE:sheety | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | GDT666:EXACT_WHOLE:oteaiin	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	kühle hiervon bis zur Endstufe ab; bis zur Heizendstufe; vollständig angefeuchtet und gekühlt; Ansatz auf Kühlendstufe; eingeweichtes Drogenholz; Kaltansatz nach mittlerer Behandlung auf Stufe III
6	0	f103v	f103v.28	S	B	3	11	11	2	0	4	0	1.000000	7	8	1	0	daiin checkhy ykeey shckhy otealshey okain chey oteedy por aiin y	Grad-/Maßwert III | trockenes Arzneikompositum am Gradanfang | erhitze hiervon bis zur Endstufe und schließe ab | Arzneikompositum: feucht, Gradanfang | Rohstoff-I-Ansatz kalt vorbehandeln und bis zur Mittelstufe einweichen | heiß im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades | kalter Ansatz am Ende des Grades, abgeschlossen | Pulverportion | Menge III | Eintrag abgeschlossen	V13:CONTEXTUAL_VALUE_SERIES | GDT651:STRONG_LEARNED_CKH_FAMILY | GDT665:EXACT_WHOLE:ykeey | GDT651:STRONG_LEARNED_CKH_FAMILY | GDT666:EXACT_WHOLE:otealshey | V13:QUALITY_DEGREE_SERIES | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | V13:TARGET_SURFACE_DEFAULT | GDT659:Y_EOS_CLOSE	READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	drei Maße; trockenes Arzneikompositum am Gradanfang; erhitze hiervon bis zur Endstufe und schließe ab; Arzneikompositum: feucht, Gradanfang; Rohstoff-I-Ansatz kalt vorbehandeln und bis zur Mittelstufe einweichen; heiß im Zubereitungsrahmen, Grad II; bis zur mittleren Trockenstufe; Ansatz auf Kühlendstufe abgeschlossen; Pulverportion; drei Teile.
7	0	f103v	f103v.35	S	B	3	10	10	0	0	2	0	1.000000	8	8	1	0	qol shey ykeey okeey lshey sheckhy chtain oty okedy otaly	Drogenstoff zugeben | feucht in der Mitte des Grades | erhitze hiervon bis zur Endstufe und schließe ab | heißer Ansatz am Ende des Grades | eingeweichtes Drogenholz, Form I | feuchtes Arzneikompositum am Gradanfang | kalt-trocken, Grad II | kalter Ansatz am Anfang des Grades | heißer Ansatz in der Mitte des Grades, abgeschlossen | Rohstoff-I-Ansatz leicht kühlen und abschließen	GDT662:EXACT_WHOLE:qol | GDT647:FAMILY_MIGRATION | GDT665:EXACT_WHOLE:ykeey | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT651:REVISED_FOUR_SHELL_CKH_GRID | GDT638:ROUND_09 | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT666:EXACT_WHOLE:otaly	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	gib Folgendes hinzu: bis zur mittleren Einweichstufe; erhitze hiervon bis zur Endstufe und schließe ab; Ansatz auf Heizendstufe; eingeweichtes Drogenholz, Form I; feuchtes Arzneikompositum am Gradanfang; kalt-trocken, Grad II; kalter Ansatz am Anfang des Grades; Ansatz bis zur mittleren Heizstufe, abgeschlossen; Rohstoff-I-Ansatz leicht kühlen und abschließen
8	0	f104r	f104r.15	S	B	3	8	8	0	0	4	0	1.000000	4	5	1	0	sor chodaiin chody okar otolkeechdy okal kaiin cheodaiin	Samenportion | Trockenansatz, Dosis III | Trockenansatz, abgeschlossen | heiße Drogenfraktion I im Ansatz | kalten Ansatzstoff vollständig erhitzen, trocknen und abschließen | Rohstoffklasse I im Ansatz, heiß am Gradanfang | heiß, Grad III | drei Dosen Trockenansatz auf mittlerer Trockenstufe	V13:SCOPED_CONCRETE_HEAD_FORM | GDT664:EXACT_WHOLE:chodaiin | GDT663:EXACT_WHOLE:chody | GDT654:NEW_EXACT_WHOLE | GDT666:EXACT_WHOLE:otolkeechdy | GDT656:REVISE_AL_QUALITY_MODEL | V13:TARGET_SURFACE_DEFAULT | GDT665:EXACT_WHOLE:cheodaiin	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	Samenportion; Trockenansatz, Dosis III; Trockenansatz, abgeschlossen; heiße Drogenfraktion I im Ansatz; kalten Ansatzstoff vollständig erhitzen, trocknen und abschließen; Rohstoff I, leicht erhitzt im Ansatz; heiß, Grad III; drei Dosen Trockenansatz auf mittlerer Trockenstufe
9	0	f105r	f105r.4	S	B	3	11	11	0	0	5	0	1.000000	6	7	1	0	ykaiin olkeedy odaiin okar eeeodaiin yteey ochedy qokeeey oy teedy qotam	erhitze hiervon auf Stufe III | Holzdrogenansatz vollständig erhitzt und abgeschlossen | Zubereitungsdosis III | heiße Drogenfraktion I im Ansatz | drei Dosen eines lang behandelten Ansatzes | kühle hiervon bis zur Endstufe ab | Ansatz aus getrockneter Droge, abgeschlossen | stark erhitzt, Endstufe III | Ansatz in Grundform | kalt am Ende des Grades, abgeschlossen | nimm ein Maß kalten Ansatzes	GDT665:EXACT_WHOLE:ykaiin | GDT664:EXACT_WHOLE:olkeedy | GDT648:STRICT_WHOLE_COMPLETION | GDT654:NEW_EXACT_WHOLE | GDT666:EXACT_WHOLE:eeeodaiin | GDT665:EXACT_WHOLE:yteey | GDT663:EXACT_WHOLE:ochedy | GDT662:EXACT_WHOLE:qokeeey | GDT665:EXACT_WHOLE:oy | GDT647:FAMILY_MIGRATION | GDT664:EXACT_WHOLE:qotam	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	NONE	NONE	erhitze hiervon auf Stufe III; Holzdrogenansatz vollständig erhitzt und abgeschlossen; Zubereitungsdosis III; heiße Drogenfraktion I im Ansatz; drei Dosen eines lang behandelten Ansatzes; kühle hiervon bis zur Endstufe ab; Ansatz aus getrockneter Droge, abgeschlossen; erhitze bis Endstufe III; Ansatz in Grundform; bis zur Kühlendstufe gebracht; nimm ein Maß kalten Ansatzes
10	0	f107v	f107v.22	S	B	3	6	6	1	0	2	0	1.000000	4	4	1	0	dar alol olaiin olkal chol chdar	abgemessene Fraktion I | Drogenstoff aus Rohdroge I | Drogenstoff, Menge III | Holzdrogenansatz aus Rohstoff I leicht erhitzt | trocken; nominal trockenes Gut/Material | abgemessene Trockenfraktion I, Anfangsstufe	GDT649:STRONG_FAMILY_DEFAULT | GDT666:EXACT_WHOLE:alol | GDT663:EXACT_WHOLE:olaiin | GDT665:EXACT_WHOLE:olkal | V13:DRY_OL_FORM | GDT663:EXACT_WHOLE:chdar	READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE	NONE	NONE	abgemessene Fraktion I; Drogenstoff aus Rohdroge I; drei Teile Holzdrogenansatz; Holzdrogenansatz aus Rohstoff I leicht erhitzt; Trockengut; abgemessene Trockenfraktion I, Anfangsstufe
11	0	f107v	f107v.27	S	B	3	11	11	1	0	2	0	1.000000	9	10	1	0	dal okain okchey qokshy okol lkshedy taraiin sho qokor cheey qokam	abgemessene Rohstoffmenge I | heiß im Zubereitungsrahmen, Grad II | heiß-trockener Ansatz in der Mitte des Grades | heiß und feucht am Anfang des Grades | heißer Ansatzstoff | Holzdroge erhitzen, bis zur Mittelstufe einweichen und abschließen | drei Teile der ersten gekühlten Drogenfraktion | feuchter Ansatz | heiße Drogenportion | trocken am Ende des Grades | nimm ein Maß und erhitze es	GDT655:NEW_EXACT_WHOLE | V13:QUALITY_DEGREE_SERIES | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT665:EXACT_WHOLE:okol | GDT666:EXACT_WHOLE:lkshedy | GDT665:EXACT_WHOLE:taraiin | V13:TARGET_SURFACE_DEFAULT | GDT654:NEW_EXACT_WHOLE | GDT647:FAMILY_MIGRATION | GDT664:EXACT_WHOLE:qokam	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	abgemessene Rohstoffmenge I; heiß im Zubereitungsrahmen, Grad II; heiß-trockener Ansatz in der Mitte des Grades; heiß und leicht angefeuchtet; heißer Ansatzstoff; Holzdroge erhitzen, bis zur Mittelstufe einweichen und abschließen; drei Teile der ersten gekühlten Drogenfraktion; feuchter Ansatz; heiße Drogenportion; vollständig getrocknet; nimm ein Maß und erhitze es
12	0	f107v	f107v.28	S	B	3	5	5	0	0	3	0	1.000000	2	3	1	0	y cheor cheol lcheedy raraiin	Eintrag: | trockener Drogenteil | trockener Drogenstoff | Holzdroge vollständig trocknen und abschließen | drei Teile der ersten Wurzelfraktion	GDT659:Y_BOS_ENTRY | GDT642:ROUND_02 | GDT642:ROUND_01 | GDT665:EXACT_WHOLE:lcheedy | GDT666:EXACT_WHOLE:raraiin	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	Eintrag: trockener Drogenteil; trockener Drogenstoff; Holzdroge vollständig trocknen und abschließen; drei Teile der ersten Wurzelfraktion
13	0	f108r	f108r.46	S	B	3	11	11	0	0	3	0	1.000000	8	8	1	0	yteedy qokeed y qokey otedy okedy qokaiin cheodar cheey qokedy al	kühle hiervon vollständig ab und schließe | erhitze bis zur Endstufe und schließe ab | Eintragsteil abgeschlossen | heiß in der Mitte des Grades | kalter Ansatz in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | heiß, Grad III | die erste Fraktion des mitteltrockenen Ansatzes abmessen | trocken am Ende des Grades | heiß in der Mitte des Grades, abgeschlossen | Rohstoffklasse I	GDT665:EXACT_WHOLE:yteedy | GDT664:EXACT_WHOLE:qokeed | GDT659:Y_MEDIAL_LEFT_CLOSE | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT666:EXACT_WHOLE:cheodar | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT655:NEW_EXACT_WHOLE	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	kühle hiervon vollständig ab und schließe; erhitze bis zur Endstufe und schließe ab; bis zur mittleren Heizstufe; Ansatz auf mittlerer Kühlstufe abgeschlossen; Ansatz bis zur mittleren Heizstufe, abgeschlossen; heiß, Grad III; die erste Fraktion des mitteltrockenen Ansatzes abmessen; vollständig getrocknet; bis zur mittleren Heizstufe gebracht; Rohstoff I
