family	surface	zl3b_occurrences	pages	reader_exact_occurrences	cross_reader_only	surface_status	working_reading_de
OKY_GRID	ky	29	27	12	0	OBSERVED	heiße Grundform
OKY_GRID	ty	20	18	10	0	OBSERVED	kalte Grundform
OKY_GRID	oky	89	66	80	0	OBSERVED	heißer Ansatz, Grundform
OKY_GRID	oty	101	66	92	0	OBSERVED	kalter Ansatz, Grundform
OKY_GRID	qoky	138	65	125	0	OBSERVED	heiße Zubereitungsgrundform
OKY_GRID	qoty	86	53	77	0	OBSERVED	kalte Zubereitungsgrundform
OTCHOR_GRID	kol	30	27	20	0	OBSERVED	Drogenstoff, heiß
OTCHOR_GRID	kor	20	20	13	0	OBSERVED	Drogenportion, heiß
OTCHOR_GRID	kchol	24	20	19	0	OBSERVED	Drogenstoff, heiß-trocken
OTCHOR_GRID	kchor	19	19	18	0	OBSERVED	Drogenportion, heiß-trocken
OTCHOR_GRID	tol	34	25	27	0	OBSERVED	Drogenstoff, kalt
OTCHOR_GRID	tor	17	17	12	0	OBSERVED	Drogenportion, kalt
OTCHOR_GRID	tchol	16	14	11	0	OBSERVED	Drogenstoff, kalt-trocken
OTCHOR_GRID	tchor	21	18	17	0	OBSERVED	Drogenportion, kalt-trocken
OTCHOR_GRID	okol	53	41	50	0	OBSERVED	Drogenstoff des Ansatzes, heiß
OTCHOR_GRID	okor	24	20	16	0	OBSERVED	Drogenportion des Ansatzes, heiß
OTCHOR_GRID	okchol	10	8	9	0	OBSERVED	Drogenstoff des Ansatzes, heiß-trocken
OTCHOR_GRID	okchor	15	13	12	0	OBSERVED	Drogenportion des Ansatzes, heiß-trocken
OTCHOR_GRID	otol	58	48	56	0	OBSERVED	Drogenstoff des Ansatzes, kalt
OTCHOR_GRID	otor	33	29	24	0	OBSERVED	Drogenportion des Ansatzes, kalt
OTCHOR_GRID	otchol	27	25	24	0	OBSERVED	Drogenstoff des Ansatzes, kalt-trocken
OTCHOR_GRID	otchor	16	14	16	0	OBSERVED	Drogenportion des Ansatzes, kalt-trocken
OTCHOR_GRID	qokol	88	51	82	0	OBSERVED	Drogenstoff der Zubereitung, heiß
OTCHOR_GRID	qokor	29	25	21	0	OBSERVED	Drogenportion der Zubereitung, heiß
OTCHOR_GRID	qokchol	15	11	15	0	OBSERVED	Drogenstoff der Zubereitung, heiß-trocken
OTCHOR_GRID	qokchor	8	7	7	0	OBSERVED	Drogenportion der Zubereitung, heiß-trocken
OTCHOR_GRID	qotol	43	31	40	0	OBSERVED	Drogenstoff der Zubereitung, kalt
OTCHOR_GRID	qotor	26	22	22	0	OBSERVED	Drogenportion der Zubereitung, kalt
OTCHOR_GRID	qotchol	13	11	13	0	OBSERVED	Drogenstoff der Zubereitung, kalt-trocken
OTCHOR_GRID	qotchor	11	10	11	0	OBSERVED	Drogenportion der Zubereitung, kalt-trocken
OTCHOR_GRID	ykol	12	12	9	0	OBSERVED	Drogenstoff dieser Droge, heiß
OTCHOR_GRID	ykor	5	5	4	0	OBSERVED	Drogenportion dieser Droge, heiß
OTCHOR_GRID	ykchol	6	5	5	0	OBSERVED	Drogenstoff dieser Droge, heiß-trocken
OTCHOR_GRID	ykchor	5	4	4	0	OBSERVED	Drogenportion dieser Droge, heiß-trocken
OTCHOR_GRID	ytol	14	13	11	0	OBSERVED	Drogenstoff dieser Droge, kalt
OTCHOR_GRID	ytor	13	13	12	0	OBSERVED	Drogenportion dieser Droge, kalt
OTCHOR_GRID	ytchol	5	5	4	0	OBSERVED	Drogenstoff dieser Droge, kalt-trocken
OTCHOR_GRID	ytchor	8	7	8	0	OBSERVED	Drogenportion dieser Droge, kalt-trocken
YCHAIR_GRID	kar	57	42	42	0	OBSERVED	Fraktion I, heiß
YCHAIR_GRID	kair	11	8	8	0	OBSERVED	Fraktion II, heiß
YCHAIR_GRID	tar	40	33	33	0	OBSERVED	Fraktion I, kalt
YCHAIR_GRID	tair	11	10	10	0	OBSERVED	Fraktion II, kalt
YCHAIR_GRID	char	75	51	55	0	OBSERVED	Fraktion I, trocken
YCHAIR_GRID	chair	2	2	1	0	OBSERVED	Fraktion II, trocken
YCHAIR_GRID	shar	29	25	24	0	OBSERVED	Fraktion I, feucht
YCHAIR_GRID	shair	1	1	1	0	OBSERVED	Fraktion II, feucht
YCHAIR_GRID	ykar	31	24	27	0	OBSERVED	Fraktion I dieser Droge, heiß
YCHAIR_GRID	ykair	7	7	7	0	OBSERVED	Fraktion II dieser Droge, heiß
YCHAIR_GRID	ytar	21	15	21	0	OBSERVED	Fraktion I dieser Droge, kalt
YCHAIR_GRID	ytair	4	4	3	0	OBSERVED	Fraktion II dieser Droge, kalt
YCHAIR_GRID	ychar	1	1	1	0	OBSERVED	Fraktion I dieser Droge, trocken
YCHAIR_GRID	ychair	1	1	1	0	OBSERVED	Fraktion II dieser Droge, trocken
YCHAIR_GRID	yshar	1	1	1	0	OBSERVED	Fraktion I dieser Droge, feucht
YCHAIR_GRID	yshair	0	0	0	0	ABSENT_PREDICTION_HOLD	Fraktion II dieser Droge, feucht
CHEAIIN_LADDER	chean	2	2	2	0	OBSERVED	trocken gebundene Form, Grad I
CHEAIIN_LADDER	cheain	2	2	2	0	OBSERVED	trocken gebundene Form, Grad II
CHEAIIN_LADDER	cheaiin	4	4	3	0	OBSERVED	trocken gebundene Form, Grad III
CHEAIIN_LADDER	cheaiiin	0	0	0	0	ABSENT_PREDICTION_HOLD	trocken gebundene Form, Grad IV
CHEAIIN_LADDER	shean	0	0	0	0	ABSENT_PREDICTION_HOLD	feucht gebundene Form, Grad I
CHEAIIN_LADDER	sheain	3	3	1	0	OBSERVED	feucht gebundene Form, Grad II
CHEAIIN_LADDER	sheaiin	9	9	8	0	OBSERVED	feucht gebundene Form, Grad III
CHEAIIN_LADDER	sheaiiin	0	0	0	0	ABSENT_PREDICTION_HOLD	feucht gebundene Form, Grad IV
CTHOM_FAMILY	ctho	18	18	8	0	OBSERVED	CTH-Zubereitung
CTHOM_FAMILY	cthom	5	5	5	0	OBSERVED	eine Handvoll Blatt- oder Krautansatz
CTHOM_FAMILY	cthal	7	5	5	0	OBSERVED	CTH-Rohstoffform I
CTHOM_FAMILY	cthar	14	12	13	0	OBSERVED	CTH-Drogenfraktion I
CTHOM_FAMILY	cthol	51	34	50	0	OBSERVED	CTH-Drogenstoff
CTHOM_FAMILY	cthor	43	33	39	0	OBSERVED	CTH-Drogenportion
