matrix_id	taurus_phase	held_family	held_event_count	held_sign_count	held_signs	selected_direction	selected_offset	training_family_count	training_status_purity	held_status_purity	held_status_modes	held_status_counts	held_planet_purity	held_planet_modes	held_planet_counts	held_all_benefic	held_consistent_status	held_consistent_planet	semantic_export
PICATRIX_INDIAN	H0	AQABA	7	2	GEMINI|PISCES	1	9	8	0.854167	0.714286	MALEFIC	BENEFIC:2|MALEFIC:5	0.428571	MARS	JUPITER:2|MARS:3|SATURN:2	NO	NO	NO	NONE
PICATRIX_INDIAN	H0	AQABAB	3	3	GEMINI|PISCES|TAURUS	1	9	8	0.860119	0.666667	OTHER	BENEFIC:1|OTHER:2	0.333333	MERCURY|MOON|VENUS	MERCURY:1|MOON:1|VENUS:1	NO	NO	NO	NONE
PICATRIX_INDIAN	H0	AQABAC	3	3	GEMINI|PISCES|TAURUS	1	9	8	0.860119	0.666667	OTHER	BENEFIC:1|OTHER:2	0.333333	MERCURY|MOON|VENUS	MERCURY:1|MOON:1|VENUS:1	NO	NO	NO	NONE
PICATRIX_INDIAN	H0	AQABAG	2	2	PISCES|TAURUS	1	9	8	0.818452	1.000000	OTHER	OTHER:2	0.500000	MERCURY|MOON	MERCURY:1|MOON:1	NO	YES	NO	NONE
PICATRIX_INDIAN	H0	AQABBA	2	2	GEMINI|PISCES	1	9	8	0.818452	1.000000	BENEFIC	BENEFIC:2	0.500000	JUPITER|VENUS	JUPITER:1|VENUS:1	YES	YES	NO	NONE
PICATRIX_INDIAN	H0	AQACAB	3	2	GEMINI|PISCES	1	8	8	0.818452	0.666667	OTHER	BENEFIC:1|OTHER:2	0.333333	JUPITER|MERCURY|MOON	JUPITER:1|MERCURY:1|MOON:1	NO	NO	NO	NONE
PICATRIX_INDIAN	H0	AQACABBA	2	2	GEMINI|TAURUS	1	9	8	0.818452	1.000000	BENEFIC	BENEFIC:2	1.000000	VENUS	VENUS:2	YES	YES	YES	NONE
PICATRIX_INDIAN	H0	AQAFA	2	2	GEMINI|TAURUS	1	9	8	0.880952	0.500000	MALEFIC|OTHER	MALEFIC:1|OTHER:1	0.500000	MERCURY|SATURN	MERCURY:1|SATURN:1	NO	NO	NO	NONE
PICATRIX_INDIAN	H0	AQKA|ACA	2	2	GEMINI|TAURUS	1	9	8	0.818452	1.000000	MALEFIC	MALEFIC:2	1.000000	SATURN	SATURN:2	NO	YES	YES	NONE
PICATRIX_INDIAN	H1	AQABA	7	2	GEMINI|PISCES	1	11	8	0.854167	0.428571	BENEFIC|MALEFIC	BENEFIC:3|MALEFIC:3|OTHER:1	0.428571	JUPITER	JUPITER:3|MARS:2|MERCURY:1|SATURN:1	NO	NO	NO	NONE
