matrix_id	taurus_phase	evaluation_id	direction	offset	locus	source_selector	sign	kluge_a_member	base_position	transformed_degree	facies_index	planet	coarse_status	working_rival_de	confidence	component_export_credit
PICATRIX_INDIAN	H0	NOMINAL_R0	1	0	f70v2.24	f70v2	PISCES	3	3	3	1	JUPITER	BENEFIC	günstige/benefische Facies	C0_HISTORICAL_MATRIX_RIVAL	ZERO
PICATRIX_INDIAN	H0	NOMINAL_R0	1	0	f71v.4	f71v	TAURUS	8	8	8	1	VENUS	BENEFIC	günstige/benefische Facies	C0_HISTORICAL_MATRIX_RIVAL	ZERO
PICATRIX_INDIAN	H0	NOMINAL_R0	1	0	f72r2.8	f72r2	GEMINI	11	11	11	2	VENUS	BENEFIC	günstige/benefische Facies	C0_HISTORICAL_MATRIX_RIVAL	ZERO
PICATRIX_INDIAN	H0	SELECTED_WITHOUT_AQABAC	1	9	f70v2.24	f70v2	PISCES	3	3	12	2	MOON	OTHER	markierte Faciesqualität; Polarität offen	C0_HISTORICAL_MATRIX_RIVAL	ZERO
PICATRIX_INDIAN	H0	SELECTED_WITHOUT_AQABAC	1	9	f71v.4	f71v	TAURUS	8	8	17	2	MERCURY	OTHER	markierte Faciesqualität; Polarität offen	C0_HISTORICAL_MATRIX_RIVAL	ZERO
PICATRIX_INDIAN	H0	SELECTED_WITHOUT_AQABAC	1	9	f72r2.8	f72r2	GEMINI	11	11	20	2	VENUS	BENEFIC	günstige/benefische Facies	C0_HISTORICAL_MATRIX_RIVAL	ZERO
PICATRIX_INDIAN	H1	NOMINAL_R0	1	0	f70v2.24	f70v2	PISCES	3	3	3	1	JUPITER	BENEFIC	günstige/benefische Facies	C0_HISTORICAL_MATRIX_RIVAL	ZERO
PICATRIX_INDIAN	H1	NOMINAL_R0	1	0	f71v.4	f71v	TAURUS	8	23	23	3	SATURN	MALEFIC	markierte Faciesqualität; Polarität offen	C0_HISTORICAL_MATRIX_RIVAL	ZERO
PICATRIX_INDIAN	H1	NOMINAL_R0	1	0	f72r2.8	f72r2	GEMINI	11	11	11	2	VENUS	BENEFIC	günstige/benefische Facies	C0_HISTORICAL_MATRIX_RIVAL	ZERO
PICATRIX_INDIAN	H1	SELECTED_WITHOUT_AQABAC	1	11	f70v2.24	f70v2	PISCES	3	3	14	2	MOON	OTHER	markierte Faciesqualität; Polarität offen	C0_HISTORICAL_MATRIX_RIVAL	ZERO
PICATRIX_INDIAN	H1	SELECTED_WITHOUT_AQABAC	1	11	f71v.4	f71v	TAURUS	8	23	4	1	VENUS	BENEFIC	günstige/benefische Facies	C0_HISTORICAL_MATRIX_RIVAL	ZERO
PICATRIX_INDIAN	H1	SELECTED_WITHOUT_AQABAC	1	11	f72r2.8	f72r2	GEMINI	11	11	22	3	SATURN	MALEFIC	markierte Faciesqualität; Polarität offen	C0_HISTORICAL_MATRIX_RIVAL	ZERO
CHALDEAN	H0	NOMINAL_R0	1	0	f70v2.24	f70v2	PISCES	3	3	3	1	SATURN	MALEFIC	markierte Faciesqualität; Polarität offen	C0_HISTORICAL_MATRIX_RIVAL	ZERO
CHALDEAN	H0	NOMINAL_R0	1	0	f71v.4	f71v	TAURUS	8	8	8	1	MERCURY	OTHER	markierte Faciesqualität; Polarität offen	C0_HISTORICAL_MATRIX_RIVAL	ZERO
CHALDEAN	H0	NOMINAL_R0	1	0	f72r2.8	f72r2	GEMINI	11	11	11	2	MARS	MALEFIC	markierte Faciesqualität; Polarität offen	C0_HISTORICAL_MATRIX_RIVAL	ZERO
CHALDEAN	H0	SELECTED_WITHOUT_AQABAC	1	12	f70v2.24	f70v2	PISCES	3	3	15	2	JUPITER	BENEFIC	günstige/benefische Facies	C0_HISTORICAL_MATRIX_RIVAL	ZERO
CHALDEAN	H0	SELECTED_WITHOUT_AQABAC	1	12	f71v.4	f71v	TAURUS	8	8	20	2	MOON	OTHER	markierte Faciesqualität; Polarität offen	C0_HISTORICAL_MATRIX_RIVAL	ZERO
CHALDEAN	H0	SELECTED_WITHOUT_AQABAC	1	12	f72r2.8	f72r2	GEMINI	11	11	23	3	SOL	OTHER	markierte Faciesqualität; Polarität offen	C0_HISTORICAL_MATRIX_RIVAL	ZERO
CHALDEAN	H1	NOMINAL_R0	1	0	f70v2.24	f70v2	PISCES	3	3	3	1	SATURN	MALEFIC	markierte Faciesqualität; Polarität offen	C0_HISTORICAL_MATRIX_RIVAL	ZERO
CHALDEAN	H1	NOMINAL_R0	1	0	f71v.4	f71v	TAURUS	8	23	23	3	SATURN	MALEFIC	markierte Faciesqualität; Polarität offen	C0_HISTORICAL_MATRIX_RIVAL	ZERO
CHALDEAN	H1	NOMINAL_R0	1	0	f72r2.8	f72r2	GEMINI	11	11	11	2	MARS	MALEFIC	markierte Faciesqualität; Polarität offen	C0_HISTORICAL_MATRIX_RIVAL	ZERO
CHALDEAN	H1	SELECTED_WITHOUT_AQABAC	-1	7	f70v2.24	f70v2	PISCES	3	3	6	1	SATURN	MALEFIC	markierte Faciesqualität; Polarität offen	C0_HISTORICAL_MATRIX_RIVAL	ZERO
CHALDEAN	H1	SELECTED_WITHOUT_AQABAC	-1	7	f71v.4	f71v	TAURUS	8	23	16	2	MOON	OTHER	markierte Faciesqualität; Polarität offen	C0_HISTORICAL_MATRIX_RIVAL	ZERO
CHALDEAN	H1	SELECTED_WITHOUT_AQABAC	-1	7	f72r2.8	f72r2	GEMINI	11	11	28	3	SOL	OTHER	markierte Faciesqualität; Polarität offen	C0_HISTORICAL_MATRIX_RIVAL	ZERO
