view_id	source_field	metric_id	split_id	train_a_members	test_a_members	raw_selected_transform_71	raw_selected_transform_72	raw_train_score	raw_train_best_tie_count	raw_test_score	raw_test_rank	raw_test_tie_count	comparable_normalized_selected_transform_71	comparable_normalized_selected_transform_72	comparable_normalized_train_score	comparable_normalized_train_best_tie_count	comparable_normalized_test_score	comparable_normalized_test_rank	comparable_normalized_test_tie_count
ZL_MEMBER_NED	zl_member_sequence	CHAR_NORMALIZED_LEVENSHTEIN	TRAIN_A06_08_10_12_14__TEST_A07_09_11_13_15	6|8|10|12|14	7|9|11|13|15	F8	F9	7.534057927871	1	6.937819693095	272	1	R7	F2	1.880150732182	1	1.537706570923	251	1
ZL_MEMBER_NED	zl_member_sequence	CHAR_NORMALIZED_LEVENSHTEIN	TRAIN_A07_09_11_13_15__TEST_A06_08_10_12_14	7|9|11|13|15	6|8|10|12|14	F9	R0	8.855777837891	1	7.216981416753	19	1	R9	F3	1.801878196931	1	1.467268863187	329	1
IT_MEMBER_NED	it_member_sequence	CHAR_NORMALIZED_LEVENSHTEIN	TRAIN_A06_08_10_12_14__TEST_A07_09_11_13_15	6|8|10|12|14	7|9|11|13|15	R7	F9	7.548861826019	1	6.494021739130	369	1	R7	F2	1.869789335379	1	1.487165797757	320	1
IT_MEMBER_NED	it_member_sequence	CHAR_NORMALIZED_LEVENSHTEIN	TRAIN_A07_09_11_13_15__TEST_A06_08_10_12_14	7|9|11|13|15	6|8|10|12|14	F9	R0	8.694250442652	1	7.050569567732	21	1	R9	F3	1.752829283887	1	1.473038093956	291	1
RF_MEMBER_NED	rf_member_sequence	CHAR_NORMALIZED_LEVENSHTEIN	TRAIN_A06_08_10_12_14__TEST_A07_09_11_13_15	6|8|10|12|14	7|9|11|13|15	R7	F9	7.457470574922	1	6.572154731458	352	1	F9	F8	1.864015494422	1	1.613648681881	69	1
RF_MEMBER_NED	rf_member_sequence	CHAR_NORMALIZED_LEVENSHTEIN	TRAIN_A07_09_11_13_15__TEST_A06_08_10_12_14	7|9|11|13|15	6|8|10|12|14	R9	R0	8.595444373402	1	6.330385081334	172	1	R9	F3	1.760709718670	1	1.446225032875	347	1
BOUNDARY_NED	canonical_boundary_family	CHAR_NORMALIZED_LEVENSHTEIN	TRAIN_A06_08_10_12_14__TEST_A07_09_11_13_15	6|8|10|12|14	7|9|11|13|15	F9	F9	6.773611111111	1	6.150091575092	122	1	R7	F2	1.707479557480	1	1.264572649573	203	1
BOUNDARY_NED	canonical_boundary_family	CHAR_NORMALIZED_LEVENSHTEIN	TRAIN_A07_09_11_13_15__TEST_A06_08_10_12_14	7|9|11|13|15	6|8|10|12|14	F9	R0	7.586752136752	1	6.467730880231	7	1	R8	F1	1.593524531025	1	1.267510683761	264	1
COMPACT_NED	canonical_compact_family	CHAR_NORMALIZED_LEVENSHTEIN	TRAIN_A06_08_10_12_14__TEST_A07_09_11_13_15	6|8|10|12|14	7|9|11|13|15	F9	F9	7.314285714286	1	6.531926406926	139	2	F9	R4	1.700976800977	1	1.409992784993	127	1
COMPACT_NED	canonical_compact_family	CHAR_NORMALIZED_LEVENSHTEIN	TRAIN_A07_09_11_13_15__TEST_A06_08_10_12_14	7|9|11|13|15	6|8|10|12|14	R9	F6	7.844155844156	1	5.638431013431	209	1	R9	F3	1.626920995671	1	1.332158119658	314	1
PREFIX_EXACT	transferred_prefix	CATEGORICAL_EXACT	TRAIN_A06_08_10_12_14__TEST_A07_09_11_13_15	6|8|10|12|14	7|9|11|13|15	R8	R9	7.000000000000	5	2.000000000000	236	119	R5	R4	1.666666666667	6	1.000000000000	48	29
PREFIX_EXACT	transferred_prefix	CATEGORICAL_EXACT	TRAIN_A07_09_11_13_15__TEST_A06_08_10_12_14	7|9|11|13|15	6|8|10|12|14	R5	R6	7.000000000000	8	3.000000000000	123	109	R6	R5	1.450000000000	6	0.700000000000	166	47
PREFIX_NED	transferred_prefix	CHAR_NORMALIZED_LEVENSHTEIN	TRAIN_A06_08_10_12_14__TEST_A07_09_11_13_15	6|8|10|12|14	7|9|11|13|15	R5	R4	9.750000000000	6	7.250000000000	69	8	R5	R4	2.666666666667	4	1.450000000000	91	7
PREFIX_NED	transferred_prefix	CHAR_NORMALIZED_LEVENSHTEIN	TRAIN_A07_09_11_13_15__TEST_A06_08_10_12_14	7|9|11|13|15	6|8|10|12|14	R9	R0	10.000000000000	2	3.500000000000	313	32	R8	R7	2.225000000000	1	1.175000000000	232	4
RESIDUAL_NED	strict_residual	CHAR_NORMALIZED_LEVENSHTEIN	TRAIN_A06_08_10_12_14__TEST_A07_09_11_13_15	6|8|10|12|14	7|9|11|13|15	R7	F5	5.116666666667	1	3.185317460317	377	1	F0	F2	1.261904761905	1	0.715476190476	355	1
RESIDUAL_NED	strict_residual	CHAR_NORMALIZED_LEVENSHTEIN	TRAIN_A07_09_11_13_15__TEST_A06_08_10_12_14	7|9|11|13|15	6|8|10|12|14	F9	R0	5.897222222222	1	4.079761904762	76	1	F9	F1	1.231150793651	1	0.898095238095	167	1
