channel	canonical_boundary_family	event_count	state_counts	state_purity	physical_folio_count	physical_folios	source_page_count	source_pages	visual_block_count	all_supporting_blocks_state_pure	loci	surfaces	candidate_ceiling	component_export_credit
ZODIAC_BARREL	AQAB	4	ABSENT:4	1.000000	1	f72	1	f72r2	2	YES	f72r2.23|f72r2.25|f72r2.29|f72r2.9	otal|okam|otam|okal	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_BARREL	AQABA	7	ABSENT:1|PRESENT:6	0.857143	2	f70|f72	3	f70v1|f70v2|f72r2	3	YES	f70v1.6|f70v2.12|f70v2.15|f70v2.19|f70v2.8|f70v2.9|f72r2.10	otaly|okody|otaly|okydy|okala|otody|okaly	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_BARREL	AQABAB	3	ABSENT:1|PRESENT:2	0.666667	2	f70|f72	3	f70v1|f70v2|f72r1	3	YES	f70v1.5|f70v2.25|f72r1.5	okalal|otalam|okalam	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_BARREL	AQABAC	3	ABSENT:1|PRESENT:2	0.666667	3	f70|f71|f72	3	f70v2|f71v|f72r2	3	YES	f70v2.24|f71v.4|f72r2.8	otalar|okolar|okalar	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_BARREL	AQABAG	3	PRESENT:3	1.000000	2	f70|f71	3	f70v1|f70v2|f71v	3	YES	f70v1.14|f70v2.31|f71v.15	otalaiin|ykolaiin|otalaiin	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_BARREL	AQABBA	2	ABSENT:1|PRESENT:1	0.500000	2	f70|f72	2	f70v2|f72r2	2	YES	f70v2.17|f72r2.27	otaldy|okaldy	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_BARREL	AQACAB	2	PRESENT:2	1.000000	1	f70	1	f70v2	1	YES	f70v2.23|f70v2.27	otar al|okaram	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_BARREL	AQACABBA	2	ABSENT:2	1.000000	1	f72	2	f72r1|f72r2	2	YES	f72r1.8|f72r2.7	otaraldy|otaraldy	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_BARREL	AQKA|ACA	2	ABSENT:1|PRESENT:1	0.500000	1	f72	2	f72r1|f72r2	2	YES	f72r1.16|f72r2.12	okeey ary|okeey ary	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_CLOTHING	AQAB	3	UNCERTAIN:1|UNDRESSED:2	0.666667	1	f72	1	f72r2	1	NO	f72r2.11|f72r2.20|f72r2.9	okal|okyd|okal	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_CLOTHING	AQABA	2	DRESSED:1|UNDRESSED:1	0.500000	1	f72	1	f72r2	1	NO	f72r2.10|f72r2.18	okaly|okaly	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_CLOTHING	AQABAC	2	DRESSED:1|UNDRESSED:1	0.500000	2	f71|f72	2	f71v|f72r2	2	NO	f71v.4|f72r2.8	okolar|okalar	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_CLOTHING	AQKA|ACA	2	UNDRESSED:2	1.000000	1	f72	2	f72r1|f72r2	2	NO	f72r1.16|f72r2.12	okeey ary|okeey ary	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_FACING	AQAB	3	NON_DIRECTIONAL:3	1.000000	1	f72	1	f72r2	1	YES	f72r2.23|f72r2.25|f72r2.29	otal|okam|otam	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_FACING	AQABA	5	NON_DIRECTIONAL:5	1.000000	1	f70	1	f70v2	1	YES	f70v2.12|f70v2.15|f70v2.19|f70v2.8|f70v2.9	okody|otaly|okydy|okala|otody	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_FACING	AQABAB	2	NON_DIRECTIONAL:1|PROFILE:1	0.500000	2	f70|f72	2	f70v2|f72r1	2	YES	f70v2.25|f72r1.5	otalam|okalam	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_FACING	AQABAC	2	NON_DIRECTIONAL:1|PROFILE:1	0.500000	2	f70|f71	2	f70v2|f71v	2	YES	f70v2.24|f71v.4	otalar|okolar	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_FACING	AQABAG	2	NON_DIRECTIONAL:1|PROFILE:1	0.500000	2	f70|f71	2	f70v2|f71v	2	YES	f70v2.31|f71v.15	ykolaiin|otalaiin	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_FACING	AQABBA	2	NON_DIRECTIONAL:2	1.000000	2	f70|f72	2	f70v2|f72r2	2	YES	f70v2.17|f72r2.27	otaldy|okaldy	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
ZODIAC_FACING	AQACAB	2	PROFILE:2	1.000000	1	f70	1	f70v2	1	YES	f70v2.23|f70v2.27	otar al|okaram	COMPLETE_FAMILY_VISUAL_STATUS_RIVAL_ONLY	ZERO
