path	expected_sha256	role
experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/PAGE_ALLOWLIST.tsv	f0def5a04bd91443cf4770c78f1b67e62cac2060627d8de38faba27899188483	inherited 179-page allow-list checked before guarded materialization
transcription/voynich_zl3b_tokens.tsv	6a061a26edc05ff37dc386c2215774c229a5ff087d3091e68bdd4983a6c007aa	mixed token source accessed only through query-tsv with explicit page allow-values and columns
transcription/voynich_cross_transcription_lines.tsv	ff3a4559004a29764c60102326de154b29fbba06a2a206bdd76d7feda432e16c	mixed alternate-reader source accessed only through guarded query-tsv
transcription/voynich_zl3b_lines.tsv	7520dd4c11f4d23c8492e4b2a52cc0fcbda6d9fc88a96ead8f1c31081a4d7ed2	mixed line metadata source accessed only through guarded query-tsv
experiments/yolo/gdt734_v99r7_recurrent_unknown_family_dispatch/artifacts/V99R7_32339_COMPACT_CELL_REGISTER.tsv	47e8c7375503c2af7c95049392660de23556993ef78c1f24a10af6d9d7a1ed3c	admitted compact renderer cells used for visible quarantine and provenance states
experiments/yolo/gdt734_v99r7_recurrent_unknown_family_dispatch/artifacts/V99R7_1606_COMPLETE_WORD_CONFIDENCE.tsv	9646b8960840f0a6bb10985f0f9d7eef1237725f0763b712a96f0190aeaf7816	clean W2 W3 complete-whole pool reconstructed with retired and composed cards removed
experiments/yolo/gdt739_twelve_whole_local_dimension_dispatch/src/ANCHOR_AXIS_SPECS.tsv	0561329a79ce6c32e8eea4ca58a38e5a5f9602bf181beb79d741543b95aa2b53	published semantic-axis extraction rules
experiments/yolo/gdt781_ol_remaining_23_exploratory_whole_projection/artifacts/GDT781_23_SELECTED_ATLAS.tsv	9b7026e64499bf952ab6d84554c5d60c20ad05f99278841df8e1057250bfaa40	six selected ol target coordinates and parent target displays
experiments/yolo/gdt781_ol_remaining_23_exploratory_whole_projection/artifacts/GDT781_376_RENDERER.tsv	cf6c5a55cb44ed1e6b3ba0d0617d79b506897d2621d30914f5d9af3c24384be3	fixed 376-row parent renderer and consumption state
experiments/yolo/gdt781_ol_remaining_23_exploratory_whole_projection/artifacts/GDT781_23_RECURRENCE_EVIDENCE_CARDS.tsv	aedb745fa1d253305dc551828509890fafa1fd5c5ad20c9bf59c43ede8e58466	published defaults rivals recurrence confidence and evidence for the six-form cohort
experiments/yolo/gdt781_ol_remaining_23_exploratory_whole_projection/artifacts/GDT781_RAW_COMPLETE_WHOLE_ANALOGY_RELATIONS.tsv	a42a22c9a80b9997f1a17e35e1d6766915ce97a8f28a66939e413f367eaa5445	complete-whole analogy sources used only for leakage annotation
experiments/yolo/gdt781_ol_remaining_23_exploratory_whole_projection/artifacts/RESULT.json	ea5052886c60624204552fb140743a6991a618a7d1749f6e2598f73c094aae3a	parent renderer totals and claim state
experiments/yolo/gdt759_quantity_part_state_construction_atlas/artifacts/EXACT_122_CONSTRUCTION_SPAN_ATLAS.tsv	456ffe9569f953ef69ac86d82e6d428fda22f41a7531d4722833a024eaed77c4	registered exact multi-token construction contacts including or aiin
experiments/yolo/gdt735_historical_semantic_bridge_atlas/artifacts/SEMANTIC_BRIDGE_ROLE_DICTIONARY.tsv	b07b7b9e501c9c05a6b1d729c62e702405d397e69cf501d0ddba70b013eddb1e	historical role architecture only with zero EVA letter and component credit
experiments/yolo/gdt735_historical_semantic_bridge_atlas/artifacts/HISTORICAL_SLOT_CENSUS.tsv	84f8aa3b05dd5771072e584e90275260a96bdc849e40dce4fcde3103074366c8	historical descriptive and prescriptive field inventory only
experiments/yolo/gdt754_active_productive_compound_provenance_sieve/artifacts/PROVENANCE_SIEVE_172_DECISIONS.tsv	25f2af6f38af1b8aee8fb2d6160f2742ab28ec71e704b51df3daf6d03251718d	later whole-form provenance gate blocks source-composed literal prose from clean context display
experiments/yolo/gdt768_chor_shor_part_identity_tournament/artifacts/GDT768_6_WORKING_DICTIONARY.tsv	2c9c805b12aa1adf1b858b8e4c6355a1b30ebbc85f0b4d0f74578a4a4a6ccde9	later complete-whole display override keeps cthy at the current Blattgut working default
tools/relation_edge_intake.py	fb8447470aa81ed608b90aedf7478893ddf6a445351aa12ab23c6fd725be3a47	GDT388 relation packet intake validator
vmanus-exp	53b69eec8412b54d1248fd52d91c06e0eabc7f436b9015d0cfdb0746606c1528	guarded query and edge-packet command dispatcher
