audit_id	page	statement_id	locus_span	event_count	image_source_sha256	visible_owner_geometry	stress_card_ordinals	simple_rule_verdict	right_bind_assessment	last_head_assessment	boundary_assessment	better_mechanism	exact_override	repaired_scope_reading	remaining_unknown
MANUAL_SCOPE_01	f75r	P1009-S075	f75r.2|f75r.3|f75r.4	20	6fd33917722a97ef0c93f905885963332645c1a1c81f60f03a165b12007a7fc3	oberer Text-/Stationsblock läuft in Fragmenten um die vorgezeichnete grüne Figurenstation	7=SH+EE+K+Y;11=DA+CH+K+Y;12=L+K+AM_ADDR+O;13=Y+K+EE+Y;20=OK+EE+DY	PARTIAL_PACKAGE_STACK_REQUIRED	Einfache OK+AIN, CH+AL und K+AIN binden rechts gut; Karten 7, 11 und 13 verlieren bei flacher Bindung ihren äußeren Kopf.	Nackte OR/Y können lokal erben, aber ein neuer innerer K- oder SH-Kopf darf den äußeren Paketkopf nicht überschreiben.	Die Zeilenwechsel .2→.3→.4 sind bildbedingter Umbruch und kein Reset; Karte 20 mit DY resettiert.	PACKAGE_NESTING|NEAREST_ATTACHMENT|OWNER_SCOPE	K7=SH[GRAD_II,K[Y]];K11=DA[CH[K[Y]]];K12=Verbindungs-/HIER-Rahmen statt globales Erbe;K13=Y[K[GRAD_II,Y]].	Stationsbesitzer halten, pro Mehrkopfkarte inneren Rahmen pushen und am Kartenende poppen; DY schließt den Gang.	Welche sichtbare Figur oder Station HIER und die beiden Y konkret bezeichnet.
MANUAL_SCOPE_02	f75r	P1009-S100	f75r.14|f75r.15	13	6fd33917722a97ef0c93f905885963332645c1a1c81f60f03a165b12007a7fc3	zusammenhängender mittlerer Stations-Textstreifen trotz physischem Zeilenwechsel	2=CH+K+Y;4=OT+AR;5=AL+Y;8=OL+K+EE+OL+Y;11=OL;12=OR;13=SH+E+DY	PARTIAL_OT_SCOPE_REQUIRED	K2 und K8 sind verschachtelte Pakete; die einfachen OK+AIN und S+AIIN funktionieren rechts.	K4 OT+AR darf nicht rückwärts das OK aus K3 erben; K4–K5 bilden einen neuen lokalen Beziehungsrahmen. K11–K12 können dagegen den CHD-Gang aus K10 fortsetzen.	Der Wechsel .14→.15 resettiert nicht; DY in K13 tut es.	NEAREST_ATTACHMENT|PACKAGE_NESTING|OWNER_SCOPE	K4 öffnet einen Geschwistergang; AR in K4 und AL+Y in K5 bleiben darin. K8=OL[K[GRAD_II,OL[Y]]].	OT wechselt den obersten Stationsrahmen, danach erst wieder nächsten passenden Handlungskopf vererben.	Ob Ausgang und Zielort in K4–K5 dieselbe sichtbare Station oder zwei Posten meinen.
MANUAL_SCOPE_03	f75r	P1009-S109	f75r.19|f75r.20|f75r.21|f75r.22|f75r.23|f75r.24|f75r.25	50	6fd33917722a97ef0c93f905885963332645c1a1c81f60f03a165b12007a7fc3	sehr langer Stationsgang in sieben um das zentrale Bild gebrochenen physischen Zeilen	1=OL;10-14=OR|Y|L+Y|L+O|Y+AIN;19=CH+K+Y;21=Y+SH+E+OR;23-25=L+OR|AM_ADDR|O+D_ADDR+AR;40=CHD+Y+OK+AM_ADDR;45=CH+T+Y;49=SH+CH+K+Y;50=OK+EE+DY	FAIL_SINGLE_LAST_HEAD	Viele kurze Karten binden rechts; K19, K21, K40, K45 und K49 brauchen mehrere gleichzeitig offene Paketköpfe.	K1 hat keinen vorigen Kopf innerhalb der Aussage. K10–K14 und K23–K25 sind Besitzer-/Verbindungsgruppen und dürfen nicht sämtlich das letzte SH erben.	Die sieben Zeilen und die durch die Illustration getrennten Fragmente resetten nicht automatisch; nur der Stationsblockbesitzer bleibt, K50/DY schließt.	OWNER_SCOPE|PACKAGE_NESTING|NEAREST_ATTACHMENT	K1 setzt den äußeren Stationsgang fort;K10-14 als EINHEIT-/VERBINDUNGSrahmen;K19=CH[K[Y]];K21=Y[SH[GRAD_I,OR]];K40=CHD[Y[OK[HIER]]];K45=CH[T[Y]];K49=SH[CH[K[Y]]].	Einen äußeren Stationsrahmen über den Bildumbruch halten, lokale Relationstails dort ablegen und Mehrkopfkarten kurz pushen/poppen.	Die sichere Zuordnung der langen Folge zu einzelnen Figuren oder Stationen fehlt.
MANUAL_SCOPE_04	f75r	P1009-S120	f75r.29|f75r.30	14	6fd33917722a97ef0c93f905885963332645c1a1c81f60f03a165b12007a7fc3	unterer lokaler Stations-/Figurenblock mit einem bildbedingten Zeilenwechsel	1=CHD+Y;2=OT+AN;3=O;4=AIN;5=CH+K+EE+Y;8=CH+K+E+Y;9=OK+AL;10=AIN;13=K+AL+OL;14=SH+E+DY	FAIL_UNBOUNDED_BACKWARD_INHERITANCE	K5 und K8 sind CH[K[Grad,Y]]-Pakete; K9–K10 binden lokal gut.	K4 ANTEIL darf nicht über OT+KLASSE und O hinweg unbeschränkt zum CHD aus K1 zurückspringen; es bleibt im neuen Klassenrahmen und braucht nächsten passenden Kopf.	.29→.30 ist kein Reset; K14/DY ist der wirkliche Schluss.	NEAREST_ATTACHMENT|OWNER_SCOPE|PACKAGE_NESTING	K2 eröffnet den örtlichen KLASSE-Geschwisterrahmen; K3–K4 werden dort als auszuführender Anteil gehalten, bis K5 den nächsten kompatiblen Gang liefert.	Kurze Vorwärtsbindung innerhalb des Klassenrahmens, danach normale letzte-Kopf-Vererbung; Mehrkopfkarten stapeln.	Welche Bildklasse durch AN gewählt wird und ob K4 zu K5 oder einer stummen Stationshandlung gehört.
MANUAL_SCOPE_05	f67r2	P1009-S032	f67r2.16|f67r2.17|f67r2.18|f67r2.19|f67r2.20|f67r2.21	19	099ded767a3f8a3472e675dcaa2b609ab2d6842d62813a94159fc1dc20f023f3	sechs lokale radiale Textloci im selben rechten Himmelsrad; keine Verbindung zum linken Rad	1=O+DA+E+IIN;2=OK+O+E+S;3=O+E+K+AIN;6=S+OR+AIIN+R;11=Y+D_ADDR+CH+O+S;15=CH+O+CH+LOCAL_F+Y	FAIL_HEADLESS_PREFIX_WITHOUT_LOOKAHEAD	Einfache K8=P+Y mit K9 WERT und K10 ZIELORT bindet gut; K6, K11 und K15 sind koordinierte oder verschachtelte Mehrkopfpakete.	Nach dem DY-Schluss von S031 existiert für K1 kein letzter Handlungskopf. K1 muss kurz vorwärts an K2–K3 gebunden werden.	Die radialen Loci .16–.21 bleiben im selben Radbesitzer und resetten nicht jeweils; das Aussageende ist eine sichtbare Sektor-/Textgrenze.	NEAREST_ATTACHMENT|PACKAGE_NESTING|OWNER_SCOPE	K1 ist vorangestellte Steuerung für K2–K3;K6=S[OR+AIIN] plus R auf denselben lokalen Wert;K11=Y[CH[O,S]];K15=CH[O,CH[HIER,Y]].	Radbesitzer setzen, kopflose Anfangssteuerung bis zum nächsten Kopf puffern und Mehrkopfkarte intern verschachteln.	Welcher Sektor/Ring die lokalen HIER-, Ausgangs- und Zielkarten trägt.
MANUAL_SCOPE_06	f67r2	P1009-S038	f67r2.38|f67r2.39|f67r2.40|f67r2.41|f67r2.42|f67r2.43|f67r2.44	18	099ded767a3f8a3472e675dcaa2b609ab2d6842d62813a94159fc1dc20f023f3	mehrere radiale Textloci eines Rad-/Sektorbesitzers mit lokaler Variante und Vorbezug	2=O+CH+T+OL+E;9=Y+T+O+E+O+P+CH+E+Y;10=CH+K+O+D_ADDR+Y;11-13=S+O+SH+O|CH+O+S|O+CH+K+Y;14-16=AIIN|AIIN|OS;17=CARRIER_Q+S+G_LABEL;18=O+LOCAL_F+Y+DY	FAIL_SCOPE_CONTROL_AS_ARGUMENT	K14–K15 können an das unmittelbar vorige Paket hängen; K9–K13 benötigen innere Köpfe statt flacher Rechtskette.	K16 VORBEZUG ist kein drittes Argument des letzten CH/K-Kopfes. K17 pusht danach einen neuen Variantenrahmen und ersetzt nicht bloß den letzten Kopf.	Die Loci .38–.44 bleiben beim selben Radbesitzer; K18/DY schließt.	PACKAGE_NESTING|OWNER_SCOPE|NEAREST_ATTACHMENT	K14–K15 als zwei lokale Werte des K13-Pakets;K16 poppt/restauriert den Besitzer;K17 pusht BEGINN[WÄHLEN[VARIANTE]];K9–K13 jeweils kartengebunden verschachteln.	VORBEZUG als Stackoperation behandeln, BEGINNMARKER pushen und DY poppen.	Antezedent von VORBEZUG und Zugehörigkeit der zwei Werte bleiben bildlokal.
MANUAL_SCOPE_07	f67r2	P1009-S040	f67r2.48|f67r2.49|f67r2.50|f67r2.51	9	099ded767a3f8a3472e675dcaa2b609ab2d6842d62813a94159fc1dc20f023f3	kurze radiale Eintragsgruppe; physischer Zeilenwechsel vor der abschließenden Stufen-/Wertkarte	1=T+O+AIIN;2=AIN;3=Y;4=OS;5=CH+O+E+R;6=AIIN;7=CH+O+EE+A_ADDR;8=S+AL;9=DA+D_ADDR+AIIN	FAIL_VORBEZUG_AND_BOUNDARY_AMBIGUITY	K1–K3 und K5–K6 binden lokal plausibel; K7 bindet Grad II und HIER an CH.	K4 VORBEZUG darf nicht T aus K1 erben, sondern restauriert einen Rahmen. K9 kann K8 nur erben, wenn .50→.51 im selben Sektor-/Eintragsbesitzer bleibt.	Ein physischer radialer Zeilenwechsel ist allein weder sicherer Reset noch sichere Fortsetzung; der gemeinsame sichtbare Besitzer entscheidet. Das Aussageende resettiert sichtbar.	OWNER_SCOPE|NEAREST_ATTACHMENT	K4=restore(previous_owner);K5 beginnt dort neu;K8=S[AL] bleibt für K9=DA[HIER,WERT] nur offen, wenn beide dieselbe lokale Eintragsgruppe besitzen.	Vorbezug restaurieren; den Kopf über eine Zeilengrenze nur bei gleichem Sektor-/Eintragsbesitzer vererben.	Ob K9 noch zu K8 oder zu einem stummen Tabellenfeld gehört.
MANUAL_SCOPE_08	f67r2	P1009-S041	f67r2.72|f67r2.73|f67r2.74	36	099ded767a3f8a3472e675dcaa2b609ab2d6842d62813a94159fc1dc20f023f3	untere gemeinsame Legenden-/Textzeilen außerhalb der vorherigen Sektorgruppen	1-3=D_ADDR+AR|AL+D_ADDR+AIIN|Y+D_ADDR+AIIN;4=CARRIER_Q+K+O+Y;6=CARRIER_Q+O+LOCAL_F+AIR;10=Y+T+AL+CH+O+S;16=CARRIER_Q+E+Y+K+EE+Y;17-18=Y+K+CH+E+Y;28=CARRIER_Q+O+CH+K+Y;34-36=AR|AIR|A_ADDR+Y	FAIL_HEADLESS_PREFIX_AND_MULTIPLE_BEGIN	Viele Einzelkarten binden rechts; K10, K16–K19 und K28 brauchen verschachtelte Köpfe.	K1–K3 stehen nach einem sichtbaren Besitzerwechsel vor dem ersten Kopf und können nichts rückwärts erben. Vier BEGINNMARKER pushen lokale Pakete. K34–K36 sind eine offene Relationstail, nicht pauschal Argumente des letzten OK.	Der Wechsel von Sektortexten zur unteren Legende resettiert vor K1. Die Loci .72–.74 bleiben gemeinsam; das Seitenende ist offen und erzeugt keinen Schluss.	OWNER_SCOPE|NEAREST_ATTACHMENT|PACKAGE_NESTING	K1–K3 als ausgangs-/ziel-/wertbezogene Kopfargumente bis K4 puffern;K4,K6,K16,K28 pushen;Mehrkopfkarten intern stapeln;K34–K36 am offenen Legendenbesitzer ablegen.	Legendenbesitzer zuerst setzen, kopflosen Präfix vorwärts binden, Beginnrahmen stapeln und offene Relationstail erhalten.	Welche Beginnrahmen Geschwister oder ineinander liegen und welche Werte sie teilen.
MANUAL_SCOPE_09	f88r	P1009-S590	f88r.7|f88r.8|f88r.9|f88r.10|f88r.11	47	a1d21ccad0df430b47f3b3df2829bbefb8c4d1644cb70310e6d1de4b01c20013	oberer Proseblock unter einer Reihe getrennter Drogenposten, neben einer Gefäßgruppe	3=O+CH+K+E+Y;6=SH+OL+LOCAL_F+CH+OR;8=CH+CH+T+OL;14-18=OK+OR|AIIN|S+AR|S|AIIN;21-25=O+AIN|OR|O+AM_ADDR|OT+AM_ADDR|OK+E+O+AM_ADDR;37-43=D_ADDR+OL+EEE+Y|OR|CH+E+O+AM_ADDR|CH+E+O+LOCAL_J+A_ADDR+AM_ADDR|Y+OK+E+O+D_ADDR+Y|CH+E+O+AM_ADDR|CARRIER_Q+O+OR	PARTIAL_OWNER_AND_PACKAGE_STACK_REQUIRED	K14→K15 und K17→K18 sind gute nächste Bindungen; K3, K6, K8, K40–K41 sind Paketfälle, besonders K8 mit äußerem und innerem CH.	K24 OT+HIER wechselt lokalen Postenrahmen und erbt nicht einfach S aus K20. K43 BEGINNMARKER pusht neu. HIER-Karten brauchen ihren sichtbaren Drogen-/Gefäßbesitzer.	Die fünf Prosezeilen .7–.11 bleiben ein Block; die folgende Drogenbildreihe ist die sichtbare Resetgrenze.	OWNER_SCOPE|PACKAGE_NESTING|NEAREST_ATTACHMENT	K8=CH[CH[T[OL]]];K24=next_local_owner(HIER);K43=push BEGINN[EINHEIT];lokale HIER/VARIANTE an den nächstgelegenen Drogen-/Gefäßrahmen statt seitenweiten Kopf.	Proseblockbesitzer halten, innerhalb der Karte stapeln, OT/Q als Rahmenwechsel behandeln und erst an der Bildreihe resetten.	Welche der sichtbaren Drogen oder Gefäße jede HIER-Karte auswählt.
MANUAL_SCOPE_10	f88r	P1009-S591	f88r.18	6	a1d21ccad0df430b47f3b3df2829bbefb8c4d1644cb70310e6d1de4b01c20013	Anfang des mittleren Proseblocks; Schluss liegt mitten in derselben physischen Zeile vor S592	1=K+O+A_ADDR+Y;2=CH+P+OL;3=OR+CH+OR;4=P+CH+E+O+L+Y;5=OT+CH+OL;6=OL+DY	STRONG_IF_RIGHT_BIND_IS_NESTED_PACKAGE	Alle sechs Karten besitzen eigenen Kopf oder Fortsetzungsoperator; K3 ist sinnvoll als äußere EINHEIT mit innerem CH[OR], nicht als flache Wortreihe.	Keine unbeschränkte Aussagevererbung nötig; K5 trägt seinen CH-Kopf selbst und K6 setzt ihn bis DY fort.	K6/DY resettiert mitten in f88r.18; der physische Zeilenrest mit S592 beginnt neu.	PACKAGE_NESTING	K2=CH[P[OL]];K3=OR[CH[OR]];K4=P[CH[GRAD_I,O,L,Y]];K5=OT[CH[OL]];K6=OL+SCHLUSS.	Die Defaultregel genügt, wenn Rechtsbindung ausdrücklich einen Kartenpaketstapel erzeugt.	Konkreter Drogen-/Gefäßreferent von HIER und Y.
