physical_page	locus	kind	owner_id	visible_owner_de	surface_sequence	component_sequence	portable_reading_de	groups
f17r	f17r.1	P	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	fshody daram ydar chog opydy ypod chop otchy dody oldckhy	LOCAL_CHAR_F+SH+O+DY | DA+R+A_ADDR+AM_ADDR | Y+D_ADDR+AR | HO+LOCAL_CHAR_G | O+P+Y+DY | Y+P+O+D_ADDR | CH+O+P | OT+CH+Y | D_ADDR+O+DY | OL+D_ADDR+CKH+Y	NEBENWEG · HALTEN · AUSFÜHREN · SCHLUSS ; ZWEIT · MERKEN · ORT · INNEN ; POSTEN · TEIL · QUELLE ; TEILSTOFF · EINMAL ; AUSFÜHREN · EINSETZEN · POSTEN · SCHLUSS ; POSTEN · EINSETZEN · AUSFÜHREN · TEIL ; NEHMEN · AUSFÜHREN · EINSETZEN ; DANACH · NEHMEN · POSTEN ; TEIL · AUSFÜHREN · SCHLUSS ; FORTSETZEN · TEIL · DURCHLASS · POSTEN	10
f17r	f17r.2	P	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	ydair choky okshy qodar ckhody dor otchol qodcthy ods	Y+D_ADDR+AIR | OK+Y | OK+Y | O+D_ADDR+AR | CKH+O+DY | D_ADDR+OR | OT+CH+OL | O+D_ADDR+CTH+Y | O+D_ADDR+S	POSTEN · TEIL · LAUF ; SETZEN · POSTEN ; SETZEN · POSTEN ; AUSFÜHREN · TEIL · QUELLE ; DURCHLASS · AUSFÜHREN · SCHLUSS ; TEIL · ANSATZ ; DANACH · NEHMEN · FORTSETZEN ; AUSFÜHREN · TEIL · BEREIT · POSTEN ; AUSFÜHREN · TEIL · AUSWÄHLEN	9
f17r	f17r.3	P	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	chol or chy qodam okor chor okchom	OL | OR | Y | O+D_ADDR+AM_ADDR | OK+OR | CH+OR | OK+CH+O+AM_ADDR	FORTSETZEN ; ANSATZ ; POSTEN ; AUSFÜHREN · TEIL · INNEN ; SETZEN · ANSATZ ; NEHMEN · ANSATZ ; SETZEN · NEHMEN · AUSFÜHREN · INNEN	7
f17r	f17r.4	P	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	tcho shol qokol qor olaiin opydg som ypchy ypaim	T+CH+O | SH+OL | OK+OL | OR | OL+AIIN | O+P+Y+D_ADDR+LOCAL_CHAR_G | S+O+M_LOCAL | Y+P+CH+Y | Y+P+AIR	STELLEN · NEHMEN · AUSFÜHREN ; HALTEN · FORTSETZEN ; SETZEN · FORTSETZEN ; ANSATZ ; FORTSETZEN · MASS ; AUSFÜHREN · EINSETZEN · POSTEN · TEIL · EINMAL ; AUSWÄHLEN · AUSFÜHREN · MITTE ; POSTEN · EINSETZEN · NEHMEN · POSTEN ; POSTEN · EINSETZEN · LAUF	9
f17r	f17r.5	P	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	ychekchy cthy chor shor cphor cphaldy dair cthey qody	Y+CHK+Y | CTH+Y | CH+OR | SH+OR | CPH+OR | CPH+AL+DY | D_ADDR+AIR | CTH+E+Y | CARRIER_Q+O+DY	POSTEN · BEHANDELN · POSTEN ; BEREIT · POSTEN ; NEHMEN · ANSATZ ; HALTEN · ANSATZ ; UMLEITEN · ANSATZ ; UMLEITEN · ZIEL · SCHLUSS ; TEIL · LAUF ; BEREIT · KURZ · POSTEN ; BEGINN · AUSFÜHREN · SCHLUSS	9
f17r	f17r.6	P	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	tsho qof cho qokcheor cheteg	T+SH+O | O+LOCAL_CHAR_F | HO | OK+CHEO+R | CH+E+T+E+LOCAL_CHAR_G	STELLEN · HALTEN · AUSFÜHREN ; AUSFÜHREN · NEBENWEG ; TEILSTOFF ; SETZEN · AUSZUG · MERKEN ; NEHMEN · KURZ · STELLEN · KURZ · EINMAL	5
f17r	f17r.7	P	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	ksheo qokchy choldshy zepchy d opchordy	K+SH+E+O | OK+Y | CH+OL+D_ADDR+SH+Y | S+E+P+CH+Y | D_ADDR | O+P+CH+OR+DY	GEBEN · HALTEN · KURZ · AUSFÜHREN ; SETZEN · POSTEN ; NEHMEN · FORTSETZEN · TEIL · HALTEN · POSTEN ; AUSWÄHLEN · KURZ · EINSETZEN · NEHMEN · POSTEN ; TEIL ; AUSFÜHREN · EINSETZEN · NEHMEN · ANSATZ · SCHLUSS	6
f17r	f17r.8	P	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	dchchy dychear schar ykchy	D_ADDR+CH+Y | D_ADDR+Y+CH+E+AR | S+AR | Y+K+Y	TEIL · NEHMEN · POSTEN ; TEIL · POSTEN · NEHMEN · KURZ · QUELLE ; AUSWÄHLEN · QUELLE ; POSTEN · GEBEN · POSTEN	4
f17r	f17r.9	P	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	soy chckho o das chypcham	S+O+Y | CKH+O | O | DA+S | CH+Y+P+CH+AM_ADDR	AUSWÄHLEN · AUSFÜHREN · POSTEN ; DURCHLASS · AUSFÜHREN ; AUSFÜHREN ; ZWEIT · AUSWÄHLEN ; NEHMEN · POSTEN · EINSETZEN · NEHMEN · INNEN	5
f17r	f17r.10	P	F17R_WHOLE_PLANT	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	dar chear dcheor sain y mol	D_ADDR+AR | CH+E+AR | D_ADDR+CHEO+R | S+AIN | Y | M_LOCAL+OL	TEIL · QUELLE ; NEHMEN · KURZ · QUELLE ; TEIL · AUSZUG · MERKEN ; AUSWÄHLEN · PORTION ; POSTEN ; MITTE · FORTSETZEN	6
