scope	shol	table	key	fields	baseline	new	row_status
P	Q	QUALITY	f21r.8-f21r.12|B|f21r.12:8|moisture	axis;debts;form;grammar;kind;mention;paragraph;patient;patient_form;rule;scope;value	{}	"{""axis"": ""moisture"", ""debts"": ""ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6"", ""form"": ""chkaiin"", ""grammar"": ""B"", ""kind"": ""STANDALONE"", ""mention"": ""f21r.12:8"", ""paragraph"": ""f21r.8-f21r.12"", ""patient"": ""f21r.12:5"", ""patient_form"": ""chor"", ""row_status"": ""recorded"", ""rule"": ""ACTION_RESULT_REFERENCE"", ""scope"": ""PHYSICAL"", ""value"": ""dry""}"	recorded
P	Q	QUALITY	f21r.8-f21r.12|B|f21r.12:8|thermal	axis;debts;form;grammar;kind;mention;paragraph;patient;patient_form;rule;scope;value	{}	"{""axis"": ""thermal"", ""debts"": ""ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6"", ""form"": ""chkaiin"", ""grammar"": ""B"", ""kind"": ""STANDALONE"", ""mention"": ""f21r.12:8"", ""paragraph"": ""f21r.8-f21r.12"", ""patient"": ""f21r.12:5"", ""patient_form"": ""chor"", ""row_status"": ""recorded"", ""rule"": ""ACTION_RESULT_REFERENCE"", ""scope"": ""PHYSICAL"", ""value"": ""hot""}"	recorded
P	Q	QUALITY	f21r.8-f21r.12|B|f21r.9:4|moisture	axis;debts;form;grammar;kind;mention;paragraph;patient;patient_form;rule;scope;value	{}	"{""axis"": ""moisture"", ""debts"": ""UNREAD_BETWEEN:f21r.9:3"", ""form"": ""chkaiin"", ""grammar"": ""B"", ""kind"": ""STANDALONE"", ""mention"": ""f21r.9:4"", ""paragraph"": ""f21r.8-f21r.12"", ""patient"": ""f21r.9:2"", ""patient_form"": ""sho"", ""row_status"": ""recorded"", ""rule"": ""LOCAL_LEFT"", ""scope"": ""PHYSICAL"", ""value"": ""dry""}"	recorded
P	Q	QUALITY	f21r.8-f21r.12|B|f21r.9:4|thermal	axis;debts;form;grammar;kind;mention;paragraph;patient;patient_form;rule;scope;value	{}	"{""axis"": ""thermal"", ""debts"": ""UNREAD_BETWEEN:f21r.9:3"", ""form"": ""chkaiin"", ""grammar"": ""B"", ""kind"": ""STANDALONE"", ""mention"": ""f21r.9:4"", ""paragraph"": ""f21r.8-f21r.12"", ""patient"": ""f21r.9:2"", ""patient_form"": ""sho"", ""row_status"": ""recorded"", ""rule"": ""LOCAL_LEFT"", ""scope"": ""PHYSICAL"", ""value"": ""hot""}"	recorded
P	Q	QUALITY	f21r.8-f21r.12|J|f21r.12:8|moisture	axis;debts;form;grammar;kind;mention;paragraph;patient;patient_form;rule;scope;value	{}	"{""axis"": ""moisture"", ""debts"": ""ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6"", ""form"": ""chkaiin"", ""grammar"": ""J"", ""kind"": ""STANDALONE"", ""mention"": ""f21r.12:8"", ""paragraph"": ""f21r.8-f21r.12"", ""patient"": ""f21r.12:5"", ""patient_form"": ""chor"", ""row_status"": ""recorded"", ""rule"": ""ACTION_RESULT_REFERENCE"", ""scope"": ""PHYSICAL"", ""value"": ""dry""}"	recorded
P	Q	QUALITY	f21r.8-f21r.12|J|f21r.12:8|thermal	axis;debts;form;grammar;kind;mention;paragraph;patient;patient_form;rule;scope;value	{}	"{""axis"": ""thermal"", ""debts"": ""ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6"", ""form"": ""chkaiin"", ""grammar"": ""J"", ""kind"": ""STANDALONE"", ""mention"": ""f21r.12:8"", ""paragraph"": ""f21r.8-f21r.12"", ""patient"": ""f21r.12:5"", ""patient_form"": ""chor"", ""row_status"": ""recorded"", ""rule"": ""ACTION_RESULT_REFERENCE"", ""scope"": ""PHYSICAL"", ""value"": ""hot""}"	recorded
P	Q	QUALITY	f21r.8-f21r.12|J|f21r.9:4|moisture	axis;debts;form;grammar;kind;mention;paragraph;patient;patient_form;rule;scope;value	{}	"{""axis"": ""moisture"", ""debts"": ""UNREAD_BETWEEN:f21r.9:3"", ""form"": ""chkaiin"", ""grammar"": ""J"", ""kind"": ""STANDALONE"", ""mention"": ""f21r.9:4"", ""paragraph"": ""f21r.8-f21r.12"", ""patient"": ""f21r.9:2"", ""patient_form"": ""sho"", ""row_status"": ""recorded"", ""rule"": ""LOCAL_LEFT"", ""scope"": ""PHYSICAL"", ""value"": ""dry""}"	recorded
P	Q	QUALITY	f21r.8-f21r.12|J|f21r.9:4|thermal	axis;debts;form;grammar;kind;mention;paragraph;patient;patient_form;rule;scope;value	{}	"{""axis"": ""thermal"", ""debts"": ""UNREAD_BETWEEN:f21r.9:3"", ""form"": ""chkaiin"", ""grammar"": ""J"", ""kind"": ""STANDALONE"", ""mention"": ""f21r.9:4"", ""paragraph"": ""f21r.8-f21r.12"", ""patient"": ""f21r.9:2"", ""patient_form"": ""sho"", ""row_status"": ""recorded"", ""rule"": ""LOCAL_LEFT"", ""scope"": ""PHYSICAL"", ""value"": ""hot""}"	recorded
P	Q	QUALITY	f21r.8-f21r.12|M|f21r.12:8|moisture	axis;debts;form;grammar;kind;mention;paragraph;patient;patient_form;rule;scope;value	{}	"{""axis"": ""moisture"", ""debts"": ""ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6"", ""form"": ""chkaiin"", ""grammar"": ""M"", ""kind"": ""STANDALONE"", ""mention"": ""f21r.12:8"", ""paragraph"": ""f21r.8-f21r.12"", ""patient"": ""f21r.12:5"", ""patient_form"": ""chor"", ""row_status"": ""recorded"", ""rule"": ""ACTION_RESULT_REFERENCE"", ""scope"": ""PHYSICAL"", ""value"": ""dry""}"	recorded
P	Q	QUALITY	f21r.8-f21r.12|M|f21r.12:8|thermal	axis;debts;form;grammar;kind;mention;paragraph;patient;patient_form;rule;scope;value	{}	"{""axis"": ""thermal"", ""debts"": ""ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6"", ""form"": ""chkaiin"", ""grammar"": ""M"", ""kind"": ""STANDALONE"", ""mention"": ""f21r.12:8"", ""paragraph"": ""f21r.8-f21r.12"", ""patient"": ""f21r.12:5"", ""patient_form"": ""chor"", ""row_status"": ""recorded"", ""rule"": ""ACTION_RESULT_REFERENCE"", ""scope"": ""PHYSICAL"", ""value"": ""hot""}"	recorded
P	Q	QUALITY	f21r.8-f21r.12|M|f21r.9:4|moisture	axis;debts;form;grammar;kind;mention;paragraph;patient;patient_form;rule;scope;value	{}	"{""axis"": ""moisture"", ""debts"": ""UNREAD_BETWEEN:f21r.9:3"", ""form"": ""chkaiin"", ""grammar"": ""M"", ""kind"": ""STANDALONE"", ""mention"": ""f21r.9:4"", ""paragraph"": ""f21r.8-f21r.12"", ""patient"": ""f21r.9:2"", ""patient_form"": ""sho"", ""row_status"": ""recorded"", ""rule"": ""LOCAL_LEFT"", ""scope"": ""PHYSICAL"", ""value"": ""dry""}"	recorded
P	Q	QUALITY	f21r.8-f21r.12|M|f21r.9:4|thermal	axis;debts;form;grammar;kind;mention;paragraph;patient;patient_form;rule;scope;value	{}	"{""axis"": ""thermal"", ""debts"": ""UNREAD_BETWEEN:f21r.9:3"", ""form"": ""chkaiin"", ""grammar"": ""M"", ""kind"": ""STANDALONE"", ""mention"": ""f21r.9:4"", ""paragraph"": ""f21r.8-f21r.12"", ""patient"": ""f21r.9:2"", ""patient_form"": ""sho"", ""row_status"": ""recorded"", ""rule"": ""LOCAL_LEFT"", ""scope"": ""PHYSICAL"", ""value"": ""hot""}"	recorded
P	Q	QUALITY	f9v|f9v.5-f9v.12|B|f9v.12:1|moisture	axis;debts;form;grammar;kind;mention;paragraph;patient;patient_form;rule;scope;value	{}	"{""axis"": ""moisture"", ""debts"": ""MISSING_MATERIAL_BINDING"", ""form"": ""chkaiin"", ""grammar"": ""B"", ""kind"": ""STANDALONE"", ""mention"": ""f9v.12:1"", ""paragraph"": ""f9v|f9v.5-f9v.12"", ""patient"": """", ""patient_form"": """", ""row_status"": ""recorded"", ""rule"": ""MISSING"", ""scope"": ""PHYSICAL"", ""value"": ""dry""}"	recorded
P	Q	QUALITY	f9v|f9v.5-f9v.12|B|f9v.12:1|thermal	axis;debts;form;grammar;kind;mention;paragraph;patient;patient_form;rule;scope;value	{}	"{""axis"": ""thermal"", ""debts"": ""MISSING_MATERIAL_BINDING"", ""form"": ""chkaiin"", ""grammar"": ""B"", ""kind"": ""STANDALONE"", ""mention"": ""f9v.12:1"", ""paragraph"": ""f9v|f9v.5-f9v.12"", ""patient"": """", ""patient_form"": """", ""row_status"": ""recorded"", ""rule"": ""MISSING"", ""scope"": ""PHYSICAL"", ""value"": ""hot""}"	recorded
P	Q	QUALITY	f9v|f9v.5-f9v.12|J|f9v.12:1|moisture	axis;debts;form;grammar;kind;mention;paragraph;patient;patient_form;rule;scope;value	{}	"{""axis"": ""moisture"", ""debts"": ""MISSING_MATERIAL_BINDING"", ""form"": ""chkaiin"", ""grammar"": ""J"", ""kind"": ""STANDALONE"", ""mention"": ""f9v.12:1"", ""paragraph"": ""f9v|f9v.5-f9v.12"", ""patient"": """", ""patient_form"": """", ""row_status"": ""recorded"", ""rule"": ""MISSING"", ""scope"": ""PHYSICAL"", ""value"": ""dry""}"	recorded
P	Q	QUALITY	f9v|f9v.5-f9v.12|J|f9v.12:1|thermal	axis;debts;form;grammar;kind;mention;paragraph;patient;patient_form;rule;scope;value	{}	"{""axis"": ""thermal"", ""debts"": ""MISSING_MATERIAL_BINDING"", ""form"": ""chkaiin"", ""grammar"": ""J"", ""kind"": ""STANDALONE"", ""mention"": ""f9v.12:1"", ""paragraph"": ""f9v|f9v.5-f9v.12"", ""patient"": """", ""patient_form"": """", ""row_status"": ""recorded"", ""rule"": ""MISSING"", ""scope"": ""PHYSICAL"", ""value"": ""hot""}"	recorded
P	Q	QUALITY	f9v|f9v.5-f9v.12|M|f9v.12:1|moisture	axis;debts;form;grammar;kind;mention;paragraph;patient;patient_form;rule;scope;value	{}	"{""axis"": ""moisture"", ""debts"": ""MISSING_MATERIAL_BINDING"", ""form"": ""chkaiin"", ""grammar"": ""M"", ""kind"": ""STANDALONE"", ""mention"": ""f9v.12:1"", ""paragraph"": ""f9v|f9v.5-f9v.12"", ""patient"": """", ""patient_form"": """", ""row_status"": ""recorded"", ""rule"": ""MISSING"", ""scope"": ""PHYSICAL"", ""value"": ""dry""}"	recorded
P	Q	QUALITY	f9v|f9v.5-f9v.12|M|f9v.12:1|thermal	axis;debts;form;grammar;kind;mention;paragraph;patient;patient_form;rule;scope;value	{}	"{""axis"": ""thermal"", ""debts"": ""MISSING_MATERIAL_BINDING"", ""form"": ""chkaiin"", ""grammar"": ""M"", ""kind"": ""STANDALONE"", ""mention"": ""f9v.12:1"", ""paragraph"": ""f9v|f9v.5-f9v.12"", ""patient"": """", ""patient_form"": """", ""row_status"": ""recorded"", ""rule"": ""MISSING"", ""scope"": ""PHYSICAL"", ""value"": ""hot""}"	recorded
