paragraph	grammar	model	timing	events	input_shifts	conflicts	unequal	missing_assertions	incomplete_actions	row_status
f6v|f6v.6-f6v.21	B	D	O	45	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	B	D	I	45	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	B	H	O	45	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	B	H	I	45	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	J	D	O	45	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	J	D	I	45	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	J	H	O	45	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	J	H	I	45	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	M	D	O	45	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	M	D	I	45	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	M	H	O	45	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	M	H	I	45	0	0	0	1	0	recorded
f9v|f9v.5-f9v.12	B	D	O	25	0	1	0	3	2	recorded
f9v|f9v.5-f9v.12	B	D	I	25	0	1	0	3	2	recorded
f9v|f9v.5-f9v.12	B	H	O	25	0	0	0	3	2	recorded
f9v|f9v.5-f9v.12	B	H	I	25	0	0	0	3	2	recorded
f9v|f9v.5-f9v.12	J	D	O	25	0	1	0	3	2	recorded
f9v|f9v.5-f9v.12	J	D	I	25	0	1	0	3	2	recorded
f9v|f9v.5-f9v.12	J	H	O	25	0	0	0	3	2	recorded
f9v|f9v.5-f9v.12	J	H	I	25	0	0	0	3	2	recorded
f9v|f9v.5-f9v.12	M	D	O	25	0	1	0	3	2	recorded
f9v|f9v.5-f9v.12	M	D	I	25	0	1	0	3	2	recorded
f9v|f9v.5-f9v.12	M	H	O	25	0	0	0	3	2	recorded
f9v|f9v.5-f9v.12	M	H	I	25	0	0	0	3	2	recorded
f17v|f17v.1-f17v.23	B	D	O	66	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	B	D	I	66	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	B	H	O	66	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	B	H	I	66	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	J	D	O	66	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	J	D	I	66	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	J	H	O	66	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	J	H	I	66	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	M	D	O	66	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	M	D	I	66	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	M	H	O	66	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	M	H	I	66	0	0	0	0	0	recorded
f19v|f19v.8-f19v.14	B	D	O	16	0	0	0	0	1	recorded
f19v|f19v.8-f19v.14	B	D	I	16	0	0	0	0	1	recorded
f19v|f19v.8-f19v.14	B	H	O	16	0	0	1	0	1	recorded
f19v|f19v.8-f19v.14	B	H	I	16	0	0	1	0	1	recorded
f19v|f19v.8-f19v.14	J	D	O	16	0	0	0	0	1	recorded
f19v|f19v.8-f19v.14	J	D	I	16	0	0	0	0	1	recorded
f19v|f19v.8-f19v.14	J	H	O	16	0	0	1	0	1	recorded
f19v|f19v.8-f19v.14	J	H	I	16	0	0	1	0	1	recorded
f19v|f19v.8-f19v.14	M	D	O	16	0	0	0	0	1	recorded
f19v|f19v.8-f19v.14	M	D	I	16	0	0	0	0	1	recorded
f19v|f19v.8-f19v.14	M	H	O	16	0	0	1	0	1	recorded
f19v|f19v.8-f19v.14	M	H	I	16	0	0	1	0	1	recorded
f22v|f22v.6-f22v.16	B	D	O	29	0	0	0	1	0	recorded
f22v|f22v.6-f22v.16	B	D	I	29	0	0	0	1	0	recorded
f22v|f22v.6-f22v.16	B	H	O	29	0	0	0	1	0	recorded
f22v|f22v.6-f22v.16	B	H	I	29	0	0	0	1	0	recorded
f22v|f22v.6-f22v.16	J	D	O	29	0	0	0	1	0	recorded
f22v|f22v.6-f22v.16	J	D	I	29	0	0	0	1	0	recorded
f22v|f22v.6-f22v.16	J	H	O	29	0	0	0	1	0	recorded
f22v|f22v.6-f22v.16	J	H	I	29	0	0	0	1	0	recorded
f22v|f22v.6-f22v.16	M	D	O	29	0	0	0	1	0	recorded
f22v|f22v.6-f22v.16	M	D	I	29	0	0	0	1	0	recorded
f22v|f22v.6-f22v.16	M	H	O	29	0	0	0	1	0	recorded
f22v|f22v.6-f22v.16	M	H	I	29	0	0	0	1	0	recorded
f23r|f23r.4-f23r.5	B	D	O	6	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	B	D	I	6	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	B	H	O	6	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	B	H	I	6	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	J	D	O	6	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	J	D	I	6	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	J	H	O	6	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	J	H	I	6	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	M	D	O	6	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	M	D	I	6	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	M	H	O	6	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	M	H	I	6	0	0	0	0	1	recorded
f24r|f24r.1-f24r.20	B	D	O	43	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	B	D	I	43	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	B	H	O	43	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	B	H	I	43	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	J	D	O	43	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	J	D	I	43	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	J	H	O	43	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	J	H	I	43	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	M	D	O	43	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	M	D	I	43	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	M	H	O	43	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	M	H	I	43	0	0	0	0	0	recorded
f45v|f45v.5-f45v.11	B	D	O	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	B	D	I	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	B	H	O	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	B	H	I	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	J	D	O	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	J	D	I	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	J	H	O	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	J	H	I	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	M	D	O	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	M	D	I	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	M	H	O	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	M	H	I	15	0	0	0	1	0	recorded
f86v5|f86v5.18-f86v5.25	B	D	O	32	0	0	0	0	0	recorded
f86v5|f86v5.18-f86v5.25	B	D	I	32	0	0	0	0	0	recorded
f86v5|f86v5.18-f86v5.25	B	H	O	32	0	0	0	0	0	recorded
f86v5|f86v5.18-f86v5.25	B	H	I	32	0	0	0	0	0	recorded
f86v5|f86v5.18-f86v5.25	J	D	O	32	0	0	0	0	0	recorded
f86v5|f86v5.18-f86v5.25	J	D	I	32	0	0	0	0	0	recorded
