block_id	page	locus	edition	source_ids_json	groups_json	left_json	right_json	start_json	end_json
f75r.32--f75r.46	f75r	f75r.32	ZL3b	"[""ZL3b|f75r.32|G001"", ""ZL3b|f75r.32|G002"", ""ZL3b|f75r.32|G003"", ""ZL3b|f75r.32|G004"", ""ZL3b|f75r.32|G005"", ""ZL3b|f75r.32|G006"", ""ZL3b|f75r.32|G007"", ""ZL3b|f75r.32|G008"", ""ZL3b|f75r.32|G009"", ""ZL3b|f75r.32|G010""]"	"[""polshy"", ""dal"", ""shedy"", ""qokain"", ""dar"", ""chsdy"", ""shedy"", ""qotar"", ""shedy"", ""ldy""]"	"[""LINE_START"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""LINE_END""]"	"[""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"
f75r.32--f75r.46	f75r	f75r.32	IT2a	"[""IT2a|f75r.32|G001"", ""IT2a|f75r.32|G002"", ""IT2a|f75r.32|G003"", ""IT2a|f75r.32|G004"", ""IT2a|f75r.32|G005"", ""IT2a|f75r.32|G006"", ""IT2a|f75r.32|G007"", ""IT2a|f75r.32|G008"", ""IT2a|f75r.32|G009"", ""IT2a|f75r.32|G010""]"	"[""polshy"", ""dal"", ""shedy"", ""qokain"", ""das"", ""chsdy"", ""shedy"", ""qokar"", ""shedy"", ""ldy""]"	"[""LINE_START"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""LINE_END""]"	"[""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"
f75r.32--f75r.46	f75r	f75r.32	RF1b	"[""RF1b|f75r.32|G001"", ""RF1b|f75r.32|G002"", ""RF1b|f75r.32|G003"", ""RF1b|f75r.32|G004"", ""RF1b|f75r.32|G005"", ""RF1b|f75r.32|G006"", ""RF1b|f75r.32|G007"", ""RF1b|f75r.32|G008"", ""RF1b|f75r.32|G009"", ""RF1b|f75r.32|G010""]"	"[""polshy"", ""dal"", ""shedy"", ""qokain"", ""dar"", ""chsdy"", ""shedy"", ""qokar"", ""she@152;y"", ""ldy""]"	"[""LINE_START"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""LINE_END""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"
f75r.32--f75r.46	f75r	f75r.33	ZL3b	"[""ZL3b|f75r.33|G001"", ""ZL3b|f75r.33|G002"", ""ZL3b|f75r.33|G003"", ""ZL3b|f75r.33|G004"", ""ZL3b|f75r.33|G005"", ""ZL3b|f75r.33|G006"", ""ZL3b|f75r.33|G007"", ""ZL3b|f75r.33|G008"", ""ZL3b|f75r.33|G009"", ""ZL3b|f75r.33|G010""]"	"[""qokeey"", ""l"", ""shedy"", ""qo"", ""l"", ""chedy"", ""qokain"", ""chcthedy"", ""ltedy"", ""darom""]"	"[""LINE_START"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""LINE_END""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"
f75r.32--f75r.46	f75r	f75r.33	IT2a	"[""IT2a|f75r.33|G001"", ""IT2a|f75r.33|G002"", ""IT2a|f75r.33|G003"", ""IT2a|f75r.33|G004"", ""IT2a|f75r.33|G005"", ""IT2a|f75r.33|G006"", ""IT2a|f75r.33|G007"", ""IT2a|f75r.33|G008""]"	"[""qokeey"", ""lshedy"", ""qol"", ""chedy"", ""qokain"", ""chcthedy"", ""ltedy"", ""darom""]"	"[""LINE_START"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""LINE_END""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"
f75r.32--f75r.46	f75r	f75r.33	RF1b	"[""RF1b|f75r.33|G001"", ""RF1b|f75r.33|G002"", ""RF1b|f75r.33|G003"", ""RF1b|f75r.33|G004"", ""RF1b|f75r.33|G005"", ""RF1b|f75r.33|G006"", ""RF1b|f75r.33|G007"", ""RF1b|f75r.33|G008""]"	"[""qokeey"", ""lshedy"", ""qol"", ""ched@222;"", ""qokain"", ""chcthedy"", ""ltedy"", ""darom""]"	"[""LINE_START"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""LINE_END""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"
f75r.32--f75r.46	f75r	f75r.34	ZL3b	"[""ZL3b|f75r.34|G001"", ""ZL3b|f75r.34|G002"", ""ZL3b|f75r.34|G003"", ""ZL3b|f75r.34|G004"", ""ZL3b|f75r.34|G005"", ""ZL3b|f75r.34|G006"", ""ZL3b|f75r.34|G007"", ""ZL3b|f75r.34|G008"", ""ZL3b|f75r.34|G009"", ""ZL3b|f75r.34|G010""]"	"[""s"", ""olkedy"", ""okal"", ""dar"", ""oty"", ""okar"", ""otar"", ""ol"", ""kain"", ""oltedy""]"	"[""LINE_START"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE""]"	"[""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""LINE_END""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"
f75r.32--f75r.46	f75r	f75r.34	IT2a	"[""IT2a|f75r.34|G001"", ""IT2a|f75r.34|G002"", ""IT2a|f75r.34|G003"", ""IT2a|f75r.34|G004"", ""IT2a|f75r.34|G005"", ""IT2a|f75r.34|G006"", ""IT2a|f75r.34|G007"", ""IT2a|f75r.34|G008"", ""IT2a|f75r.34|G009""]"	"[""solkedy"", ""okal"", ""dar"", ""oty"", ""otar"", ""otar"", ""ol"", ""kain"", ""olkedy""]"	"[""LINE_START"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""LINE_END""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"
f75r.32--f75r.46	f75r	f75r.34	RF1b	"[""RF1b|f75r.34|G001"", ""RF1b|f75r.34|G002"", ""RF1b|f75r.34|G003"", ""RF1b|f75r.34|G004"", ""RF1b|f75r.34|G005"", ""RF1b|f75r.34|G006"", ""RF1b|f75r.34|G007"", ""RF1b|f75r.34|G008"", ""RF1b|f75r.34|G009"", ""RF1b|f75r.34|G010""]"	"[""s"", ""olke@152;y"", ""okal"", ""dar"", ""oty"", ""okar"", ""otar"", ""ol"", ""kain"", ""olkedy""]"	"[""LINE_START"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""LINE_END""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"
f75r.32--f75r.46	f75r	f75r.35	ZL3b	"[""ZL3b|f75r.35|G001"", ""ZL3b|f75r.35|G002"", ""ZL3b|f75r.35|G003"", ""ZL3b|f75r.35|G004"", ""ZL3b|f75r.35|G005"", ""ZL3b|f75r.35|G006"", ""ZL3b|f75r.35|G007"", ""ZL3b|f75r.35|G008""]"	"[""qokain"", ""sheety"", ""qokain"", ""dar"", ""dar"", ""shedy"", ""qoka[in:r]"", ""oldy""]"	"[""LINE_START"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""LINE_END""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"
f75r.32--f75r.46	f75r	f75r.35	IT2a	"[""IT2a|f75r.35|G001"", ""IT2a|f75r.35|G002"", ""IT2a|f75r.35|G003"", ""IT2a|f75r.35|G004"", ""IT2a|f75r.35|G005"", ""IT2a|f75r.35|G006"", ""IT2a|f75r.35|G007"", ""IT2a|f75r.35|G008"", ""IT2a|f75r.35|G009""]"	"[""qokain"", ""sheety"", ""qokain"", ""dar"", ""dar"", ""shedy"", ""qokar"", ""ol"", ""dy""]"	"[""LINE_START"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""LINE_END""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"
f75r.32--f75r.46	f75r	f75r.35	RF1b	"[""RF1b|f75r.35|G001"", ""RF1b|f75r.35|G002"", ""RF1b|f75r.35|G003"", ""RF1b|f75r.35|G004"", ""RF1b|f75r.35|G005"", ""RF1b|f75r.35|G006"", ""RF1b|f75r.35|G007"", ""RF1b|f75r.35|G008""]"	"[""qokain"", ""sheety"", ""qokain"", ""dar"", ""dar"", ""{ch'}edy"", ""qokain"", ""oldy""]"	"[""LINE_START"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""LINE_END""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"	"[""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""]"
