relation_id	page_a	page_b	source_page	source_field	source_statement	relation_class	component	strength	source_assertion_count	reciprocal_duplicate_count	panel_class	page_a_quire	page_b_quire	page_a_text_type	page_b_text_type	edition	page_a_section	page_a_currier	page_a_hand	page_a_grammar_scope	page_a_line_count	page_a_word_count	page_b_section	page_b_currier	page_b_hand	page_b_grammar_scope	page_b_line_count	page_b_word_count	held_lexical_status	status_reason	excluded_context
MHI001	f39r	f95r2	f39r	other_information	This looks like the same plant as on f95r2 , where the flowers have just died.	SAME_PLANT_ASSERTION	WHOLE_PLANT	STRONG	1	0	PRIOR_S102_SEPARATE	q05	q17	PARAGRAPH_PROSE	PARAGRAPH_PROSE	ZL3b	H	B	2	CONFIRMED_PROSE	16	152	H	B	3	CONFIRMED_PROSE	9	77	PRIOR_S102_UNSCORED_STOP	S102 relation already used as marked target and retired after root-hidden feasibility stop.	NONE
MHI001	f39r	f95r2	f39r	other_information	This looks like the same plant as on f95r2 , where the flowers have just died.	SAME_PLANT_ASSERTION	WHOLE_PLANT	STRONG	1	0	PRIOR_S102_SEPARATE	q05	q17	PARAGRAPH_PROSE	PARAGRAPH_PROSE	IT2a	H	B	2	CONFIRMED_PROSE	16	149	H	B	3	CONFIRMED_PROSE	9	78	PRIOR_S102_UNSCORED_STOP	S102 relation already used as marked target and retired after root-hidden feasibility stop.	NONE
MHI001	f39r	f95r2	f39r	other_information	This looks like the same plant as on f95r2 , where the flowers have just died.	SAME_PLANT_ASSERTION	WHOLE_PLANT	STRONG	1	0	PRIOR_S102_SEPARATE	q05	q17	PARAGRAPH_PROSE	PARAGRAPH_PROSE	RF1b	H	B	2	CONFIRMED_PROSE	16	155	H	B	3	CONFIRMED_PROSE	9	85	PRIOR_S102_UNSCORED_STOP	S102 relation already used as marked target and retired after root-hidden feasibility stop.	NONE
MHI002	f17v	f96v	f17v	illustrations	This plant illustration is somewhat similar to the plant on f96v and the bottom plant on f99r .	WHOLE_PLANT_SIMILARITY	WHOLE_PLANT	WEAK	1	0	CLEAN_HA_HAND1_5X5	q03	q17	PARAGRAPH_PROSE	PARAGRAPH_PROSE	ZL3b	H	A	1	CONFIRMED_PROSE	23	132	H	A	1	CONFIRMED_PROSE	13	54	ELIGIBLE_SOURCE_BLIND_PANEL	No prior exact relation-conditioned textual use found.	f99r pharmaceutical endpoint excluded.
MHI002	f17v	f96v	f17v	illustrations	This plant illustration is somewhat similar to the plant on f96v and the bottom plant on f99r .	WHOLE_PLANT_SIMILARITY	WHOLE_PLANT	WEAK	1	0	CLEAN_HA_HAND1_5X5	q03	q17	PARAGRAPH_PROSE	PARAGRAPH_PROSE	IT2a	H	A	1	CONFIRMED_PROSE	23	132	H	A	1	CONFIRMED_PROSE	13	60	ELIGIBLE_SOURCE_BLIND_PANEL	No prior exact relation-conditioned textual use found.	f99r pharmaceutical endpoint excluded.
MHI002	f17v	f96v	f17v	illustrations	This plant illustration is somewhat similar to the plant on f96v and the bottom plant on f99r .	WHOLE_PLANT_SIMILARITY	WHOLE_PLANT	WEAK	1	0	CLEAN_HA_HAND1_5X5	q03	q17	PARAGRAPH_PROSE	PARAGRAPH_PROSE	RF1b	H	A	1	CONFIRMED_PROSE	23	133	H	A	1	CONFIRMED_PROSE	13	57	ELIGIBLE_SOURCE_BLIND_PANEL	No prior exact relation-conditioned textual use found.	f99r pharmaceutical endpoint excluded.
MHI003	f44r	f1v	f44r	illustrations	Plant with thick stem, ascending leaves with appendages, and a small flower, not unlike f1v.	WHOLE_PLANT_SIMILARITY	WHOLE_PLANT	WEAK	1	0	CLEAN_HA_HAND1_5X5	q06	q01	PARAGRAPH_PROSE	PARAGRAPH_PROSE	ZL3b	H	A	1	CONFIRMED_PROSE	11	70	H	A	1	CONFIRMED_PROSE	10	90	ELIGIBLE_SOURCE_BLIND_PANEL	No prior exact relation-conditioned textual use found.	Parallel f99v pharmaceutical-fragment statement excluded.
MHI003	f44r	f1v	f44r	illustrations	Plant with thick stem, ascending leaves with appendages, and a small flower, not unlike f1v.	WHOLE_PLANT_SIMILARITY	WHOLE_PLANT	WEAK	1	0	CLEAN_HA_HAND1_5X5	q06	q01	PARAGRAPH_PROSE	PARAGRAPH_PROSE	IT2a	H	A	1	CONFIRMED_PROSE	11	73	H	A	1	CONFIRMED_PROSE	10	88	ELIGIBLE_SOURCE_BLIND_PANEL	No prior exact relation-conditioned textual use found.	Parallel f99v pharmaceutical-fragment statement excluded.
MHI003	f44r	f1v	f44r	illustrations	Plant with thick stem, ascending leaves with appendages, and a small flower, not unlike f1v.	WHOLE_PLANT_SIMILARITY	WHOLE_PLANT	WEAK	1	0	CLEAN_HA_HAND1_5X5	q06	q01	PARAGRAPH_PROSE	PARAGRAPH_PROSE	RF1b	H	A	1	CONFIRMED_PROSE	11	70	H	A	1	CONFIRMED_PROSE	10	84	ELIGIBLE_SOURCE_BLIND_PANEL	No prior exact relation-conditioned textual use found.	Parallel f99v pharmaceutical-fragment statement excluded.
MHI004	f6r	f51r	f6r	other_information	This plant has leaves similar to those on f51r .	COMPONENT_SIMILARITY	LEAVES	MODERATE	1	0	CLEAN_HA_HAND1_5X5	q01	q07	PARAGRAPH_PROSE	PARAGRAPH_PROSE	ZL3b	H	A	1	CONFIRMED_PROSE	14	84	H	A	1	CONFIRMED_PROSE	15	89	ELIGIBLE_SOURCE_BLIND_PANEL	No prior exact relation-conditioned textual use found.	NONE
MHI004	f6r	f51r	f6r	other_information	This plant has leaves similar to those on f51r .	COMPONENT_SIMILARITY	LEAVES	MODERATE	1	0	CLEAN_HA_HAND1_5X5	q01	q07	PARAGRAPH_PROSE	PARAGRAPH_PROSE	IT2a	H	A	1	CONFIRMED_PROSE	14	83	H	A	1	CONFIRMED_PROSE	15	86	ELIGIBLE_SOURCE_BLIND_PANEL	No prior exact relation-conditioned textual use found.	NONE
MHI004	f6r	f51r	f6r	other_information	This plant has leaves similar to those on f51r .	COMPONENT_SIMILARITY	LEAVES	MODERATE	1	0	CLEAN_HA_HAND1_5X5	q01	q07	PARAGRAPH_PROSE	PARAGRAPH_PROSE	RF1b	H	A	1	CONFIRMED_PROSE	14	83	H	A	1	CONFIRMED_PROSE	15	88	ELIGIBLE_SOURCE_BLIND_PANEL	No prior exact relation-conditioned textual use found.	NONE
MHI005	f50r	f6r	f50r	other_information	The plant leaves are similar to those on f6r .	COMPONENT_SIMILARITY	LEAVES	MODERATE	1	0	CROSS_METADATA_SEPARATE	q07	q01	PARAGRAPH_PROSE	PARAGRAPH_PROSE	ZL3b	H	B	2	CONFIRMED_PROSE	10	91	H	A	1	CONFIRMED_PROSE	14	84	SEPARATE_CROSS_METADATA_RELATION	No prior exact relation-conditioned textual use found; shares f6r with MHI004.	NONE
MHI005	f50r	f6r	f50r	other_information	The plant leaves are similar to those on f6r .	COMPONENT_SIMILARITY	LEAVES	MODERATE	1	0	CROSS_METADATA_SEPARATE	q07	q01	PARAGRAPH_PROSE	PARAGRAPH_PROSE	IT2a	H	B	2	CONFIRMED_PROSE	10	87	H	A	1	CONFIRMED_PROSE	14	83	SEPARATE_CROSS_METADATA_RELATION	No prior exact relation-conditioned textual use found; shares f6r with MHI004.	NONE
MHI005	f50r	f6r	f50r	other_information	The plant leaves are similar to those on f6r .	COMPONENT_SIMILARITY	LEAVES	MODERATE	1	0	CROSS_METADATA_SEPARATE	q07	q01	PARAGRAPH_PROSE	PARAGRAPH_PROSE	RF1b	H	B	2	CONFIRMED_PROSE	10	92	H	A	1	CONFIRMED_PROSE	14	83	SEPARATE_CROSS_METADATA_RELATION	No prior exact relation-conditioned textual use found; shares f6r with MHI004.	NONE
MHI006	f19r	f2v	f19r	illustrations	The flower is similar (yet dark instead of light) to that of f2v	COMPONENT_SIMILARITY	FLOWER	MODERATE	1	0	CLEAN_HA_HAND1_5X5	q03	q01	PARAGRAPH_PROSE	PARAGRAPH_PROSE	ZL3b	H	A	1	CONFIRMED_PROSE	13	70	H	A	1	CONFIRMED_PROSE	8	61	ELIGIBLE_SOURCE_BLIND_PANEL	No prior exact relation-conditioned textual use found.	Parallel f102v1 pharmaceutical-fragment statement excluded.
MHI006	f19r	f2v	f19r	illustrations	The flower is similar (yet dark instead of light) to that of f2v	COMPONENT_SIMILARITY	FLOWER	MODERATE	1	0	CLEAN_HA_HAND1_5X5	q03	q01	PARAGRAPH_PROSE	PARAGRAPH_PROSE	IT2a	H	A	1	CONFIRMED_PROSE	13	69	H	A	1	CONFIRMED_PROSE	8	61	ELIGIBLE_SOURCE_BLIND_PANEL	No prior exact relation-conditioned textual use found.	Parallel f102v1 pharmaceutical-fragment statement excluded.
