relation_id	first_page	second_page_source	second_page_current	second_row	second_item	match_kind	root_copied	leaves_copied	flower_copied	component_note	source_url	source_date
JSP2025_01	f1v	f102r1	f102r1	3	2	GOOD_HERBAL_PHARMA	1	1	0	pharma omits flower	https://www.voynich.ninja/archive/index.php/thread-4067-21.html	2025-11-18
JSP2025_02	f18v	f102r2	f102r2	3	1	GOOD_HERBAL_PHARMA	1	0	0	pharma retains root only	https://www.voynich.ninja/archive/index.php/thread-4067-21.html	2025-11-18
JSP2025_03	f19r	f102v1	f102v1	2	3	GOOD_HERBAL_PHARMA	1	1	0	pharma retains one leaf type and omits the other leaf type and flowers	https://www.voynich.ninja/archive/index.php/thread-4067-21.html	2025-11-18
JSP2025_04	f23r	f102r2	f102r2	3	2	GOOD_HERBAL_PHARMA	1	0	0	pharma retains root only	https://www.voynich.ninja/archive/index.php/thread-4067-21.html	2025-11-18
JSP2025_05	f37v	f102r1	f102r1	3	1	GOOD_HERBAL_PHARMA	1	1	0	pharma omits flower	https://www.voynich.ninja/archive/index.php/thread-4067-21.html	2025-11-18
JSP2025_06	f32v	f102r2	f102r2	1	2	GOOD_HERBAL_PHARMA	1	1	1	root leaves and flower retained	https://www.voynich.ninja/archive/index.php/thread-4067-21.html	2025-11-18
JSP2025_07	f47v	f102r2	f102r2	1	1	GOOD_HERBAL_PHARMA	1	1	0	pharma omits flower	https://www.voynich.ninja/archive/index.php/thread-4067-21.html	2025-11-18
JSP2025_08	f48r	f89v3	f89v2	3	4	GOOD_HERBAL_PHARMA	1	1	0	pharma omits flowers	https://www.voynich.ninja/archive/index.php/thread-4067-21.html	2025-11-18
JSP2025_09	f48v	f89v3	f89v2	1	5	GOOD_HERBAL_PHARMA	1	1	0	pharma omits flowers	https://www.voynich.ninja/archive/index.php/thread-4067-21.html	2025-11-18
JSP2025_10	f39r	f95r2	f95r2			GOOD_HERBAL_HERBAL	1	1	0	flower state differs	https://www.voynich.ninja/archive/index.php/thread-4067-21.html	2025-11-18
JSP2025_11	f51r	f99r	f99r	3	1	UNCONVINCING_PROPOSAL	1	0	0	root resemblance only	https://www.voynich.ninja/archive/index.php/thread-4067-21.html	2025-11-18
JSP2025_12	f90v1	f99v	f99v	3	2	UNCONVINCING_PROPOSAL	1	0	0	root resemblance only	https://www.voynich.ninja/archive/index.php/thread-4067-21.html	2025-11-18
