domain	model	observed_gain_bits	null_mean_gain_bits	null_sd_gain_bits	null_centered_excess_bits
COREMA	ROLE_BOTTLENECK	396.7152672363445	68.93959391614534	37.64665434173708	327.7756733201992
COREMA	LINEAR_ROLE_1D	77.41484774481796	177.54637697400653	39.6987239660892	-100.13152922918857
COREMA	SUPERVISED_RELATION_1D	1018.9762690278221	445.5781063506123	39.766680813327035	573.3981626772098
COREMA	PCA_SOURCE_1D	103.01987172952795	94.29441775253584	42.576379522848	8.725453976992114
COREMA	RANDOM_SOURCE_1D	-113.76557281247369	-127.24543811475846	31.174215107097552	13.479865302284765
COREMA	GRAMMAR_SUMMARY_1D	908.5731174722314	856.001560528056	29.58187538579888	52.57155694417543
COREMA	EXACT_JOINT_ROLE_1D	337.96728205143154	-31.689042766413237	15.03044859910512	369.6563248178448
COREMA	SHUFFLED_ROLE_1D	171.92830766142288	231.80686541618968	39.3903468411535	-59.8785577547668
PCEEC2	ROLE_BOTTLENECK	1173.502487401929	511.7478020111498	29.145951241172344	661.7546853907793
PCEEC2	LINEAR_ROLE_1D	69.92728905616968	-87.40059264428561	15.055752241077997	157.3278817004553
PCEEC2	SUPERVISED_RELATION_1D	3418.271816084176	1535.8829891674218	46.471151464493886	1882.3888269167542
PCEEC2	PCA_SOURCE_1D	1413.5703319841414	1364.312861144631	25.310570862213485	49.25747083951046
PCEEC2	RANDOM_SOURCE_1D	-75.45382837085344	-88.66200535612248	16.649830033043827	13.208176985269034
PCEEC2	GRAMMAR_SUMMARY_1D	936.7154776459938	940.9916628849857	15.388413301853351	-4.276185238991843
PCEEC2	EXACT_JOINT_ROLE_1D	784.3335895164055	390.1922803200231	23.522546234007006	394.1413091963824
PCEEC2	SHUFFLED_ROLE_1D	-94.53470882450347	-98.29252511701253	15.575208482532117	3.7578162925090624
