domain	element_key	held_unit	relation_class	role_y	best_control	role_minus_control_log2_true_probability	role_rank	control_rank
COREMA	COREMA:bs1:bs1.283:15	bs1	D10	0	SUPERVISED_RELATION_1D	-9.95818799685679	11.0	10.0
COREMA	COREMA:b4:b4.20:15	b4	D10	0	SUPERVISED_RELATION_1D	-9.309689502255601	13.0	10.0
COREMA	COREMA:gr1:gr1.128:34	gr1	D9	0	SUPERVISED_RELATION_1D	-9.278957564451298	13.0	9.0
COREMA	COREMA:gr1:gr1.128:33	gr1	D8	0	SUPERVISED_RELATION_1D	-8.543539381695854	11.0	8.0
COREMA	COREMA:b4:b4.93:25	b4	D9	0	SUPERVISED_RELATION_1D	-8.311393249647667	11.0	10.0
COREMA	COREMA:bs1:bs1.215:14	bs1	D8	0	SUPERVISED_RELATION_1D	-8.280987881337852	10.0	9.0
COREMA	COREMA:bs1:bs1.283:14	bs1	D9	0	SUPERVISED_RELATION_1D	-7.825033073851336	10.0	10.0
COREMA	COREMA:b4:b4.172:10	b4	D7	0	SUPERVISED_RELATION_1D	-7.188058930167547	10.0	8.0
COREMA	COREMA:b4:b4.200:20	b4	D7	0	SUPERVISED_RELATION_1D	-3.5668344034983894	8.0	7.0
COREMA	COREMA:gr1:gr1.86:23	gr1	D7	0	SUPERVISED_RELATION_1D	-3.438469176570994	9.0	8.0
COREMA	COREMA:b4:b4.129:15	b4	D7	0	SUPERVISED_RELATION_1D	-3.1517817220499817	8.0	8.0
COREMA	COREMA:b4:b4.199:43	b4	D7	0	SUPERVISED_RELATION_1D	-3.1517817220499817	8.0	8.0
COREMA	COREMA:gr1:gr1.75:12	gr1	D6	0	SUPERVISED_RELATION_1D	-2.2113399487343193	8.0	7.0
COREMA	COREMA:bs1:bs1.283:11	bs1	D6	0	SUPERVISED_RELATION_1D	-2.1051016572639782	8.0	7.0
COREMA	COREMA:br1:br1.35:19	br1	D5	0	SUPERVISED_RELATION_1D	-2.0641864605001277	6.0	6.0
COREMA	COREMA:bs1:bs1.283:12	bs1	D7	0	SUPERVISED_RELATION_1D	-1.994347589212471	8.0	7.0
COREMA	COREMA:gr1:gr1.75:13	gr1	D7	0	SUPERVISED_RELATION_1D	-1.9942041935105115	8.0	7.0
COREMA	COREMA:bs1:bs1.164:13	bs1	D6	0	SUPERVISED_RELATION_1D	-1.8652414034901357	8.0	7.0
COREMA	COREMA:bs1:bs1.148:24	bs1	D6	0	SUPERVISED_RELATION_1D	-1.8652414034901357	8.0	7.0
COREMA	COREMA:b4:b4.259:9	b4	D6	0	SUPERVISED_RELATION_1D	-1.8640473503243304	7.0	7.0
PCEEC2	PCEEC2:stiffke:stiffke:4:68	stiffke	L12	0	SUPERVISED_RELATION_1D	-3.5598422041748945	28.0	20.0
PCEEC2	PCEEC2:essex:essex:2:18	essex	R11	0	SUPERVISED_RELATION_1D	-2.796746499551474	28.0	21.0
PCEEC2	PCEEC2:hart:hart:5:C1:77	hart	R11	0	SUPERVISED_RELATION_1D	-2.796683132404629	28.0	21.0
PCEEC2	PCEEC2:osborne:osborne:7:40	osborne	L9	0	SUPERVISED_RELATION_1D	-2.567200006690007	26.0	15.0
PCEEC2	PCEEC2:hasting:hasting:2:37	hasting	L9	0	SUPERVISED_RELATION_1D	-2.5668904400361887	26.0	15.0
PCEEC2	PCEEC2:clerk:clerk:3:97	clerk	L12	0	SUPERVISED_RELATION_1D	-2.3003332722120353	28.0	27.0
PCEEC2	PCEEC2:minette:minette:12:11	minette	L3	0	SUPERVISED_RELATION_1D	-2.2303699184845667	6.0	3.0
PCEEC2	PCEEC2:gardin:gardin:6:22	gardin	L3	0	SUPERVISED_RELATION_1D	-2.229205059921957	6.0	3.0
PCEEC2	PCEEC2:more:more:12:25	more	L3	0	SUPERVISED_RELATION_1D	-2.2291944086045303	6.0	3.0
PCEEC2	PCEEC2:rutland:rutland:3:38	rutland	L3	0	SUPERVISED_RELATION_1D	-2.229187552704714	6.0	3.0
PCEEC2	PCEEC2:rutland:rutland:10:46	rutland	L3	0	SUPERVISED_RELATION_1D	-2.229187552704714	6.0	3.0
PCEEC2	PCEEC2:pepys:pepys:8:11	pepys	L3	0	SUPERVISED_RELATION_1D	-2.2254666778575136	6.0	3.0
PCEEC2	PCEEC2:pepys:pepys:12:12	pepys	L3	0	SUPERVISED_RELATION_1D	-2.2254666778575136	6.0	3.0
PCEEC2	PCEEC2:cliffo:cliffo:5:39	cliffo	L3	0	SUPERVISED_RELATION_1D	-2.219155994141044	6.0	3.0
PCEEC2	PCEEC2:cosin:cosin:3:28	cosin	L3	0	SUPERVISED_RELATION_1D	-2.2167360630048827	6.0	3.0
PCEEC2	PCEEC2:hamilto:hamilto:3:37	hamilto	L3	0	SUPERVISED_RELATION_1D	-2.2167027820464695	6.0	3.0
PCEEC2	PCEEC2:hatton:hatton:3:2	hatton	R11	0	SUPERVISED_RELATION_1D	-2.2157065826501547	28.0	21.0
PCEEC2	PCEEC2:brereto:brereto:6:9	brereto	L3	0	SUPERVISED_RELATION_1D	-2.2130122787283786	6.0	3.0
PCEEC2	PCEEC2:tixall:tixall:8:8	tixall	L3	0	SUPERVISED_RELATION_1D	-2.2125622563295666	6.0	3.0
PCEEC2	PCEEC2:tixall:tixall:5:9	tixall	L3	0	SUPERVISED_RELATION_1D	-2.2125622563295666	6.0	3.0
