model	edition	paragraph	at	word	gloss
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.12|G001	pcheol	⟦pcheol⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.12|G002	sheod	⟦sheod⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.12|G003	qocpheeckhy	⟦qocpheeckhy⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.12|G004	shodol	⟦shodol⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.12|G005	{c@132;h}da	⟦{c@132;h}da⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.12|G006	@168;oto	⟦@168;oto⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.12|G007	cho[?:ch]os	⟦cho[?:ch]os⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.12|G008	sheey	benetze
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.12|G009	ch{cthh'}o	⟦ch{cthh'}o⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.12|G010	s	und
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.13|G001	dsheor	⟦dsheor⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.13|G002	cthey	Arzneiform A
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.13|G003	qokeey	⟦qokeey⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.13|G004	oteey	⟦oteey⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.13|G005	ykeeodain	⟦ykeeodain⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.13|G006	[r:s]orarydaiin	⟦[r:s]orarydaiin⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.13|G007	daiin	Masse C·Uₚ
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.13|G008	deeomchol	⟦deeomchol⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G001	shor	Früchte
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G002	chkeey	⟦chkeey⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G003	qoteey	Material U
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G004	qokeody	⟦qokeody⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G005	qoteold	⟦qoteold⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G006	qokeol	⟦qokeol⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G007	so	⟦so⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G008	raiin	⟦raiin⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G009	otal	⟦otal⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G010	yk[eee:ech]o	⟦yk[eee:ech]o⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G001	dcheor	⟦dcheor⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G002	shol	feucht
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G003	qokeeol	⟦qokeeol⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G004	chor	Blüten
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G005	chol	getrocknet
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G006	qokeeody	⟦qokeeody⟧
R	ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G007	dareu	⟦dareu⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G001	pchedal	⟦pchedal⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G002	shdy	⟦shdy⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G003	ytechypchy	⟦ytechypchy⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G004	otey	⟦otey⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G005	?lshey	⟦?lshey⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G006	qoteey	Material U
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G007	qotal	⟦qotal⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G008	shedy	⟦shedy⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G009	yshdal	⟦yshdal⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G010	dain	Masse B·Uₚ
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G011	okal	⟦okal⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G012	daldy	⟦daldy⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G001	dain	Masse B·Uₚ
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G002	shek	⟦shek⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G003	ch{cphh}dy	⟦ch{cphh}dy⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G004	daloky	⟦daloky⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G005	opchedy	⟦opchedy⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G006	peshol	⟦peshol⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G007	chep	⟦chep⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G008	ar	Anteil
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G009	otchy	Material T
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G010	sal	⟦sal⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G011	lkeey	⟦lkeey⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G012	sar	⟦sar⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G013	ain	⟦ain⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G014	ok??	⟦ok??⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G015	chedy	⟦chedy⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G001	yshdain	⟦yshdain⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G002	sheek	⟦sheek⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G003	cheoty	⟦cheoty⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G004	eeokal	⟦eeokal⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G005	chedy	⟦chedy⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G006	chckhy	⟦chckhy⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G007	or	Anteil
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G008	orol	⟦orol⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G009	okaiin	Zubereitung
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G010	eeal	⟦eeal⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G011	ot	⟦ot⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G012	kar	⟦kar⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G013	otar	⟦otar⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G014	cha[l:?]	⟦cha[l:?]⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G001	ychedy	⟦ychedy⟧
R	ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G002	qokedy	⟦qokedy⟧
