passage_id	surface	page	physical_folio	locus	target_ordinal	current_line	target_focused_line	working_default_de	rival_1_de	rival_2_de	confidence_0_100_not_probability	render_status	gdt788_new_renderer_license	portable_dal_component_used	default_is_translation	confirmed_lexeme	confirmed_plaintext	specific_substance_confirmed	historical_word_credit	phonetic_or_eva_letter_credit	component_export_credit
G788-PASS-001	aiidal	f99v	f99	f99v.41	5	qockhol oiin shody qokol aiidal aiidaiim	qockhol · oiin · shody · qokol · ⟦aiidal = Materialposten I⟧ · aiidaiim	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	24	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
G788-PASS-002	chdal	f105v	f105	f105v.36	7	laiin sheod okeeody qoaiin ytaiin otair chdal dy daim chdaiin oy	laiin · sheod · okeeody · qoaiin · ytaiin · otair · ⟦chdal = trockenes Material I, abgemessen; Anfangsstufe⟧ · dy · daim · chdaiin · oy	trockenes Material I, abgemessen; Anfangsstufe	trockener Drogenposten	Trockenfeld der Anfangsstufe	64	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
G788-PASS-003	chedal	f103r	f103	f103r.25	7	dar shey qokain chckhey chey kain chedal okeeey qoodain okain oteey ol	dar · shey · qokain · chckhey · chey · kain · ⟦chedal = trockenes Material I, abgemessen; Mittelstufe⟧ · okeeey · qoodain · okain · oteey · ol	trockenes Material I, abgemessen; Mittelstufe	eingedickter Drogenposten	Trockenfeld der Mittelstufe	66	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
G788-PASS-004	cheodal	f104r	f104	f104r.37	2	okaiin cheodal qoaiin okar oraiin okar oteody qokaiin okal qotir	okaiin · ⟦cheodal = trockenes Ansatzmaterial I, abgemessen⟧ · qoaiin · okar · oraiin · okar · oteody · qokaiin · okal · qotir	trockenes Ansatzmaterial I, abgemessen	eingedickter Arzneiextrakt	Trocken-/Mengenfeld I	44	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
G788-PASS-005	chkodal	f53v	f53	f53v.11	5	otsho or chear sheod chkodal	otsho · or · chear · sheod · ⟦chkodal = Materialposten I⟧	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	24	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
G788-PASS-006	chodal	f106v	f106	f106v.16	9	sarar okear aiin chotal shody qotchdy qotar shedy chodal chedy qotam	sarar · okear · aiin · chotal · shody · qotchdy · qotar · shedy · ⟦chodal = trockenes Material I im Ansatz⟧ · chedy · qotam	trockenes Material I im Ansatz	trockener Drogenposten	Trocken-/Anfangsfeld I	40	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
G788-PASS-007	choddal	f32r	f32	f32r.4	6	schor dshor ytsho dain daiin choddal	schor · dshor · ytsho · dain · daiin · ⟦choddal = Materialposten I⟧	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	24	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
G788-PASS-008	choldal	f58r	f58	f58r.12	3	shoar ar choldal otalchal dal choldy okalys airaldy shar	shoar · ar · ⟦choldal = trockenes Drogenmaterial I, abgemessen⟧ · otalchal · dal · choldy · okalys · airaldy · shar	trockenes Drogenmaterial I, abgemessen	geröstete Pflanzendroge	Trocken-/Mengenfeld I	32	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
G788-PASS-009	cphodal	f51r	f51	f51r.14	4	daiiy qodaiin kaiiidal cphodal s al dam	daiiy · qodaiin · kaiiidal · ⟦cphodal = Materialposten I⟧ · s · al · dam	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	24	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
G788-PASS-010	cthodal	f17v	f17	f17v.2	3	ycheey keeor cthodal okol odaiin okal	ycheey · keeor · ⟦cthodal = aufbereitetes Material I, abgemessen⟧ · okol · odaiin · okal	aufbereitetes Material I, abgemessen	fertige Drogenzubereitung	Ergebnis-/Wertfeld I	30	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
G788-PASS-011	daiidal	f23r	f23	f23r.6	9	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	tshol · y · kor · qokaiin · yky · dar · okol · dchey · ⟦daiidal = Material I, abgemessen; Wert III⟧ · dam · ytcho · ldals	Material I, abgemessen; Wert III	drei Maße Material I	Materialklasse III	34	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
G788-PASS-012	dal	f103r	f103	f103r.41	13	cheol sheeey qotey oteeal oteedy shet sho keeo s shey qokeedy qokal dal	cheol · sheeey · qotey · oteeal · oteedy · shet · sho · keeo · s · shey · qokeedy · qokal · ⟦dal = Material I, abgemessen⟧	Material I, abgemessen	Rohdrogenposten	Mengen-/Wertfeld I	72	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
G788-PASS-013	daldal	f89r1	f89	f89r1.18	7	dals al dal cheody dainaldy al daldal	dals · al · dal · cheody · dainaldy · al · ⟦daldal = gekoppelter Materialposten I, abgemessen⟧	gekoppelter Materialposten I, abgemessen	zwei Materialmengen I	Mengen-/Wertdoppelmarke	28	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
G788-PASS-014	dchdal	f85r1	f85	f85r1.31	9	podaiin shdar ypchdar dar ypchdy qopol dar keshar dchdal chol air y	podaiin · shdar · ypchdar · dar · ypchdy · qopol · dar · keshar · ⟦dchdal = Materialposten I⟧ · chol · air · y	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	24	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
G788-PASS-015	dshedal	f114v	f114	f114v.2	1	dshedal qoteody choddy otol chedal otain chedol chedain shedy qotched dl	⟦dshedal = Materialposten I⟧ · qoteody · choddy · otol · chedal · otain · chedol · chedain · shedy · qotched · dl	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	24	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
G788-PASS-016	dsheedal	f77v	f77	f77v.11	4	qockhy dol chdy dsheedal qokal chedy dal shedy qokeedy dal olchy	qockhy · dol · chdy · ⟦dsheedal = feuchtes Material I, abgemessen; Endstufe⟧ · qokal · chedy · dal · shedy · qokeedy · dal · olchy	feuchtes Material I, abgemessen; Endstufe	vollständig mazerierte Droge	Feuchte-/Wertfeld I	22	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
G788-PASS-017	fcheodal	f48v	f48	f48v.7	10	pchedar chey ypchedy otedy shef eeedy al shedy otedy fcheodal cpheeg	pchedar · chey · ypchedy · otedy · shef · eeedy · al · shedy · otedy · ⟦fcheodal = Materialposten I⟧ · cpheeg	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	24	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
G788-PASS-018	kaiiidal	f51r	f51	f51r.14	3	daiiy qodaiin kaiiidal cphodal s al dam	daiiy · qodaiin · ⟦kaiiidal = Materialposten I⟧ · cphodal · s · al · dam	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	24	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
G788-PASS-019	kchdal	f47r	f47	f47r.4	6	qokcheo cthey chokain chol daiin kchdal	qokcheo · cthey · chokain · chol · daiin · ⟦kchdal = Materialposten I⟧	Materialposten I	Material I, abgemessen	Mengen-/Wertfeld I	24	DISPLAY_ONLY_COMPLETE_WHOLE_NOT_PLAINTEXT	0	0	0	0	0	0	0	0	0
