radius	axis	type_rows	informative_types	na_types	mean_difference_in_differences	mean_absolute_difference_in_differences	same_nonzero_direction_types	both_positive_d_effect_types	mean_shared_d_effect	shared_d_effect_sign_flip_p	mean_axis_aligned_carrier_contrast	carrier_contrast_sign_flip_p	score_semantics	component_export_credit
1	AMOUNT	10	8	2	0.189281140388	0.259204236669	0	0	0.019330018041	0.562500000000	0.021814965011	0.500000000000	FOLIO_THEN_TYPE_BALANCED_DIRECTIONAL_RATE_NOT_PROBABILITY	0
1	VALUE	10	10	0	-0.164303723709	0.284356633762	5	3	0.008581706520	0.882812500000	0.020579360282	0.667968750000	FOLIO_THEN_TYPE_BALANCED_DIRECTIONAL_RATE_NOT_PROBABILITY	0
1	MATERIAL	10	8	2	-0.011570951810	0.189247094242	0	0	-0.061984131938	0.031250000000	-0.039457706838	0.531250000000	FOLIO_THEN_TYPE_BALANCED_DIRECTIONAL_RATE_NOT_PROBABILITY	0
1	PART	10	5	5	0.042026042117	0.242518652954	0	0	0.007558407513	0.875000000000	-0.100415550370	0.250000000000	FOLIO_THEN_TYPE_BALANCED_DIRECTIONAL_RATE_NOT_PROBABILITY	0
1	PREPARATION	10	9	1	-0.090341473066	0.254511870570	2	1	-0.015177847345	0.781250000000	-0.016042124680	0.726562500000	FOLIO_THEN_TYPE_BALANCED_DIRECTIONAL_RATE_NOT_PROBABILITY	0
1	PROCESS	10	7	3	0.031465220925	0.107999282825	1	1	0.024980341385	0.218750000000	-0.036245430975	0.625000000000	FOLIO_THEN_TYPE_BALANCED_DIRECTIONAL_RATE_NOT_PROBABILITY	0
1	CLOSE	10	7	3	-0.283191189827	0.283191189827	1	1	0.062103798195	0.125000000000	-0.072916876742	0.093750000000	FOLIO_THEN_TYPE_BALANCED_DIRECTIONAL_RATE_NOT_PROBABILITY	0
3	AMOUNT	10	9	1	0.097422509816	0.260497201278	2	1	0.015416247945	0.847656250000	0.035981007562	0.300781250000	FOLIO_THEN_TYPE_BALANCED_DIRECTIONAL_RATE_NOT_PROBABILITY	0
3	VALUE	10	10	0	-0.028633054309	0.286874690144	5	3	-0.009055003276	0.906250000000	-0.010696052858	0.882812500000	FOLIO_THEN_TYPE_BALANCED_DIRECTIONAL_RATE_NOT_PROBABILITY	0
3	MATERIAL	10	9	1	-0.039951742939	0.257097170611	4	2	-0.038956590404	0.390625000000	-0.018456272518	0.726562500000	FOLIO_THEN_TYPE_BALANCED_DIRECTIONAL_RATE_NOT_PROBABILITY	0
3	PART	10	7	3	-0.021845949977	0.227956464358	0	0	-0.025018068096	0.750000000000	-0.073848145056	0.234375000000	FOLIO_THEN_TYPE_BALANCED_DIRECTIONAL_RATE_NOT_PROBABILITY	0
3	PREPARATION	10	10	0	0.169615789323	0.404869967193	5	4	0.060292691028	0.333984375000	-0.003091277945	0.960937500000	FOLIO_THEN_TYPE_BALANCED_DIRECTIONAL_RATE_NOT_PROBABILITY	0
3	PROCESS	10	7	3	0.010075521137	0.123230401964	3	2	-0.000375895823	0.984375000000	-0.058796700042	0.312500000000	FOLIO_THEN_TYPE_BALANCED_DIRECTIONAL_RATE_NOT_PROBABILITY	0
3	CLOSE	10	10	0	-0.080942383454	0.300292345661	3	3	0.097755378129	0.083984375000	-0.003457842202	0.929687500000	FOLIO_THEN_TYPE_BALANCED_DIRECTIONAL_RATE_NOT_PROBABILITY	0
