statement_id	record_unit_id	constituent_fields	v71_revision_action	repair_cost_0_4	reason	retained_from_v69	rejected_from_v69
H1-S001	H1	F001	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
H1-S002	H1	F002	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
H2-S001	H2	F003	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
H2-S002	H2	F004	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
H2-S003	H2	F005	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
H3-S001	H3	F006	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
H3-S002	H3	F007	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
H3-S003	H3	F008	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
H3-S004	H3	F009	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
H4-S001	H4	F010	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
H4-S002	H4	F011	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
H4-S003	H4	F012	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
H4-S004	H4	F013	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
H5-S001	H5	F014|F015	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
H5-S002	H5	F016	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
H5-S003	H5	F017	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
H5-S004	H5	F018	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
H5-S005	H5	F019	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
H5-S006	H5	F020	REMOVE_TAXONOMIC_IDENTITY; REANCHOR_TO_WHOLE_PLANT_ARTICLE	3	Die frühere taxonomisch und stofflich enge Lesung wird auf den ganzen Bildpflanzenartikel plus unbebilderte Receptarium-Argumente zurückgebaut.	event order; exact mnemonic cards; strict formal prompts; terminal placement	taxonomic identity and pictured recipe apparatus
B1-S001	B1	F021	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	0	Sichtbarer lokaler Besitzer und vollständig bekannte Karten-/Formalfolge erlauben die Quellenklasse ohne strukturelle Reparatur.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S002	B1	F022|F023	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S003	B1	F024|F025	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S004	B1	F026	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S005	B1	F027	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S006	B1	F028	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S007	B1	F029	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	2	Der lokale Besitzer ist sichtbar, doch die gesamte Handlungskette bleibt eine konkrete historische Exemplarfüllung.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
B1-S008	B1	F030	LOCALIZE_TO_V71_OWNER; RETAIN_FORMAL_SEQUENCE_ONLY	1	Der lokale Besitzer und mindestens ein formaler Anker bleiben; übrige Rollen werden nur als Exemplarargumente ergänzt.	event order; exact mnemonic cards; strict formal prompts; terminal placement	unlicensed global apparatus, direction, substance, or indication
