locus	edition	group_count	flat_matches	raw_grouped_line
f100v.14	ZL3b	9	1	{c@132;h}dee{c@133;h}y.sheocphy.qoteody.ckhoor.ar.chor.oteey.daiin.qokomo
f100v.14	IT2a	9	1	cthdeecthy.sheocphy.qoteody.ckhoor.ar.chor.oteey.daiin.qokomo
f100v.14	RF1b	9	1	{c@132;h}@152;ee{c@133;h}y.sheocphy.qoteody.ckhoor.ar.chor.oteey.daiin.qokomo
f100v.15	ZL3b	11	1	sor.cheey.dair.ol.cheol.qoolkeey.chol.cheey.qokeol.chotol,s
f100v.15	IT2a	10	1	sor.cheey.dair.ol.cheol.qoolkeey.chol.cheey.qokeol.chotols
f100v.15	RF1b	10	1	sor.cheey.dair.al.cheol.qoolkeey.chol.cheey.qokeol.chotols
f100v.16	ZL3b	11	1	ykeeol.chol.chey.eeoseeo,s.sheeo.okeol.ches.okeor.okeol.dy
f100v.16	IT2a	10	1	ykeeol.chol.chey.eeoseeos.sheeo.okeol.ches.okeor.okeol.dy
f100v.16	RF1b	10	1	ykeeol.chol.che@222;.eeoseeos.sheeo.okeol.ches.okeor.okeol.dy
f100v.17	ZL3b	8	1	chockhey.sholkcheol.qokeol.okol.chol.chotor.chso.solcthy
f100v.17	IT2a	8	1	chockhey.cholkcheol.qokeol.okol.chol.chotor.chso.solcthy
f100v.17	RF1b	8	1	chocthey.sholkcheol.qokeol.okol.chol.chotor.chso.solcthy
f100v.18	ZL3b	11	1	tachso.s.ol.cheo.cheeor.odaidy.ckhod.sh.chod.qokeol.sal
f100v.18	IT2a	10	1	tocheo.sol.cheo.cheeor.odaidy.ckhod.sh.chod.qokeol.sal
f100v.18	RF1b	11	1	tochso.s.ol.cheo.cheeor.odaidy.ckho@152;.sh.chod.qokeol.sal
f100v.19	ZL3b	8	1	sain.cheokeos.chockhy.chocthey.keody.cho{ckhh}or.chckhey.du
f100v.19	IT2a	8	1	sain.cheokeos.chockhy.chocthey.kchody.chockhhor.chckhey.dan
f100v.19	RF1b	8	1	sain.cheokeos.chockhy.chocthey.keody.cho{ckhh}or.chckhey.du
f100v.20	ZL3b	8	1	ycheoky.shokeesy.qokeey.chokeol.saraloaly.cheor.ol.chockhar
f100v.20	IT2a	8	1	ycheoky.shokeesy.qokeey.chokeol.soraloaly.cheor.ol.chockhar
f100v.20	RF1b	8	1	ycheoky.shokeesy.qokeey.chokeol.s@221;raloaly.cheor.ol.chockhar
f100v.21	ZL3b	10	1	soral.okor.ol.choy.ly.araroy.okar.cheeeal.cheokeol.orey
f100v.21	IT2a	10	1	soral.okor.ol.choy.ly.araroy.okar.cheeeal.cheokeol.orey
f100v.21	RF1b	10	1	soral.okor.ol.choy.ly.araroy.okar.cheeeal.cheokeol.orey
f100v.22	ZL3b	3	1	daiin.cheky.chory
f100v.22	IT2a	3	1	daiin.cheky.chory
f100v.22	RF1b	3	1	daiin.cheky.chory
f31r.1	ZL3b	7	1	keedey.qofchedy.shee,s.aiin.qokee@149;.chepakeo
f31r.1	IT2a	6	1	keedey.qofchedy.shees.aiin.qokeefcy.chepakeo
f31r.1	RF1b	6	1	keedey.qofchedy.shees.aiin.qokeef{oy}.chefakeo
f31r.2	ZL3b	8	1	dcheey.daiin.okeedy.qokees.s.aiin.shekeey.qef
f31r.2	IT2a	8	1	dcheey.daiin.okeedy.qokees.s.aiin.shckhey.qef
f31r.2	RF1b	8	1	dcheey.daiin.@221;keedy.qokees.s.aiin.shekeey.qef
f31r.3	ZL3b	9	1	qokeey.chey.daiin.qokeey.[s:r]air.chekey.s,aiin.da?
f31r.3	IT2a	8	1	qokeey.chey.daiin.qokeey.rair.chekey.saiin.da
f31r.3	RF1b	9	1	qokeey.chey.daiin.qokeey.rair.chekey.s.aiin.dey
f31r.4	ZL3b	10	1	qotar.chy.dar.lo,r,ar.cheey.keeol,chedy.qokey
f31r.4	IT2a	10	1	qotar.chy.dar.lk.r.ar.cheey.keeol.ch?d?.qokey
f31r.4	RF1b	10	1	qotar.chy.dar.lo.r.ar.cheey.keeol.chedy.qokey
f31r.5	ZL3b	3	1	daiin.sheeody.qokeor
f31r.5	IT2a	3	1	daiin.sheoody.qokeor
f31r.5	RF1b	3	1	daiin.sheeod@222;.qokeor
f56r.1	ZL3b	8	1	o@167;chal.chchs@168;y.oty.esedy.chy.ychocphy.chorchy.chy
f56r.1	IT2a	10	1	otchal.chchsty.oty.esedy.chy.ycho.cphy.chor.chy.chy
f56r.1	RF1b	8	1	o@167;chal.chchs@168;y.oty.esedy.chy.ychocphy.chorchy.chy
f56r.2	ZL3b	7	1	chokchey.ch[o:a]l.choly.korchy.chykey.choty.shokaiin
f56r.2	IT2a	9	1	chokchey.chol.choly.kor.chy.chykey.choty.sho.kaiin
f56r.2	RF1b	8	1	chokchey.ch@221;l.choly.kor,chy.chykey.choty.shokaiin
f56r.3	ZL3b	7	1	olchey.chokchol.chey.keey.qokeey.chokeey.choksy
f56r.3	IT2a	7	1	olchey.chokchol.chey.keey.qokeey.chokeey.choksy
f56r.3	RF1b	8	1	olchey.chokchol.chey.keey.qo,keey.chokeey.choksy
f56r.4	ZL3b	8	1	qot,chor.chor.chokor.chkor,chy<->okar.chdy
f56r.4	IT2a	7	1	qotchor.chor.chokor.chkar.chy<->okar.chdy
f56r.4	RF1b	7	1	qot.chor.chor.chokor.chkorchy<->okar.chdy
f56r.5	ZL3b	4	1	chochor.cho.chodaly.daiin
f56r.5	IT2a	4	1	chochor.cho.chodaly.daiin
f56r.5	RF1b	4	1	chochor.cho.chodaly.daiin
f56r.6	ZL3b	6	1	ykch[o:a].dy.dchey.keey.daiin.y
f56r.6	IT2a	6	1	ykcho.dy.dchey.keey.daiin.y
f56r.6	RF1b	6	1	ykcho.dy.dchey.keey.daiin.y
f56r.7	ZL3b	5	1	sho.kchol.otchor.choky.dal
f56r.7	IT2a	5	1	sho.kchol.otchor.choky.dal
f56r.7	RF1b	5	1	sho.kchol.otchor.choky.dal
f56r.8	ZL3b	4	1	schol.choy.choky.cheeckhody
f56r.8	IT2a	4	1	schol.choy.choky.cheeckhody
f56r.8	RF1b	4	1	schol.choy.choky.cheeckhody
f66r.12	ZL3b	1	1	saiin
f66r.12	IT2a	1	1	raiin
f66r.12	RF1b	1	1	saiin
f66r.50	ZL3b	9	1	pdaiin.oteedy.opchedy.chap.chefchy.shddy.ypches.cholpchd.okedals
f66r.50	IT2a	9	1	pdaiin.oteedy.opchedy.chap.chefchy.shddy.ypcher.cholpchd.okedals
f66r.50	RF1b	9	1	pdaiin.oteedy.opchedy.chyp.chefchy.shd@152;y.ypches.cholpchd.oke@152;als
f66r.51	ZL3b	9	1	sair.shekey.qokeedar.okal.okedy.qokeedy.qokal.okedy.qokshd
f66r.51	IT2a	9	1	rair.shekey.qokeedar.okal.okedy.qokeedy.qokal.okedy.qokshd
f66r.51	RF1b	9	1	sair.shekey.qokeedar.okal.okedy.qokee@152;y.qokal.oke@152;y.qok{ch'}d
f66r.52	ZL3b	10	1	ykshedy.chady.cthdy.qokees.cheeo.okcho,dy.chekeey.chedy.chckhy
f66r.52	IT2a	10	1	ykshedy.chody.cthdy.qokees.cheeo.okcho.dy.chekeey.chedy.chckhy
f66r.52	RF1b	10	1	ykshedy.cho@152;y.cthdy.qokees.cheeo.okcho.@152;y.chekeey.che@152;y.chckhy
f66r.53	ZL3b	11	1	shdy.qotedy.chdy.chedy.qotedal.chcpheor.ykady.dar.qotey,k[o:a]l,ar
f66r.53	IT2a	11	1	shdy.qotedy.chdy.chedy.qotedal.chcfheor.ykeedy.dar.qotey.kol.ar
f66r.53	RF1b	11	1	shdy.qoted@221;.chdy.chedy.qotedal.chcfheor.ykady.dar.qotey.kol.ar
f66r.54	ZL3b	8	1	qokeeody.qokeody.qokeody.qokar.sheky.qokeeody.okedy.kodary
f66r.54	IT2a	8	1	qokeeody.qokeody.qokeody.qokar.sheky.qokeeody.okedy.kodary
f66r.54	RF1b	8	1	qokeeody.qokeody.qokeod@222;.qokar.sheky.qokeeody.okedy.kodary
f66r.55	ZL3b	8	1	ykeeody.choekeey.okeody.chekeody.qokeey.dyky.chctho.rotaiin
f66r.55	IT2a	8	1	ykeeody.choekchy.okeody.chekeody.qokeey.dyky.chctho.rotaiin
