block_id	page	locus	kind	paragraph_start	paragraph_end	ivtff_raw	target	inherited821	readings_json
f100v.14--f100v.22	f100v	f100v.14	P	1	0	<%>{c@132;h}dee{c@133;h}y.sheocphy.qoteody.ckhoor.ar.chor.oteey.daiin.qokomo	0	0	"{""zl3b_clean"": ""deey sheocphy qoteody ckhoor ar chor oteey daiin qokomo"", ""it2a_clean"": ""cthdeecthy sheocphy qoteody ckhoor ar chor oteey daiin qokomo"", ""rf1b_clean"": ""eey sheocphy qoteody ckhoor ar chor oteey daiin qokomo""}"
f100v.14--f100v.22	f100v	f100v.15	P	0	0	sor.cheey.dair.ol.cheol.qoolkeey.chol.cheey.qokeol.chotol,s	0	0	"{""zl3b_clean"": ""sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s"", ""it2a_clean"": ""sor cheey dair ol cheol qoolkeey chol cheey qokeol chotols"", ""rf1b_clean"": ""sor cheey dair al cheol qoolkeey chol cheey qokeol chotols""}"
f100v.14--f100v.22	f100v	f100v.16	P	0	0	ykeeol.chol.chey.eeoseeo,s.sheeo.okeol.ches.okeor.okeol.dy	0	0	"{""zl3b_clean"": ""ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy"", ""it2a_clean"": ""ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy"", ""rf1b_clean"": ""ykeeol chol che eeoseeos sheeo okeol ches okeor okeol dy""}"
f100v.14--f100v.22	f100v	f100v.17	P	0	0	chockhey.sholkcheol.qokeol.okol.chol.chotor.chso.solcthy	0	0	"{""zl3b_clean"": ""chockhey sholkcheol qokeol okol chol chotor chso solcthy"", ""it2a_clean"": ""chockhey cholkcheol qokeol okol chol chotor chso solcthy"", ""rf1b_clean"": ""chocthey sholkcheol qokeol okol chol chotor chso solcthy""}"
f100v.14--f100v.22	f100v	f100v.18	P	0	0	tachso.s.ol.cheo.cheeor.odaidy.ckhod.sh.chod.qokeol.sal	0	0	"{""zl3b_clean"": ""tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal"", ""it2a_clean"": ""tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal"", ""rf1b_clean"": ""tochso s ol cheo cheeor odaidy ckho sh chod qokeol sal""}"
f100v.14--f100v.22	f100v	f100v.19	P	0	0	sain.cheokeos.chockhy.chocthey.keody.cho{ckhh}or.chckhey.du	0	0	"{""zl3b_clean"": ""sain cheokeos chockhy chocthey keody choor chckhey du"", ""it2a_clean"": ""sain cheokeos chockhy chocthey kchody chockhhor chckhey dan"", ""rf1b_clean"": ""sain cheokeos chockhy chocthey keody choor chckhey du""}"
f100v.14--f100v.22	f100v	f100v.20	P	0	0	ycheoky.shokeesy.qokeey.chokeol.saraloaly.cheor.ol.chockhar	1	0	"{""zl3b_clean"": ""ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar"", ""it2a_clean"": ""ycheoky shokeesy qokeey chokeol soraloaly cheor ol chockhar"", ""rf1b_clean"": ""ycheoky shokeesy qokeey chokeol s raloaly cheor ol chockhar""}"
f100v.14--f100v.22	f100v	f100v.21	P	0	0	soral.okor.ol.choy.ly.araroy.okar.cheeeal.cheokeol.orey	0	0	"{""zl3b_clean"": ""soral okor ol choy ly araroy okar cheeeal cheokeol orey"", ""it2a_clean"": ""soral okor ol choy ly araroy okar cheeeal cheokeol orey"", ""rf1b_clean"": ""soral okor ol choy ly araroy okar cheeeal cheokeol orey""}"
f100v.14--f100v.22	f100v	f100v.22	P	0	1	daiin.cheky.chory<$>	0	0	"{""zl3b_clean"": ""daiin cheky chory"", ""it2a_clean"": ""daiin cheky chory"", ""rf1b_clean"": ""daiin cheky chory""}"
f31r.1--f31r.5	f31r	f31r.1	P	1	0	<%>keedey.qofchedy.shee,s.aiin.qokee@149;.chepakeo	0	0	"{""zl3b_clean"": ""keedey qofchedy shee s aiin qokee chepakeo"", ""it2a_clean"": ""keedey qofchedy shees aiin qokeefcy chepakeo"", ""rf1b_clean"": ""keedey qofchedy shees aiin qokeef chefakeo""}"
