recipe_id	flattened_recipe_trace	shell_factorization_count	shell_shapes	shell_ids	surface_templates	exact_channel_signatures	running_surface_type_count	running_event_count	running_page_count	running_surfaces	running_pages	running_registers	address_full_formula_count	address_full_formula_surfaces	address_full_formula_pages	address_hybrid_shell_count	address_hybrid_shell_surfaces	address_hybrid_shell_pages	support_tier	old_carrier_surface_count	support_rank
G468-R0001	AL+AIIN	2	PREFIX_CORE_SUFFIX	G467-S0094|G467-S0095	al{NAME_CORE}daiin|al{NAME_CORE}aiin	G466-C05+G466-C14|G466-C05+G466-C15	4	6	4	alaiin|chalaiin|dalaiin|daldaiin	f67r2|f72r|f76r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	0	NONE	NONE	0	NONE	NONE	RUNNING_EXACT_RECIPE	4	25
G468-R0002	AL+AIN	1	PREFIX_CORE_SUFFIX	G467-S0102	al{NAME_CORE}ain	G466-C05+G466-C22	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	489
G468-R0003	AL+AIN+Y	1	PREFIX_CORE_SUFFIX	G467-S0096	al{NAME_CORE}ainy	G466-C05+G466-C16	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	490
G468-R0004	AL+AIR+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1106|G467-S1107	al{NAME_CORE_1}air{NAME_CORE_2}daiin|al{NAME_CORE_1}air{NAME_CORE_2}aiin	G466-C05+G466-C36+G466-C14|G466-C05+G466-C36+G466-C15	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	129
G468-R0005	AL+AIR+AIN	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1114	al{NAME_CORE_1}air{NAME_CORE_2}ain	G466-C05+G466-C36+G466-C22	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	491
G468-R0006	AL+AIR+AIN+Y	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1108	al{NAME_CORE_1}air{NAME_CORE_2}ainy	G466-C05+G466-C36+G466-C16	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	492
G468-R0007	AL+AIR+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1116|G467-S1123	al{NAME_CORE_1}air{NAME_CORE_2}dal|al{NAME_CORE_1}air{NAME_CORE_2}al	G466-C05+G466-C36+G466-C24|G466-C05+G466-C36+G466-C31	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	130
G468-R0008	AL+AIR+AL+OR	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1109	al{NAME_CORE_1}air{NAME_CORE_2}alor	G466-C05+G466-C36+G466-C17	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	493
G468-R0009	AL+AIR+AL+Y	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1115	al{NAME_CORE_1}air{NAME_CORE_2}aly	G466-C05+G466-C36+G466-C23	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	494
G468-R0010	AL+AIR+AM_ADDR	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1124	al{NAME_CORE_1}air{NAME_CORE_2}am	G466-C05+G466-C36+G466-C32	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	495
G468-R0011	AL+AIR+AR	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1125	al{NAME_CORE_1}air{NAME_CORE_2}ar	G466-C05+G466-C36+G466-C33	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	496
G468-R0012	AL+AIR+CH+LOCAL_CHAR_F+Y	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1110	al{NAME_CORE_1}air{NAME_CORE_2}cfhy	G466-C05+G466-C36+G466-C18	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	497
G468-R0013	AL+AIR+CH+P+Y	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1111	al{NAME_CORE_1}air{NAME_CORE_2}cphy	G466-C05+G466-C36+G466-C19	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	498
G468-R0014	AL+AIR+CH+T+Y	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1112	al{NAME_CORE_1}air{NAME_CORE_2}cthy	G466-C05+G466-C36+G466-C20	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	499
G468-R0015	AL+AIR+EE+Y	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1117	al{NAME_CORE_1}air{NAME_CORE_2}eey	G466-C05+G466-C36+G466-C25	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	500
G468-R0016	AL+AIR+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1113|G467-S1118	al{NAME_CORE_1}air{NAME_CORE_2}oiin|al{NAME_CORE_1}air{NAME_CORE_2}oin	G466-C05+G466-C36+G466-C21|G466-C05+G466-C36+G466-C26	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	131
G468-R0017	AL+AIR+OL	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1126	al{NAME_CORE_1}air{NAME_CORE_2}ol	G466-C05+G466-C36+G466-C34	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	501
G468-R0018	AL+AIR+OL+AIIN	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1105	al{NAME_CORE_1}air{NAME_CORE_2}olaiin	G466-C05+G466-C36+G466-C13	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	502
G468-R0019	AL+AIR+OL+Y	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1119	al{NAME_CORE_1}air{NAME_CORE_2}oly	G466-C05+G466-C36+G466-C27	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	503
G468-R0020	AL+AIR+OR	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1127	al{NAME_CORE_1}air{NAME_CORE_2}or	G466-C05+G466-C36+G466-C35	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	504
G468-R0021	AL+AIR+OR+Y	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1120	al{NAME_CORE_1}air{NAME_CORE_2}ory	G466-C05+G466-C36+G466-C28	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	505
G468-R0022	AL+AIR+Y	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1121	al{NAME_CORE_1}air{NAME_CORE_2}shy	G466-C05+G466-C36+G466-C29	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	506
G468-R0023	AL+AIR+Y+DY	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1122	al{NAME_CORE_1}air{NAME_CORE_2}ydy	G466-C05+G466-C36+G466-C30	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	507
G468-R0024	AL+AL	2	PREFIX_CORE_SUFFIX	G467-S0104|G467-S0111	al{NAME_CORE}dal|al{NAME_CORE}al	G466-C05+G466-C24|G466-C05+G466-C31	2	2	2	dalal|daldal	f81v|f89r	BIOLOGICAL|PHARMA	0	NONE	NONE	2	opalal|ralal	f72r	RUNNING_EXACT_RECIPE	4	39
G468-R0025	AL+AL+AIIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1175|G467-S1176	al{NAME_CORE_1}al{NAME_CORE_2}daiin|al{NAME_CORE_1}al{NAME_CORE_2}aiin	G466-C05+G466-C39+G466-C14|G466-C05+G466-C39+G466-C15	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	132
G468-R0026	AL+AL+AIN	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1183	al{NAME_CORE_1}al{NAME_CORE_2}ain	G466-C05+G466-C39+G466-C22	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	508
G468-R0027	AL+AL+AIN+Y	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1177	al{NAME_CORE_1}al{NAME_CORE_2}ainy	G466-C05+G466-C39+G466-C16	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	509
G468-R0028	AL+AL+AL	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1185|G467-S1192	al{NAME_CORE_1}al{NAME_CORE_2}dal|al{NAME_CORE_1}al{NAME_CORE_2}al	G466-C05+G466-C39+G466-C24|G466-C05+G466-C39+G466-C31	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	133
G468-R0029	AL+AL+AL+OR	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1178	al{NAME_CORE_1}al{NAME_CORE_2}alor	G466-C05+G466-C39+G466-C17	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	510
G468-R0030	AL+AL+AL+Y	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1184	al{NAME_CORE_1}al{NAME_CORE_2}aly	G466-C05+G466-C39+G466-C23	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	511
G468-R0031	AL+AL+AM_ADDR	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1193	al{NAME_CORE_1}al{NAME_CORE_2}am	G466-C05+G466-C39+G466-C32	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	512
G468-R0032	AL+AL+AR	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1194	al{NAME_CORE_1}al{NAME_CORE_2}ar	G466-C05+G466-C39+G466-C33	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	513
G468-R0033	AL+AL+CH+LOCAL_CHAR_F+Y	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1179	al{NAME_CORE_1}al{NAME_CORE_2}cfhy	G466-C05+G466-C39+G466-C18	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	514
G468-R0034	AL+AL+CH+P+Y	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1180	al{NAME_CORE_1}al{NAME_CORE_2}cphy	G466-C05+G466-C39+G466-C19	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	515
G468-R0035	AL+AL+CH+T+Y	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1181	al{NAME_CORE_1}al{NAME_CORE_2}cthy	G466-C05+G466-C39+G466-C20	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	516
G468-R0036	AL+AL+EE+Y	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1186	al{NAME_CORE_1}al{NAME_CORE_2}eey	G466-C05+G466-C39+G466-C25	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	517
G468-R0037	AL+AL+O+IIN	2	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1182|G467-S1187	al{NAME_CORE_1}al{NAME_CORE_2}oiin|al{NAME_CORE_1}al{NAME_CORE_2}oin	G466-C05+G466-C39+G466-C21|G466-C05+G466-C39+G466-C26	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	134
G468-R0038	AL+AL+OL	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1195	al{NAME_CORE_1}al{NAME_CORE_2}ol	G466-C05+G466-C39+G466-C34	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	518
G468-R0039	AL+AL+OL+AIIN	1	PREFIX_CORE_INTERNAL_CORE_SUFFIX	G467-S1174	al{NAME_CORE_1}al{NAME_CORE_2}olaiin	G466-C05+G466-C39+G466-C13	0	0	0	NONE	NONE	NONE	0	NONE	NONE	0	NONE	NONE	COMPOSITION_ONLY	0	519
