case	candidate_id	table	old959_status	new_status	edge_count	explicit_conflicts	source_completions	predicted_names	predicted_elements	independent_confirmation_leaves
ZL3b_TOP_DOWN	6744	A	CONTRADICTED	CONTRADICTED	4	2		Tristitia | Amissio | Acquisitio | Laetitia | Acquisitio | Albus | Rubeus | Amissio | Puella | Puer | Caput draconis | Cauda draconis | Conjunctio | Carcer | Via	AIR | UNKNOWN | WATER | FIRE | WATER | AIR | WATER | UNKNOWN | EARTH | FIRE | EARTH | WATER | EARTH | EARTH | WATER	0
ZL3b_TOP_DOWN	6744	B	CONTRADICTED	CONTRADICTED	4	4		Tristitia | Amissio | Acquisitio | Laetitia | Acquisitio | Albus | Rubeus | Amissio | Puella | Puer | Caput draconis | Cauda draconis | Conjunctio | Carcer | Via	EARTH | FIRE | WATER | AIR | WATER | EARTH | FIRE | FIRE | AIR | FIRE | EARTH | WATER | AIR | EARTH | WATER	0
ZL3b_TOP_DOWN	6744	C	CONTRADICTED	CONTRADICTED	4	4		Tristitia | Amissio | Acquisitio | Laetitia | Acquisitio | Albus | Rubeus | Amissio | Puella | Puer | Caput draconis | Cauda draconis | Conjunctio | Carcer | Via	EARTH | FIRE | AIR | AIR | AIR | WATER | FIRE | FIRE | WATER | AIR | EARTH | FIRE | AIR | EARTH | WATER	0
ZL3b_TOP_DOWN	7022	A	CONTRADICTED	CONTRADICTED	4	4		Tristitia | Puella | Conjunctio | Cauda draconis | Acquisitio | Fortuna major | Caput draconis | Fortuna minor | Amissio | Laetitia | Conjunctio | Puella | Albus | Puer | Via	AIR | EARTH | EARTH | WATER | WATER | FIRE | EARTH | FIRE | UNKNOWN | FIRE | EARTH | EARTH | AIR | FIRE | WATER	0
ZL3b_TOP_DOWN	7022	B	CONTRADICTED	CONTRADICTED	4	4		Tristitia | Puella | Conjunctio | Cauda draconis | Acquisitio | Fortuna major | Caput draconis | Fortuna minor | Amissio | Laetitia | Conjunctio | Puella | Albus | Puer | Via	EARTH | AIR | AIR | WATER | WATER | FIRE | EARTH | AIR | FIRE | AIR | AIR | AIR | EARTH | FIRE | WATER	0
ZL3b_TOP_DOWN	7022	C	CONTRADICTED	CONTRADICTED	4	2		Tristitia | Puella | Conjunctio | Cauda draconis | Acquisitio | Fortuna major | Caput draconis | Fortuna minor | Amissio | Laetitia | Conjunctio | Puella | Albus | Puer | Via	EARTH | WATER | AIR | FIRE | AIR | EARTH | EARTH | FIRE | FIRE | AIR | AIR | WATER | WATER | AIR | WATER	0
ZL3b_TOP_DOWN	8025	A	CONTRADICTED	CONTRADICTED	4	4		Tristitia | Via | Acquisitio | Carcer | Acquisitio | Conjunctio | Rubeus | Via | Cauda draconis | Fortuna minor | Fortuna major | Puella | Albus | Laetitia | Amissio	AIR | WATER | WATER | EARTH | WATER | EARTH | WATER | WATER | WATER | FIRE | FIRE | EARTH | AIR | FIRE | UNKNOWN	0
ZL3b_TOP_DOWN	8025	B	CONTRADICTED	CONTRADICTED	4	3		Tristitia | Via | Acquisitio | Carcer | Acquisitio | Conjunctio | Rubeus | Via | Cauda draconis | Fortuna minor | Fortuna major | Puella | Albus | Laetitia | Amissio	EARTH | WATER | WATER | EARTH | WATER | AIR | FIRE | WATER | WATER | AIR | FIRE | AIR | EARTH | AIR | FIRE	0
ZL3b_TOP_DOWN	8025	C	CONTRADICTED	CONTRADICTED	4	3		Tristitia | Via | Acquisitio | Carcer | Acquisitio | Conjunctio | Rubeus | Via | Cauda draconis | Fortuna minor | Fortuna major | Puella | Albus | Laetitia | Amissio	EARTH | WATER | AIR | EARTH | AIR | AIR | FIRE | WATER | FIRE | FIRE | EARTH | WATER | WATER | AIR | FIRE	0
ZL3b_TOP_DOWN	10269	A	CONTRADICTED	CONTRADICTED	4	3		Albus | Laetitia | Tristitia | Puer | Acquisitio | Tristitia | Laetitia | Fortuna major | Amissio | Fortuna minor | Rubeus | Puella | Conjunctio | Via | Carcer	AIR | FIRE | AIR | FIRE | WATER | AIR | FIRE | FIRE | UNKNOWN | FIRE | WATER | EARTH | EARTH | WATER | EARTH	0
ZL3b_TOP_DOWN	10269	B	CONTRADICTED	CONTRADICTED	4	3		Albus | Laetitia | Tristitia | Puer | Acquisitio | Tristitia | Laetitia | Fortuna major | Amissio | Fortuna minor | Rubeus | Puella | Conjunctio | Via | Carcer	EARTH | AIR | EARTH | FIRE | WATER | EARTH | AIR | FIRE | FIRE | AIR | FIRE | AIR | AIR | WATER | EARTH	0
ZL3b_TOP_DOWN	10269	C	CONTRADICTED	CONTRADICTED	4	4		Albus | Laetitia | Tristitia | Puer | Acquisitio | Tristitia | Laetitia | Fortuna major | Amissio | Fortuna minor | Rubeus | Puella | Conjunctio | Via | Carcer	WATER | AIR | EARTH | AIR | AIR | EARTH | AIR | EARTH | FIRE | FIRE | FIRE | WATER | AIR | WATER | EARTH	0
ZL3b_TOP_DOWN	11118	A	CONTRADICTED	CONTRADICTED	4	3		Albus | Puella | Conjunctio | Cauda draconis | Acquisitio | Fortuna major | Via | Rubeus | Carcer | Laetitia | Conjunctio | Puella | Tristitia | Puer | Fortuna minor	AIR | EARTH | EARTH | WATER | WATER | FIRE | WATER | WATER | EARTH | FIRE | EARTH | EARTH | AIR | FIRE | FIRE	0
ZL3b_TOP_DOWN	11118	B	CONTRADICTED	CONTRADICTED	4	4		Albus | Puella | Conjunctio | Cauda draconis | Acquisitio | Fortuna major | Via | Rubeus | Carcer | Laetitia | Conjunctio | Puella | Tristitia | Puer | Fortuna minor	EARTH | AIR | AIR | WATER | WATER | FIRE | WATER | FIRE | EARTH | AIR | AIR | AIR | EARTH | FIRE | AIR	0
ZL3b_TOP_DOWN	11118	C	CONTRADICTED	CONTRADICTED	4	3		Albus | Puella | Conjunctio | Cauda draconis | Acquisitio | Fortuna major | Via | Rubeus | Carcer | Laetitia | Conjunctio | Puella | Tristitia | Puer | Fortuna minor	WATER | WATER | AIR | FIRE | AIR | EARTH | WATER | FIRE | EARTH | AIR | AIR | WATER | EARTH | AIR | FIRE	0
ZL3b_TOP_DOWN	11803	A	CONTRADICTED	CONTRADICTED	4	4		Albus | Cauda draconis | Tristitia | Puella | Acquisitio | Rubeus | Puer | Fortuna major | Fortuna minor | Amissio | Tristitia | Cauda draconis | Conjunctio | Via | Carcer	AIR | WATER | AIR | EARTH | WATER | WATER | FIRE | FIRE | FIRE | UNKNOWN | AIR | WATER | EARTH | WATER | EARTH	0
ZL3b_TOP_DOWN	11803	B	CONTRADICTED	CONTRADICTED	4	3		Albus | Cauda draconis | Tristitia | Puella | Acquisitio | Rubeus | Puer | Fortuna major | Fortuna minor | Amissio | Tristitia | Cauda draconis | Conjunctio | Via | Carcer	EARTH | WATER | EARTH | AIR | WATER | FIRE | FIRE | FIRE | AIR | FIRE | EARTH | WATER | AIR | WATER | EARTH	0
ZL3b_TOP_DOWN	11803	C	CONTRADICTED	CONTRADICTED	4	3		Albus | Cauda draconis | Tristitia | Puella | Acquisitio | Rubeus | Puer | Fortuna major | Fortuna minor | Amissio | Tristitia | Cauda draconis | Conjunctio | Via | Carcer	WATER | FIRE | EARTH | WATER | AIR | FIRE | AIR | EARTH | FIRE | FIRE | EARTH | FIRE | AIR | WATER | EARTH	0
ZL3b_TOP_DOWN	12138	A	CONTRADICTED	CONTRADICTED	4	2		Albus | Via | Conjunctio | Amissio | Acquisitio | Conjunctio | Via | Rubeus | Puer | Fortuna minor | Fortuna major | Puella | Tristitia | Laetitia | Carcer	AIR | WATER | EARTH | UNKNOWN | WATER | EARTH | WATER | WATER | FIRE | FIRE | FIRE | EARTH | AIR | FIRE | EARTH	0
ZL3b_TOP_DOWN	12138	B	CONTRADICTED	CONTRADICTED	4	3		Albus | Via | Conjunctio | Amissio | Acquisitio | Conjunctio | Via | Rubeus | Puer | Fortuna minor | Fortuna major | Puella | Tristitia | Laetitia | Carcer	EARTH | WATER | AIR | FIRE | WATER | AIR | WATER | FIRE | FIRE | AIR | FIRE | AIR | EARTH | AIR | EARTH	0
ZL3b_TOP_DOWN	12138	C	CONTRADICTED	CONTRADICTED	4	3		Albus | Via | Conjunctio | Amissio | Acquisitio | Conjunctio | Via | Rubeus | Puer | Fortuna minor | Fortuna major | Puella | Tristitia | Laetitia | Carcer	WATER | WATER | AIR | FIRE | AIR | AIR | WATER | FIRE | AIR | FIRE | EARTH | WATER | EARTH | AIR | EARTH	0
