case	candidate_id	table	position1	position2	raw1	raw2	changed_position	name1	name2	element1	element2	explicit_conflict
ZL3b_TOP_DOWN	6744	A	1	4	rary	dary	1	Tristitia	Laetitia	AIR	FIRE	True
ZL3b_TOP_DOWN	6744	A	1	8	rary	fary	1	Tristitia	Amissio	AIR	UNKNOWN	False
ZL3b_TOP_DOWN	6744	A	4	8	dary	fary	1	Laetitia	Amissio	FIRE	UNKNOWN	False
ZL3b_TOP_DOWN	6744	A	6	7	saly	salf	4	Albus	Rubeus	AIR	WATER	True
ZL3b_TOP_DOWN	6744	B	1	4	rary	dary	1	Tristitia	Laetitia	EARTH	AIR	True
ZL3b_TOP_DOWN	6744	B	1	8	rary	fary	1	Tristitia	Amissio	EARTH	FIRE	True
ZL3b_TOP_DOWN	6744	B	4	8	dary	fary	1	Laetitia	Amissio	AIR	FIRE	True
ZL3b_TOP_DOWN	6744	B	6	7	saly	salf	4	Albus	Rubeus	EARTH	FIRE	True
ZL3b_TOP_DOWN	6744	C	1	4	rary	dary	1	Tristitia	Laetitia	EARTH	AIR	True
ZL3b_TOP_DOWN	6744	C	1	8	rary	fary	1	Tristitia	Amissio	EARTH	FIRE	True
ZL3b_TOP_DOWN	6744	C	4	8	dary	fary	1	Laetitia	Amissio	AIR	FIRE	True
ZL3b_TOP_DOWN	6744	C	6	7	saly	salf	4	Albus	Rubeus	WATER	FIRE	True
ZL3b_TOP_DOWN	7022	A	1	4	rary	dary	1	Tristitia	Cauda draconis	AIR	WATER	True
ZL3b_TOP_DOWN	7022	A	1	8	rary	fary	1	Tristitia	Fortuna minor	AIR	FIRE	True
ZL3b_TOP_DOWN	7022	A	4	8	dary	fary	1	Cauda draconis	Fortuna minor	WATER	FIRE	True
ZL3b_TOP_DOWN	7022	A	6	7	saly	salf	4	Fortuna major	Caput draconis	FIRE	EARTH	True
ZL3b_TOP_DOWN	7022	B	1	4	rary	dary	1	Tristitia	Cauda draconis	EARTH	WATER	True
ZL3b_TOP_DOWN	7022	B	1	8	rary	fary	1	Tristitia	Fortuna minor	EARTH	AIR	True
ZL3b_TOP_DOWN	7022	B	4	8	dary	fary	1	Cauda draconis	Fortuna minor	WATER	AIR	True
ZL3b_TOP_DOWN	7022	B	6	7	saly	salf	4	Fortuna major	Caput draconis	FIRE	EARTH	True
ZL3b_TOP_DOWN	7022	C	1	4	rary	dary	1	Tristitia	Cauda draconis	EARTH	FIRE	True
ZL3b_TOP_DOWN	7022	C	1	8	rary	fary	1	Tristitia	Fortuna minor	EARTH	FIRE	True
ZL3b_TOP_DOWN	7022	C	4	8	dary	fary	1	Cauda draconis	Fortuna minor	FIRE	FIRE	False
ZL3b_TOP_DOWN	7022	C	6	7	saly	salf	4	Fortuna major	Caput draconis	EARTH	EARTH	False
ZL3b_TOP_DOWN	8025	A	1	4	rary	dary	1	Tristitia	Carcer	AIR	EARTH	True
ZL3b_TOP_DOWN	8025	A	1	8	rary	fary	1	Tristitia	Via	AIR	WATER	True
ZL3b_TOP_DOWN	8025	A	4	8	dary	fary	1	Carcer	Via	EARTH	WATER	True
ZL3b_TOP_DOWN	8025	A	6	7	saly	salf	4	Conjunctio	Rubeus	EARTH	WATER	True
ZL3b_TOP_DOWN	8025	B	1	4	rary	dary	1	Tristitia	Carcer	EARTH	EARTH	False
ZL3b_TOP_DOWN	8025	B	1	8	rary	fary	1	Tristitia	Via	EARTH	WATER	True
ZL3b_TOP_DOWN	8025	B	4	8	dary	fary	1	Carcer	Via	EARTH	WATER	True
ZL3b_TOP_DOWN	8025	B	6	7	saly	salf	4	Conjunctio	Rubeus	AIR	FIRE	True
ZL3b_TOP_DOWN	8025	C	1	4	rary	dary	1	Tristitia	Carcer	EARTH	EARTH	False
ZL3b_TOP_DOWN	8025	C	1	8	rary	fary	1	Tristitia	Via	EARTH	WATER	True
ZL3b_TOP_DOWN	8025	C	4	8	dary	fary	1	Carcer	Via	EARTH	WATER	True
ZL3b_TOP_DOWN	8025	C	6	7	saly	salf	4	Conjunctio	Rubeus	AIR	FIRE	True
ZL3b_TOP_DOWN	10269	A	1	4	rary	dary	1	Albus	Puer	AIR	FIRE	True
ZL3b_TOP_DOWN	10269	A	1	8	rary	fary	1	Albus	Fortuna major	AIR	FIRE	True
ZL3b_TOP_DOWN	10269	A	4	8	dary	fary	1	Puer	Fortuna major	FIRE	FIRE	False
ZL3b_TOP_DOWN	10269	A	6	7	saly	salf	4	Tristitia	Laetitia	AIR	FIRE	True
ZL3b_TOP_DOWN	10269	B	1	4	rary	dary	1	Albus	Puer	EARTH	FIRE	True
ZL3b_TOP_DOWN	10269	B	1	8	rary	fary	1	Albus	Fortuna major	EARTH	FIRE	True
ZL3b_TOP_DOWN	10269	B	4	8	dary	fary	1	Puer	Fortuna major	FIRE	FIRE	False
ZL3b_TOP_DOWN	10269	B	6	7	saly	salf	4	Tristitia	Laetitia	EARTH	AIR	True
ZL3b_TOP_DOWN	10269	C	1	4	rary	dary	1	Albus	Puer	WATER	AIR	True
ZL3b_TOP_DOWN	10269	C	1	8	rary	fary	1	Albus	Fortuna major	WATER	EARTH	True
ZL3b_TOP_DOWN	10269	C	4	8	dary	fary	1	Puer	Fortuna major	AIR	EARTH	True
ZL3b_TOP_DOWN	10269	C	6	7	saly	salf	4	Tristitia	Laetitia	EARTH	AIR	True
ZL3b_TOP_DOWN	11118	A	1	4	rary	dary	1	Albus	Cauda draconis	AIR	WATER	True
ZL3b_TOP_DOWN	11118	A	1	8	rary	fary	1	Albus	Rubeus	AIR	WATER	True
ZL3b_TOP_DOWN	11118	A	4	8	dary	fary	1	Cauda draconis	Rubeus	WATER	WATER	False
ZL3b_TOP_DOWN	11118	A	6	7	saly	salf	4	Fortuna major	Via	FIRE	WATER	True
ZL3b_TOP_DOWN	11118	B	1	4	rary	dary	1	Albus	Cauda draconis	EARTH	WATER	True
ZL3b_TOP_DOWN	11118	B	1	8	rary	fary	1	Albus	Rubeus	EARTH	FIRE	True
ZL3b_TOP_DOWN	11118	B	4	8	dary	fary	1	Cauda draconis	Rubeus	WATER	FIRE	True
ZL3b_TOP_DOWN	11118	B	6	7	saly	salf	4	Fortuna major	Via	FIRE	WATER	True
ZL3b_TOP_DOWN	11118	C	1	4	rary	dary	1	Albus	Cauda draconis	WATER	FIRE	True
ZL3b_TOP_DOWN	11118	C	1	8	rary	fary	1	Albus	Rubeus	WATER	FIRE	True
ZL3b_TOP_DOWN	11118	C	4	8	dary	fary	1	Cauda draconis	Rubeus	FIRE	FIRE	False
ZL3b_TOP_DOWN	11118	C	6	7	saly	salf	4	Fortuna major	Via	EARTH	WATER	True
ZL3b_TOP_DOWN	11803	A	1	4	rary	dary	1	Albus	Puella	AIR	EARTH	True
ZL3b_TOP_DOWN	11803	A	1	8	rary	fary	1	Albus	Fortuna major	AIR	FIRE	True
ZL3b_TOP_DOWN	11803	A	4	8	dary	fary	1	Puella	Fortuna major	EARTH	FIRE	True
ZL3b_TOP_DOWN	11803	A	6	7	saly	salf	4	Rubeus	Puer	WATER	FIRE	True
ZL3b_TOP_DOWN	11803	B	1	4	rary	dary	1	Albus	Puella	EARTH	AIR	True
ZL3b_TOP_DOWN	11803	B	1	8	rary	fary	1	Albus	Fortuna major	EARTH	FIRE	True
ZL3b_TOP_DOWN	11803	B	4	8	dary	fary	1	Puella	Fortuna major	AIR	FIRE	True
ZL3b_TOP_DOWN	11803	B	6	7	saly	salf	4	Rubeus	Puer	FIRE	FIRE	False
ZL3b_TOP_DOWN	11803	C	1	4	rary	dary	1	Albus	Puella	WATER	WATER	False
ZL3b_TOP_DOWN	11803	C	1	8	rary	fary	1	Albus	Fortuna major	WATER	EARTH	True
ZL3b_TOP_DOWN	11803	C	4	8	dary	fary	1	Puella	Fortuna major	WATER	EARTH	True
ZL3b_TOP_DOWN	11803	C	6	7	saly	salf	4	Rubeus	Puer	FIRE	AIR	True
ZL3b_TOP_DOWN	12138	A	1	4	rary	dary	1	Albus	Amissio	AIR	UNKNOWN	False
