root	selected_value_de	component_recipe	mention_count	event_count	register_count	registers	page_count	positions	with_other_action_count	with_argument_count	with_relation_count	with_close_count	cross_register_tier	example_clause_de
L	VERBINDUNG	CH+E+O+L	29	29	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	11	LAST:29	29	0	0	0	FOUR_REGISTERS	Nimm den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; auf Grad I und als Ausführung.
L	VERBINDUNG	CH+E+O+L+S	1	1	1	CELESTIAL	1	MIDDLE:1	1	0	0	0	REGISTER_LOCAL_EXACT_RECIPE	Nimm die Positionseinheit [wie zuvor] auf und wähle die Positionseinheit [wie zuvor]; über die Ringverbindung; auf Grad I und als Ausführung.
L	VERBINDUNG	CH+E+O+L+Y	1	1	1	PHARMA	1	MIDDLE:1	1	1	0	0	REGISTER_LOCAL_EXACT_RECIPE	Nimm den Drogenposten; über die Gefäßverbindung; auf Grad I und als Ausführung.
L	VERBINDUNG	CH+L	1	1	1	BIOLOGICAL	1	LAST:1	1	0	0	0	REGISTER_LOCAL_EXACT_RECIPE	Entnimm den Stationsanteil [wie zuvor]; über die sichtbare Verbindung.
L	VERBINDUNG	CH+L+CH+P+SH+EE+Y	1	1	1	BIOLOGICAL	1	MIDDLE:1	1	1	0	0	REGISTER_LOCAL_EXACT_RECIPE	Entnimm den Stationsposten, entnimm den Stationsposten, setze den Stationsposten ein und halte den Stationsposten; über die sichtbare Verbindung; auf Grad II.
L	VERBINDUNG	CH+O+D_ADDR+L	1	1	1	HERBAL	1	LAST:1	1	0	0	0	REGISTER_LOCAL_EXACT_RECIPE	Nimm den Pflanzenposten [wie zuvor]; über die Verbindung im Pflanzenartikel; als Ausführung; an der bezeichneten Stelle.
L	VERBINDUNG	CH+P+O+D_ADDR+AIIN+L+S	1	1	1	SOURCE_SECTION_T	1	MIDDLE:1	1	1	0	0	REGISTER_LOCAL_EXACT_RECIPE	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; über die Eintragsverbindung; als Ausführung; an der bezeichneten Stelle.
L	VERBINDUNG	CHD+Y+L	1	1	1	BIOLOGICAL	1	LAST:1	1	1	0	0	REGISTER_LOCAL_EXACT_RECIPE	Bearbeite den Stationsposten; über die sichtbare Verbindung.
L	VERBINDUNG	D_ADDR+L+O+O	1	1	1	SOURCE_SECTION_T	1	MIDDLE:1	0	0	0	0	REGISTER_LOCAL_EXACT_RECIPE	Im laufenden Gang wähle den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; als Ausführung und als Ausführung; an der bezeichneten Stelle.
L	VERBINDUNG	D_ADDR+L+O+S	1	1	1	HERBAL	1	MIDDLE:1	1	0	0	0	REGISTER_LOCAL_EXACT_RECIPE	Wähle den Arbeitswert [wie zuvor]; über die Verbindung im Pflanzenartikel; als Ausführung; an der bezeichneten Stelle.
L	VERBINDUNG	D_ADDR+OL+CH+L	1	1	1	BIOLOGICAL	1	LAST:1	1	0	0	0	REGISTER_LOCAL_EXACT_RECIPE	Weiter entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; an der bezeichneten Stelle.
L	VERBINDUNG	D_ADDR+Y+L+CH+E+S	2	2	1	BIOLOGICAL	2	MIDDLE:2	2	2	0	0	REGISTER_LOCAL_EXACT_RECIPE	Entnimm den Stationsposten und wähle den Stationsposten; über die sichtbare Verbindung; auf Grad I; an der bezeichneten Stelle.
L	VERBINDUNG	L	18	18	3	BIOLOGICAL|CELESTIAL|PHARMA	9	ONLY:18	0	0	0	0	THREE_REGISTERS	Im laufenden Gang nimm den Positionsposten [wie zuvor] auf; über die Ringverbindung.
L	VERBINDUNG	L+AIIN	6	6	1	BIOLOGICAL	3	FIRST:6	0	6	0	0	REGISTER_LOCAL_EXACT_RECIPE	Im laufenden Gang bearbeite den Stationswert; über die sichtbare Verbindung.
L	VERBINDUNG	L+AIN	1	1	1	PHARMA	1	FIRST:1	0	1	0	0	REGISTER_LOCAL_EXACT_RECIPE	Im laufenden Gang nimm den Drogenanteil; über die Gefäßverbindung.
L	VERBINDUNG	L+AL	1	1	1	BIOLOGICAL	1	FIRST:1	0	0	1	0	REGISTER_LOCAL_EXACT_RECIPE	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung und zur Zielstation.
L	VERBINDUNG	L+AL+OR	2	2	1	BIOLOGICAL	2	FIRST:2	0	2	2	0	REGISTER_LOCAL_EXACT_RECIPE	Im laufenden Gang bearbeite die Stationseinheit; über die sichtbare Verbindung und zur Zielstation.
L	VERBINDUNG	L+AR	3	3	1	BIOLOGICAL	2	FIRST:3	0	0	3	0	REGISTER_LOCAL_EXACT_RECIPE	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung und von der Ausgangsstation.
L	VERBINDUNG	L+CH	1	1	1	BIOLOGICAL	1	FIRST:1	1	0	0	0	REGISTER_LOCAL_EXACT_RECIPE	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung.
L	VERBINDUNG	L+CH+CH+P+E+DY	1	1	1	BIOLOGICAL	1	FIRST:1	1	0	0	1	REGISTER_LOCAL_EXACT_RECIPE	Entnimm den Stationsposten [wie zuvor], entnimm den Stationsposten [wie zuvor] und setze den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.
L	VERBINDUNG	L+CH+E+AR	1	1	1	BIOLOGICAL	1	FIRST:1	1	0	1	0	REGISTER_LOCAL_EXACT_RECIPE	Entnimm den Stationswert [wie zuvor]; über die sichtbare Verbindung und von der Ausgangsstation; auf Grad I.
L	VERBINDUNG	L+CH+EE+D_ADDR+Y	1	1	1	BIOLOGICAL	1	FIRST:1	1	1	0	0	REGISTER_LOCAL_EXACT_RECIPE	Entnimm den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.
L	VERBINDUNG	L+CH+EE+OR	1	1	1	BIOLOGICAL	1	FIRST:1	1	1	0	0	REGISTER_LOCAL_EXACT_RECIPE	Entnimm die Stationseinheit; über die sichtbare Verbindung; auf Grad II.
L	VERBINDUNG	L+CH+K+E+DY	1	1	1	BIOLOGICAL	1	FIRST:1	1	0	0	1	REGISTER_LOCAL_EXACT_RECIPE	Entnimm den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.
L	VERBINDUNG	L+CH+K+Y	2	2	1	BIOLOGICAL	1	FIRST:2	2	2	0	0	REGISTER_LOCAL_EXACT_RECIPE	Entnimm den Stationsposten und führe den Stationsposten zu; über die sichtbare Verbindung.
L	VERBINDUNG	L+CH+L	2	1	1	BIOLOGICAL	1	FIRST:1|LAST:1	2	0	0	0	REGISTER_LOCAL_EXACT_RECIPE	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].
L	VERBINDUNG	L+CH+O	1	1	1	BIOLOGICAL	1	FIRST:1	1	0	0	0	REGISTER_LOCAL_EXACT_RECIPE	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung; als Ausführung.
L	VERBINDUNG	L+CH+P+CHD+Y	1	1	1	BIOLOGICAL	1	FIRST:1	1	1	0	0	REGISTER_LOCAL_EXACT_RECIPE	Entnimm den Stationsposten, setze den Stationsposten ein und bearbeite den Stationsposten; über die sichtbare Verbindung.
L	VERBINDUNG	L+CH+S	1	1	1	BIOLOGICAL	1	FIRST:1	1	0	0	0	REGISTER_LOCAL_EXACT_RECIPE	Entnimm den Stationswert [wie zuvor] und wähle den Stationswert [wie zuvor]; über die sichtbare Verbindung.
L	VERBINDUNG	L+CH+Y	2	2	1	BIOLOGICAL	2	FIRST:2	2	2	0	0	REGISTER_LOCAL_EXACT_RECIPE	Entnimm den Stationsposten; über die sichtbare Verbindung.
L	VERBINDUNG	L+CHD	2	2	1	BIOLOGICAL	1	FIRST:2	2	0	0	0	REGISTER_LOCAL_EXACT_RECIPE	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung.
L	VERBINDUNG	L+CHD+AL	1	1	1	BIOLOGICAL	1	FIRST:1	1	0	1	0	REGISTER_LOCAL_EXACT_RECIPE	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung und zur Zielstation.
L	VERBINDUNG	L+CHD+AR	2	2	1	BIOLOGICAL	2	FIRST:2	2	0	2	0	REGISTER_LOCAL_EXACT_RECIPE	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung und von der Ausgangsstation.
L	VERBINDUNG	L+CHD+DY	34	34	1	BIOLOGICAL	7	FIRST:34	34	0	0	34	REGISTER_LOCAL_EXACT_RECIPE	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.
L	VERBINDUNG	L+CHD+Y	2	2	2	BIOLOGICAL|PHARMA	2	FIRST:2	2	2	0	0	TWO_REGISTERS	Bearbeite den Stationsposten; über die sichtbare Verbindung.
L	VERBINDUNG	L+DA+R	1	1	1	BIOLOGICAL	1	FIRST:1	1	0	0	0	REGISTER_LOCAL_EXACT_RECIPE	Markiere den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf der zweiten Stufe.
L	VERBINDUNG	L+DY	6	6	2	BIOLOGICAL|HERBAL	4	FIRST:6	0	0	0	6	TWO_REGISTERS	Im laufenden Gang halte den Stationsanteil [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.
L	VERBINDUNG	L+EE+Y	2	2	1	BIOLOGICAL	2	FIRST:2	0	2	0	0	REGISTER_LOCAL_EXACT_RECIPE	Im laufenden Gang setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung; auf Grad II.
L	VERBINDUNG	L+K+AIIN	3	3	1	BIOLOGICAL	3	FIRST:3	3	3	0	0	REGISTER_LOCAL_EXACT_RECIPE	Führe den Stationswert zu; über die sichtbare Verbindung.
L	VERBINDUNG	L+K+AIN	2	2	1	BIOLOGICAL	1	FIRST:2	2	2	0	0	REGISTER_LOCAL_EXACT_RECIPE	Führe den Stationsanteil zu; über die sichtbare Verbindung.
L	VERBINDUNG	L+K+AM_ADDR+O	1	1	1	BIOLOGICAL	1	FIRST:1	1	0	0	0	REGISTER_LOCAL_EXACT_RECIPE	Führe den Stationsposten [wie zuvor] zu; über die sichtbare Verbindung; als Ausführung; an der bezeichneten Stelle.
