source_group_id	edition	page	locus	form	core	family	physical_leaf	exposure	paragraph_id	left_separator	right_separator
ZL3b|f75v.5|G004	ZL3b	f75v	f75v.5	olchey	chey	DIAGNOSTIC	75	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
IT2a|f75v.5|G004	IT2a	f75v	f75v.5	olchey	chey	DIAGNOSTIC	75	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f103r.7|G004	RF1b	f103r	f103r.7	olshedy	shedy	PRIMARY	103	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f103v.13|G011	RF1b	f103v	f103v.13	olshey	shey	PRIMARY	103	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	LINE_END
RF1b|f103v.15|G007	RF1b	f103v	f103v.15	olchey	chey	DIAGNOSTIC	103	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f103v.22|G001	RF1b	f103v	f103v.22	olshey	shey	PRIMARY	103	OTHER_EXPOSED_LEAF		LINE_START	DEFINITE_SPACE
RF1b|f103v.37|G001	RF1b	f103v	f103v.37	olshey	shey	PRIMARY	103	OTHER_EXPOSED_LEAF		LINE_START	DEFINITE_SPACE
RF1b|f105r.4|G002	RF1b	f105r	f105r.4	olkeedy	keedy	DIAGNOSTIC	105	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f105v.5|G009	RF1b	f105v	f105v.5	olkeedy	keedy	DIAGNOSTIC	105	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f107v.24|G004	RF1b	f107v	f107v.24	olkain	kain	DIAGNOSTIC	107	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f107v.36|G009	RF1b	f107v	f107v.36	olkain	kain	DIAGNOSTIC	107	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f107v.6|G004	RF1b	f107v	f107v.6	olkeedy	keedy	DIAGNOSTIC	107	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f113r.16|G002	RF1b	f113r	f113r.16	olkeedy	keedy	DIAGNOSTIC	113	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f113r.4|G002	RF1b	f113r	f113r.4	olkeedy	keedy	DIAGNOSTIC	113	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f113v.12|G004	RF1b	f113v	f113v.12	olchey	chey	DIAGNOSTIC	113	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f39r.2|G001	RF1b	f39r	f39r.2	olchey	chey	DIAGNOSTIC	39	OTHER_EXPOSED_LEAF		LINE_START	DEFINITE_SPACE
RF1b|f41v.5|G002	RF1b	f41v	f41v.5	olchey	chey	DIAGNOSTIC	41	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f47r.5|G002	RF1b	f47r	f47r.5	olshey	shey	PRIMARY	47	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f75r.13|G008	RF1b	f75r	f75r.13	olshedy	shedy	PRIMARY	75	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	LINE_END
RF1b|f75r.14|G005	RF1b	f75r	f75r.14	olshedy	shedy	PRIMARY	75	OTHER_EXPOSED_LEAF		DRAWING_INTERRUPTION	DEFINITE_SPACE
RF1b|f75r.29|G010	RF1b	f75r	f75r.29	olchey	chey	DIAGNOSTIC	75	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f75r.39|G004	RF1b	f75r	f75r.39	olkeedy	keedy	DIAGNOSTIC	75	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f75v.38|G008	RF1b	f75v	f75v.38	olchey	chey	DIAGNOSTIC	75	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f75v.39|G002	RF1b	f75v	f75v.39	olkain	kain	DIAGNOSTIC	75	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f75v.47|G002	RF1b	f75v	f75v.47	olshey	shey	PRIMARY	75	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f75v.47|G010	RF1b	f75v	f75v.47	olshedy	shedy	PRIMARY	75	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f75v.5|G004	RF1b	f75v	f75v.5	olchey	chey	DIAGNOSTIC	75	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f77r.28|G001	RF1b	f77r	f77r.28	olchey	chey	DIAGNOSTIC	77	DESIGN_LEAF		LINE_START	DEFINITE_SPACE
RF1b|f77r.36|G008	RF1b	f77r	f77r.36	olchey	chey	DIAGNOSTIC	77	DESIGN_LEAF		DEFINITE_SPACE	LINE_END
RF1b|f79r.18|G002	RF1b	f79r	f79r.18	olshey	shey	PRIMARY	79	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f79r.4|G009	RF1b	f79r	f79r.4	olchey	chey	DIAGNOSTIC	79	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f79v.13|G003	RF1b	f79v	f79v.13	olshey	shey	PRIMARY	79	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f79v.16|G006	RF1b	f79v	f79v.16	olkeedy	keedy	DIAGNOSTIC	79	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f79v.18|G008	RF1b	f79v	f79v.18	olkeedy	keedy	DIAGNOSTIC	79	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f79v.19|G010	RF1b	f79v	f79v.19	olkain	kain	DIAGNOSTIC	79	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f79v.25|G006	RF1b	f79v	f79v.25	olkain	kain	DIAGNOSTIC	79	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f81r.21|G005	RF1b	f81r	f81r.21	olshey	shey	PRIMARY	81	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f81v.2|G008	RF1b	f81v	f81v.2	olkain	kain	DIAGNOSTIC	81	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f81v.23|G004	RF1b	f81v	f81v.23	olkain	kain	DIAGNOSTIC	81	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f81v.26|G009	RF1b	f81v	f81v.26	olkeedy	keedy	DIAGNOSTIC	81	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f81v.27|G003	RF1b	f81v	f81v.27	olkeedy	keedy	DIAGNOSTIC	81	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f83r.3|G001	RF1b	f83r	f83r.3	olkeedy	keedy	DIAGNOSTIC	83	OTHER_EXPOSED_LEAF		LINE_START	DEFINITE_SPACE
RF1b|f83v.15|G008	RF1b	f83v	f83v.15	olkeedy	keedy	DIAGNOSTIC	83	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f85r1.5|G004	RF1b	f85r1	f85r1.5	olkeedy	keedy	DIAGNOSTIC	85	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f85r1.5|G006	RF1b	f85r1	f85r1.5	olshedy	shedy	PRIMARY	85	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f85r2.20|G006	RF1b	f85r2	f85r2.20	olchey	chey	DIAGNOSTIC	85	DESIGN_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f95r1.4|G003	RF1b	f95r1	f95r1.4	olkain	kain	DIAGNOSTIC	95	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f95r1.9|G008	RF1b	f95r1	f95r1.9	olkeedy	keedy	DIAGNOSTIC	95	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f95v2.4|G002	RF1b	f95v2	f95v2.4	olkain	kain	DIAGNOSTIC	95	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f82v.39|G001	ZL3b	f82v	f82v.39	olkeedy	keedy	DIAGNOSTIC	82	OTHER_EXPOSED_LEAF		LINE_START	LINE_END
IT2a|f82v.39|G001	IT2a	f82v	f82v.39	olkeedy	keedy	DIAGNOSTIC	82	OTHER_EXPOSED_LEAF		LINE_START	LINE_END
RF1b|f104r.11|G008	RF1b	f104r	f104r.11	olkeedy	keedy	DIAGNOSTIC	104	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	LINE_END
RF1b|f106v.29|G002	RF1b	f106v	f106v.29	olchey	chey	DIAGNOSTIC	106	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f108v.32|G004	RF1b	f108v	f108v.32	olkeedy	keedy	DIAGNOSTIC	108	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f108v.48|G007	RF1b	f108v	f108v.48	olchey	chey	DIAGNOSTIC	108	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f112r.6|G005	RF1b	f112r	f112r.6	olkeedy	keedy	DIAGNOSTIC	112	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f112r.7|G002	RF1b	f112r	f112r.7	olkeedy	keedy	DIAGNOSTIC	112	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f112v.20|G004	RF1b	f112v	f112v.20	olkeedy	keedy	DIAGNOSTIC	112	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f112v.27|G009	RF1b	f112v	f112v.27	olkeedy	keedy	DIAGNOSTIC	112	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f112v.29|G003	RF1b	f112v	f112v.29	olkain	kain	DIAGNOSTIC	112	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f114r.30|G009	RF1b	f114r	f114r.30	olkeedy	keedy	DIAGNOSTIC	114	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f116r.11|G010	RF1b	f116r	f116r.11	olkain	kain	DIAGNOSTIC	116	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f40r.6|G007	RF1b	f40r	f40r.6	olshedy	shedy	PRIMARY	40	OTHER_EXPOSED_LEAF		DRAWING_INTERRUPTION	DEFINITE_SPACE
RF1b|f50r.6|G007	RF1b	f50r	f50r.6	olkeedy	keedy	DIAGNOSTIC	50	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f56r.3|G001	RF1b	f56r	f56r.3	olchey	chey	DIAGNOSTIC	56	OTHER_EXPOSED_LEAF		LINE_START	DEFINITE_SPACE
RF1b|f76r.44|G007	RF1b	f76r	f76r.44	olshedy	shedy	PRIMARY	76	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f76v.24|G005	RF1b	f76v	f76v.24	olshey	shey	PRIMARY	76	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	LINE_END
RF1b|f78r.15|G008	RF1b	f78r	f78r.15	olkain	kain	DIAGNOSTIC	78	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	LINE_END
RF1b|f78r.30|G004	RF1b	f78r	f78r.30	olkain	kain	DIAGNOSTIC	78	OTHER_EXPOSED_LEAF		DEFINITE_SPACE	DEFINITE_SPACE
RF1b|f78v.28|G001	RF1b	f78v	f78v.28	olkain	kain	DIAGNOSTIC	78	OTHER_EXPOSED_LEAF		LINE_START	DEFINITE_SPACE
RF1b|f78v.3|G007	RF1b	f78v	f78v.3	olchey	chey	DIAGNOSTIC	78	OTHER_EXPOSED_LEAF		UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE
