source_group_id	edition	page	locus	form	core	family	physical_leaf	exposure	paragraph_id	left_separator	right_separator
ZL3b|f103r.7|G004	ZL3b	f103r	f103r.7	olshedy	shedy	PRIMARY	103	OTHER_EXPOSED_LEAF	f103r|f103r.5-f103r.7	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f103v.13|G005	ZL3b	f103v	f103v.13	olshedy	shedy	PRIMARY	103	OTHER_EXPOSED_LEAF	f103v|f103v.12-f103v.13	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f103v.13|G011	ZL3b	f103v	f103v.13	olshey	shey	PRIMARY	103	OTHER_EXPOSED_LEAF	f103v|f103v.12-f103v.13	DEFINITE_SPACE	LINE_END
ZL3b|f103v.15|G007	ZL3b	f103v	f103v.15	olchey	chey	DIAGNOSTIC	103	OTHER_EXPOSED_LEAF	f103v|f103v.14-f103v.16	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f103v.22|G001	ZL3b	f103v	f103v.22	olshey	shey	PRIMARY	103	OTHER_EXPOSED_LEAF	f103v|f103v.20-f103v.26	LINE_START	DEFINITE_SPACE
ZL3b|f103v.36|G005	ZL3b	f103v	f103v.36	olshedy	shedy	PRIMARY	103	OTHER_EXPOSED_LEAF	f103v|f103v.33-f103v.36	DEFINITE_SPACE	LINE_END
ZL3b|f103v.37|G001	ZL3b	f103v	f103v.37	olshey	shey	PRIMARY	103	OTHER_EXPOSED_LEAF	f103v|f103v.37-f103v.38	LINE_START	DEFINITE_SPACE
ZL3b|f105r.29|G002	ZL3b	f105r	f105r.29	olkeedy	keedy	DIAGNOSTIC	105	OTHER_EXPOSED_LEAF	f105r|f105r.28-f105r.30	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f105r.3|G001	ZL3b	f105r	f105r.3	olshey	shey	PRIMARY	105	OTHER_EXPOSED_LEAF	f105r|f105r.1-f105r.5	LINE_START	DEFINITE_SPACE
ZL3b|f105r.4|G002	ZL3b	f105r	f105r.4	olkeedy	keedy	DIAGNOSTIC	105	OTHER_EXPOSED_LEAF	f105r|f105r.1-f105r.5	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f105v.5|G009	ZL3b	f105v	f105v.5	olkeedy	keedy	DIAGNOSTIC	105	OTHER_EXPOSED_LEAF	f105v|f105v.5-f105v.7	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f107r.16|G002	ZL3b	f107r	f107r.16	olkeedy	keedy	DIAGNOSTIC	107	OTHER_EXPOSED_LEAF	f107r|f107r.13-f107r.17	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f107r.37|G005	ZL3b	f107r	f107r.37	olkain	kain	DIAGNOSTIC	107	OTHER_EXPOSED_LEAF	f107r|f107r.34-f107r.37	UNCERTAIN_SMALL_SPACE	LINE_END
ZL3b|f107v.24|G004	ZL3b	f107v	f107v.24	olkain	kain	DIAGNOSTIC	107	OTHER_EXPOSED_LEAF	f107v|f107v.23-f107v.24	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f107v.36|G006	ZL3b	f107v	f107v.36	olkeedy	keedy	DIAGNOSTIC	107	OTHER_EXPOSED_LEAF	f107v|f107v.35-f107v.36	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f107v.36|G009	ZL3b	f107v	f107v.36	olkain	kain	DIAGNOSTIC	107	OTHER_EXPOSED_LEAF	f107v|f107v.35-f107v.36	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f107v.6|G004	ZL3b	f107v	f107v.6	olkeedy	keedy	DIAGNOSTIC	107	OTHER_EXPOSED_LEAF	f107v|f107v.5-f107v.7	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r.16|G002	ZL3b	f113r	f113r.16	olkeedy	keedy	DIAGNOSTIC	113	OTHER_EXPOSED_LEAF	f113r|f113r.16-f113r.19	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r.4|G002	ZL3b	f113r	f113r.4	olkeedy	keedy	DIAGNOSTIC	113	OTHER_EXPOSED_LEAF	f113r|f113r.4-f113r.7	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r.7|G008	ZL3b	f113r	f113r.7	olkain	kain	DIAGNOSTIC	113	OTHER_EXPOSED_LEAF	f113r|f113r.4-f113r.7	DEFINITE_SPACE	LINE_END
ZL3b|f113v.12|G004	ZL3b	f113v	f113v.12	olchey	chey	DIAGNOSTIC	113	OTHER_EXPOSED_LEAF	f113v|f113v.10-f113v.12	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f115r.41|G003	ZL3b	f115r	f115r.41	olchey	chey	DIAGNOSTIC	115	OTHER_EXPOSED_LEAF	f115r|f115r.40-f115r.41	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f39r.2|G001	ZL3b	f39r	f39r.2	olchey	chey	DIAGNOSTIC	39	OTHER_EXPOSED_LEAF	f39r|f39r.1-f39r.5	LINE_START	DEFINITE_SPACE
