edition	grammar	paragraph	operation	form	old_patient	joint_patient	joint_patient_form	old_debts	joint_debts	changed_fields	new_action	interaction	row_status
ZL3b	B	f6v|f6v.6-f6v.21	f6v.7:1	ychos	f6v.6:2	f6v.6:2	shocthol	UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.7:2	ychol	f6v.7:4	f6v.7:4	cthol				False		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.8:3	okchey	f6v.8:2	f6v.8:2	chor				False		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.8:4	qokom	f6v.8:2	f6v.8:2	chor				False		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.9:1	oeeo	f6v.9:3	f6v.9:3	chor				False		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.10:1	qokchod	f6v.9:4	f6v.9:4	cthom	IMPLICIT_SUBJECT_CONTINUATION	IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.10:2	ychear	f6v.10:3	f6v.10:3	kchdy	MISSING_COINGREDIENT	MISSING_COINGREDIENT		False		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.12:3	qokam	f6v.12:4	f6v.12:4	cthy				False		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.14:1	qokor	f6v.13:4	f6v.13:4	chor	IMPLICIT_SUBJECT_CONTINUATION	IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.14:2	chol	f6v.14:3	f6v.14:3	cthol				False		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.15:1	chockhy	f6v.14:3	f6v.14:3	cthol	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT		False		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.16:1	ochy	f6v.16:2	f6v.16:2	cthar				False		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.17:3	ckhal	f6v.17:4	f6v.17:4	cthodam				False		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.18:2	ches	f6v.18:1	f6v.18:1	ytchocthol				False		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.19:2	kchos	f6v.19:1	f6v.19:1	ocholy				False		recorded
ZL3b	B	f6v|f6v.6-f6v.21	f6v.21:3	octham	f6v.21:2	f6v.21:2	chor				False		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.7:1	ychos	f6v.6:2	f6v.6:2	shocthol	UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.7:2	ychol	f6v.7:4	f6v.7:4	cthol				False		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.8:3	okchey	f6v.8:2	f6v.8:2	chor				False		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.8:4	qokom	f6v.8:2	f6v.8:2	chor				False		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.9:1	oeeo	f6v.9:3	f6v.9:3	chor				False		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.10:1	qokchod	f6v.10:3	f6v.10:3	kchdy				False		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.10:2	ychear	f6v.10:3	f6v.10:3	kchdy	MISSING_COINGREDIENT	MISSING_COINGREDIENT		False		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.12:3	qokam	f6v.12:4	f6v.12:4	cthy				False		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.14:1	qokor	f6v.14:3	f6v.14:3	cthol				False		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.14:2	chol	f6v.14:3	f6v.14:3	cthol				False		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.15:1	chockhy	f6v.14:3	f6v.14:3	cthol	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT		False		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.16:1	ochy	f6v.16:2	f6v.16:2	cthar				False		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.17:3	ckhal	f6v.17:4	f6v.17:4	cthodam				False		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.18:2	ches	f6v.18:1	f6v.18:1	ytchocthol				False		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.19:2	kchos	f6v.19:1	f6v.19:1	ocholy				False		recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.21:3	octham	f6v.21:2	f6v.21:2	chor				False		recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.7:1	ychos	f6v.7:4	f6v.7:4	cthol				False		recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.7:2	ychol	f6v.7:4	f6v.7:4	cthol				False		recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.8:3	okchey	f6v.8:2	f6v.8:2	chor				False		recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.8:4	qokom	f6v.8:2	f6v.8:2	chor				False		recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.9:1	oeeo	f6v.9:3	f6v.9:3	chor				False		recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.10:1	qokchod	f6v.10:3	f6v.10:3	kchdy				False		recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.10:2	ychear	f6v.10:3	f6v.10:3	kchdy	MISSING_COINGREDIENT	MISSING_COINGREDIENT		False		recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.12:3	qokam	f6v.12:4	f6v.12:4	cthy				False		recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.14:1	qokor	f6v.14:3	f6v.14:3	cthol				False		recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.14:2	chol	f6v.14:3	f6v.14:3	cthol				False		recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.15:1	chockhy	f6v.14:3	f6v.14:3	cthol	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT		False		recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.16:1	ochy	f6v.16:2	f6v.16:2	cthar				False		recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.17:3	ckhal	f6v.17:4	f6v.17:4	cthodam				False		recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.18:2	ches	f6v.18:1	f6v.18:1	ytchocthol				False		recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.19:2	kchos	f6v.19:1	f6v.19:1	ocholy				False		recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.21:3	octham	f6v.21:2	f6v.21:2	chor				False		recorded
ZL3b	B	f9v|f9v.5-f9v.12	f9v.5:1	pchor				MISSING_PATIENT	MISSING_PATIENT		False		recorded
ZL3b	B	f9v|f9v.5-f9v.12	f9v.5:3	qotor				MISSING_PATIENT	MISSING_PATIENT		False		recorded
ZL3b	B	f9v|f9v.5-f9v.12	f9v.7:1	qo	f9v.6:4	f9v.6:4	chody	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
ZL3b	B	f9v|f9v.5-f9v.12	f9v.7:2	chol	f9v.6:4	f9v.6:4	chody	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION		False		recorded
