unit_id	page	unit_kind	dependencies	what_pocket_grammar_recovers_de	what_context_adds_de	is_this_a_word_meaning
H1-S001	f10r	PROSE_STATEMENT	LEARNED_NOMENCLATOR|OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	Kartenfolge, kurze Arbeitswerte, Reihenfolge und lokale Adressregel	konkrete Gegenstände, lokale Referenten und die flüssige Werkstattformulierung	NO_CONTEXT_LAYER
H1-S002	f10r	PROSE_STATEMENT	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	Kartenfolge, kurze Arbeitswerte, Reihenfolge und lokale Adressregel	konkrete Gegenstände, lokale Referenten und die flüssige Werkstattformulierung	NO_CONTEXT_LAYER
H2-S001	f10r	PROSE_STATEMENT	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	Kartenfolge, kurze Arbeitswerte, Reihenfolge und lokale Adressregel	konkrete Gegenstände, lokale Referenten und die flüssige Werkstattformulierung	NO_CONTEXT_LAYER
H2-S002	f10r	PROSE_STATEMENT	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	Kartenfolge, kurze Arbeitswerte, Reihenfolge und lokale Adressregel	konkrete Gegenstände, lokale Referenten und die flüssige Werkstattformulierung	NO_CONTEXT_LAYER
H2-S003	f10r	PROSE_STATEMENT	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	Kartenfolge, kurze Arbeitswerte, Reihenfolge und lokale Adressregel	konkrete Gegenstände, lokale Referenten und die flüssige Werkstattformulierung	NO_CONTEXT_LAYER
H3-S001	f11r	PROSE_STATEMENT	LEARNED_NOMENCLATOR|OWNER_OR_MEMORY_EXPANSION|POCKET_CORE_CARD|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	Kartenfolge, kurze Arbeitswerte, Reihenfolge und lokale Adressregel	konkrete Gegenstände, lokale Referenten und die flüssige Werkstattformulierung	NO_CONTEXT_LAYER
H3-S002	f11r	PROSE_STATEMENT	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	Kartenfolge, kurze Arbeitswerte, Reihenfolge und lokale Adressregel	konkrete Gegenstände, lokale Referenten und die flüssige Werkstattformulierung	NO_CONTEXT_LAYER
H3-S003	f11r	PROSE_STATEMENT	LEARNED_NOMENCLATOR|OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	Kartenfolge, kurze Arbeitswerte, Reihenfolge und lokale Adressregel	konkrete Gegenstände, lokale Referenten und die flüssige Werkstattformulierung	NO_CONTEXT_LAYER
H3-S004	f11r	PROSE_STATEMENT	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	Kartenfolge, kurze Arbeitswerte, Reihenfolge und lokale Adressregel	konkrete Gegenstände, lokale Referenten und die flüssige Werkstattformulierung	NO_CONTEXT_LAYER
H4-S001	f55v	PROSE_STATEMENT	OWNER_OR_MEMORY_EXPANSION|SILENT_MEMORY_REGISTER|VISIBLE_OWNER	Kartenfolge, kurze Arbeitswerte, Reihenfolge und lokale Adressregel	konkrete Gegenstände, lokale Referenten und die flüssige Werkstattformulierung	NO_CONTEXT_LAYER
