edition	model	grammar	paragraph	target	later_action	form	patient	patient_form	same_source	target_patient	debts	row_status
ZL3b	U	B	f93r|f93r.1-f93r.32	f93r.23:2	f93r.27:1	qokor	f93r.27:2	cheo	False	False		recorded
ZL3b	U	B	f93r|f93r.1-f93r.32	f93r.23:2	f93r.30:2	qokcho	f93r.30:1	shodaiin	False	False		recorded
ZL3b	U	B	f93r|f93r.1-f93r.32	f93r.23:2	f93r.31:2	chol	f93r.31:3	cthol	False	False		recorded
ZL3b	U	J	f93r|f93r.1-f93r.32	f93r.23:2	f93r.27:1	qokor	f93r.27:2	cheo	False	False		recorded
ZL3b	U	J	f93r|f93r.1-f93r.32	f93r.23:2	f93r.30:2	qokcho	f93r.30:1	shodaiin	False	False		recorded
ZL3b	U	J	f93r|f93r.1-f93r.32	f93r.23:2	f93r.31:2	chol	f93r.31:3	cthol	False	False		recorded
ZL3b	U	M	f93r|f93r.1-f93r.32	f93r.23:2	f93r.27:1	qokor	f93r.27:2	cheo	False	False		recorded
ZL3b	U	M	f93r|f93r.1-f93r.32	f93r.23:2	f93r.30:2	qokcho	f93r.30:1	shodaiin	False	False		recorded
ZL3b	U	M	f93r|f93r.1-f93r.32	f93r.23:2	f93r.31:2	chol	f93r.31:3	cthol	False	False		recorded
ZL3b	A	B	f93r|f93r.1-f93r.32	f93r.23:2	f93r.27:1	qokor	f93r.27:2	cheo	False	False		recorded
ZL3b	A	B	f93r|f93r.1-f93r.32	f93r.23:2	f93r.30:2	qokcho	f93r.30:1	shodaiin	False	False		recorded
ZL3b	A	B	f93r|f93r.1-f93r.32	f93r.23:2	f93r.31:2	chol	f93r.31:3	cthol	False	False		recorded
ZL3b	A	J	f93r|f93r.1-f93r.32	f93r.23:2	f93r.27:1	qokor	f93r.27:2	cheo	False	False		recorded
ZL3b	A	J	f93r|f93r.1-f93r.32	f93r.23:2	f93r.30:2	qokcho	f93r.30:1	shodaiin	False	False		recorded
ZL3b	A	J	f93r|f93r.1-f93r.32	f93r.23:2	f93r.31:2	chol	f93r.31:3	cthol	False	False		recorded
ZL3b	A	M	f93r|f93r.1-f93r.32	f93r.23:2	f93r.27:1	qokor	f93r.27:2	cheo	False	False		recorded
ZL3b	A	M	f93r|f93r.1-f93r.32	f93r.23:2	f93r.30:2	qokcho	f93r.30:1	shodaiin	False	False		recorded
ZL3b	A	M	f93r|f93r.1-f93r.32	f93r.23:2	f93r.31:2	chol	f93r.31:3	cthol	False	False		recorded
ZL3b	N	B	f93r|f93r.1-f93r.32	f93r.23:2	f93r.27:1	qokor	f93r.27:2	cheo	False	False		recorded
ZL3b	N	B	f93r|f93r.1-f93r.32	f93r.23:2	f93r.30:2	qokcho	f93r.30:1	shodaiin	False	False		recorded
ZL3b	N	B	f93r|f93r.1-f93r.32	f93r.23:2	f93r.31:2	chol	f93r.31:3	cthol	False	False		recorded
ZL3b	N	J	f93r|f93r.1-f93r.32	f93r.23:2	f93r.27:1	qokor	f93r.27:2	cheo	False	False		recorded
ZL3b	N	J	f93r|f93r.1-f93r.32	f93r.23:2	f93r.30:2	qokcho	f93r.30:1	shodaiin	False	False		recorded
ZL3b	N	J	f93r|f93r.1-f93r.32	f93r.23:2	f93r.31:2	chol	f93r.31:3	cthol	False	False		recorded
ZL3b	N	M	f93r|f93r.1-f93r.32	f93r.23:2	f93r.27:1	qokor	f93r.27:2	cheo	False	False		recorded
ZL3b	N	M	f93r|f93r.1-f93r.32	f93r.23:2	f93r.30:2	qokcho	f93r.30:1	shodaiin	False	False		recorded
ZL3b	N	M	f93r|f93r.1-f93r.32	f93r.23:2	f93r.31:2	chol	f93r.31:3	cthol	False	False		recorded
ZL3b	U	B	f99r|f99r.47-f99r.52	f99r.51:6	f99r.51:7	okeey	f99r.49:6	okeol	False	False	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
