edition	model	grammar	paragraph	target	patient	patient_form	rule	debts	changed_fields	row_status
ZL3b	U	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:2	chor	LOCAL_RIGHT			recorded
ZL3b	U	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:2	chor	LOCAL_RIGHT			recorded
ZL3b	U	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:2	chor	LOCAL_RIGHT			recorded
ZL3b	A	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:2	chor	LOCAL_RIGHT			recorded
ZL3b	A	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:2	chor	LOCAL_RIGHT			recorded
ZL3b	A	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:2	chor	LOCAL_RIGHT			recorded
ZL3b	N	B	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:2	chor	LOCAL_RIGHT			recorded
ZL3b	N	J	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:2	chor	LOCAL_RIGHT			recorded
ZL3b	N	M	f6v|f6v.6-f6v.21	f6v.8:1	f6v.8:2	chor	LOCAL_RIGHT			recorded
ZL3b	U	B	f9v|f9v.5-f9v.12	f9v.11:1	f9v.11:2	chshoty	LOCAL_RIGHT			recorded
ZL3b	U	J	f9v|f9v.5-f9v.12	f9v.11:1	f9v.11:2	chshoty	LOCAL_RIGHT			recorded
ZL3b	U	M	f9v|f9v.5-f9v.12	f9v.11:1	f9v.11:2	chshoty	LOCAL_RIGHT			recorded
ZL3b	A	B	f9v|f9v.5-f9v.12	f9v.11:1	f9v.11:2	chshoty	LOCAL_RIGHT			recorded
ZL3b	A	J	f9v|f9v.5-f9v.12	f9v.11:1	f9v.11:2	chshoty	LOCAL_RIGHT			recorded
ZL3b	A	M	f9v|f9v.5-f9v.12	f9v.11:1	f9v.11:2	chshoty	LOCAL_RIGHT			recorded
