gdt750_contact_id	gdt750_active_card_id	target_surface	page	physical_folio	target_locus	target_ordinal	host_surface	host_locus	host_ordinal	signed_offset	whole_edit_distance	host_axes	supported_emitted_axes	host_close_excluded	relation_scope	literal_identity_credit	confirmed_lexeme	component_export_credit
G750-H001	G750-A001	okeey	f102v2	f102	f102v2.36	8	okey	f102v2.36	7	-1	1	HOT|MIDDLE_STAGE	HOT	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
G750-H002	G750-A002	cheey	f102v2	f102	f102v2.38	2	ckheey	f102v2.38	3	1	1	END_STAGE	END_STAGE	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
G750-H003	G750-A003	okeey	f103r	f103	f103r.27	2	qokeey	f103r.27	3	1	1	HOT|END_STAGE	HOT|END_STAGE	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
G750-H004	G750-A004	okeey	f103r	f103	f103r.50	8	qokeey	f103r.50	7	-1	1	HOT|END_STAGE	HOT|END_STAGE	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
G750-H005	G750-A005	okeey	f103v	f103	f103v.4	4	qokeey	f103v.4	3	-1	1	HOT|END_STAGE	HOT|END_STAGE	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
G750-H006	G750-A006	okeey	f108r	f108	f108r.27	4	qokeey	f108r.27	5	1	1	HOT|END_STAGE	HOT|END_STAGE	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
G750-H007	G750-A007	okeey	f108r	f108	f108r.42	1	qokeey	f108r.42	2	1	1	HOT|END_STAGE	HOT|END_STAGE	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
G750-H008	G750-A008	okeey	f108r	f108	f108r.5	4	oteey	f108r.5	3	-1	1	COLD|END_STAGE	END_STAGE	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
G750-H009	G750-A009	sheey	f111v	f111	f111v.27	2	tsheey	f111v.27	3	1	1	COLD|MOIST|END_STAGE	MOIST|END_STAGE	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
G750-H010	G750-A010	okeey	f112r	f112	f112r.13	6	qokeey	f112r.13	5	-1	1	HOT|END_STAGE	HOT|END_STAGE	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
G750-H011	G750-A011	okeey	f112r	f112	f112r.9	3	qokeey	f112r.9	4	1	1	HOT|END_STAGE	HOT|END_STAGE	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
G750-H012	G750-A012	okeey	f17v	f17	f17v.20	2	ykeey	f17v.20	1	-1	1	HOT|END_STAGE	HOT|END_STAGE	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
G750-H013	G750-A013	okeey	f3r	f3	f3r.14	3	qokeey	f3r.14	4	1	1	HOT|END_STAGE	HOT|END_STAGE	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
G750-H014	G750-A014	cheky	f66v	f66	f66v.8	6	chety	f66v.8	7	1	1	COLD|DRY	DRY	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
G750-H015	G750-A015	okeey	f76r	f76	f76r.16	5	qokeey	f76r.16	4	-1	1	HOT|END_STAGE	HOT|END_STAGE	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
G750-H016	G750-A016	okeey	f79r	f79	f79r.31	5	ykeey	f79r.31	4	-1	1	HOT|END_STAGE	HOT|END_STAGE	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
G750-H017	G750-A017	okeey	f81v	f81	f81v.11	3	qokeey	f81v.11	2	-1	1	HOT|END_STAGE	HOT|END_STAGE	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
G750-H018	G750-A018	cheol	f87r	f87	f87r.15	2	cheos	f87r.15	3	1	1	DRY	DRY	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
G750-H019	G750-A019	cheol	f88r	f88	f88r.10	5	cheos	f88r.10	4	-1	1	DRY	DRY	0	COMPLETE_WHOLE_DIRECT_HOST_AXIS_ONLY	0	0	0
