source_group_id	edition	locus	page	source_group_index	source_group_count	paragraph_start	paragraph_end	left_separator	right_separator	ivtff_group_raw	clean_ascii_fragments	clean_ascii_fragment_count	legacy_surface_positions_1based	legacy_mapping_status
ZL3b|f31r.4|G003	ZL3b	f31r.4	f31r	3	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	dar	dar	1	3	ONE_ASCII_FRAGMENT
ZL3b|f66r.53|G008	ZL3b	f66r.53	f66r	8	11	0	0	DEFINITE_SPACE	DEFINITE_SPACE	dar	dar	1	8	ONE_ASCII_FRAGMENT
ZL3b|f75r.6|G003	ZL3b	f75r.6	f75r	3	8	0	0	DRAWING_INTERRUPTION	DEFINITE_SPACE	dar	dar	1	3	ONE_ASCII_FRAGMENT
ZL3b|f75r.26|G007	ZL3b	f75r.26	f75r	7	8	0	1	DRAWING_INTERRUPTION	UNCERTAIN_SMALL_SPACE	dar	dar	1	7	ONE_ASCII_FRAGMENT
ZL3b|f75r.27|G007	ZL3b	f75r.27	f75r	7	11	1	0	DRAWING_INTERRUPTION	DEFINITE_SPACE	dar	dar	1	7	ONE_ASCII_FRAGMENT
ZL3b|f75r.32|G005	ZL3b	f75r.32	f75r	5	10	1	0	DEFINITE_SPACE	DEFINITE_SPACE	dar	dar	1	5	ONE_ASCII_FRAGMENT
ZL3b|f75r.34|G004	ZL3b	f75r.34	f75r	4	10	0	0	DEFINITE_SPACE	DEFINITE_SPACE	dar	dar	1	4	ONE_ASCII_FRAGMENT
ZL3b|f75r.35|G004	ZL3b	f75r.35	f75r	4	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	dar	dar	1	4	ONE_ASCII_FRAGMENT
ZL3b|f75r.35|G005	ZL3b	f75r.35	f75r	5	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	dar	dar	1	5	ONE_ASCII_FRAGMENT
ZL3b|f75r.40|G001	ZL3b	f75r.40	f75r	1	7	0	0	LINE_START	DEFINITE_SPACE	dar	dar	1	1	ONE_ASCII_FRAGMENT
ZL3b|f75r.44|G011	ZL3b	f75r.44	f75r	11	12	0	0	DRAWING_INTERRUPTION	DEFINITE_SPACE	dar	dar	1	11	ONE_ASCII_FRAGMENT
