block_id	page	kind	complete	first	last	loci_json	qokeey_targets_json
f31r.1--f31r.5	f31r	P	1	f31r.1	f31r.5	"[""f31r.1"", ""f31r.2"", ""f31r.3"", ""f31r.4"", ""f31r.5""]"	"[""f31r.3""]"
f66r.50--f66r.56	f66r	P	1	f66r.50	f66r.56	"[""f66r.50"", ""f66r.51"", ""f66r.52"", ""f66r.53"", ""f66r.54"", ""f66r.55"", ""f66r.56""]"	"[""f66r.55""]"
f70v1.1--f70v1.1	f70v1	C	1	f70v1.1	f70v1.1	"[""f70v1.1""]"	[]
f75r.1--f75r.26	f75r	P	1	f75r.1	f75r.26	"[""f75r.1"", ""f75r.2"", ""f75r.3"", ""f75r.4"", ""f75r.5"", ""f75r.6"", ""f75r.7"", ""f75r.8"", ""f75r.9"", ""f75r.10"", ""f75r.11"", ""f75r.12"", ""f75r.13"", ""f75r.14"", ""f75r.15"", ""f75r.16"", ""f75r.17"", ""f75r.18"", ""f75r.19"", ""f75r.20"", ""f75r.21"", ""f75r.22"", ""f75r.23"", ""f75r.24"", ""f75r.25"", ""f75r.26""]"	"[""f75r.5"", ""f75r.23""]"
f75r.27--f75r.31	f75r	P	1	f75r.27	f75r.31	"[""f75r.27"", ""f75r.28"", ""f75r.29"", ""f75r.30"", ""f75r.31""]"	"[""f75r.28""]"
f75r.32--f75r.46	f75r	P	1	f75r.32	f75r.46	"[""f75r.32"", ""f75r.33"", ""f75r.34"", ""f75r.35"", ""f75r.36"", ""f75r.37"", ""f75r.38"", ""f75r.39"", ""f75r.40"", ""f75r.41"", ""f75r.42"", ""f75r.43"", ""f75r.44"", ""f75r.45"", ""f75r.46""]"	"[""f75r.33""]"
f76r.1--f76r.38	f76r	P	1	f76r.1	f76r.38	"[""f76r.1"", ""f76r.2"", ""f76r.3"", ""f76r.4"", ""f76r.5"", ""f76r.6"", ""f76r.7"", ""f76r.8"", ""f76r.9"", ""f76r.10"", ""f76r.11"", ""f76r.12"", ""f76r.13"", ""f76r.14"", ""f76r.15"", ""f76r.16"", ""f76r.17"", ""f76r.18"", ""f76r.19"", ""f76r.20"", ""f76r.21"", ""f76r.22"", ""f76r.23"", ""f76r.24"", ""f76r.25"", ""f76r.26"", ""f76r.27"", ""f76r.28"", ""f76r.29"", ""f76r.30"", ""f76r.31"", ""f76r.32"", ""f76r.33"", ""f76r.34"", ""f76r.35"", ""f76r.36"", ""f76r.37"", ""f76r.38""]"	"[""f76r.2"", ""f76r.3"", ""f76r.5"", ""f76r.8"", ""f76r.16"", ""f76r.19"", ""f76r.24"", ""f76r.25""]"
f76r.51--f76r.56	f76r	P	1	f76r.51	f76r.56	"[""f76r.51"", ""f76r.52"", ""f76r.53"", ""f76r.54"", ""f76r.55"", ""f76r.56""]"	"[""f76r.56""]"
f81r.16--f81r.31	f81r	P	1	f81r.16	f81r.31	"[""f81r.16"", ""f81r.17"", ""f81r.18"", ""f81r.19"", ""f81r.20"", ""f81r.21"", ""f81r.22"", ""f81r.23"", ""f81r.24"", ""f81r.25"", ""f81r.26"", ""f81r.27"", ""f81r.28"", ""f81r.29"", ""f81r.30"", ""f81r.31""]"	"[""f81r.20""]"
f81v.10--f81v.27	f81v	P	1	f81v.10	f81v.27	"[""f81v.10"", ""f81v.11"", ""f81v.12"", ""f81v.13"", ""f81v.14"", ""f81v.15"", ""f81v.16"", ""f81v.17"", ""f81v.18"", ""f81v.19"", ""f81v.20"", ""f81v.21"", ""f81v.22"", ""f81v.23"", ""f81v.24"", ""f81v.25"", ""f81v.26"", ""f81v.27""]"	"[""f81v.11""]"
f82r.11--f82r.19	f82r	P	1	f82r.11	f82r.19	"[""f82r.11"", ""f82r.12"", ""f82r.13"", ""f82r.14"", ""f82r.15"", ""f82r.16"", ""f82r.17"", ""f82r.18"", ""f82r.19""]"	"[""f82r.14"", ""f82r.18""]"
f83r.1--f83r.8	f83r	P	1	f83r.1	f83r.8	"[""f83r.1"", ""f83r.2"", ""f83r.3"", ""f83r.4"", ""f83r.5"", ""f83r.6"", ""f83r.7"", ""f83r.8""]"	"[""f83r.5""]"
f88r.7--f88r.11	f88r	P	1	f88r.7	f88r.11	"[""f88r.7"", ""f88r.8"", ""f88r.9"", ""f88r.10"", ""f88r.11""]"	[]
f88v.6--f88v.10	f88v	P	1	f88v.6	f88v.10	"[""f88v.6"", ""f88v.7"", ""f88v.8"", ""f88v.9"", ""f88v.10""]"	"[""f88v.7""]"
f89r1.6--f89r1.10	f89r1	P	1	f89r1.6	f89r1.10	"[""f89r1.6"", ""f89r1.7"", ""f89r1.8"", ""f89r1.9"", ""f89r1.10""]"	"[""f89r1.9""]"
f95v2.1--f95v2.7	f95v2	P	1	f95v2.1	f95v2.7	"[""f95v2.1"", ""f95v2.2"", ""f95v2.3"", ""f95v2.4"", ""f95v2.5"", ""f95v2.6"", ""f95v2.7""]"	"[""f95v2.7""]"
