locus	edition	source_group_ids_json	source_groups_json	separators_json	template_json	confidence
f31r.4	ZL3b	"[""ZL3b|f31r.4|G001"", ""ZL3b|f31r.4|G002"", ""ZL3b|f31r.4|G003"", ""ZL3b|f31r.4|G004"", ""ZL3b|f31r.4|G005"", ""ZL3b|f31r.4|G006"", ""ZL3b|f31r.4|G007"", ""ZL3b|f31r.4|G008"", ""ZL3b|f31r.4|G009"", ""ZL3b|f31r.4|G010""]"	"[""qotar"", ""chy"", ""dar"", ""lo"", ""r"", ""ar"", ""cheey"", ""keeol"", ""chedy"", ""qokey""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE""]"	"[""[qotar]"", ""[chy]"", {""slot"": ""DAR""}, ""[lo]"", ""[r]"", ""[ar]"", ""[cheey]"", ""[keeol]"", ""wird?"", ""[qokey]""]"	C0_MATERIAL_PROPERTY_RIVALS_NOT_WORD_IDENTIFICATION
f31r.4	IT2a	"[""IT2a|f31r.4|G001"", ""IT2a|f31r.4|G002"", ""IT2a|f31r.4|G003"", ""IT2a|f31r.4|G004"", ""IT2a|f31r.4|G005"", ""IT2a|f31r.4|G006"", ""IT2a|f31r.4|G007"", ""IT2a|f31r.4|G008"", ""IT2a|f31r.4|G009"", ""IT2a|f31r.4|G010""]"	"[""qotar"", ""chy"", ""dar"", ""lk"", ""r"", ""ar"", ""cheey"", ""keeol"", ""ch?d?"", ""qokey""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qotar]"", ""[chy]"", {""slot"": ""DAR""}, ""[lk]"", ""[r]"", ""[ar]"", ""[cheey]"", ""[keeol]"", ""[ch?d?]"", ""[qokey]""]"	C0_MATERIAL_PROPERTY_RIVALS_NOT_WORD_IDENTIFICATION
f31r.4	RF1b	"[""RF1b|f31r.4|G001"", ""RF1b|f31r.4|G002"", ""RF1b|f31r.4|G003"", ""RF1b|f31r.4|G004"", ""RF1b|f31r.4|G005"", ""RF1b|f31r.4|G006"", ""RF1b|f31r.4|G007"", ""RF1b|f31r.4|G008"", ""RF1b|f31r.4|G009"", ""RF1b|f31r.4|G010""]"	"[""qotar"", ""chy"", ""dar"", ""lo"", ""r"", ""ar"", ""cheey"", ""keeol"", ""chedy"", ""qokey""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qotar]"", ""[chy]"", {""slot"": ""DAR""}, ""[lo]"", ""[r]"", ""[ar]"", ""[cheey]"", ""[keeol]"", ""wird?"", ""[qokey]""]"	C0_MATERIAL_PROPERTY_RIVALS_NOT_WORD_IDENTIFICATION
f66r.53	ZL3b	"[""ZL3b|f66r.53|G001"", ""ZL3b|f66r.53|G002"", ""ZL3b|f66r.53|G003"", ""ZL3b|f66r.53|G004"", ""ZL3b|f66r.53|G005"", ""ZL3b|f66r.53|G006"", ""ZL3b|f66r.53|G007"", ""ZL3b|f66r.53|G008"", ""ZL3b|f66r.53|G009"", ""ZL3b|f66r.53|G010"", ""ZL3b|f66r.53|G011""]"	"[""shdy"", ""qotedy"", ""chdy"", ""chedy"", ""qotedal"", ""chcpheor"", ""ykady"", ""dar"", ""qotey"", ""k[o:a]l"", ""ar""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""UNCERTAIN_SMALL_SPACE""]"	"[""[shdy]"", ""[qotedy]"", ""[chdy]"", ""wird?"", ""[qotedal]"", ""[chcpheor]"", ""[ykady]"", {""slot"": ""DAR""}, ""[qotey]"", ""[k[o:a]l]"", ""[ar]""]"	C0_MATERIAL_PROPERTY_RIVALS_NOT_WORD_IDENTIFICATION
f66r.53	IT2a	"[""IT2a|f66r.53|G001"", ""IT2a|f66r.53|G002"", ""IT2a|f66r.53|G003"", ""IT2a|f66r.53|G004"", ""IT2a|f66r.53|G005"", ""IT2a|f66r.53|G006"", ""IT2a|f66r.53|G007"", ""IT2a|f66r.53|G008"", ""IT2a|f66r.53|G009"", ""IT2a|f66r.53|G010"", ""IT2a|f66r.53|G011""]"	"[""shdy"", ""qotedy"", ""chdy"", ""chedy"", ""qotedal"", ""chcfheor"", ""ykeedy"", ""dar"", ""qotey"", ""kol"", ""ar""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[shdy]"", ""[qotedy]"", ""[chdy]"", ""wird?"", ""[qotedal]"", ""[chcfheor]"", ""[ykeedy]"", {""slot"": ""DAR""}, ""[qotey]"", ""[kol]"", ""[ar]""]"	C0_MATERIAL_PROPERTY_RIVALS_NOT_WORD_IDENTIFICATION
f66r.53	RF1b	"[""RF1b|f66r.53|G001"", ""RF1b|f66r.53|G002"", ""RF1b|f66r.53|G003"", ""RF1b|f66r.53|G004"", ""RF1b|f66r.53|G005"", ""RF1b|f66r.53|G006"", ""RF1b|f66r.53|G007"", ""RF1b|f66r.53|G008"", ""RF1b|f66r.53|G009"", ""RF1b|f66r.53|G010"", ""RF1b|f66r.53|G011""]"	"[""shdy"", ""qoted@221;"", ""chdy"", ""chedy"", ""qotedal"", ""chcfheor"", ""ykady"", ""dar"", ""qotey"", ""kol"", ""ar""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[shdy]"", ""[qoted@221;]"", ""[chdy]"", ""wird?"", ""[qotedal]"", ""[chcfheor]"", ""[ykady]"", {""slot"": ""DAR""}, ""[qotey]"", ""[kol]"", ""[ar]""]"	C0_MATERIAL_PROPERTY_RIVALS_NOT_WORD_IDENTIFICATION
f70v1.1	ZL3b	"[""ZL3b|f70v1.1|G001"", ""ZL3b|f70v1.1|G002"", ""ZL3b|f70v1.1|G003"", ""ZL3b|f70v1.1|G004"", ""ZL3b|f70v1.1|G005"", ""ZL3b|f70v1.1|G006"", ""ZL3b|f70v1.1|G007"", ""ZL3b|f70v1.1|G008"", ""ZL3b|f70v1.1|G009"", ""ZL3b|f70v1.1|G010"", ""ZL3b|f70v1.1|G011"", ""ZL3b|f70v1.1|G012"", ""ZL3b|f70v1.1|G013"", ""ZL3b|f70v1.1|G014"", ""ZL3b|f70v1.1|G015"", ""ZL3b|f70v1.1|G016"", ""ZL3b|f70v1.1|G017"", ""ZL3b|f70v1.1|G018"", ""ZL3b|f70v1.1|G019"", ""ZL3b|f70v1.1|G020"", ""ZL3b|f70v1.1|G021"", ""ZL3b|f70v1.1|G022"", ""ZL3b|f70v1.1|G023"", ""ZL3b|f70v1.1|G024"", ""ZL3b|f70v1.1|G025"", ""ZL3b|f70v1.1|G026"", ""ZL3b|f70v1.1|G027"", ""ZL3b|f70v1.1|G028"", ""ZL3b|f70v1.1|G029"", ""ZL3b|f70v1.1|G030"", ""ZL3b|f70v1.1|G031"", ""ZL3b|f70v1.1|G032"", ""ZL3b|f70v1.1|G033"", ""ZL3b|f70v1.1|G034"", ""ZL3b|f70v1.1|G035"", ""ZL3b|f70v1.1|G036"", ""ZL3b|f70v1.1|G037"", ""ZL3b|f70v1.1|G038""]"	"[""dalalody"", ""oteoshey"", ""okoksheo"", ""shokey"", ""raiin"", ""otor"", ""ochy"", ""s"", ""a[ir:is]"", ""cheody"", ""cheey"", ""oteo"", ""[ch:ee]y"", ""daiir"", ""chcthy"", ""dlal"", ""oteodaiin"", ""ykeody"", ""oteody"", ""sheo"", ""daiin"", ""oteedy"", ""chetalchs"", ""zar"", ""shoteeody"", ""okeeo"", ""dal"", ""cheody"", ""okchoteees"", ""oteeody"", ""cheokeo"", ""otaiin"", ""shes"", ""to"", ""ar"", ""oly"", ""daly"", ""sheal""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[dalalody]"", ""[oteoshey]"", ""[okoksheo]"", ""[shokey]"", {""slot"": ""RAIIN""}, ""[otor]"", ""[ochy]"", ""[s]"", ""[a[ir:is]]"", ""[cheody]"", ""[cheey]"", ""[oteo]"", ""[[ch:ee]y]"", ""[daiir]"", ""[chcthy]"", ""[dlal]"", ""[oteodaiin]"", ""[ykeody]"", ""[oteody]"", ""[sheo]"", ""viel?"", ""[oteedy]"", ""[chetalchs]"", ""[zar]"", ""[shoteeody]"", ""[okeeo]"", ""[dal]"", ""[cheody]"", ""[okchoteees]"", ""[oteeody]"", ""[cheokeo]"", ""[otaiin]"", ""[shes]"", ""[to]"", ""[ar]"", ""[oly]"", ""[daly]"", ""[sheal]""]"	C0_MATERIAL_PROPERTY_RIVALS_NOT_WORD_IDENTIFICATION
f70v1.1	IT2a	"[""IT2a|f70v1.1|G001"", ""IT2a|f70v1.1|G002"", ""IT2a|f70v1.1|G003"", ""IT2a|f70v1.1|G004"", ""IT2a|f70v1.1|G005"", ""IT2a|f70v1.1|G006"", ""IT2a|f70v1.1|G007"", ""IT2a|f70v1.1|G008"", ""IT2a|f70v1.1|G009"", ""IT2a|f70v1.1|G010"", ""IT2a|f70v1.1|G011"", ""IT2a|f70v1.1|G012"", ""IT2a|f70v1.1|G013"", ""IT2a|f70v1.1|G014"", ""IT2a|f70v1.1|G015"", ""IT2a|f70v1.1|G016"", ""IT2a|f70v1.1|G017"", ""IT2a|f70v1.1|G018"", ""IT2a|f70v1.1|G019"", ""IT2a|f70v1.1|G020"", ""IT2a|f70v1.1|G021"", ""IT2a|f70v1.1|G022"", ""IT2a|f70v1.1|G023"", ""IT2a|f70v1.1|G024"", ""IT2a|f70v1.1|G025"", ""IT2a|f70v1.1|G026"", ""IT2a|f70v1.1|G027"", ""IT2a|f70v1.1|G028"", ""IT2a|f70v1.1|G029"", ""IT2a|f70v1.1|G030"", ""IT2a|f70v1.1|G031"", ""IT2a|f70v1.1|G032"", ""IT2a|f70v1.1|G033"", ""IT2a|f70v1.1|G034"", ""IT2a|f70v1.1|G035"", ""IT2a|f70v1.1|G036"", ""IT2a|f70v1.1|G037""]"	"[""dalalody"", ""oteoshey"", ""okoksheo"", ""shokey"", ""raiin"", ""otor"", ""ochy"", ""sais"", ""cheody"", ""cheey"", ""oteoeey"", ""oamr"", ""chcthy"", ""dlal"", ""oteodaiin"", ""ykeody"", ""oteody"", ""sheo"", ""daiin"", ""oteedy"", ""chekalchs"", ""dar"", ""shoteeody"", ""okeeo"", ""dal"", ""cheody"", ""okchoteees"", ""oteeody"", ""cheokeo"", ""otaiin"", ""shes"", ""toar"", ""aly"", ""daly"", ""sheal"", ""daly"", ""sheal""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[dalalody]"", ""[oteoshey]"", ""[okoksheo]"", ""[shokey]"", {""slot"": ""RAIIN""}, ""[otor]"", ""[ochy]"", ""[sais]"", ""[cheody]"", ""[cheey]"", ""[oteoeey]"", ""[oamr]"", ""[chcthy]"", ""[dlal]"", ""[oteodaiin]"", ""[ykeody]"", ""[oteody]"", ""[sheo]"", ""viel?"", ""[oteedy]"", ""[chekalchs]"", {""slot"": ""DAR""}, ""[shoteeody]"", ""[okeeo]"", ""[dal]"", ""[cheody]"", ""[okchoteees]"", ""[oteeody]"", ""[cheokeo]"", ""[otaiin]"", ""[shes]"", ""[toar]"", ""[aly]"", ""[daly]"", ""[sheal]"", ""[daly]"", ""[sheal]""]"	C0_MATERIAL_PROPERTY_RIVALS_NOT_WORD_IDENTIFICATION
f70v1.1	RF1b	"[""RF1b|f70v1.1|G001"", ""RF1b|f70v1.1|G002"", ""RF1b|f70v1.1|G003"", ""RF1b|f70v1.1|G004"", ""RF1b|f70v1.1|G005"", ""RF1b|f70v1.1|G006"", ""RF1b|f70v1.1|G007"", ""RF1b|f70v1.1|G008"", ""RF1b|f70v1.1|G009"", ""RF1b|f70v1.1|G010"", ""RF1b|f70v1.1|G011"", ""RF1b|f70v1.1|G012"", ""RF1b|f70v1.1|G013"", ""RF1b|f70v1.1|G014"", ""RF1b|f70v1.1|G015"", ""RF1b|f70v1.1|G016"", ""RF1b|f70v1.1|G017"", ""RF1b|f70v1.1|G018"", ""RF1b|f70v1.1|G019"", ""RF1b|f70v1.1|G020"", ""RF1b|f70v1.1|G021"", ""RF1b|f70v1.1|G022"", ""RF1b|f70v1.1|G023"", ""RF1b|f70v1.1|G024"", ""RF1b|f70v1.1|G025"", ""RF1b|f70v1.1|G026"", ""RF1b|f70v1.1|G027"", ""RF1b|f70v1.1|G028"", ""RF1b|f70v1.1|G029"", ""RF1b|f70v1.1|G030"", ""RF1b|f70v1.1|G031"", ""RF1b|f70v1.1|G032"", ""RF1b|f70v1.1|G033"", ""RF1b|f70v1.1|G034"", ""RF1b|f70v1.1|G035"", ""RF1b|f70v1.1|G036""]"	"[""dalalody"", ""oteoshey"", ""okoksheo"", ""shokey"", ""@206;aiin"", ""otor"", ""ochy"", ""s"", ""air"", ""cheody"", ""cheey"", ""oteochy"", ""daiir"", ""chcthy"", ""@152;lal"", ""oteodaiin"", ""ykeo@152;y"", ""oteo@152;y"", ""sheo"", ""daiin"", ""oteedy"", ""chetalchr"", ""mar"", ""shoteeody"", ""okeeodal"", ""cheo@152;y"", ""okchoteees"", ""oteeody"", ""cheokeo"", ""otaiin"", ""shes"", ""to"", ""ar"", ""aly"", ""daly"", ""sheal""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[dalalody]"", ""[oteoshey]"", ""[okoksheo]"", ""[shokey]"", ""[@206;aiin]"", ""[otor]"", ""[ochy]"", ""[s]"", ""[air]"", ""[cheody]"", ""[cheey]"", ""[oteochy]"", ""[daiir]"", ""[chcthy]"", ""[@152;lal]"", ""[oteodaiin]"", ""[ykeo@152;y]"", ""[oteo@152;y]"", ""[sheo]"", ""viel?"", ""[oteedy]"", ""[chetalchr]"", ""[mar]"", ""[shoteeody]"", ""[okeeodal]"", ""[cheo@152;y]"", ""[okchoteees]"", ""[oteeody]"", ""[cheokeo]"", ""[otaiin]"", ""[shes]"", ""[to]"", ""[ar]"", ""[aly]"", ""[daly]"", ""[sheal]""]"	C0_MATERIAL_PROPERTY_RIVALS_NOT_WORD_IDENTIFICATION
f75r.6	ZL3b	"[""ZL3b|f75r.6|G001"", ""ZL3b|f75r.6|G002"", ""ZL3b|f75r.6|G003"", ""ZL3b|f75r.6|G004"", ""ZL3b|f75r.6|G005"", ""ZL3b|f75r.6|G006"", ""ZL3b|f75r.6|G007"", ""ZL3b|f75r.6|G008""]"	"[""pcheykeeor"", ""olky"", ""dar"", ""okey"", ""qokain"", ""chcthy"", ""qokeedy"", ""qoky""]"	"[""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[pcheykeeor]"", ""[olky]"", {""slot"": ""DAR""}, ""[okey]"", ""Wasser?"", ""[chcthy]"", ""[qokeedy]"", ""[qoky]""]"	C0_MATERIAL_PROPERTY_RIVALS_NOT_WORD_IDENTIFICATION
f75r.6	IT2a	"[""IT2a|f75r.6|G001"", ""IT2a|f75r.6|G002"", ""IT2a|f75r.6|G003"", ""IT2a|f75r.6|G004"", ""IT2a|f75r.6|G005"", ""IT2a|f75r.6|G006"", ""IT2a|f75r.6|G007"", ""IT2a|f75r.6|G008"", ""IT2a|f75r.6|G009""]"	"[""pchey"", ""keeor"", ""olky"", ""dar"", ""okey"", ""qokain"", ""chcthy"", ""qokeedy"", ""qoky""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[pchey]"", ""[keeor]"", ""[olky]"", {""slot"": ""DAR""}, ""[okey]"", ""Wasser?"", ""[chcthy]"", ""[qokeedy]"", ""[qoky]""]"	C0_MATERIAL_PROPERTY_RIVALS_NOT_WORD_IDENTIFICATION
f75r.6	RF1b	"[""RF1b|f75r.6|G001"", ""RF1b|f75r.6|G002"", ""RF1b|f75r.6|G003"", ""RF1b|f75r.6|G004"", ""RF1b|f75r.6|G005"", ""RF1b|f75r.6|G006"", ""RF1b|f75r.6|G007"", ""RF1b|f75r.6|G008""]"	"[""pcheykeeor"", ""olky"", ""dar"", ""okey"", ""qokain"", ""chcthy"", ""qokeedy"", ""qoky""]"	"[""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[pcheykeeor]"", ""[olky]"", {""slot"": ""DAR""}, ""[okey]"", ""Wasser?"", ""[chcthy]"", ""[qokeedy]"", ""[qoky]""]"	C0_MATERIAL_PROPERTY_RIVALS_NOT_WORD_IDENTIFICATION
f75r.11	ZL3b	"[""ZL3b|f75r.11|G001"", ""ZL3b|f75r.11|G002"", ""ZL3b|f75r.11|G003"", ""ZL3b|f75r.11|G004"", ""ZL3b|f75r.11|G005"", ""ZL3b|f75r.11|G006"", ""ZL3b|f75r.11|G007"", ""ZL3b|f75r.11|G008"", ""ZL3b|f75r.11|G009"", ""ZL3b|f75r.11|G010""]"	"[""qokeedy"", ""qokair"", ""oly"", ""qokeedy"", ""dy"", ""qokal"", ""okar"", ""shedy"", ""dor"", ""chekam""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokeedy]"", ""[qokair]"", ""[oly]"", ""[qokeedy]"", ""[dy]"", ""[qokal]"", ""[okar]"", ""[shedy]"", ""[dor]"", ""[chekam]""]"	C0_MATERIAL_PROPERTY_RIVALS_NOT_WORD_IDENTIFICATION
f75r.11	IT2a	"[""IT2a|f75r.11|G001"", ""IT2a|f75r.11|G002"", ""IT2a|f75r.11|G003"", ""IT2a|f75r.11|G004"", ""IT2a|f75r.11|G005"", ""IT2a|f75r.11|G006"", ""IT2a|f75r.11|G007"", ""IT2a|f75r.11|G008"", ""IT2a|f75r.11|G009"", ""IT2a|f75r.11|G010""]"	"[""qokeedy"", ""qokain"", ""oly"", ""qokeedy"", ""dy"", ""qokal"", ""okar"", ""shedy"", ""dor"", ""chekam""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokeedy]"", ""Wasser?"", ""[oly]"", ""[qokeedy]"", ""[dy]"", ""[qokal]"", ""[okar]"", ""[shedy]"", ""[dor]"", ""[chekam]""]"	C0_MATERIAL_PROPERTY_RIVALS_NOT_WORD_IDENTIFICATION
