joint_tuple_id	page_host	surface_examples	formal_formula	selected_layer	selected_working_value_German	formal_control_German	weak_host_mnemonic_German	exact_card_mnemonic_German	atomic_selection_status	strict_tier_a_prompt_scope	unknown_exemplar_tail_status	local_source_expansion_German	local_source_expansion_status	image_supplied_owner_status	fixed_occurrences
00d8ebe3c68294eeac39	d	chdal	UNKNOWN_HOST[D] + <ARG_AL>	UNKNOWN_EXEMPLAR_TAIL	UNKNOWN				UNKNOWN_EXEMPLAR_TAIL		YES	mit der vorigen Mischung	CONTEXTUAL_SOURCE_DEFAULT_NOT_ATOMIC_READING	NOT_STORED_IN_CARD__BIND_AT_EVENT_UNIT	1
0275fbf14e07935b0a45	okeey	okeey|qokeey	UNKNOWN_HOST[OKEEY]	EXACT_CARD_MNEMONIC	WARM?			WARM?	EXPLORATORY_EXACT_CARD_MNEMONIC		NO	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	CONTEXTUAL_SOURCE_DEFAULT_NOT_ATOMIC_READING	NOT_STORED_IN_CARD__BIND_AT_EVENT_UNIT	7
03626ca94cb17800d767	ee	sheedy	CLOSE(UNKNOWN_HOST[EE])	UNKNOWN_EXEMPLAR_TAIL	UNKNOWN				UNKNOWN_EXEMPLAR_TAIL		YES	wasche einmal und beende den Schritt	CONTEXTUAL_SOURCE_DEFAULT_NOT_ATOMIC_READING	NOT_STORED_IN_CARD__BIND_AT_EVENT_UNIT	1
04a3877f0fc81b7597c9	l	ldy	CLOSE(LINK)	FORMAL_CONTROL	VERKNUEPFEN	VERKNUEPFEN			FORMAL_CONTROL_OPERATOR		NO	ziehe es ab und beende den Schritt	CONTEXTUAL_SOURCE_DEFAULT_NOT_ATOMIC_READING	NOT_STORED_IN_CARD__BIND_AT_EVENT_UNIT	2
07913ef9b1fb773cd325	okche	okchedy|qokchedy	CLOSE(UNKNOWN_HOST[OKCHE])	UNKNOWN_EXEMPLAR_TAIL	UNKNOWN				UNKNOWN_EXEMPLAR_TAIL		YES	lasse es abkühlen und beende den Schritt	CONTEXTUAL_SOURCE_DEFAULT_NOT_ATOMIC_READING	NOT_STORED_IN_CARD__BIND_AT_EVENT_UNIT	2
087a47b5423438cd6b6a	okcheo	chokcheo	UNKNOWN_HOST[OKCHEO]	UNKNOWN_EXEMPLAR_TAIL	UNKNOWN				UNKNOWN_EXEMPLAR_TAIL		YES	trinke es bei Magenschmerz	CONTEXTUAL_SOURCE_DEFAULT_NOT_ATOMIC_READING	NOT_STORED_IN_CARD__BIND_AT_EVENT_UNIT	1
08bd5ca0c2ad137a056d	okey	okey|qokey	UNKNOWN_HOST[OKEY]	UNKNOWN_EXEMPLAR_TAIL	UNKNOWN				UNKNOWN_EXEMPLAR_TAIL		YES	warmes Wasser	CONTEXTUAL_SOURCE_DEFAULT_NOT_ATOMIC_READING	NOT_STORED_IN_CARD__BIND_AT_EVENT_UNIT	2
0ab57b7166de99db3a55	lchy	lchy	UNKNOWN_HOST[LCHY]	UNKNOWN_EXEMPLAR_TAIL	UNKNOWN				UNKNOWN_EXEMPLAR_TAIL		YES	ziehe die klare Flüssigkeit ab	CONTEXTUAL_SOURCE_DEFAULT_NOT_ATOMIC_READING	NOT_STORED_IN_CARD__BIND_AT_EVENT_UNIT	1
0bdc8b6db811b4e67a63	ary	chary	UNKNOWN_HOST[ARY]	UNKNOWN_EXEMPLAR_TAIL	UNKNOWN				UNKNOWN_EXEMPLAR_TAIL		YES	und lasse es abkühlen	CONTEXTUAL_SOURCE_DEFAULT_NOT_ATOMIC_READING	NOT_STORED_IN_CARD__BIND_AT_EVENT_UNIT	1
0ec6a45e2950e8e7061d	odaly	chodaly	UNKNOWN_HOST[ODALY]	UNKNOWN_EXEMPLAR_TAIL	UNKNOWN				UNKNOWN_EXEMPLAR_TAIL		YES	die dünne untere Wurzel	CONTEXTUAL_SOURCE_DEFAULT_NOT_ATOMIC_READING	NOT_STORED_IN_CARD__BIND_AT_EVENT_UNIT	1
0f15effeca7ab10bb026	lched	lchedar	UNKNOWN_HOST[LCHED] + <ARG_AR>	UNKNOWN_EXEMPLAR_TAIL	UNKNOWN				UNKNOWN_EXEMPLAR_TAIL		YES	kühles Wasser	CONTEXTUAL_SOURCE_DEFAULT_NOT_ATOMIC_READING	NOT_STORED_IN_CARD__BIND_AT_EVENT_UNIT	1
