prose_event_id	page	physical_line	record_number	unit_id	field_id	field_ordinal	event_index_on_line	event_index_in_field	field_position	surface	exact_opaque_id	page_host_coordinate	formal_formula	formal_operation_German	selected_atomic_value_German	selected_atomic_status	global_default_mnemonic_German	mnemonic_license	licensed_context_prompt_German	context_prompt_license	closure_status	creative_local_event_expansion_German_V49	unit_reading_ref	line_is_sentence	semantic_contract	source_artifact
P0001	f10r	f10r.2	1	H1	F0001	1	1	1	FIRST	dchey	65f320e75510b2f38182	chey	UNKNOWN_HOST[CHEY]	NONE_SELECTED	TEIL?	WEAK_MNEMONIC	TEIL?	V50_HOST_CHEY	NONE	NONE	NONCLOSE	Nimm die faserige untere Wurzel	H1	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0002	f10r	f10r.2	1	H1	F0001	1	2	2	MIDDLE	cthoor	dedc383b600397a301ee	cthoor	UNKNOWN_HOST[CTHOOR]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	wasche sie in fließendem Wasser	H1	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0003	f10r	f10r.2	1	H1	F0001	1	3	3	MIDDLE	char	4d4559019a961b834aa1	ar	UNKNOWN_HOST[AR]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	Daraus, aus demselben Ansatz	H1	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0004	f10r	f10r.2	1	H1	F0001	1	4	4	MIDDLE	chty	80ebbbbf238eee9f0aef	ty	UNKNOWN_HOST[TY]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	Gleichmäßig bearbeiten	H1	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0005	f10r	f10r.2	1	H1	F0001	1	5	5	MIDDLE	os	df1098831679a8ad1b39	os	UNKNOWN_HOST[OS]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	zerstoße sie zu grobem Pulver	H1	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0006	f10r	f10r.2	1	H1	F0001	1	6	6	MIDDLE	chair	12efe866f335461823a6	air	UNKNOWN_HOST[AIR]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	gib Rotwein hinzu	H1	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0007	f10r	f10r.2	1	H1	F0001	1	7	7	MIDDLE	otytchol	62ff059766b21c7de083	otytchol	UNKNOWN_HOST[OTYTCHOL]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	trinke es bei Magenschmerz	H1	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0008	f10r	f10r.2	1	H1	F0001	1	8	8	MIDDLE	oky	276a7c2d74d1143446f4	oky	UNKNOWN_HOST[OKY]	NONE_SELECTED	VERWENDEN?	WEAK_MNEMONIC	VERWENDEN?	V51_CARD_OKY;V56_P06	NONE	NONE	NONCLOSE	Die aktive Portion verwenden	H1	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0009	f10r	f10r.2	1	H1	F0001	1	9	9	MIDDLE	daiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	NONE_SELECTED	MASS?	WEAK_MNEMONIC	MASS?	V51_CARD_AIIN;V56_P05	VORGABEPARAMETER?	P01	NONCLOSE	Ein vorgeschriebenes Maß	H1	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0010	f10r	f10r.2	1	H1	F0001	1	10	10	LAST	etyd	a6939862e33ece5a0483	etyd	UNKNOWN_HOST[ETYD]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	bewahre die übrige Wurzel trocken auf	H1	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0011	f10r	f10r.5	1	H1	F0002	1	1	1	FIRST	qokchy	9ad66e67803a12e745de	okchy	UNKNOWN_HOST[OKCHY]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	gebrauche die frisch bereitete Arznei	H1	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0012	f10r	f10r.5	1	H1	F0002	1	2	2	MIDDLE	qotchol	e8a6105b5c3a6220b440	chol	FRAME_OT(UNKNOWN_HOST[CHOL])	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	wende sie warm an	H1	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0013	f10r	f10r.5	1	H1	F0002	1	3	3	MIDDLE	chol	dcda95c81a5460feb191	l	FRAME_O(LINK)	AKTIVEN ARBEITSSTAND VERKNUEPFEN	VERKNÜPFEN	FORMAL_OPERATION	UNKNOWN_EXEMPLAR	NONE	AKTIVEN ARBEITSSTAND VERKNUEPFEN	P04	NONCLOSE	Mit der vorigen Zubereitung weiter	H1	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0014	f10r	f10r.5	1	H1	F0002	1	4	4	LAST	cthy	e0b630cb1b5df5e7105b	cthy	UNKNOWN_HOST[CTHY]	NONE_SELECTED	BEREIT?	WEAK_MNEMONIC	BEREIT?	V51_CARD_CTHY;V56_P07	NONE	NONE	NONCLOSE	Sobald die Zubereitung gebrauchsfertig ist	H1	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0015	f10r	f10r.6	2	H2	F0003	1	1	1	FIRST	ycheor	7249edc4df3419c26999	ycheor	UNKNOWN_HOST[YCHEOR]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	sie wächst auf feuchtem Wiesengrund	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0016	f10r	f10r.6	2	H2	F0003	1	2	2	MIDDLE	cthy	e0b630cb1b5df5e7105b	cthy	UNKNOWN_HOST[CTHY]	NONE_SELECTED	BEREIT?	WEAK_MNEMONIC	BEREIT?	V51_CARD_CTHY;V56_P07	NONE	NONE	NONCLOSE	Sobald die Zubereitung gebrauchsfertig ist	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0017	f10r	f10r.6	2	H2	F0003	1	3	3	MIDDLE	chor	7a4bb8136330ee4e6e56	or	UNKNOWN_HOST[OR]	NONE_SELECTED	BEREITUNG?	WEAK_MNEMONIC	BEREITUNG?	V50_HOST_OR;V56_P08	NONE	NONE	NONCLOSE	Die bereitete Arbeitsflüssigkeit	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0018	f10r	f10r.6	2	H2	F0003	1	4	4	MIDDLE	cthaiin	f3c23f42baf625639e1e	cth	UNKNOWN_HOST[CTH] + <ARG_AIIN>	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	gib den ausgepressten Saft hinzu	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0019	f10r	f10r.6	2	H2	F0003	1	5	5	MIDDLE	qoctholy	af816c04e65874a0f2fa	octholy	UNKNOWN_HOST[OCTHOLY]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	koche es sanft	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0020	f10r	f10r.6	2	H2	F0003	1	6	6	MIDDLE	dy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	Diese aktive Portion	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0021	f10r	f10r.6	2	H2	F0003	1	7	7	MIDDLE	chy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	Diese aktive Portion	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0022	f10r	f10r.6	2	H2	F0003	1	8	8	MIDDLE	taiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	NONE_SELECTED	MASS?	WEAK_MNEMONIC	MASS?	V51_CARD_AIIN;V56_P05	NONE	NONE	NONCLOSE	Ein vorgeschriebenes Maß	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0023	f10r	f10r.6	2	H2	F0003	1	9	9	LAST	shy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	Diese aktive Portion	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0024	f10r	f10r.8	2	H2	F0004	1	1	1	FIRST	qotchor	10488b911aae52b3b334	chor	FRAME_OT(UNKNOWN_HOST[CHOR])	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	vor der Blüte gesammelt	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0025	f10r	f10r.8	2	H2	F0004	1	2	2	MIDDLE	chor	7a4bb8136330ee4e6e56	or	UNKNOWN_HOST[OR]	NONE_SELECTED	BEREITUNG?	WEAK_MNEMONIC	BEREITUNG?	V50_HOST_OR;V56_P08	NONE	NONE	NONCLOSE	Die bereitete Arbeitsflüssigkeit	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0026	f10r	f10r.8	2	H2	F0004	1	3	3	MIDDLE	otol	497cbd9c7401810ff56b	ol	FRAME_OT(UNKNOWN_HOST[OL])	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	NONE	NONCLOSE	eine Handvoll	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0027	f10r	f10r.8	2	H2	F0004	1	4	4	MIDDLE	chol	dcda95c81a5460feb191	l	FRAME_O(LINK)	AKTIVEN ARBEITSSTAND VERKNUEPFEN	VERKNÜPFEN	FORMAL_OPERATION	UNKNOWN_EXEMPLAR	NONE	AKTIVEN ARBEITSSTAND VERKNUEPFEN	P04	NONCLOSE	Mit der vorigen Zubereitung weiter	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
P0028	f10r	f10r.8	2	H2	F0004	1	5	5	MIDDLE	cholor	dec401773c1f0347793d	olor	UNKNOWN_HOST[OLOR]	NONE_SELECTED	ZUVOR?	WEAK_MNEMONIC	ZUVOR?	V51_CARD_OLOR;V56_P11	NONE	NONE	NONCLOSE	Aus dem vorigen Ansatz entnehmen	H2	NO	ATOMIC_OR_UNKNOWN_PLUS_LOCAL_CREATIVE_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
