astro_group_id	page	unit_id	locus	record	physical_line	event_index	slot_address	surface	exact_opaque_id	opaque_id_status	diagram_formal_role	formal_operation	global_default_mnemonic_German	mnemonic_license	local_slot_default_English_V22	local_slot_status	unit_reading_ref	line_is_sentence	direct_f68_f69_join	source_event_serial	source_artifact
A0001	f67r2	A1	f67r2.1	DIAGRAM	f67r2.1	1	f67r2:f67r2.1:1	ykshy	ASTRO_f67r2_001_01	OPAQUE_ASTRO_LOCAL_OCCURRENCE_ID	SEVEN_BY_TWELVE_CONFIGURATION_SELECTOR	PAGE_LOCAL_LOOKUP	UNKNOWN_EXEMPLAR	ASTRO_LOCAL_ONLY_NO_PROSE_IMPORT	Aries: protect the head and face; avoid invasive treatment there	LOCAL_ASTRO_MNEMONIC_NOT_WORD_OR_CROSSPAGE_VALUE	A1	NO	NONE	11841	V22_SELECTED_COMPLETE_TRANSLATION_LEDGER.tsv routed by V55 selection
A0002	f67r2	A1	f67r2.1	DIAGRAM	f67r2.1	2	f67r2:f67r2.1:2	s	ASTRO_f67r2_001_02	OPAQUE_ASTRO_LOCAL_OCCURRENCE_ID	SEVEN_BY_TWELVE_CONFIGURATION_SELECTOR	PAGE_LOCAL_LOOKUP	UNKNOWN_EXEMPLAR	ASTRO_LOCAL_ONLY_NO_PROSE_IMPORT	its ruling quality	LOCAL_ASTRO_MNEMONIC_NOT_WORD_OR_CROSSPAGE_VALUE	A1	NO	NONE	11842	V22_SELECTED_COMPLETE_TRANSLATION_LEDGER.tsv routed by V55 selection
A0003	f67r2	A1	f67r2.1	DIAGRAM	f67r2.1	3	f67r2:f67r2.1:3	aram	ASTRO_f67r2_001_03	OPAQUE_ASTRO_LOCAL_OCCURRENCE_ID	SEVEN_BY_TWELVE_CONFIGURATION_SELECTOR	PAGE_LOCAL_LOOKUP	UNKNOWN_EXEMPLAR	ASTRO_LOCAL_ONLY_NO_PROSE_IMPORT	its application rule	LOCAL_ASTRO_MNEMONIC_NOT_WORD_OR_CROSSPAGE_VALUE	A1	NO	NONE	11843	V22_SELECTED_COMPLETE_TRANSLATION_LEDGER.tsv routed by V55 selection
A0004	f67r2	A1	f67r2.2	DIAGRAM	f67r2.2	1	f67r2:f67r2.2:1	ykecho	ASTRO_f67r2_002_01	OPAQUE_ASTRO_LOCAL_OCCURRENCE_ID	SEVEN_BY_TWELVE_CONFIGURATION_SELECTOR	PAGE_LOCAL_LOOKUP	UNKNOWN_EXEMPLAR	ASTRO_LOCAL_ONLY_NO_PROSE_IMPORT	Taurus: protect the neck and throat; avoid invasive treatment there	LOCAL_ASTRO_MNEMONIC_NOT_WORD_OR_CROSSPAGE_VALUE	A1	NO	NONE	11844	V22_SELECTED_COMPLETE_TRANSLATION_LEDGER.tsv routed by V55 selection
A0005	f67r2	A1	f67r2.2	DIAGRAM	f67r2.2	2	f67r2:f67r2.2:2	ols	ASTRO_f67r2_002_02	OPAQUE_ASTRO_LOCAL_OCCURRENCE_ID	SEVEN_BY_TWELVE_CONFIGURATION_SELECTOR	PAGE_LOCAL_LOOKUP	UNKNOWN_EXEMPLAR	ASTRO_LOCAL_ONLY_NO_PROSE_IMPORT	its ruling quality	LOCAL_ASTRO_MNEMONIC_NOT_WORD_OR_CROSSPAGE_VALUE	A1	NO	NONE	11845	V22_SELECTED_COMPLETE_TRANSLATION_LEDGER.tsv routed by V55 selection
A0006	f67r2	A1	f67r2.2	DIAGRAM	f67r2.2	3	f67r2:f67r2.2:3	eesydy	ASTRO_f67r2_002_03	OPAQUE_ASTRO_LOCAL_OCCURRENCE_ID	SEVEN_BY_TWELVE_CONFIGURATION_SELECTOR	PAGE_LOCAL_LOOKUP	UNKNOWN_EXEMPLAR	ASTRO_LOCAL_ONLY_NO_PROSE_IMPORT	its application rule	LOCAL_ASTRO_MNEMONIC_NOT_WORD_OR_CROSSPAGE_VALUE	A1	NO	NONE	11846	V22_SELECTED_COMPLETE_TRANSLATION_LEDGER.tsv routed by V55 selection
A0007	f67r2	A1	f67r2.3	DIAGRAM	f67r2.3	1	f67r2:f67r2.3:1	ey	ASTRO_f67r2_003_01	OPAQUE_ASTRO_LOCAL_OCCURRENCE_ID	SEVEN_BY_TWELVE_CONFIGURATION_SELECTOR	PAGE_LOCAL_LOOKUP	UNKNOWN_EXEMPLAR	ASTRO_LOCAL_ONLY_NO_PROSE_IMPORT	Gemini: protect the shoulders, arms and hands; avoid invasive treatment there	LOCAL_ASTRO_MNEMONIC_NOT_WORD_OR_CROSSPAGE_VALUE	A1	NO	NONE	11847	V22_SELECTED_COMPLETE_TRANSLATION_LEDGER.tsv routed by V55 selection
A0008	f67r2	A1	f67r2.3	DIAGRAM	f67r2.3	2	f67r2:f67r2.3:2	shs	ASTRO_f67r2_003_02	OPAQUE_ASTRO_LOCAL_OCCURRENCE_ID	SEVEN_BY_TWELVE_CONFIGURATION_SELECTOR	PAGE_LOCAL_LOOKUP	UNKNOWN_EXEMPLAR	ASTRO_LOCAL_ONLY_NO_PROSE_IMPORT	its ruling quality	LOCAL_ASTRO_MNEMONIC_NOT_WORD_OR_CROSSPAGE_VALUE	A1	NO	NONE	11848	V22_SELECTED_COMPLETE_TRANSLATION_LEDGER.tsv routed by V55 selection
A0009	f67r2	A1	f67r2.3	DIAGRAM	f67r2.3	3	f67r2:f67r2.3:3	okar	ASTRO_f67r2_003_03	OPAQUE_ASTRO_LOCAL_OCCURRENCE_ID	SEVEN_BY_TWELVE_CONFIGURATION_SELECTOR	PAGE_LOCAL_LOOKUP	UNKNOWN_EXEMPLAR	ASTRO_LOCAL_ONLY_NO_PROSE_IMPORT	its application rule	LOCAL_ASTRO_MNEMONIC_NOT_WORD_OR_CROSSPAGE_VALUE	A1	NO	NONE	11849	V22_SELECTED_COMPLETE_TRANSLATION_LEDGER.tsv routed by V55 selection
A0010	f67r2	A1	f67r2.4	DIAGRAM	f67r2.4	1	f67r2:f67r2.4:1	shekchy	ASTRO_f67r2_004_01	OPAQUE_ASTRO_LOCAL_OCCURRENCE_ID	SEVEN_BY_TWELVE_CONFIGURATION_SELECTOR	PAGE_LOCAL_LOOKUP	UNKNOWN_EXEMPLAR	ASTRO_LOCAL_ONLY_NO_PROSE_IMPORT	Cancer: protect the chest and breast; avoid invasive treatment there	LOCAL_ASTRO_MNEMONIC_NOT_WORD_OR_CROSSPAGE_VALUE	A1	NO	NONE	11850	V22_SELECTED_COMPLETE_TRANSLATION_LEDGER.tsv routed by V55 selection
