page	locus	record	unit_id	event_index	surface	joint_tuple_id	page_host	formal_formula	selected_layer	selected_working_value_German	atomic_selection_status	strict_tier_a_control_prompt	image_supplied_owner	local_source_expansion_German	default_status	source_expansion_authority	rule
f10r	f10r.2	1	H1	1	dchey	65f320e75510b2f38182	chey	UNKNOWN_HOST[CHEY]	WEAK_HOST_MNEMONIC	TEIL?	EXPLORATORY_WEAK_WHOLE_HOST_MNEMONIC		PICTURED_SKABIOSA_OR_DEVILS_BIT_LIKE_PLANT__IMAGE_HYPOTHESIS	Nimm die faserige untere Wurzel	WEAK_HOST_MNEMONIC_WITH_CONTEXTUAL_SOURCE_DEFAULT	V53_OR_V54_UNIT_DEFAULT_SUPERSEDES_EVENT_FLUENCY	SHORT_CARD_NEVER_INHERITS_THE_SENTENCE_SIZED_LOCAL_EXPANSION
f10r	f10r.2	1	H1	2	cthoor	dedc383b600397a301ee	cthoor	UNKNOWN_HOST[CTHOOR]	UNKNOWN_EXEMPLAR_TAIL	UNKNOWN	UNKNOWN_EXEMPLAR_TAIL		PICTURED_SKABIOSA_OR_DEVILS_BIT_LIKE_PLANT__IMAGE_HYPOTHESIS	wasche sie in fließendem Wasser	UNKNOWN_EXEMPLAR_TAIL_WITH_CONTEXTUAL_SOURCE_DEFAULT	V53_OR_V54_UNIT_DEFAULT_SUPERSEDES_EVENT_FLUENCY	SHORT_CARD_NEVER_INHERITS_THE_SENTENCE_SIZED_LOCAL_EXPANSION
f10r	f10r.2	1	H1	3	char	4d4559019a961b834aa1	ar	UNKNOWN_HOST[AR]	UNKNOWN_EXEMPLAR_TAIL	UNKNOWN	UNKNOWN_EXEMPLAR_TAIL		PICTURED_SKABIOSA_OR_DEVILS_BIT_LIKE_PLANT__IMAGE_HYPOTHESIS	Daraus, aus demselben Ansatz	UNKNOWN_EXEMPLAR_TAIL_WITH_CONTEXTUAL_SOURCE_DEFAULT	V53_OR_V54_UNIT_DEFAULT_SUPERSEDES_EVENT_FLUENCY	SHORT_CARD_NEVER_INHERITS_THE_SENTENCE_SIZED_LOCAL_EXPANSION
f10r	f10r.2	1	H1	4	chty	80ebbbbf238eee9f0aef	ty	UNKNOWN_HOST[TY]	UNKNOWN_EXEMPLAR_TAIL	UNKNOWN	UNKNOWN_EXEMPLAR_TAIL		PICTURED_SKABIOSA_OR_DEVILS_BIT_LIKE_PLANT__IMAGE_HYPOTHESIS	Gleichmäßig bearbeiten	UNKNOWN_EXEMPLAR_TAIL_WITH_CONTEXTUAL_SOURCE_DEFAULT	V53_OR_V54_UNIT_DEFAULT_SUPERSEDES_EVENT_FLUENCY	SHORT_CARD_NEVER_INHERITS_THE_SENTENCE_SIZED_LOCAL_EXPANSION
f10r	f10r.2	1	H1	5	os	df1098831679a8ad1b39	os	UNKNOWN_HOST[OS]	UNKNOWN_EXEMPLAR_TAIL	UNKNOWN	UNKNOWN_EXEMPLAR_TAIL		PICTURED_SKABIOSA_OR_DEVILS_BIT_LIKE_PLANT__IMAGE_HYPOTHESIS	zerstoße sie zu grobem Pulver	UNKNOWN_EXEMPLAR_TAIL_WITH_CONTEXTUAL_SOURCE_DEFAULT	V53_OR_V54_UNIT_DEFAULT_SUPERSEDES_EVENT_FLUENCY	SHORT_CARD_NEVER_INHERITS_THE_SENTENCE_SIZED_LOCAL_EXPANSION
f10r	f10r.2	1	H1	6	chair	12efe866f335461823a6	air	UNKNOWN_HOST[AIR]	UNKNOWN_EXEMPLAR_TAIL	UNKNOWN	UNKNOWN_EXEMPLAR_TAIL		PICTURED_SKABIOSA_OR_DEVILS_BIT_LIKE_PLANT__IMAGE_HYPOTHESIS	gib Rotwein hinzu	UNKNOWN_EXEMPLAR_TAIL_WITH_CONTEXTUAL_SOURCE_DEFAULT	V53_OR_V54_UNIT_DEFAULT_SUPERSEDES_EVENT_FLUENCY	SHORT_CARD_NEVER_INHERITS_THE_SENTENCE_SIZED_LOCAL_EXPANSION
f10r	f10r.2	1	H1	7	otytchol	62ff059766b21c7de083	otytchol	UNKNOWN_HOST[OTYTCHOL]	UNKNOWN_EXEMPLAR_TAIL	UNKNOWN	UNKNOWN_EXEMPLAR_TAIL		PICTURED_SKABIOSA_OR_DEVILS_BIT_LIKE_PLANT__IMAGE_HYPOTHESIS	trinke es bei Magenschmerz	UNKNOWN_EXEMPLAR_TAIL_WITH_CONTEXTUAL_SOURCE_DEFAULT	V53_OR_V54_UNIT_DEFAULT_SUPERSEDES_EVENT_FLUENCY	SHORT_CARD_NEVER_INHERITS_THE_SENTENCE_SIZED_LOCAL_EXPANSION
f10r	f10r.2	1	H1	8	oky	276a7c2d74d1143446f4	oky	UNKNOWN_HOST[OKY]	EXACT_CARD_MNEMONIC	VERWENDEN?	EXPLORATORY_EXACT_CARD_MNEMONIC		PICTURED_SKABIOSA_OR_DEVILS_BIT_LIKE_PLANT__IMAGE_HYPOTHESIS	Die aktive Portion verwenden	EXACT_CARD_MNEMONIC_WITH_CONTEXTUAL_SOURCE_DEFAULT	V53_OR_V54_UNIT_DEFAULT_SUPERSEDES_EVENT_FLUENCY	SHORT_CARD_NEVER_INHERITS_THE_SENTENCE_SIZED_LOCAL_EXPANSION
f10r	f10r.2	1	H1	9	daiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	EXACT_CARD_MNEMONIC	MASS?	EXPLORATORY_EXACT_CARD_MNEMONIC	VORGABEPARAMETER?	PICTURED_SKABIOSA_OR_DEVILS_BIT_LIKE_PLANT__IMAGE_HYPOTHESIS	Ein vorgeschriebenes Maß	EXACT_CARD_MNEMONIC_WITH_CONTEXTUAL_SOURCE_DEFAULT	V53_OR_V54_UNIT_DEFAULT_SUPERSEDES_EVENT_FLUENCY	SHORT_CARD_NEVER_INHERITS_THE_SENTENCE_SIZED_LOCAL_EXPANSION
f10r	f10r.2	1	H1	10	etyd	a6939862e33ece5a0483	etyd	UNKNOWN_HOST[ETYD]	UNKNOWN_EXEMPLAR_TAIL	UNKNOWN	UNKNOWN_EXEMPLAR_TAIL		PICTURED_SKABIOSA_OR_DEVILS_BIT_LIKE_PLANT__IMAGE_HYPOTHESIS	bewahre die übrige Wurzel trocken auf	UNKNOWN_EXEMPLAR_TAIL_WITH_CONTEXTUAL_SOURCE_DEFAULT	V53_OR_V54_UNIT_DEFAULT_SUPERSEDES_EVENT_FLUENCY	SHORT_CARD_NEVER_INHERITS_THE_SENTENCE_SIZED_LOCAL_EXPANSION
