unit_id	unit_kind	folio_record_or_diagram	page	container_count	container_unit	event_count	event_unit	visible_owner_or_formal_role	selected_iatromedical_default_German	selected_nonmedical_rival_German	selected_content_decision	confidence	strongest_contradiction	text_status	direct_f68_f69_join	source_artifact
H1	HERBAL_RECORD	f10r_R1	f10r	2	FIELD	14	PROSE_CARD_EVENT	Skabiosen- oder Teufelsabbiss-nahe Wiesenpflanze	Von der abgebildeten Pflanze den unteren Wurzelstock nehmen, reinigen und zerkleinern. Mit gutem Wasser eine Arznei bereiten, davon ein vorgeschriebenes Mass verwenden und den Rest verwahren. Fuer einen zweiten Gebrauch die frische Bereitung mit dem vorigen Arbeitsstand verbinden und nur gelinde waermen.	Wurzelstoff wässern, als Standardzusatz ansetzen, Rest lagern.	MEDICAL_NARROW_LEAD	MITTEL	Wasser Wurzel Indikation und Waerme sind Artikelannahmen; nur 5 von 14 Ereignissen tragen Anker.	COMPLETE_RECORD_DEFAULT_NOT_CARD_MEANING	NONE	V53_SELECTED_FIVE_ARTICLES.tsv;V58_FOUR_ROLE_SELECTION.md
H2	HERBAL_RECORD	f10r_R2	f10r	3	FIELD	24	PROSE_CARD_EVENT	dieselbe skabiosenartige Bildpflanze	Die oberen Teile vor voller Bluete sammeln, zerquetschen und Saft oder Sud bereiten. Ein Mass davon mit der zuvor gewonnenen Zubereitung verbinden, mit Oel sanft bearbeiten und als aeusserliche Arznei verwahren.	Obere Teile ausziehen, mit Träger verbinden, zweite Charge buchen.	MEDICAL_NARROW_LEAD	NIEDRIG_MITTEL	Bluetenzeit Saft Oel und aeusserlicher Gebrauch sind nicht durch die Ankerfolge festgelegt.	COMPLETE_RECORD_DEFAULT_NOT_CARD_MEANING	NONE	V53_SELECTED_FIVE_ARTICLES.tsv;V58_FOUR_ROLE_SELECTION.md
H3	HERBAL_RECORD	f11r_R1	f11r	4	FIELD	17	PROSE_CARD_EVENT	kleine Schattenpflanze; Veilchen als Leitbild	Blueten und junge Teile im Fruehjahr nehmen, in Wein oder Wasser gelinde ausziehen, durch ein Tuch pressen und nochmals klaeren. Einen Teil zurueckbehalten; aus dem uebrigen Material eine warme Auflage bereiten und massweise gebrauchen.	Blüten-/Krautanteil ausziehen, filtrieren und getrennt verwahren.	MEDICAL_NARROW_LEAD	NIEDRIG_MITTEL	Nur 3 von 17 Ereignissen sind benannt; selbst die Pflanzenfamilie bleibt bildlich zweideutig.	COMPLETE_RECORD_DEFAULT_NOT_CARD_MEANING	NONE	V53_SELECTED_FIVE_ARTICLES.tsv;V58_FOUR_ROLE_SELECTION.md
H4	HERBAL_RECORD	f55v_R1	f55v	4	FIELD	18	PROSE_CARD_EVENT	breitblaettriges Heilkraut	Ein Mass frischer Blaetter zerkleinern, in Wein oder Wasser ausziehen und durch Tuch geben; die betroffene Stelle mit der Fluessigkeit waschen. Fuer eine zweite Bereitung die warmen Blaetter mit wenig Honig oder Oel verbinden und frisch auflegen.	Blattflotte und weichen Rest als zwei Arbeitsfraktionen führen.	MEDICAL_NARROW_LEAD	NIEDRIG_MITTEL	Allium und Wegerich liefern beide passende historische Verfahren; Medium und Anwendung sind Kontext.	COMPLETE_RECORD_DEFAULT_NOT_CARD_MEANING	NONE	V53_SELECTED_FIVE_ARTICLES.tsv;V58_FOUR_ROLE_SELECTION.md
H5	HERBAL_RECORD	f56r_R1	f56r	7	FIELD	27	PROSE_CARD_EVENT	feuchtlandliebende Druesen- oder Borstenpflanze	Eine kleine Menge des frischen ganzen Krauts sammeln, in mildem Wein oder Wasser ausziehen und mit wenig Honig bereiten. Blaetter Koepfe und Bluetenschaft getrennt trocknen; den frischen Auszug massweise bei Brust- oder Hustenbeschwerden verwenden.	Seltenes klebriges Feuchtlandmaterial klein dosieren und trocknen.	MEDICAL_NARROW_LEAD	NIEDRIG	21 von 27 Ereignissen sind opak und eine nahe Rezeptquelle um 1420 fehlt.	COMPLETE_RECORD_DEFAULT_NOT_CARD_MEANING	NONE	V53_SELECTED_FIVE_ARTICLES.tsv;V58_FOUR_ROLE_SELECTION.md
B1	BIOLOGICAL_RECORD	f81v_R1	f81v	24	FIELD	66	PROSE_CARD_EVENT	GRUNDBAD_UND_KREISLAUF	Den vorbereiteten Zusatz im unteren Becken ansetzen, mehrere gemessene Portionen mit dem vorhandenen Arbeitsstand verbinden und durch die sichtbaren Laeufe fuehren. Warm halten, mischen, stehen und klaeren lassen; nachfuellen und die fertige Portion ueber die erste Station weitergeben.	Hauptkreislauf temperieren, absetzen, klären und weitergeben.	NONMEDICAL_NARROW_LEAD	NIEDRIG_MITTEL	39 von 66 Ereignissen sind opak; Becken Ruecklauf und Anwendung stammen aus Bild und Genre.	COMPLETE_RECORD_DEFAULT_NOT_CARD_MEANING	NONE	V54_SELECTED_SIX_BIO_RECORDS.tsv;V58_FOUR_ROLE_SELECTION.md
B2	BIOLOGICAL_RECORD	f82r_R1	f82r	26	FIELD	62	PROSE_CARD_EVENT	EINZELNE_BAD_ODER_ANWENDUNGSSTATION	Eine gemessene Portion in ein temperiertes Teilbad oder Gefaess geben, zwischen mehreren Zugaengen bewegen, durch Tuch klaeren, ablassen und warm nachfuellen. Die bezeichnete Portion als Waschung Bad oder Auflage verwenden und die Schlussvarianten nacheinander buchen.	Einzelbecken füllen, bewegen, filtern, ablassen und nachfüllen.	NONMEDICAL_NARROW_LEAD	NIEDRIG_MITTEL	Baden Auflage Tuch und Koerperziel sind austauschbare Expansionen; die meisten Labels sind nur nahe bei Figuren oder Formen.	COMPLETE_RECORD_DEFAULT_NOT_CARD_MEANING	NONE	V54_SELECTED_SIX_BIO_RECORDS.tsv;V58_FOUR_ROLE_SELECTION.md
B3	BIOLOGICAL_RECORD	f83r_R1	f83r	38	FIELD	86	PROSE_CARD_EVENT	LANGER_IRRIGATIONS_UND_APPARATEZYKLUS	Die Fluessigkeit absetzen, warm nachfuellen, mischen, eintauchen oder baden, unten ablassen, wieder klaeren und am markierten Ort verwenden. Oeffnungen und Intervalle wechseln, Rueckstand behalten und Bad Filterung und Spuelung in mehreren Stationsgaengen wiederholen.	Wiederholten Mehrbecken-/Stationszyklus betreiben.	NONMEDICAL_NARROW_LEAD	NIEDRIG_MITTEL	50 von 86 Ereignissen sind opak; zwei klare Bildlabels gehoeren Auslaeufen ohne lokale Figur.	COMPLETE_RECORD_DEFAULT_NOT_CARD_MEANING	NONE	V54_SELECTED_SIX_BIO_RECORDS.tsv;V58_FOUR_ROLE_SELECTION.md
B4	BIOLOGICAL_RECORD	f83r_R2	f83r	20	FIELD	47	PROSE_CARD_EVENT	WARMER_NACHGANG_UND_FILTERUNG	Den bezeichneten Teil lauwarm spuelen, einen Anteil entnehmen, durch Tuch fuehren und als Auflage oder Waschung verwenden. Gefaess und unteren Lauf reinigen, ablassen, erneut ansetzen und warmes Wasser nachgiessen.	Bezeichneten Lauf warm reinigen, filtern und neu ansetzen.	NONMEDICAL_NARROW_LEAD	NIEDRIG_MITTEL	Auflegen oder Binden setzt einen Koerper voraus, waehrend der sichtbare Owner auch eine Station sein kann.	COMPLETE_RECORD_DEFAULT_NOT_CARD_MEANING	NONE	V54_SELECTED_SIX_BIO_RECORDS.tsv;V58_FOUR_ROLE_SELECTION.md
B5	BIOLOGICAL_RECORD	f83r_R3	f83r	5	FIELD	11	PROSE_CARD_EVENT	KURZER_WAERME_UND_UEBERGABENACHTRAG	Den Arbeitsbestand abziehen, einmal erwaermen, einen Zeitraum halten und mit dem vorigen Posten im vorgeschriebenen Mass zur naechsten sichtbaren Station weiterfuehren.	Restbestand erwärmen, halten und an nächste Station übergeben.	NONMEDICAL_NARROW_LEAD	NIEDRIG	Nur vier von elf Ereignissen tragen Anker und drei der fuenf Felder bleiben offen.	COMPLETE_RECORD_DEFAULT_NOT_CARD_MEANING	NONE	V54_SELECTED_SIX_BIO_RECORDS.tsv;V58_FOUR_ROLE_SELECTION.md
B6	BIOLOGICAL_RECORD	f83r_R4	f83r	2	FIELD	9	PROSE_CARD_EVENT	KALTER_OFFENER_FILTERGANG	Den vorhandenen Arbeitsstand ohne Kochen weiterfuehren, eine vorgeschriebene Portion durch Tuch oder eine einfache Oeffnung geben und an die sichtbare Zielstation bringen.	Kalten Vorlauf filtern und zum sichtbaren Ziel bringen.	NONMEDICAL_NARROW_LEAD	NIEDRIG	Sechs von neun Ereignissen sind opak und beide Felder offen; Person Tuch und Ziel bleiben Kontext.	COMPLETE_RECORD_DEFAULT_NOT_CARD_MEANING	NONE	V54_SELECTED_SIX_BIO_RECORDS.tsv;V58_FOUR_ROLE_SELECTION.md
