ledger_row_id	domain	page	unit_id	physical_line_or_locus	field_or_slot_id	event_index	surface	exact_opaque_id	opaque_id_status	formal_coordinates_or_diagram_role	formal_operation_German	selected_atomic_value_German	selected_atomic_status	global_default_mnemonic_German	mnemonic_license	licensed_context_prompt_German	local_event_or_slot_expansion	unit_reading_ref	closure_status	line_is_sentence	direct_f68_f69_join	semantic_contract	source_artifact
L0001	PROSE	f10r	H1	f10r.2	F0001	1	dchey	65f320e75510b2f38182	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[CHEY]	NONE_SELECTED	TEIL?	WEAK_MNEMONIC	TEIL?	V50_HOST_CHEY	NONE	Nimm die faserige untere Wurzel	H1	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0002	PROSE	f10r	H1	f10r.2	F0001	2	cthoor	dedc383b600397a301ee	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[CTHOOR]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	wasche sie in fließendem Wasser	H1	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0003	PROSE	f10r	H1	f10r.2	F0001	3	char	4d4559019a961b834aa1	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[AR]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	Daraus, aus demselben Ansatz	H1	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0004	PROSE	f10r	H1	f10r.2	F0001	4	chty	80ebbbbf238eee9f0aef	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[TY]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	Gleichmäßig bearbeiten	H1	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0005	PROSE	f10r	H1	f10r.2	F0001	5	os	df1098831679a8ad1b39	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[OS]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	zerstoße sie zu grobem Pulver	H1	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0006	PROSE	f10r	H1	f10r.2	F0001	6	chair	12efe866f335461823a6	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[AIR]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	gib Rotwein hinzu	H1	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0007	PROSE	f10r	H1	f10r.2	F0001	7	otytchol	62ff059766b21c7de083	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[OTYTCHOL]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	trinke es bei Magenschmerz	H1	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0008	PROSE	f10r	H1	f10r.2	F0001	8	oky	276a7c2d74d1143446f4	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[OKY]	NONE_SELECTED	VERWENDEN?	WEAK_MNEMONIC	VERWENDEN?	V51_CARD_OKY;V56_P06	NONE	Die aktive Portion verwenden	H1	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0009	PROSE	f10r	H1	f10r.2	F0001	9	daiin	2f1c5e56e8f0ff459065	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[AIIN]	NONE_SELECTED	MASS?	WEAK_MNEMONIC	MASS?	V51_CARD_AIIN;V56_P05	VORGABEPARAMETER?	Ein vorgeschriebenes Maß	H1	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0010	PROSE	f10r	H1	f10r.2	F0001	10	etyd	a6939862e33ece5a0483	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[ETYD]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	bewahre die übrige Wurzel trocken auf	H1	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0011	PROSE	f10r	H1	f10r.5	F0002	1	qokchy	9ad66e67803a12e745de	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[OKCHY]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	gebrauche die frisch bereitete Arznei	H1	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0012	PROSE	f10r	H1	f10r.5	F0002	2	qotchol	e8a6105b5c3a6220b440	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	FRAME_OT(UNKNOWN_HOST[CHOL])	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	wende sie warm an	H1	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0013	PROSE	f10r	H1	f10r.5	F0002	3	chol	dcda95c81a5460feb191	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	FRAME_O(LINK)	AKTIVEN ARBEITSSTAND VERKNUEPFEN	VERKNÜPFEN	FORMAL_OPERATION	UNKNOWN_EXEMPLAR	NONE	AKTIVEN ARBEITSSTAND VERKNUEPFEN	Mit der vorigen Zubereitung weiter	H1	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0014	PROSE	f10r	H1	f10r.5	F0002	4	cthy	e0b630cb1b5df5e7105b	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[CTHY]	NONE_SELECTED	BEREIT?	WEAK_MNEMONIC	BEREIT?	V51_CARD_CTHY;V56_P07	NONE	Sobald die Zubereitung gebrauchsfertig ist	H1	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0015	PROSE	f10r	H2	f10r.6	F0003	1	ycheor	7249edc4df3419c26999	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[YCHEOR]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	sie wächst auf feuchtem Wiesengrund	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0016	PROSE	f10r	H2	f10r.6	F0003	2	cthy	e0b630cb1b5df5e7105b	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[CTHY]	NONE_SELECTED	BEREIT?	WEAK_MNEMONIC	BEREIT?	V51_CARD_CTHY;V56_P07	NONE	Sobald die Zubereitung gebrauchsfertig ist	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0017	PROSE	f10r	H2	f10r.6	F0003	3	chor	7a4bb8136330ee4e6e56	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[OR]	NONE_SELECTED	BEREITUNG?	WEAK_MNEMONIC	BEREITUNG?	V50_HOST_OR;V56_P08	NONE	Die bereitete Arbeitsflüssigkeit	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0018	PROSE	f10r	H2	f10r.6	F0003	4	cthaiin	f3c23f42baf625639e1e	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[CTH] + <ARG_AIIN>	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	gib den ausgepressten Saft hinzu	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0019	PROSE	f10r	H2	f10r.6	F0003	5	qoctholy	af816c04e65874a0f2fa	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[OCTHOLY]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	koche es sanft	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0020	PROSE	f10r	H2	f10r.6	F0003	6	dy	b921a237be883a820352	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[Y]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	Diese aktive Portion	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0021	PROSE	f10r	H2	f10r.6	F0003	7	chy	b921a237be883a820352	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[Y]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	Diese aktive Portion	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0022	PROSE	f10r	H2	f10r.6	F0003	8	taiin	2f1c5e56e8f0ff459065	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[AIIN]	NONE_SELECTED	MASS?	WEAK_MNEMONIC	MASS?	V51_CARD_AIIN;V56_P05	NONE	Ein vorgeschriebenes Maß	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0023	PROSE	f10r	H2	f10r.6	F0003	9	shy	b921a237be883a820352	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[Y]	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	Diese aktive Portion	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0024	PROSE	f10r	H2	f10r.8	F0004	1	qotchor	10488b911aae52b3b334	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	FRAME_OT(UNKNOWN_HOST[CHOR])	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	vor der Blüte gesammelt	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0025	PROSE	f10r	H2	f10r.8	F0004	2	chor	7a4bb8136330ee4e6e56	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	UNKNOWN_HOST[OR]	NONE_SELECTED	BEREITUNG?	WEAK_MNEMONIC	BEREITUNG?	V50_HOST_OR;V56_P08	NONE	Die bereitete Arbeitsflüssigkeit	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
L0026	PROSE	f10r	H2	f10r.8	F0004	3	otol	497cbd9c7401810ff56b	OPAQUE_EXACT_JOINT_TUPLE_NOT_WORD	FRAME_OT(UNKNOWN_HOST[OL])	NONE_SELECTED	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONE	NONE	eine Handvoll	H2	NONCLOSE	NO	NONE	PROSE_EXACT_FORMAL_MNEMONIC_OR_UNKNOWN_PLUS_LOCAL_UNIT_EXPANSION	V49_SELECTED_381_EVENT_INTERLINEAR.tsv
