page	locus	unit_id	record	line	event_index	surface	local_exemplar_id	image_or_position_owner	source_level_default_English	default_status	semantic_group_status	legacy_source_class	legacy_confidence	inheritance_context_rule	prose_card_value_imported	direct_f68r1_f69v_mapping
f67r2	f67r2.1	A1	DIAGRAM	f67r2.1	1	ykshy	ASTRO_f67r2_001_01	DIAGRAM_POSITION_IN_7_12_CONFIGURATION_SELECTOR	Aries: protect the head and face; avoid invasive treatment there	LOCAL_IATROMEDICAL_SELECTOR_EXPANSION_NOT_GROUP_GLOSS	UNKNOWN_LOCAL_EXEMPLAR_LABEL	ZODIAC_BODY_SAFETY_SELECTOR	.36	V21 local twelvefold melothesia expansion; no phonetic label claim.	NO	NONE
f67r2	f67r2.1	A1	DIAGRAM	f67r2.1	2	s	ASTRO_f67r2_001_02	DIAGRAM_POSITION_IN_7_12_CONFIGURATION_SELECTOR	its ruling quality	LOCAL_IATROMEDICAL_SELECTOR_EXPANSION_NOT_GROUP_GLOSS	UNKNOWN_LOCAL_EXEMPLAR_LABEL	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	NO	NONE
f67r2	f67r2.1	A1	DIAGRAM	f67r2.1	3	aram	ASTRO_f67r2_001_03	DIAGRAM_POSITION_IN_7_12_CONFIGURATION_SELECTOR	its application rule	LOCAL_IATROMEDICAL_SELECTOR_EXPANSION_NOT_GROUP_GLOSS	UNKNOWN_LOCAL_EXEMPLAR_LABEL	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	NO	NONE
f67r2	f67r2.2	A1	DIAGRAM	f67r2.2	1	ykecho	ASTRO_f67r2_002_01	DIAGRAM_POSITION_IN_7_12_CONFIGURATION_SELECTOR	Taurus: protect the neck and throat; avoid invasive treatment there	LOCAL_IATROMEDICAL_SELECTOR_EXPANSION_NOT_GROUP_GLOSS	UNKNOWN_LOCAL_EXEMPLAR_LABEL	ZODIAC_BODY_SAFETY_SELECTOR	.36	V21 local twelvefold melothesia expansion; no phonetic label claim.	NO	NONE
f67r2	f67r2.2	A1	DIAGRAM	f67r2.2	2	ols	ASTRO_f67r2_002_02	DIAGRAM_POSITION_IN_7_12_CONFIGURATION_SELECTOR	its ruling quality	LOCAL_IATROMEDICAL_SELECTOR_EXPANSION_NOT_GROUP_GLOSS	UNKNOWN_LOCAL_EXEMPLAR_LABEL	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	NO	NONE
f67r2	f67r2.2	A1	DIAGRAM	f67r2.2	3	eesydy	ASTRO_f67r2_002_03	DIAGRAM_POSITION_IN_7_12_CONFIGURATION_SELECTOR	its application rule	LOCAL_IATROMEDICAL_SELECTOR_EXPANSION_NOT_GROUP_GLOSS	UNKNOWN_LOCAL_EXEMPLAR_LABEL	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	NO	NONE
f67r2	f67r2.3	A1	DIAGRAM	f67r2.3	1	ey	ASTRO_f67r2_003_01	DIAGRAM_POSITION_IN_7_12_CONFIGURATION_SELECTOR	Gemini: protect the shoulders, arms and hands; avoid invasive treatment there	LOCAL_IATROMEDICAL_SELECTOR_EXPANSION_NOT_GROUP_GLOSS	UNKNOWN_LOCAL_EXEMPLAR_LABEL	ZODIAC_BODY_SAFETY_SELECTOR	.36	V21 local twelvefold melothesia expansion; no phonetic label claim.	NO	NONE
f67r2	f67r2.3	A1	DIAGRAM	f67r2.3	2	shs	ASTRO_f67r2_003_02	DIAGRAM_POSITION_IN_7_12_CONFIGURATION_SELECTOR	its ruling quality	LOCAL_IATROMEDICAL_SELECTOR_EXPANSION_NOT_GROUP_GLOSS	UNKNOWN_LOCAL_EXEMPLAR_LABEL	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	NO	NONE
f67r2	f67r2.3	A1	DIAGRAM	f67r2.3	3	okar	ASTRO_f67r2_003_03	DIAGRAM_POSITION_IN_7_12_CONFIGURATION_SELECTOR	its application rule	LOCAL_IATROMEDICAL_SELECTOR_EXPANSION_NOT_GROUP_GLOSS	UNKNOWN_LOCAL_EXEMPLAR_LABEL	ZODIAC_DIVISION	.30	Label role is inherited from the drawn twelvefold selector locus.	NO	NONE
f67r2	f67r2.4	A1	DIAGRAM	f67r2.4	1	shekchy	ASTRO_f67r2_004_01	DIAGRAM_POSITION_IN_7_12_CONFIGURATION_SELECTOR	Cancer: protect the chest and breast; avoid invasive treatment there	LOCAL_IATROMEDICAL_SELECTOR_EXPANSION_NOT_GROUP_GLOSS	UNKNOWN_LOCAL_EXEMPLAR_LABEL	ZODIAC_BODY_SAFETY_SELECTOR	.36	V21 local twelvefold melothesia expansion; no phonetic label claim.	NO	NONE
