field_id	page	physical_line	record_number	unit_id	field_ordinal	event_count	surface_sequence	exact_opaque_id_sequence	formal_sequence	formal_operation_sequence_German	global_mnemonic_sequence_German	licensed_context_prompt_sequence_German	closure_status	creative_local_field_expansion_German_V49	unit_reading_ref	line_is_sentence	field_grammar	text_completion_contract	source_artifact
F0001	f10r	f10r.2	1	H1	1	10	dchey cthoor char chty os chair otytchol oky daiin etyd	65f320e75510b2f38182 | dedc383b600397a301ee | 4d4559019a961b834aa1 | 80ebbbbf238eee9f0aef | df1098831679a8ad1b39 | 12efe866f335461823a6 | 62ff059766b21c7de083 | 276a7c2d74d1143446f4 | 2f1c5e56e8f0ff459065 | a6939862e33ece5a0483	UNKNOWN_HOST[CHEY] | UNKNOWN_HOST[CTHOOR] | UNKNOWN_HOST[AR] | UNKNOWN_HOST[TY] | UNKNOWN_HOST[OS] | UNKNOWN_HOST[AIR] | UNKNOWN_HOST[OTYTCHOL] | UNKNOWN_HOST[OKY] | UNKNOWN_HOST[AIIN] | UNKNOWN_HOST[ETYD]	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED	TEIL? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | VERWENDEN? | MASS? | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE | NONE | NONE | NONE | NONE | VORGABEPARAMETER? | NONE	OPEN	Nimm die faserige untere Wurzel ; wasche sie in fließendem Wasser ; Daraus, aus demselben Ansatz ; Gleichmäßig bearbeiten ; zerstoße sie zu grobem Pulver ; gib Rotwein hinzu ; trinke es bei Magenschmerz ; Die aktive Portion verwenden ; Ein vorgeschriebenes Maß ; bewahre die übrige Wurzel trocken auf	H1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0002	f10r	f10r.5	1	H1	1	4	qokchy qotchol chol cthy	9ad66e67803a12e745de | e8a6105b5c3a6220b440 | dcda95c81a5460feb191 | e0b630cb1b5df5e7105b	UNKNOWN_HOST[OKCHY] | FRAME_OT(UNKNOWN_HOST[CHOL]) | FRAME_O(LINK) | UNKNOWN_HOST[CTHY]	NONE_SELECTED | NONE_SELECTED | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE_SELECTED	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | BEREIT?	NONE | NONE | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE	OPEN	gebrauche die frisch bereitete Arznei ; wende sie warm an ; Mit der vorigen Zubereitung weiter ; Sobald die Zubereitung gebrauchsfertig ist	H1	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0003	f10r	f10r.6	2	H2	1	9	ycheor cthy chor cthaiin qoctholy dy chy taiin shy	7249edc4df3419c26999 | e0b630cb1b5df5e7105b | 7a4bb8136330ee4e6e56 | f3c23f42baf625639e1e | af816c04e65874a0f2fa | b921a237be883a820352 | b921a237be883a820352 | 2f1c5e56e8f0ff459065 | b921a237be883a820352	UNKNOWN_HOST[YCHEOR] | UNKNOWN_HOST[CTHY] | UNKNOWN_HOST[OR] | UNKNOWN_HOST[CTH] + <ARG_AIIN> | UNKNOWN_HOST[OCTHOLY] | UNKNOWN_HOST[Y] | UNKNOWN_HOST[Y] | UNKNOWN_HOST[AIIN] | UNKNOWN_HOST[Y]	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | BEREIT? | BEREITUNG? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | MASS? | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE | NONE | NONE | NONE | NONE | NONE	OPEN	sie wächst auf feuchtem Wiesengrund ; Sobald die Zubereitung gebrauchsfertig ist ; Die bereitete Arbeitsflüssigkeit ; gib den ausgepressten Saft hinzu ; koche es sanft ; Diese aktive Portion ; Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion	H2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0004	f10r	f10r.8	2	H2	1	8	qotchor chor otol chol cholor chol daiin dar	10488b911aae52b3b334 | 7a4bb8136330ee4e6e56 | 497cbd9c7401810ff56b | dcda95c81a5460feb191 | dec401773c1f0347793d | dcda95c81a5460feb191 | 2f1c5e56e8f0ff459065 | 4d4559019a961b834aa1	FRAME_OT(UNKNOWN_HOST[CHOR]) | UNKNOWN_HOST[OR] | FRAME_OT(UNKNOWN_HOST[OL]) | FRAME_O(LINK) | UNKNOWN_HOST[OLOR] | FRAME_O(LINK) | UNKNOWN_HOST[AIIN] | UNKNOWN_HOST[AR]	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE_SELECTED | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | BEREITUNG? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | ZUVOR? | UNKNOWN_EXEMPLAR | MASS? | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | AKTIVEN ARBEITSSTAND VERKNUEPFEN | NONE | AKTIVEN ARBEITSSTAND VERKNUEPFEN | VORGABEPARAMETER? | NONE	OPEN	vor der Blüte gesammelt ; Die bereitete Arbeitsflüssigkeit ; eine Handvoll ; Mit der vorigen Zubereitung weiter ; Aus dem vorigen Ansatz entnehmen ; Mit der vorigen Zubereitung weiter ; Ein vorgeschriebenes Maß ; Daraus, aus demselben Ansatz	H2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0005	f10r	f10r.9	2	H2	1	7	oykchor shor chor chy kaiiin dy chodaiin	27d97af8c96eb056c2e6 | 7a4bb8136330ee4e6e56 | 7a4bb8136330ee4e6e56 | b921a237be883a820352 | 409de02322e7b2ca0c62 | b921a237be883a820352 | 834825c61d048a6b5628	UNKNOWN_HOST[OYKCHOR] | UNKNOWN_HOST[OR] | UNKNOWN_HOST[OR] | UNKNOWN_HOST[Y] | UNKNOWN_HOST[KAIIIN] | UNKNOWN_HOST[Y] | FRAME_O(UNKNOWN_HOST[D] + <ARG_AIIN>)	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | BEREITUNG? | BEREITUNG? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE | NONE | NONE | NONE	OPEN	wenn sich die Blüte geöffnet hat ; Die bereitete Arbeitsflüssigkeit ; Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; bis ein bitterer Geschmack bleibt ; Diese aktive Portion ; bewahre diesen Anteil unter Öl	H2	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0006	f11r	f11r.1	1	H3	1	7	tshol schoal cfhy shfydaiin cphy shey tchody	953ad19b79517fc8a211 | 428a5e3662aa57b4b256 | bdad9f9ea8b80f141496 | a8af08e69edab8e54f15 | deb377381ceaf55ea310 | b5df9126607030b95175 | 2e2027b1951d79911e24	UNKNOWN_HOST[SHOL] | UNKNOWN_HOST[CHO] + <ARG_AL> | UNKNOWN_HOST[CFHY] | UNKNOWN_HOST[FYD] + <ARG_AIIN> | UNKNOWN_HOST[CPHY] | UNKNOWN_HOST[EY] | CLOSE(UNKNOWN_HOST[CHO])	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | KLAR? | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE | NONE | NONE | NONE	CLOSED	sammle die Wurzel im Frühjahr ; vom schattigen Waldort ; bevor sich die Blütenkrone öffnet ; presse die gequetschte Wurzel durch ein Tuch ; seihe die Flüssigkeit ein zweites Mal ; Bis die Flüssigkeit klar abläuft ; lasse die geseihte Flüssigkeit offen abkühlen	H3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0007	f11r	f11r.1	1	H3	2	1	shoyty	577c03a928d674d420d7	UNKNOWN_HOST[OYTY]	NONE_SELECTED	UNKNOWN_EXEMPLAR	NONE	OPEN	behalte die Blütenkrone zurück	H3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0008	f11r	f11r.4	1	H3	1	5	dchol chy kchy dy daiin	d665560c8ff80799a82c | b921a237be883a820352 | b2812c8283c3a62438bd | b921a237be883a820352 | 2f1c5e56e8f0ff459065	UNKNOWN_HOST[CHOL] | UNKNOWN_HOST[Y] | UNKNOWN_HOST[KCHY] | UNKNOWN_HOST[Y] | UNKNOWN_HOST[AIIN]	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | MASS?	NONE | NONE | NONE | NONE | VORGABEPARAMETER?	OPEN	von diesem abgebildeten Simplex ; Diese aktive Portion ; binde es auf die geschwollene Stelle ; Diese aktive Portion ; Ein vorgeschriebenes Maß	H3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0009	f11r	f11r.7	1	H3	1	4	qotchy okchol cthy dy	a48efd6c4491a046ba78 | 322281bd391aa621f568 | e0b630cb1b5df5e7105b | b921a237be883a820352	FRAME_OT(UNKNOWN_HOST[CHY]) | UNKNOWN_HOST[OKCHOL] | UNKNOWN_HOST[CTHY] | UNKNOWN_HOST[Y]	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | BEREIT? | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE	OPEN	bereite aus den Blättern einen warmen Umschlag ; lege ihn warm auf ; Sobald die Zubereitung gebrauchsfertig ist ; Diese aktive Portion	H3	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0010	f55v	f55v.5	1	H4	1	5	qokaiin chaiin ykain ykan ody	b5fcea1eaed06b2f2291 | 2f1c5e56e8f0ff459065 | 403c1592f918c8f23b88 | d929a14ec45749b2e805 | 97cc9ac109148723c472	SET(<ARG_AIIN>) | UNKNOWN_HOST[AIIN] | UNKNOWN_HOST[YK] + <ARG_AIN> | UNKNOWN_HOST[YKAN] | CLOSE(UNKNOWN_HOST[O])	STANDARDSLOT SETZEN | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | MASS? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	STANDARDSLOT SETZEN | NONE | NONE | NONE | NONE	CLOSED	beginne den nächsten abgemessenen Posten ; Ein vorgeschriebenes Maß ; koche das breite Blatt sanft ; in Weißwein ; lasse es ziehen, bis die Flüssigkeit klar ist	H4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0011	f55v	f55v.5	1	H4	2	3	daiin chedy talam	2f1c5e56e8f0ff459065 | 6f7ff8287eddf4da9fdb | e026af581c99322fbd46	UNKNOWN_HOST[AIIN] | VARIANT_D(UNKNOWN_HOST[Y]) | CLOSE_B3(UNKNOWN_HOST[ALA])	NONE_SELECTED | NONE_SELECTED | FELDABSCHLUSS	MASS? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	VORGABEPARAMETER? | NONE | NONE	CLOSED	Ein vorgeschriebenes Maß ; rühre, bis alles gleichmäßig vermischt ist ; wasche die wunde Stelle einmal	H4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0012	f55v	f55v.11	1	H4	1	4	ykaiin cheoar cheeky oldy	f7dc90b2c31fd341f0a4 | 807591efc3d3f7ddbfab | 2c1a5fd92b9e3c762242 | 1b1ffdd869fb1429ad03	UNKNOWN_HOST[YK] + <ARG_AIIN> | UNKNOWN_HOST[O] + <ARG_AR> | UNKNOWN_HOST[EKY] | CLOSE(FRAME_O(LINK))	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | VERKNÜPFEN + FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE	CLOSED	für den zweiten Arzneigebrauch ; gib Weißwein hinzu ; solange es noch warm ist ; koche sanft und beende diesen Arbeitsschritt	H4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0013	f55v	f55v.11	1	H4	2	6	aiin okal oltchy or y orain	2f1c5e56e8f0ff459065 | 308e8ea2d5d190c498e8 | 204b04837409088c48f9 | 7a4bb8136330ee4e6e56 | b921a237be883a820352 | 6afeb5c9ab9f6cbdea0d	UNKNOWN_HOST[AIIN] | SET(<ARG_AL>) | UNKNOWN_HOST[OLTCHY] | UNKNOWN_HOST[OR] | UNKNOWN_HOST[Y] | UNKNOWN_HOST[OR] + <ARG_AIN>	NONE_SELECTED | LOKALEN RELATIONSSLOT SETZEN | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED	MASS? | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | BEREITUNG? | UNKNOWN_EXEMPLAR | BEREITUNG?	NONE | LOKALEN RELATIONSSLOT SETZEN | NONE | NONE | NONE | NONE	OPEN	Ein vorgeschriebenes Maß ; mische beide Anteile zusammen ; bewahre es in einem bedeckten Gefäß ; Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; gebrauche die fertige Flüssigkeit frisch	H4	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0014	f56r	f56r.5	1	H5	1	4	chochor cho chodaly daiin	b9d7b6d68209a9019e7a | 2cc054357a929df85f64 | 0ec6a45e2950e8e7061d | 2f1c5e56e8f0ff459065	FRAME_O(UNKNOWN_HOST[CHOR]) | UNKNOWN_HOST[O] | UNKNOWN_HOST[ODALY] | UNKNOWN_HOST[AIIN]	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | MASS?	NONE | NONE | NONE | VORGABEPARAMETER?	OPEN	sammle die Pflanze im Frühjahr ; nimm danach den folgenden Zusatz oder Pflanzenteil ; die dünne untere Wurzel ; Ein vorgeschriebenes Maß	H5	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0015	f56r	f56r.7	1	H5	1	5	sho kchol otchor choky dal	2cc054357a929df85f64 | 893c570f3fa3fce99711 | 10488b911aae52b3b334 | 276a7c2d74d1143446f4 | dd0ecaf5e27d81befffc	UNKNOWN_HOST[O] | UNKNOWN_HOST[KCHOL] | FRAME_OT(UNKNOWN_HOST[CHOR]) | UNKNOWN_HOST[OKY] | UNKNOWN_HOST[AL]	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | VERWENDEN? | AN?	NONE | NONE | NONE | NONE | NONE	OPEN	nimm danach den folgenden Zusatz oder Pflanzenteil ; lasse es in Weißwein ziehen ; vor der Blüte gesammelt ; Die aktive Portion verwenden ; An die bezeichnete Zielstelle führen	H5	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0016	f56r	f56r.8	1	H5	1	4	schol choy choky cheeckhody	d665560c8ff80799a82c | c10aec6d4dd877ec8bd8 | 276a7c2d74d1143446f4 | 95987d6f198d6d247511	UNKNOWN_HOST[CHOL] | FRAME_O(UNKNOWN_HOST[Y]) | UNKNOWN_HOST[OKY] | CLOSE(UNKNOWN_HOST[ECKHO])	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | FELDABSCHLUSS	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | VERWENDEN? | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE	CLOSED	von diesem abgebildeten Simplex ; die auf feuchter schattiger Heide wächst ; Die aktive Portion verwenden ; lasse das Pflaster unbedeckt trocknen	H5	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0017	f56r	f56r.12	1	H5	1	4	sh cho kchey qokokchy	ad3581d3144f69a5912d | 2cc054357a929df85f64 | b74e9e65637b7c8538dd | 1322bc176443fc2a8a86	UNKNOWN_HOST[H] | UNKNOWN_HOST[O] | UNKNOWN_HOST[KCHEY] | UNKNOWN_HOST[OKOKCHY]	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE | NONE	OPEN	ihren kleinen Samen- oder Knospenkopf ; nimm danach den folgenden Zusatz oder Pflanzenteil ; das getrocknete schmale Blatt ; trockne es im Schatten	H5	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
F0018	f56r	f56r.13	1	H5	1	3	okchy chokcheo kchal	9ad66e67803a12e745de | 087a47b5423438cd6b6a | 75a523fcf039b006f97b	UNKNOWN_HOST[OKCHY] | UNKNOWN_HOST[OKCHEO] | UNKNOWN_HOST[KCH] + <ARG_AL>	NONE_SELECTED | NONE_SELECTED | NONE_SELECTED	UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR | UNKNOWN_EXEMPLAR	NONE | NONE | NONE	OPEN	gebrauche die frisch bereitete Arznei ; trinke es bei Magenschmerz ; bewahre den Rest trocken im Schatten	H5	NO	NONCLOSE* TERMINAL?	LOCAL_FIELD_EXPANSION_PLUS_COMPLETE_UNIT_DEFAULT	V49_SELECTED_135_FIELD_TRANSLATION.tsv
