unified_serial	unified_id	section	unit_id	page	locus	local_container	opaque_identity	local_owner	local_namespace	autonomous_operational_class	autonomous_readback_token	visible_group_count	source_token_count	read_once_status	owner_reset_status	optional_master_gloss	occurrence_bound_exemplar	occurrence_content_confidence	purpose_lead_unit_role	purpose_rival_unit_role	strongest_local_rival	strongest_local_contradiction	order_join_policy	semantic_ceiling
1	P:E001	HERBAL	H1	f10r	f10r.2	F001	65f320e75510b2f38182	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Von der abgebildeten, unbenannten Pflanze nimm einen Teil der Wurzel]	0.36	Illustrated simple-drug article: root/water preparation, use, and storage.	Natural-specimen/material sheet: root fraction, wet processing, and storage assay.	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H1 als Rohstofflos dem lokalen Posten eröffnen.	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Wurzelteil.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
2	P:E002	HERBAL	H1	f10r	f10r.2	F001	dedc383b600397a301ee	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Säubere ihn]	0.32	Illustrated simple-drug article: root/water preparation, use, and storage.	Natural-specimen/material sheet: root fraction, wet processing, and storage assay.	Technischer Pflanzenmaterial-Rivale: unteren Wurzelstock als sichtbaren Pflanzenteil wählen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Reinigung.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
3	P:E003	HERBAL	H1	f10r	f10r.2	F001	4d4559019a961b834aa1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Führe ihn als denselben Arbeitsansatz weiter]	0.34	Illustrated simple-drug article: root/water preparation, use, and storage.	Natural-specimen/material sheet: root fraction, wet processing, and storage assay.	Technischer Pflanzenmaterial-Rivale: Erde und Fremdstoff mit Wasser abwaschen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
4	P:E004	HERBAL	H1	f10r	f10r.2	F001	80ebbbbf238eee9f0aef	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Zerschneide ihn]	0.32	Illustrated simple-drug article: root/water preparation, use, and storage.	Natural-specimen/material sheet: root fraction, wet processing, and storage assay.	Technischer Pflanzenmaterial-Rivale: beschädigte Fasern aussortieren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Zerschneiden.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
5	P:E005	HERBAL	H1	f10r	f10r.2	F001	df1098831679a8ad1b39	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Gib die Stücke in ein Gefäß]	0.25	Illustrated simple-drug article: root/water preparation, use, and storage.	Natural-specimen/material sheet: root fraction, wet processing, and storage assay.	Technischer Pflanzenmaterial-Rivale: sauberen Wurzelstock grob schneiden.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Gefäß.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
6	P:E006	HERBAL	H1	f10r	f10r.2	F001	12efe866f335461823a6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Gieße Quellwasser darüber]	0.24	Illustrated simple-drug article: root/water preparation, use, and storage.	Natural-specimen/material sheet: root fraction, wet processing, and storage assay.	Technischer Pflanzenmaterial-Rivale: Schnittgut im Mazeriergefäß mit Wasser bedecken.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Quellwasser.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
7	P:E007	HERBAL	H1	f10r	f10r.2	F001	62ff059766b21c7de083	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Fange den ersten Auszug in einem Glas auf]	0.29	Illustrated simple-drug article: root/water preparation, use, and storage.	Natural-specimen/material sheet: root fraction, wet processing, and storage assay.	Technischer Pflanzenmaterial-Rivale: Auszug umrühren und eine Prüfportion abnehmen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Auszug, Glas.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
8	P:E008	HERBAL	H1	f10r	f10r.2	F001	276a7c2d74d1143446f4	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Gebrauche diesen Auszug innerlich]	0.46	Illustrated simple-drug article: root/water preparation, use, and storage.	Natural-specimen/material sheet: root fraction, wet processing, and storage assay.	Technischer Pflanzenmaterial-Rivale: aktive Prüfportion=dem lokalen Posten; Arbeitsziel=Musterstreifen dem lokalen Posten.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Auszug, innerlicher Gebrauch.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
9	P:E009	HERBAL	H1	f10r	f10r.2	F001	2f1c5e56e8f0ff459065	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	FORMAL_PARAMETER_CHANNEL	[FORMAL:VORGABEPARAMETER; KEIN_WORT]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Nimm davon das örtlich vorgeschriebene kleine Maß]	0.46	Illustrated simple-drug article: root/water preparation, use, and storage.	Natural-specimen/material sheet: root fraction, wet processing, and storage assay.	Technischer Pflanzenmaterial-Rivale: Sollwert für die Prüfportion in das Losregister eintragen.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
10	P:E010	HERBAL	H1	f10r	f10r.2	F001	a6939862e33ece5a0483	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PROSE_EXACT_CARD_REGISTER	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	1	1	ORDINARY_VISIBLE_SOURCE_TOKEN	NO	NONE	[EXEMPLAR:Gebrauche es bei Stechen im Leib und verwahre den übrigen Wurzelvorrat verschlossen]	0.18	Illustrated simple-drug article: root/water preparation, use, and storage.	Natural-specimen/material sheet: root fraction, wet processing, and storage assay.	Technischer Pflanzenmaterial-Rivale: trockenen Rest als dem lokalen Posten verwahren.	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Leibschmerz, Vorratsgefäß.	PROSE_PHYSICAL_ORDER__STATEMENT_MAY_CROSS_LINE__OWNER_RESET_OVERRIDES_CONTINUITY	OCCURRENCE_BOUND_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_LANGUAGE_PLAINTEXT_OR_TRANSLATION
