field_id	record_unit_id	page	locus	statement_id	visible_event_count	independent_source_positions	event_serials	source_position_ids	exact_card_order	operational_formal_order	optional_master_gloss_order	local_owner	owner_reset_events	parse_status	derived_formal_visible_atoms	master_memorized_visible_expansions	master_memorized_field_content	leading_content_model	rival_content_model	rival_field_content	strongest_contradiction	semantic_recovery_without_master	new_word_contribution	canonical_ceiling
F001	H1	f10r	f10r.2	H1-S001	10	10	1|2|3|4|5|6|7|8|9|10	S001|S002|S003|S004|S005|S006|S007|S008|S009|S010	65f320e75510b2f38182|dedc383b600397a301ee|4d4559019a961b834aa1|80ebbbbf238eee9f0aef|df1098831679a8ad1b39|12efe866f335461823a6|62ff059766b21c7de083|276a7c2d74d1143446f4|2f1c5e56e8f0ff459065|a6939862e33ece5a0483	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_PARAMETER_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE|NONE|NONE|NONE|NONE|NONE|NONE	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	AMBIGUOUS	10	10	Von der abgebildeten, unbenannten Pflanze nimm einen Teil der Wurzel. Säubere ihn. Führe ihn als denselben Arbeitsansatz weiter. Zerschneide ihn. Gib die Stücke in ein Gefäß. Gieße Quellwasser darüber. Fange den ersten Auszug in einem Glas auf. Gebrauche diesen Auszug innerlich. Nimm davon das örtlich vorgeschriebene kleine Maß. Gebrauche es bei Stechen im Leib und verwahre den übrigen Wurzelvorrat verschlossen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H1 als Rohstofflos dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: unteren Wurzelstock als sichtbaren Pflanzenteil wählen. Technischer Pflanzenmaterial-Rivale: Erde und Fremdstoff mit Wasser abwaschen. Technischer Pflanzenmaterial-Rivale: beschädigte Fasern aussortieren. Technischer Pflanzenmaterial-Rivale: sauberen Wurzelstock grob schneiden. Technischer Pflanzenmaterial-Rivale: Schnittgut im Mazeriergefäß mit Wasser bedecken. Technischer Pflanzenmaterial-Rivale: Auszug umrühren und eine Prüfportion abnehmen. Technischer Pflanzenmaterial-Rivale: aktive Prüfportion=dem lokalen Posten; Arbeitsziel=Musterstreifen dem lokalen Posten. Technischer Pflanzenmaterial-Rivale: Sollwert für die Prüfportion in das Losregister eintragen. Technischer Pflanzenmaterial-Rivale: trockenen Rest als dem lokalen Posten verwahren.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	0	0	FIELD_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_TRANSLATION
F002	H1	f10r	f10r.5	H1-S002	4	4	11|12|13|14	S011|S012|S013|S014	9ad66e67803a12e745de|e8a6105b5c3a6220b440|dcda95c81a5460feb191|e0b630cb1b5df5e7105b	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_LINK_OR_SLOT|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|ET?|NONE	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	AMBIGUOUS	4	4	Nimm erneut von dem frischen ersten Auszug. Erwärme ihn gelinde. Führe ihn als denselben laufenden Ansatz fort. Sobald er zum Gebrauch bereit ist, gebrauche ihn.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: gelagerten Wurzelrest dem lokalen Posten aufnehmen. Technischer Pflanzenmaterial-Rivale: zweiten Auszug gelinde erwärmen. Technischer Pflanzenmaterial-Rivale: formale Verknüpfung mit dem laufenden Wurzelauszug dem lokalen Posten buchen. Technischer Pflanzenmaterial-Rivale: Arbeitsstand dem lokalen Posten freigeben.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	0	0	FIELD_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_TRANSLATION
F003	H2	f10r	f10r.6	H2-S001	9	9	15|16|17|18|19|20|21|22|23	S015|S016|S017|S018|S019|S020|S021|S022|S023	7249edc4df3419c26999|e0b630cb1b5df5e7105b|7a4bb8136330ee4e6e56|f3c23f42baf625639e1e|af816c04e65874a0f2fa|b921a237be883a820352|b921a237be883a820352|2f1c5e56e8f0ff459065|b921a237be883a820352	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_PARAMETER_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE|NONE|NONE|NONE|NONE|NONE	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	AMBIGUOUS	9	9	Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze. Sammle sie, wenn sie sich eben öffnen. Führe sie als frischen Ansatz. Zerstoße das Kraut. Presse den Saft durch ein Tuch. Fange die erste Fraktion auf. Gib Olivenöl hinzu. Nimm das örtlich vorgeschriebene Maß. Erwärme gelinde.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H2 als Oberteil-Los dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: Erntegut als verarbeitungsbereit markieren. Technischer Pflanzenmaterial-Rivale: gepresste Arbeitsflüssigkeit dem lokalen Posten als aktiven Ansatz führen. Technischer Pflanzenmaterial-Rivale: Stängel und obere Blätter grob quetschen. Technischer Pflanzenmaterial-Rivale: austretende Pflanzenflüssigkeit auffangen. Technischer Pflanzenmaterial-Rivale: Pressgut mit Wasser nachziehen. Technischer Pflanzenmaterial-Rivale: beide Flüssigkeiten zusammenführen. Technischer Pflanzenmaterial-Rivale: Sollmenge für dem lokalen Posten buchen. Technischer Pflanzenmaterial-Rivale: Pressrückstand als Nebenfraktion dem lokalen Posten markieren.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	0	0	FIELD_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_TRANSLATION
F004	H2	f10r	f10r.8	H2-S002	8	8	24|25|26|27|28|29|30|31	S024|S025|S026|S027|S028|S029|S030|S031	10488b911aae52b3b334|7a4bb8136330ee4e6e56|497cbd9c7401810ff56b|dcda95c81a5460feb191|dec401773c1f0347793d|dcda95c81a5460feb191|2f1c5e56e8f0ff459065|4d4559019a961b834aa1	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_LINK_OR_SLOT|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_LINK_OR_SLOT|FORMAL_PARAMETER_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|ET?|NONE|ET?|NONE|NONE	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	AMBIGUOUS	8	8	Nimm vor voller Blüte eine zweite Portion der Spitzen. Führe den ersten Ansatz weiter. Nimm eine Handvoll. Verknüpfe diese Fraktion mit dem laufenden Arbeitsstand. Nimm den vorherigen Posten hinzu. Führe beide als neuen aktiven Posten. Gib von beiden das gleiche örtliche Maß. Vereinige die beiden Fraktionen.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: frühe Erntefraktion dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als aktiven Ansatz ansprechen. Technischer Pflanzenmaterial-Rivale: eine Teilmenge dem lokalen Posten in ein Vergleichsgefäß geben. Technischer Pflanzenmaterial-Rivale: formalen aktiven Link zwischen Vergleichsgefäß und laufender Charge setzen. Technischer Pflanzenmaterial-Rivale: vorige Charge dem lokalen Posten wieder aufnehmen. Technischer Pflanzenmaterial-Rivale: diese vorige Charge an Vergleich dem lokalen Posten verknüpfen. Technischer Pflanzenmaterial-Rivale: Sollmenge für dem lokalen Posten buchen. Technischer Pflanzenmaterial-Rivale: frühe Fraktion vollständig mazerieren.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	0	0	FIELD_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_TRANSLATION
F005	H2	f10r	f10r.9	H2-S003	7	7	32|33|34|35|36|37|38	S032|S033|S034|S035|S036|S037|S038	27d97af8c96eb056c2e6|7a4bb8136330ee4e6e56|7a4bb8136330ee4e6e56|b921a237be883a820352|409de02322e7b2ca0c62|b921a237be883a820352|834825c61d048a6b5628	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE|NONE|NONE|NONE	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NONE	AMBIGUOUS	7	7	Gib sie in ein glasiertes Gefäß. Führe die Mischung als Salbenansatz. Der wiederholte Ansatzvermerk bestätigt hier denselben Salbenposten. Rühre bei kleinem Feuer. Bis eine weiche Salbe entsteht. Bewahre sie bedeckt. Lege sie äußerlich auf ein Geschwür oder eine harte Schwellung.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: späte Erntefraktion dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als ersten aktiven Ansatz führen. Technischer Pflanzenmaterial-Rivale: späte Teilcharge dem lokalen Posten als zweiten aktiven Ansatz führen. Technischer Pflanzenmaterial-Rivale: beide Ernteauszüge in getrennten Gefäßen umrühren. Technischer Pflanzenmaterial-Rivale: beide durch dasselbe Tuch seihen. Technischer Pflanzenmaterial-Rivale: Farbe und Bodensatz als Vergleichsmerkmale notieren. Technischer Pflanzenmaterial-Rivale: Vergleichspaar dem lokalen Posten/dem lokalen Posten verschlossen lagern.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	0	0	FIELD_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_TRANSLATION
F006	H3	f11r	f11r.1	H3-S001	7	7	39|40|41|42|43|44|45	S039|S040|S041|S042|S043|S044|S045	953ad19b79517fc8a211|428a5e3662aa57b4b256|bdad9f9ea8b80f141496|a8af08e69edab8e54f15|deb377381ceaf55ea310|b5df9126607030b95175|2e2027b1951d79911e24	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE|NONE|NONE|NONE	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NONE	AMBIGUOUS	7	7	Nimm im ersten Frühjahr Blüten und junge Blätter der unbenannten Pflanze. Koche sie in reinem Wein. Wring den Ansatz durch ein feines Tuch. Lass den Auszug stehen. Seihe ihn nochmals durch ein Tuch. Warte, bis der örtlich verlangte klare Zustand erreicht ist. Lass ihn abkühlen; damit endet der erste Posten.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H3 als Blüten-Kraut-Los dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: junge oberirdische Teile sammeln. Technischer Pflanzenmaterial-Rivale: Blütenköpfe und Blätter in zwei Schalen sortieren. Technischer Pflanzenmaterial-Rivale: Krautfraktion quetschen und in Wasser mazerieren. Technischer Pflanzenmaterial-Rivale: Auszug zuerst grob, dann durch Tuch seihen. Technischer Pflanzenmaterial-Rivale: Klarheitszustand des Filtrats dem lokalen Posten prüfen. Technischer Pflanzenmaterial-Rivale: klares Filtrat absetzen lassen und Feld schließen.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	0	0	FIELD_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_TRANSLATION
F007	H3	f11r	f11r.1	H3-S002	1	1	46	S046	577c03a928d674d420d7	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NONE	UNPARSED	1	1	Behalte einen Teil der frischen Blüten für eine zweite Arznei zurück.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: einen Blütenkopf als Referenzfraktion dem lokalen Posten zurücklegen.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	0	0	FIELD_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_TRANSLATION
F008	H3	f11r	f11r.4	H3-S003	5	5	47|48|49|50|51	S047|S048|S049|S050|S051	d665560c8ff80799a82c|b921a237be883a820352|b2812c8283c3a62438bd|b921a237be883a820352|2f1c5e56e8f0ff459065	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	NONE|NONE|NONE|NONE|NONE	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NONE	AMBIGUOUS	5	5	Nimm den ersten Auszug wieder auf. Nimm davon einen Anteil. Gib ihn als Trank. Gebrauche ihn bei bedrücktem Gemüt und beschwerter Brust. Gib ein kleines örtliches Maß.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: Filtrat dem lokalen Posten wieder aufnehmen. Technischer Pflanzenmaterial-Rivale: drei gleiche Probengläser bereitstellen. Technischer Pflanzenmaterial-Rivale: Filtrat auf die Probengläser verteilen. Technischer Pflanzenmaterial-Rivale: Farbton und Niederschlag je Glas vermerken. Technischer Pflanzenmaterial-Rivale: Sollmenge je Probenglas buchen.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	0	0	FIELD_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_TRANSLATION
F009	H3	f11r	f11r.7	H3-S004	4	4	52|53|54|55	S052|S053|S054|S055	a48efd6c4491a046ba78|322281bd391aa621f568|e0b630cb1b5df5e7105b|b921a237be883a820352	OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	NONE|NONE|NONE|NONE	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NONE	AMBIGUOUS	4	4	Nimm die zurückbehaltenen Blüten. Erwärme sie in Olivenöl. Warte, bis der örtliche Bereitschaftszustand erreicht ist. Streiche das Öl äußerlich um die Lider, ohne das Auge zu berühren.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: Blattfraktion dem lokalen Posten als neue Charge eröffnen. Technischer Pflanzenmaterial-Rivale: Blätter warm in Wasser ausziehen. Technischer Pflanzenmaterial-Rivale: Arbeitsstand dem lokalen Posten als bereit markieren. Technischer Pflanzenmaterial-Rivale: Blattauszug und Referenzblüte getrennt verwahren.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	0	0	FIELD_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_TRANSLATION
F010	H4	f55v	f55v.5	H4-S001	5	5	56|57|58|59|60	S056|S057|S058|S059|S060	b5fcea1eaed06b2f2291|2f1c5e56e8f0ff459065|403c1592f918c8f23b88|d929a14ec45749b2e805|97cc9ac109148723c472	FORMAL_RELATION_OR_ENTRY|FORMAL_PARAMETER_CHANNEL__NOT_A_WORD|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN|OPAQUE_EXACT_CARD__EXEMPLAR_VALUE_UNKNOWN	PER?|NONE|NONE|NONE|NONE	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NONE	AMBIGUOUS	5	5	Setze den ersten Posten an. Nimm ein örtlich vorgeschriebenes Maß. Zerstoße breite Blätter der unbenannten Pflanze. Gib Weißwein hinzu. Verschließe das Gefäß und lass es kühl stehen; damit endet der Posten.	A_PRACTITIONER_THERAPEUTIC_IATROMATHEMATICAL_COMPENDIUM	B_NATURAL_ARTIFICIAL_CELESTIAL_IMAGE_ATLAS_MODELBOOK	Technischer Pflanzenmaterial-Rivale: formalen Standardslot für Blattposten dem lokalen Posten setzen. Technischer Pflanzenmaterial-Rivale: Sollmenge frischer breiter Blätter buchen. Technischer Pflanzenmaterial-Rivale: Blätter waschen und grob schneiden. Technischer Pflanzenmaterial-Rivale: Schnittgut in Wasser mazerieren. Technischer Pflanzenmaterial-Rivale: erste Blattflotte absetzen lassen und Feld schließen.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	0	0	FIELD_FORM_DERIVED__CONTENT_MASTER_MEMORIZED__NOT_TRANSLATION
