field_id	section	record_unit_id	page	locus	statement_id	event_serials	image_owner_id	operational_sequence	master_exemplar_field_text	strongest_content_rival	parse_status	unsupported_nouns	content_status	semantic_ceiling
F001	HERBAL	H1	f10r	f10r.2	H1-S001	1|2|3|4|5|6|7|8|9|10	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	E001:OPAQUE_EXEMPLAR_CARD > E002:OPAQUE_EXEMPLAR_CARD > E003:OPAQUE_EXEMPLAR_CARD > E004:OPAQUE_EXEMPLAR_CARD > E005:OPAQUE_EXEMPLAR_CARD > E006:OPAQUE_EXEMPLAR_CARD > E007:OPAQUE_EXEMPLAR_CARD > E008:OPAQUE_EXEMPLAR_CARD > E009:FORMAL_NONWORD_CHANNEL > E010:OPAQUE_EXEMPLAR_CARD	Von der abgebildeten, unbenannten Pflanze nimm einen Teil der Wurzel. Säubere ihn. Führe ihn als denselben Arbeitsansatz weiter. Zerschneide ihn. Gib die Stücke in ein Gefäß. Gieße Quellwasser darüber. Fange den ersten Auszug in einem Glas auf. Gebrauche diesen Auszug innerlich. Nimm davon das örtlich vorgeschriebene kleine Maß. Gebrauche es bei Stechen im Leib und verwahre den übrigen Wurzelvorrat verschlossen.	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H1 als Rohstofflos dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: unteren Wurzelstock als sichtbaren Pflanzenteil wählen. Technischer Pflanzenmaterial-Rivale: Erde und Fremdstoff mit Wasser abwaschen. Technischer Pflanzenmaterial-Rivale: beschädigte Fasern aussortieren. Technischer Pflanzenmaterial-Rivale: sauberen Wurzelstock grob schneiden. Technischer Pflanzenmaterial-Rivale: Schnittgut im Mazeriergefäß mit Wasser bedecken. Technischer Pflanzenmaterial-Rivale: Auszug umrühren und eine Prüfportion abnehmen. Technischer Pflanzenmaterial-Rivale: aktive Prüfportion=dem lokalen Posten; Arbeitsziel=Musterstreifen dem lokalen Posten. Technischer Pflanzenmaterial-Rivale: Sollwert für die Prüfportion in das Losregister eintragen. Technischer Pflanzenmaterial-Rivale: trockenen Rest als dem lokalen Posten verwahren.	AMBIGUOUS	Wurzelteil|Reinigung|Arbeitsansatz|Zerschneiden|Gefäß|Quellwasser|Auszug|Glas|innerlicher Gebrauch|Dosis|Leibschmerz|Vorratsgefäß	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F002	HERBAL	H1	f10r	f10r.5	H1-S002	11|12|13|14	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	E011:OPAQUE_EXEMPLAR_CARD > E012:OPAQUE_EXEMPLAR_CARD > E013:FORMAL_LINK_OR_SLOT > E014:OPAQUE_EXEMPLAR_CARD	Nimm erneut von dem frischen ersten Auszug. Erwärme ihn gelinde. Führe ihn als denselben laufenden Ansatz fort. Sobald er zum Gebrauch bereit ist, gebrauche ihn.	Technischer Pflanzenmaterial-Rivale: gelagerten Wurzelrest dem lokalen Posten aufnehmen. Technischer Pflanzenmaterial-Rivale: zweiten Auszug gelinde erwärmen. Technischer Pflanzenmaterial-Rivale: formale Verknüpfung mit dem laufenden Wurzelauszug dem lokalen Posten buchen. Technischer Pflanzenmaterial-Rivale: Arbeitsstand dem lokalen Posten freigeben.	AMBIGUOUS	Auszug|Wärme|Arbeitsansatz|Gebrauchsreife	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F003	HERBAL	H2	f10r	f10r.6	H2-S001	15|16|17|18|19|20|21|22|23	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	E015:OPAQUE_EXEMPLAR_CARD > E016:OPAQUE_EXEMPLAR_CARD > E017:OPAQUE_EXEMPLAR_CARD > E018:OPAQUE_EXEMPLAR_CARD > E019:OPAQUE_EXEMPLAR_CARD > E020:OPAQUE_EXEMPLAR_CARD > E021:OPAQUE_EXEMPLAR_CARD > E022:FORMAL_NONWORD_CHANNEL > E023:OPAQUE_EXEMPLAR_CARD	Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze. Sammle sie, wenn sie sich eben öffnen. Führe sie als frischen Ansatz. Zerstoße das Kraut. Presse den Saft durch ein Tuch. Fange die erste Fraktion auf. Gib Olivenöl hinzu. Nimm das örtlich vorgeschriebene Maß. Erwärme gelinde.	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H2 als Oberteil-Los dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: Erntegut als verarbeitungsbereit markieren. Technischer Pflanzenmaterial-Rivale: gepresste Arbeitsflüssigkeit dem lokalen Posten als aktiven Ansatz führen. Technischer Pflanzenmaterial-Rivale: Stängel und obere Blätter grob quetschen. Technischer Pflanzenmaterial-Rivale: austretende Pflanzenflüssigkeit auffangen. Technischer Pflanzenmaterial-Rivale: Pressgut mit Wasser nachziehen. Technischer Pflanzenmaterial-Rivale: beide Flüssigkeiten zusammenführen. Technischer Pflanzenmaterial-Rivale: Sollmenge für dem lokalen Posten buchen. Technischer Pflanzenmaterial-Rivale: Pressrückstand als Nebenfraktion dem lokalen Posten markieren.	AMBIGUOUS	junge Spitzen|Blütenstände|Blätter|Erntezeit|Arbeitsansatz|Kraut|Pflanzensaft|Tuch|Fraktion|Olivenöl|Dosis|Wärme	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F004	HERBAL	H2	f10r	f10r.8	H2-S002	24|25|26|27|28|29|30|31	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	E024:OPAQUE_EXEMPLAR_CARD > E025:OPAQUE_EXEMPLAR_CARD > E026:OPAQUE_EXEMPLAR_CARD > E027:FORMAL_LINK_OR_SLOT > E028:OPAQUE_EXEMPLAR_CARD > E029:FORMAL_LINK_OR_SLOT > E030:FORMAL_NONWORD_CHANNEL > E031:OPAQUE_EXEMPLAR_CARD	Nimm vor voller Blüte eine zweite Portion der Spitzen. Führe den ersten Ansatz weiter. Nimm eine Handvoll. Verknüpfe diese Fraktion mit dem laufenden Arbeitsstand. Nimm den vorherigen Posten hinzu. Führe beide als neuen aktiven Posten. Gib von beiden das gleiche örtliche Maß. Vereinige die beiden Fraktionen.	Technischer Pflanzenmaterial-Rivale: frühe Erntefraktion dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als aktiven Ansatz ansprechen. Technischer Pflanzenmaterial-Rivale: eine Teilmenge dem lokalen Posten in ein Vergleichsgefäß geben. Technischer Pflanzenmaterial-Rivale: formalen aktiven Link zwischen Vergleichsgefäß und laufender Charge setzen. Technischer Pflanzenmaterial-Rivale: vorige Charge dem lokalen Posten wieder aufnehmen. Technischer Pflanzenmaterial-Rivale: diese vorige Charge an Vergleich dem lokalen Posten verknüpfen. Technischer Pflanzenmaterial-Rivale: Sollmenge für dem lokalen Posten buchen. Technischer Pflanzenmaterial-Rivale: frühe Fraktion vollständig mazerieren.	AMBIGUOUS	junge Spitzen|Erntezeit|Arbeitsansatz|Handvoll|vorheriger Posten|Dosis|Fraktionen	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F005	HERBAL	H2	f10r	f10r.9	H2-S003	32|33|34|35|36|37|38	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	E032:OPAQUE_EXEMPLAR_CARD > E033:OPAQUE_EXEMPLAR_CARD > E034:OPAQUE_EXEMPLAR_CARD > E035:OPAQUE_EXEMPLAR_CARD > E036:OPAQUE_EXEMPLAR_CARD > E037:OPAQUE_EXEMPLAR_CARD > E038:OPAQUE_EXEMPLAR_CARD	Gib sie in ein glasiertes Gefäß. Führe die Mischung als Salbenansatz. Der wiederholte Ansatzvermerk bestätigt hier denselben Salbenposten. Rühre bei kleinem Feuer. Bis eine weiche Salbe entsteht. Bewahre sie bedeckt. Lege sie äußerlich auf ein Geschwür oder eine harte Schwellung.	Technischer Pflanzenmaterial-Rivale: späte Erntefraktion dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als ersten aktiven Ansatz führen. Technischer Pflanzenmaterial-Rivale: späte Teilcharge dem lokalen Posten als zweiten aktiven Ansatz führen. Technischer Pflanzenmaterial-Rivale: beide Ernteauszüge in getrennten Gefäßen umrühren. Technischer Pflanzenmaterial-Rivale: beide durch dasselbe Tuch seihen. Technischer Pflanzenmaterial-Rivale: Farbe und Bodensatz als Vergleichsmerkmale notieren. Technischer Pflanzenmaterial-Rivale: Vergleichspaar dem lokalen Posten/dem lokalen Posten verschlossen lagern.	AMBIGUOUS	glasiertes Gefäß|Salbenansatz|Feuer|Salbe|Vorratsgefäß|Geschwür|Schwellung	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F006	HERBAL	H3	f11r	f11r.1	H3-S001	39|40|41|42|43|44|45	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	E039:OPAQUE_EXEMPLAR_CARD > E040:OPAQUE_EXEMPLAR_CARD > E041:OPAQUE_EXEMPLAR_CARD > E042:OPAQUE_EXEMPLAR_CARD > E043:OPAQUE_EXEMPLAR_CARD > E044:OPAQUE_EXEMPLAR_CARD > E045:OPAQUE_EXEMPLAR_CARD	Nimm im ersten Frühjahr Blüten und junge Blätter der unbenannten Pflanze. Koche sie in reinem Wein. Wring den Ansatz durch ein feines Tuch. Lass den Auszug stehen. Seihe ihn nochmals durch ein Tuch. Warte, bis der örtlich verlangte klare Zustand erreicht ist. Lass ihn abkühlen; damit endet der erste Posten.	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H3 als Blüten-Kraut-Los dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: junge oberirdische Teile sammeln. Technischer Pflanzenmaterial-Rivale: Blütenköpfe und Blätter in zwei Schalen sortieren. Technischer Pflanzenmaterial-Rivale: Krautfraktion quetschen und in Wasser mazerieren. Technischer Pflanzenmaterial-Rivale: Auszug zuerst grob, dann durch Tuch seihen. Technischer Pflanzenmaterial-Rivale: Klarheitszustand des Filtrats dem lokalen Posten prüfen. Technischer Pflanzenmaterial-Rivale: klares Filtrat absetzen lassen und Feld schließen.	AMBIGUOUS	Frühjahr|Blüten|junge Blätter|Wein|Tuch|Auszug|Klarzustand|Abkühlung	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F007	HERBAL	H3	f11r	f11r.1	H3-S002	46	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	E046:OPAQUE_EXEMPLAR_CARD	Behalte einen Teil der frischen Blüten für eine zweite Arznei zurück.	Technischer Pflanzenmaterial-Rivale: einen Blütenkopf als Referenzfraktion dem lokalen Posten zurücklegen.	UNPARSED	Blüten|zweite Arznei	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F008	HERBAL	H3	f11r	f11r.4	H3-S003	47|48|49|50|51	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	E047:OPAQUE_EXEMPLAR_CARD > E048:OPAQUE_EXEMPLAR_CARD > E049:OPAQUE_EXEMPLAR_CARD > E050:OPAQUE_EXEMPLAR_CARD > E051:FORMAL_NONWORD_CHANNEL	Nimm den ersten Auszug wieder auf. Nimm davon einen Anteil. Gib ihn als Trank. Gebrauche ihn bei bedrücktem Gemüt und beschwerter Brust. Gib ein kleines örtliches Maß.	Technischer Pflanzenmaterial-Rivale: Filtrat dem lokalen Posten wieder aufnehmen. Technischer Pflanzenmaterial-Rivale: drei gleiche Probengläser bereitstellen. Technischer Pflanzenmaterial-Rivale: Filtrat auf die Probengläser verteilen. Technischer Pflanzenmaterial-Rivale: Farbton und Niederschlag je Glas vermerken. Technischer Pflanzenmaterial-Rivale: Sollmenge je Probenglas buchen.	AMBIGUOUS	erster Auszug|Anteil|Trank|Gemütsbeschwerde|Brustbeschwerde|Dosis	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F009	HERBAL	H3	f11r	f11r.7	H3-S004	52|53|54|55	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	E052:OPAQUE_EXEMPLAR_CARD > E053:OPAQUE_EXEMPLAR_CARD > E054:OPAQUE_EXEMPLAR_CARD > E055:OPAQUE_EXEMPLAR_CARD	Nimm die zurückbehaltenen Blüten. Erwärme sie in Olivenöl. Warte, bis der örtliche Bereitschaftszustand erreicht ist. Streiche das Öl äußerlich um die Lider, ohne das Auge zu berühren.	Technischer Pflanzenmaterial-Rivale: Blattfraktion dem lokalen Posten als neue Charge eröffnen. Technischer Pflanzenmaterial-Rivale: Blätter warm in Wasser ausziehen. Technischer Pflanzenmaterial-Rivale: Arbeitsstand dem lokalen Posten als bereit markieren. Technischer Pflanzenmaterial-Rivale: Blattauszug und Referenzblüte getrennt verwahren.	AMBIGUOUS	Blüten|Olivenöl|Gebrauchsreife|Lider|Auge|äußerliches Öl	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
F010	HERBAL	H4	f55v	f55v.5	H4-S001	56|57|58|59|60	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	E056:FORMAL_RELATION_OR_ENTRY_MARK_WITH_ENTRY_BIAS > E057:FORMAL_NONWORD_CHANNEL > E058:OPAQUE_EXEMPLAR_CARD > E059:OPAQUE_EXEMPLAR_CARD > E060:OPAQUE_EXEMPLAR_CARD	Setze den ersten Posten an. Nimm ein örtlich vorgeschriebenes Maß. Zerstoße breite Blätter der unbenannten Pflanze. Gib Weißwein hinzu. Verschließe das Gefäß und lass es kühl stehen; damit endet der Posten.	Technischer Pflanzenmaterial-Rivale: formalen Standardslot für Blattposten dem lokalen Posten setzen. Technischer Pflanzenmaterial-Rivale: Sollmenge frischer breiter Blätter buchen. Technischer Pflanzenmaterial-Rivale: Blätter waschen und grob schneiden. Technischer Pflanzenmaterial-Rivale: Schnittgut in Wasser mazerieren. Technischer Pflanzenmaterial-Rivale: erste Blattflotte absetzen lassen und Feld schließen.	AMBIGUOUS	Posten|Dosis|Blätter|Weißwein|Gefäß|kühler Lagerort	OCCURRENCE_BOUND_HERBAL_EXEMPLAR	FIELD_FORM_AND_OWNER_VISIBLE__CONTENT_NOT_DECODED
