field_id	section	record_unit_id	page	locus	statement_id	event_count	event_serials	image_owner_id	owner_status	exact_card_order	autonomous_primary_order	occurrence_bound_exemplar_sequence	selected_source_field_expansion	strongest_rival	strongest_contradiction	semantic_ceiling
F001	HERBAL	H1	f10r	f10r.2	H1-S001	10	1|2|3|4|5|6|7|8|9|10	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	65f320e75510b2f38182 > dedc383b600397a301ee > 4d4559019a961b834aa1 > 80ebbbbf238eee9f0aef > df1098831679a8ad1b39 > 12efe866f335461823a6 > 62ff059766b21c7de083 > 276a7c2d74d1143446f4 > 2f1c5e56e8f0ff459065 > a6939862e33ece5a0483	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Von der abgebildeten, unbenannten Pflanze nimm einen Teil der Wurzel] [EXEMPLAR:Säubere ihn] [EXEMPLAR:Führe ihn als denselben Arbeitsansatz weiter] [EXEMPLAR:Zerschneide ihn] [EXEMPLAR:Gib die Stücke in ein Gefäß] [EXEMPLAR:Gieße Quellwasser darüber] [EXEMPLAR:Fange den ersten Auszug in einem Glas auf] [EXEMPLAR:Gebrauche diesen Auszug innerlich] [EXEMPLAR:Nimm davon das örtlich vorgeschriebene kleine Maß] [EXEMPLAR:Gebrauche es bei Stechen im Leib und verwahre den übrigen Wurzelvorrat verschlossen]	[EXEMPLAR:Von der abgebildeten, unbenannten Pflanze nimm einen Teil der Wurzel. Säubere ihn. Führe ihn als denselben Arbeitsansatz weiter. Zerschneide ihn. Gib die Stücke in ein Gefäß. Gieße Quellwasser darüber. Fange den ersten Auszug in einem Glas auf. Gebrauche diesen Auszug innerlich. Nimm davon das örtlich vorgeschriebene kleine Maß. Gebrauche es bei Stechen im Leib und verwahre den übrigen Wurzelvorrat verschlossen.]	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H1 als Rohstofflos dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: unteren Wurzelstock als sichtbaren Pflanzenteil wählen. Technischer Pflanzenmaterial-Rivale: Erde und Fremdstoff mit Wasser abwaschen. Technischer Pflanzenmaterial-Rivale: beschädigte Fasern aussortieren. Technischer Pflanzenmaterial-Rivale: sauberen Wurzelstock grob schneiden. Technischer Pflanzenmaterial-Rivale: Schnittgut im Mazeriergefäß mit Wasser bedecken. Technischer Pflanzenmaterial-Rivale: Auszug umrühren und eine Prüfportion abnehmen. Technischer Pflanzenmaterial-Rivale: aktive Prüfportion=dem lokalen Posten; Arbeitsziel=Musterstreifen dem lokalen Posten. Technischer Pflanzenmaterial-Rivale: Sollwert für die Prüfportion in das Losregister eintragen. Technischer Pflanzenmaterial-Rivale: trockenen Rest als dem lokalen Posten verwahren.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F002	HERBAL	H1	f10r	f10r.5	H1-S002	4	11|12|13|14	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	9ad66e67803a12e745de > e8a6105b5c3a6220b440 > dcda95c81a5460feb191 > e0b630cb1b5df5e7105b	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [FORMAL_LINK_OR_SLOT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Nimm erneut von dem frischen ersten Auszug] [EXEMPLAR:Erwärme ihn gelinde] [EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder] [EXEMPLAR:Sobald er zum Gebrauch bereit ist, gebrauche ihn]	[EXEMPLAR:Nimm erneut von dem frischen ersten Auszug. Erwärme ihn gelinde. Führe ihn als denselben laufenden Ansatz fort. Sobald er zum Gebrauch bereit ist, gebrauche ihn.]	Technischer Pflanzenmaterial-Rivale: gelagerten Wurzelrest dem lokalen Posten aufnehmen. Technischer Pflanzenmaterial-Rivale: zweiten Auszug gelinde erwärmen. Technischer Pflanzenmaterial-Rivale: formale Verknüpfung mit dem laufenden Wurzelauszug dem lokalen Posten buchen. Technischer Pflanzenmaterial-Rivale: Arbeitsstand dem lokalen Posten freigeben.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F003	HERBAL	H2	f10r	f10r.6	H2-S001	9	15|16|17|18|19|20|21|22|23	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	7249edc4df3419c26999 > e0b630cb1b5df5e7105b > 7a4bb8136330ee4e6e56 > f3c23f42baf625639e1e > af816c04e65874a0f2fa > b921a237be883a820352 > b921a237be883a820352 > 2f1c5e56e8f0ff459065 > b921a237be883a820352	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze] [EXEMPLAR:Sammle sie, wenn sie sich eben öffnen] [EXEMPLAR:Führe sie als frischen Ansatz] [EXEMPLAR:Zerstoße das Kraut] [EXEMPLAR:Presse den Saft durch ein Tuch] [EXEMPLAR:Fange die erste Fraktion auf] [EXEMPLAR:Gib Olivenöl hinzu] [EXEMPLAR:Nimm das örtlich vorgeschriebene Maß] [EXEMPLAR:Erwärme gelinde]	[EXEMPLAR:Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze. Sammle sie, wenn sie sich eben öffnen. Führe sie als frischen Ansatz. Zerstoße das Kraut. Presse den Saft durch ein Tuch. Fange die erste Fraktion auf. Gib Olivenöl hinzu. Nimm das örtlich vorgeschriebene Maß. Erwärme gelinde.]	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H2 als Oberteil-Los dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: Erntegut als verarbeitungsbereit markieren. Technischer Pflanzenmaterial-Rivale: gepresste Arbeitsflüssigkeit dem lokalen Posten als aktiven Ansatz führen. Technischer Pflanzenmaterial-Rivale: Stängel und obere Blätter grob quetschen. Technischer Pflanzenmaterial-Rivale: austretende Pflanzenflüssigkeit auffangen. Technischer Pflanzenmaterial-Rivale: Pressgut mit Wasser nachziehen. Technischer Pflanzenmaterial-Rivale: beide Flüssigkeiten zusammenführen. Technischer Pflanzenmaterial-Rivale: Sollmenge für dem lokalen Posten buchen. Technischer Pflanzenmaterial-Rivale: Pressrückstand als Nebenfraktion dem lokalen Posten markieren.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F004	HERBAL	H2	f10r	f10r.8	H2-S002	8	24|25|26|27|28|29|30|31	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	10488b911aae52b3b334 > 7a4bb8136330ee4e6e56 > 497cbd9c7401810ff56b > dcda95c81a5460feb191 > dec401773c1f0347793d > dcda95c81a5460feb191 > 2f1c5e56e8f0ff459065 > 4d4559019a961b834aa1	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [FORMAL_LINK_OR_SLOT] [EXEMPLARWERT UNBEKANNT] [FORMAL_LINK_OR_SLOT] [FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Nimm vor voller Blüte eine zweite Portion der Spitzen] [EXEMPLAR:Führe den ersten Ansatz weiter] [EXEMPLAR:Nimm eine Handvoll] [EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder] [EXEMPLAR:Nimm den vorherigen Posten hinzu] [EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder] [EXEMPLAR:Gib von beiden das gleiche örtliche Maß] [EXEMPLAR:Vereinige die beiden Fraktionen]	[EXEMPLAR:Nimm vor voller Blüte eine zweite Portion der Spitzen. Führe den ersten Ansatz weiter. Nimm eine Handvoll. Verknüpfe diese Fraktion mit dem laufenden Arbeitsstand. Nimm den vorherigen Posten hinzu. Führe beide als neuen aktiven Posten. Gib von beiden das gleiche örtliche Maß. Vereinige die beiden Fraktionen.]	Technischer Pflanzenmaterial-Rivale: frühe Erntefraktion dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als aktiven Ansatz ansprechen. Technischer Pflanzenmaterial-Rivale: eine Teilmenge dem lokalen Posten in ein Vergleichsgefäß geben. Technischer Pflanzenmaterial-Rivale: formalen aktiven Link zwischen Vergleichsgefäß und laufender Charge setzen. Technischer Pflanzenmaterial-Rivale: vorige Charge dem lokalen Posten wieder aufnehmen. Technischer Pflanzenmaterial-Rivale: diese vorige Charge an Vergleich dem lokalen Posten verknüpfen. Technischer Pflanzenmaterial-Rivale: Sollmenge für dem lokalen Posten buchen. Technischer Pflanzenmaterial-Rivale: frühe Fraktion vollständig mazerieren.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F005	HERBAL	H2	f10r	f10r.9	H2-S003	7	32|33|34|35|36|37|38	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	27d97af8c96eb056c2e6 > 7a4bb8136330ee4e6e56 > 7a4bb8136330ee4e6e56 > b921a237be883a820352 > 409de02322e7b2ca0c62 > b921a237be883a820352 > 834825c61d048a6b5628	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Gib sie in ein glasiertes Gefäß] [EXEMPLAR:Führe die Mischung als Salbenansatz] [EXEMPLAR:Der wiederholte Ansatzvermerk bestätigt hier denselben Salbenposten] [EXEMPLAR:Rühre bei kleinem Feuer] [EXEMPLAR:Bis eine weiche Salbe entsteht] [EXEMPLAR:Bewahre sie bedeckt] [EXEMPLAR:Lege sie äußerlich auf ein Geschwür oder eine harte Schwellung]	[EXEMPLAR:Gib sie in ein glasiertes Gefäß. Führe die Mischung als Salbenansatz. Der wiederholte Ansatzvermerk bestätigt hier denselben Salbenposten. Rühre bei kleinem Feuer. Bis eine weiche Salbe entsteht. Bewahre sie bedeckt. Lege sie äußerlich auf ein Geschwür oder eine harte Schwellung.]	Technischer Pflanzenmaterial-Rivale: späte Erntefraktion dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als ersten aktiven Ansatz führen. Technischer Pflanzenmaterial-Rivale: späte Teilcharge dem lokalen Posten als zweiten aktiven Ansatz führen. Technischer Pflanzenmaterial-Rivale: beide Ernteauszüge in getrennten Gefäßen umrühren. Technischer Pflanzenmaterial-Rivale: beide durch dasselbe Tuch seihen. Technischer Pflanzenmaterial-Rivale: Farbe und Bodensatz als Vergleichsmerkmale notieren. Technischer Pflanzenmaterial-Rivale: Vergleichspaar dem lokalen Posten/dem lokalen Posten verschlossen lagern.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F006	HERBAL	H3	f11r	f11r.1	H3-S001	7	39|40|41|42|43|44|45	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	953ad19b79517fc8a211 > 428a5e3662aa57b4b256 > bdad9f9ea8b80f141496 > a8af08e69edab8e54f15 > deb377381ceaf55ea310 > b5df9126607030b95175 > 2e2027b1951d79911e24	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Nimm im ersten Frühjahr Blüten und junge Blätter der unbenannten Pflanze] [EXEMPLAR:Koche sie in reinem Wein] [EXEMPLAR:Wring den Ansatz durch ein feines Tuch] [EXEMPLAR:Lass den Auszug stehen] [EXEMPLAR:Seihe ihn nochmals durch ein Tuch] [EXEMPLAR:Warte, bis der örtlich verlangte klare Zustand erreicht ist] [EXEMPLAR:Lass ihn abkühlen; damit endet der erste Posten]	[EXEMPLAR:Nimm im ersten Frühjahr Blüten und junge Blätter der unbenannten Pflanze. Koche sie in reinem Wein. Wring den Ansatz durch ein feines Tuch. Lass den Auszug stehen. Seihe ihn nochmals durch ein Tuch. Warte, bis der örtlich verlangte klare Zustand erreicht ist. Lass ihn abkühlen; damit endet der erste Posten.]	Technischer Pflanzenmaterial-Rivale: Bildbesitzer H3 als Blüten-Kraut-Los dem lokalen Posten eröffnen. Technischer Pflanzenmaterial-Rivale: junge oberirdische Teile sammeln. Technischer Pflanzenmaterial-Rivale: Blütenköpfe und Blätter in zwei Schalen sortieren. Technischer Pflanzenmaterial-Rivale: Krautfraktion quetschen und in Wasser mazerieren. Technischer Pflanzenmaterial-Rivale: Auszug zuerst grob, dann durch Tuch seihen. Technischer Pflanzenmaterial-Rivale: Klarheitszustand des Filtrats dem lokalen Posten prüfen. Technischer Pflanzenmaterial-Rivale: klares Filtrat absetzen lassen und Feld schließen.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F007	HERBAL	H3	f11r	f11r.1	H3-S002	1	46	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	577c03a928d674d420d7	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Behalte einen Teil der frischen Blüten für eine zweite Arznei zurück]	[EXEMPLAR:Behalte einen Teil der frischen Blüten für eine zweite Arznei zurück.]	Technischer Pflanzenmaterial-Rivale: einen Blütenkopf als Referenzfraktion dem lokalen Posten zurücklegen.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F008	HERBAL	H3	f11r	f11r.4	H3-S003	5	47|48|49|50|51	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	d665560c8ff80799a82c > b921a237be883a820352 > b2812c8283c3a62438bd > b921a237be883a820352 > 2f1c5e56e8f0ff459065	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT]	[EXEMPLAR:Nimm den ersten Auszug wieder auf] [EXEMPLAR:Nimm davon einen Anteil] [EXEMPLAR:Gib ihn als Trank] [EXEMPLAR:Gebrauche ihn bei bedrücktem Gemüt und beschwerter Brust] [EXEMPLAR:Gib ein kleines örtliches Maß]	[EXEMPLAR:Nimm den ersten Auszug wieder auf. Nimm davon einen Anteil. Gib ihn als Trank. Gebrauche ihn bei bedrücktem Gemüt und beschwerter Brust. Gib ein kleines örtliches Maß.]	Technischer Pflanzenmaterial-Rivale: Filtrat dem lokalen Posten wieder aufnehmen. Technischer Pflanzenmaterial-Rivale: drei gleiche Probengläser bereitstellen. Technischer Pflanzenmaterial-Rivale: Filtrat auf die Probengläser verteilen. Technischer Pflanzenmaterial-Rivale: Farbton und Niederschlag je Glas vermerken. Technischer Pflanzenmaterial-Rivale: Sollmenge je Probenglas buchen.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F009	HERBAL	H3	f11r	f11r.7	H3-S004	4	52|53|54|55	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	a48efd6c4491a046ba78 > 322281bd391aa621f568 > e0b630cb1b5df5e7105b > b921a237be883a820352	[EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Nimm die zurückbehaltenen Blüten] [EXEMPLAR:Erwärme sie in Olivenöl] [EXEMPLAR:Warte, bis der örtliche Bereitschaftszustand erreicht ist] [EXEMPLAR:Streiche das Öl äußerlich um die Lider, ohne das Auge zu berühren]	[EXEMPLAR:Nimm die zurückbehaltenen Blüten. Erwärme sie in Olivenöl. Warte, bis der örtliche Bereitschaftszustand erreicht ist. Streiche das Öl äußerlich um die Lider, ohne das Auge zu berühren.]	Technischer Pflanzenmaterial-Rivale: Blattfraktion dem lokalen Posten als neue Charge eröffnen. Technischer Pflanzenmaterial-Rivale: Blätter warm in Wasser ausziehen. Technischer Pflanzenmaterial-Rivale: Arbeitsstand dem lokalen Posten als bereit markieren. Technischer Pflanzenmaterial-Rivale: Blattauszug und Referenzblüte getrennt verwahren.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
F010	HERBAL	H4	f55v	f55v.5	H4-S001	5	56|57|58|59|60	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	b5fcea1eaed06b2f2291 > 2f1c5e56e8f0ff459065 > 403c1592f918c8f23b88 > d929a14ec45749b2e805 > 97cc9ac109148723c472	[FORMAL_RELATION_OR_ENTRY] [FORMAL:FORMAL_PARAMETER_CHANNEL; KEIN WORT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT] [EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:kein eigener Inhaltswert; nur präpositionale Beziehung zum unmittelbar folgenden Quellenglied] [EXEMPLAR:das örtlich vorgeschriebene Maß] [EXEMPLAR:Zerstoße breite Blätter der unbenannten Pflanze] [EXEMPLAR:Gib Weißwein hinzu] [EXEMPLAR:Verschließe das Gefäß und lass es kühl stehen; damit endet der Posten]	[EXEMPLAR:Setze den ersten Posten an. Nimm ein örtlich vorgeschriebenes Maß. Zerstoße breite Blätter der unbenannten Pflanze. Gib Weißwein hinzu. Verschließe das Gefäß und lass es kühl stehen; damit endet der Posten.]	Technischer Pflanzenmaterial-Rivale: formalen Standardslot für Blattposten dem lokalen Posten setzen. Technischer Pflanzenmaterial-Rivale: Sollmenge frischer breiter Blätter buchen. Technischer Pflanzenmaterial-Rivale: Blätter waschen und grob schneiden. Technischer Pflanzenmaterial-Rivale: Schnittgut in Wasser mazerieren. Technischer Pflanzenmaterial-Rivale: erste Blattflotte absetzen lassen und Feld schließen.	Alle Inhalte außer dem ganzen Pflanzenbesitzer und den expliziten Formalankern bleiben occurrence-gebundene Quellenwerte.	FIELD_STRUCTURE_PLUS_OCCURRENCE_EXEMPLAR__NOT_TRANSLATION
