u_size	primary	token	events	state	cut	prefix	suffix
115	0	aiiinaiiin	1	B	5	aiiin	aiiin
115	0	aiiinaiin	11	B	5	aiiin	aiin
115	0	aiiinaiir	1	B	5	aiiin	aiir
115	0	aiiinail	1	B	5	aiiin	ail
115	0	aiiinaim	1	B	5	aiiin	aim
115	0	aiiinain	2	B	5	aiiin	ain
115	0	aiiinair	1	B	5	aiiin	air
115	0	aiiinais	1	B	5	aiiin	ais
115	0	aiiinal	4	B	5	aiiin	al
115	0	aiiinals	1	B	5	aiiin	als
115	0	aiiinaly	5	B	5	aiiin	aly
115	0	aiiinam	1	B	5	aiiin	am
115	0	aiiinas	1	B	5	aiiin	as
115	0	aiiindair	1	B	5	aiiin	dair
115	0	aiiindal	1	B	5	aiiin	dal
115	0	aiiindar	4	B	5	aiiin	dar
115	0	aiiindo	1	B	5	aiiin	do
115	0	aiiindol	1	B	5	aiiin	dol
115	0	aiiindor	2	B	5	aiiin	dor
115	0	aiiindy	8	B	5	aiiin	dy
115	0	aiiine	1	B	5	aiiin	e
115	0	aiiineaiin	1	B	5	aiiin	eaiin
115	0	aiiineain	1	B	5	aiiin	eain
115	0	aiiineal	1	B	5	aiiin	eal
115	0	aiiineam	1	B	5	aiiin	eam
115	0	aiiinear	1	B	5	aiiin	ear
115	0	aiiined	3	B	5	aiiin	ed
115	0	aiiinedaiiin	2	B	5	aiiin	edaiiin
115	0	aiiinedam	3	B	5	aiiin	edam
115	0	aiiinedar	6	B	5	aiiin	edar
115	0	aiiinedor	1	B	5	aiiin	edor
115	0	aiiinedy	9	B	5	aiiin	edy
115	0	aiiineeal	1	B	5	aiiin	eeal
115	0	aiiineed	1	B	5	aiiin	eed
115	0	aiiineedaiin	1	B	5	aiiin	eedaiin
115	0	aiiineedal	1	B	5	aiiin	eedal
115	0	aiiineedar	2	B	5	aiiin	eedar
115	0	aiiineedy	1	B	5	aiiin	eedy
115	0	aiiineeed	1	B	5	aiiin	eeed
115	0	aiiineeedy	3	B	5	aiiin	eeedy
115	0	aiiineees	1	B	5	aiiin	eees
115	0	aiiineeey	2	B	5	aiiin	eeey
115	0	aiiineeo	1	B	5	aiiin	eeo
115	0	aiiineeol	1	B	5	aiiin	eeol
115	0	aiiineeos	1	B	5	aiiin	eeos
115	0	aiiineey	3	B	5	aiiin	eey
115	0	aiiineo	1	B	5	aiiin	eo
115	0	aiiineod	3	B	5	aiiin	eod
115	0	aiiineody	6	B	5	aiiin	eody
115	0	aiiineol	6	B	5	aiiin	eol
115	0	aiiineols	1	B	5	aiiin	eols
115	0	aiiineoly	1	B	5	aiiin	eoly
115	0	aiiineor	1	B	5	aiiin	eor
115	0	aiiineos	1	B	5	aiiin	eos
115	0	aiiines	2	B	5	aiiin	es
115	0	aiiinesy	1	B	5	aiiin	esy
115	0	aiiiney	5	B	5	aiiin	ey
115	0	aiiing	1	B	5	aiiin	g
115	0	aiiiniin	1	B	5	aiiin	iin
115	0	aiiinl	1	B	5	aiiin	l
115	0	aiiinod	1	B	5	aiiin	od
115	0	aiiinody	1	B	5	aiiin	ody
115	0	aiiinoiin	2	B	5	aiiin	oiin
115	0	aiiinoin	1	B	5	aiiin	oin
115	0	aiiinok	1	B	5	aiiin	ok
115	0	aiiinol	3	B	5	aiiin	ol
115	0	aiiinols	1	B	5	aiiin	ols
115	0	aiiinor	6	B	5	aiiin	or
115	0	aiiinosy	1	B	5	aiiin	osy
115	0	aiiinr	2	B	5	aiiin	r
115	0	aiin	327	U	-1	NA	NA
115	0	aiira	2	B	4	aiir	a
115	0	aiiraiin	2	B	4	aiir	aiin
115	0	aiiraiir	2	B	4	aiir	aiir
115	0	aiirain	2	B	4	aiir	ain
115	0	aiirair	1	B	4	aiir	air
115	0	aiirais	1	B	4	aiir	ais
115	0	aiiram	6	B	4	aiir	am
115	0	aiirary	1	B	4	aiir	ary
115	0	aiirdaiiin	1	B	4	aiir	daiiin
115	0	aiirdar	2	B	4	aiir	dar
115	0	aiirdol	1	B	4	aiir	dol
115	0	aiirdy	6	B	4	aiir	dy
115	0	aiireal	1	B	4	aiir	eal
115	0	aiiredaiin	4	B	4	aiir	edaiin
115	0	aiiredal	1	B	4	aiir	edal
115	0	aiiredam	3	B	4	aiir	edam
115	0	aiiredy	2	B	4	aiir	edy
115	0	aiireeam	1	B	4	aiir	eeam
115	0	aiireed	1	B	4	aiir	eed
115	0	aiireeedy	2	B	4	aiir	eeedy
115	0	aiireeeo	1	B	4	aiir	eeeo
115	0	aiireeo	2	B	4	aiir	eeo
115	0	aiireeody	4	B	4	aiir	eeody
115	0	aiireeol	1	B	4	aiir	eeol
115	0	aiireeos	3	B	4	aiir	eeos
115	0	aiirees	6	B	4	aiir	ees
115	0	aiireey	4	B	4	aiir	eey
115	0	aiireo	1	B	4	aiir	eo
115	0	aiireol	2	B	4	aiir	eol
115	0	aiireor	3	B	4	aiir	eor
115	0	aiireos	1	B	4	aiir	eos
115	0	aiires	1	B	4	aiir	es
115	0	aiirey	2	B	4	aiir	ey
115	0	aiirm	1	B	4	aiir	m
115	0	aiiro	2	B	4	aiir	o
115	0	aiirod	2	B	4	aiir	od
115	0	aiirol	2	B	4	aiir	ol
115	0	aiiror	2	B	4	aiir	or
115	0	aiiry	16	B	4	aiir	y
115	0	aildam	1	B	3	ail	dam
115	0	aile	1	B	3	ail	e
115	0	ain	145	U	-1	NA	NA
115	0	air	59	U	-1	NA	NA
115	0	aireal	5	B	3	air	eal
115	0	aireeol	9	B	3	air	eeol
115	0	aireey	9	B	3	air	eey
115	0	aireo	3	B	3	air	eo
115	0	al	141	U	-1	NA	NA
115	0	alaiiin	2	B	2	al	aiiin
115	0	alaiin	2	B	2	al	aiin
115	0	alaiir	2	B	2	al	aiir
115	0	alain	4	B	2	al	ain
115	0	alair	1	B	2	al	air
115	0	alal	9	B	2	al	al
115	0	alals	1	B	2	al	als
115	0	alam	2	B	2	al	am
115	0	alan	1	B	2	al	an
115	0	alar	2	B	2	al	ar
115	0	alary	1	B	2	al	ary
115	0	alas	2	B	2	al	as
115	0	ald	3	B	2	al	d
115	0	aldaiin	3	B	2	al	daiin
115	0	aldain	3	B	2	al	dain
115	0	aldar	3	B	2	al	dar
115	0	aldor	1	B	2	al	dor
115	0	aleain	3	B	2	al	eain
115	0	aleal	2	B	2	al	eal
115	0	alear	3	B	2	al	ear
115	0	aled	1	B	2	al	ed
115	0	aledaiiin	1	B	2	al	edaiiin
115	0	aledaiin	5	B	2	al	edaiin
115	0	aledain	3	B	2	al	edain
115	0	aledair	2	B	2	al	edair
115	0	aledal	2	B	2	al	edal
115	0	aledar	2	B	2	al	edar
115	0	aledo	2	B	2	al	edo
115	0	aledy	7	B	2	al	edy
115	0	aleeal	3	B	2	al	eeal
115	0	aleeam	1	B	2	al	eeam
115	0	aleear	1	B	2	al	eear
115	0	aleed	3	B	2	al	eed
115	0	aleedar	4	B	2	al	eedar
115	0	aleedy	8	B	2	al	eedy
