split	physical_folio	unit	count	all_unit_exposure	rate_per_1000_units	within_unit_fraction
train	f10	ol	6	268	22.388059701492537	0.0032876712328767125
train	f100	ol	24	483	49.68944099378882	0.01315068493150685
train	f102	ol	49	969	50.56759545923632	0.02684931506849315
train	f104	ol	52	1968	26.422764227642276	0.028493150684931506
train	f106	ol	46	1891	24.325753569539927	0.025205479452054796
train	f107	ol	54	1899	28.436018957345972	0.02958904109589041
train	f11	ol	3	198	15.151515151515152	0.0016438356164383563
train	f112	ol	35	1652	21.1864406779661	0.019178082191780823
train	f13	ol	13	274	47.44525547445255	0.007123287671232876
train	f14	ol	11	295	37.28813559322034	0.006027397260273973
train	f15	ol	12	292	41.0958904109589	0.006575342465753425
train	f16	ol	4	323	12.38390092879257	0.002191780821917808
train	f17	ol	26	462	56.277056277056275	0.014246575342465753
train	f19	ol	8	285	28.07017543859649	0.004383561643835616
train	f2	ol	9	330	27.272727272727273	0.004931506849315068
train	f20	ol	10	344	29.069767441860463	0.005479452054794521
train	f21	ol	16	318	50.314465408805034	0.008767123287671232
train	f22	ol	21	341	61.58357771260997	0.011506849315068493
train	f24	ol	12	367	32.69754768392371	0.006575342465753425
train	f25	ol	4	217	18.433179723502302	0.002191780821917808
train	f26	ol	5	368	13.58695652173913	0.0027397260273972603
train	f27	ol	1	157	6.369426751592357	0.000547945205479452
train	f29	ol	5	288	17.36111111111111	0.0027397260273972603
train	f3	ol	22	428	51.401869158878505	0.012054794520547946
train	f31	ol	7	210	33.333333333333336	0.0038356164383561643
train	f32	ol	14	296	47.2972972972973	0.007671232876712329
train	f34	ol	25	522	47.89272030651341	0.0136986301369863
train	f35	ol	7	336	20.833333333333332	0.0038356164383561643
train	f36	ol	11	260	42.30769230769231	0.006027397260273973
train	f37	ol	15	325	46.15384615384615	0.00821917808219178
train	f38	ol	5	184	27.17391304347826	0.0027397260273972603
train	f39	ol	13	555	23.423423423423422	0.007123287671232876
train	f4	ol	10	300	33.333333333333336	0.005479452054794521
train	f40	ol	19	361	52.63157894736842	0.010410958904109589
train	f41	ol	12	374	32.0855614973262	0.006575342465753425
train	f42	ol	14	497	28.169014084507044	0.007671232876712329
train	f43	ol	17	627	27.11323763955343	0.009315068493150684
train	f44	ol	18	346	52.02312138728324	0.009863013698630137
train	f46	ol	13	558	23.29749103942652	0.007123287671232876
train	f48	ol	15	459	32.6797385620915	0.00821917808219178
train	f49	ol	11	552	19.92753623188406	0.006027397260273973
train	f5	ol	7	206	33.980582524271846	0.0038356164383561643
train	f50	ol	13	385	33.76623376623377	0.007123287671232876
train	f51	ol	19	372	51.075268817204304	0.010410958904109589
train	f54	ol	9	170	52.94117647058823	0.004931506849315068
train	f55	ol	12	395	30.379746835443036	0.006575342465753425
train	f56	ol	7	342	20.46783625730994	0.0038356164383561643
train	f58	ol	57	1619	35.206917850525016	0.03123287671232877
train	f6	ol	14	407	34.3980343980344	0.007671232876712329
train	f66	ol	30	1008	29.761904761904763	0.01643835616438356
train	f7	ol	11	296	37.16216216216216	0.006027397260273973
train	f75	ol	102	1365	74.72527472527473	0.05589041095890411
train	f76	ol	78	1798	43.38153503893215	0.042739726027397264
train	f77	ol	77	1182	65.14382402707275	0.04219178082191781
train	f78	ol	75	1023	73.31378299120234	0.0410958904109589
train	f79	ol	109	1366	79.79502196193265	0.059726027397260274
train	f8	ol	17	538	31.598513011152416	0.009315068493150684
train	f80	ol	135	1496	90.24064171122994	0.07397260273972603
train	f82	ol	68	1115	60.98654708520179	0.03726027397260274
train	f83	ol	68	1151	59.07906168549088	0.03726027397260274
train	f86	ol	53	2306	22.98352124891587	0.02904109589041096
train	f87	ol	16	469	34.11513859275053	0.008767123287671232
train	f9	ol	12	337	35.60830860534124	0.006575342465753425
train	f93	ol	32	537	59.5903165735568	0.017534246575342465
train	f94	ol	8	351	22.79202279202279	0.004383561643835616
train	f95	ol	19	717	26.499302649930264	0.010410958904109589
train	f96	ol	13	353	36.827195467422094	0.007123287671232876
train	f99	ol	90	852	105.63380281690141	0.049315068493150684
train	f10	y	12	268	44.776119402985074	0.007722007722007722
train	f100	y	17	483	35.196687370600415	0.010939510939510939
train	f102	y	35	969	36.119711042311664	0.02252252252252252
train	f104	y	48	1968	24.390243902439025	0.03088803088803089
train	f106	y	52	1891	27.49867794817557	0.03346203346203346
train	f107	y	58	1899	30.542390731964193	0.03732303732303732
train	f11	y	15	198	75.75757575757575	0.009652509652509652
train	f112	y	41	1652	24.818401937046005	0.026383526383526385
train	f13	y	15	274	54.74452554744526	0.009652509652509652
train	f14	y	14	295	47.45762711864407	0.009009009009009009
train	f15	y	10	292	34.24657534246575	0.006435006435006435
train	f16	y	21	323	65.015479876161	0.013513513513513514
train	f17	y	20	462	43.29004329004329	0.01287001287001287
train	f19	y	14	285	49.12280701754386	0.009009009009009009
train	f2	y	18	330	54.54545454545455	0.011583011583011582
train	f20	y	16	344	46.51162790697674	0.010296010296010296
train	f21	y	14	318	44.0251572327044	0.009009009009009009
train	f22	y	22	341	64.51612903225806	0.014157014157014158
train	f24	y	16	367	43.596730245231605	0.010296010296010296
train	f25	y	5	217	23.04147465437788	0.0032175032175032173
train	f26	y	16	368	43.47826086956522	0.010296010296010296
train	f27	y	4	157	25.477707006369428	0.002574002574002574
train	f29	y	11	288	38.19444444444444	0.007078507078507079
train	f3	y	15	428	35.046728971962615	0.009652509652509652
train	f31	y	2	210	9.523809523809524	0.001287001287001287
train	f32	y	3	296	10.135135135135135	0.0019305019305019305
train	f34	y	22	522	42.1455938697318	0.014157014157014158
train	f35	y	10	336	29.761904761904763	0.006435006435006435
train	f36	y	16	260	61.53846153846154	0.010296010296010296
train	f37	y	12	325	36.92307692307692	0.007722007722007722
train	f38	y	6	184	32.608695652173914	0.003861003861003861
train	f39	y	18	555	32.432432432432435	0.011583011583011582
train	f4	y	11	300	36.666666666666664	0.007078507078507079
train	f40	y	10	361	27.700831024930746	0.006435006435006435
train	f41	y	18	374	48.1283422459893	0.011583011583011582
train	f42	y	18	497	36.21730382293762	0.011583011583011582
train	f43	y	26	627	41.46730462519936	0.01673101673101673
train	f44	y	20	346	57.80346820809248	0.01287001287001287
train	f46	y	23	558	41.21863799283154	0.014800514800514801
train	f48	y	20	459	43.57298474945534	0.01287001287001287
train	f49	y	13	552	23.55072463768116	0.008365508365508366
train	f5	y	5	206	24.271844660194176	0.0032175032175032173
train	f50	y	4	385	10.38961038961039	0.002574002574002574
train	f51	y	12	372	32.25806451612903	0.007722007722007722
train	f54	y	5	170	29.41176470588235	0.0032175032175032173
train	f55	y	6	395	15.189873417721518	0.003861003861003861
train	f56	y	6	342	17.54385964912281	0.003861003861003861
train	f58	y	108	1619	66.70784434836318	0.0694980694980695
train	f6	y	26	407	63.88206388206388	0.01673101673101673
train	f66	y	45	1008	44.642857142857146	0.02895752895752896
train	f7	y	5	296	16.89189189189189	0.0032175032175032173
train	f75	y	65	1365	47.61904761904762	0.04182754182754183
train	f76	y	40	1798	22.246941045606228	0.02574002574002574
train	f77	y	32	1182	27.072758037225043	0.02059202059202059
train	f78	y	32	1023	31.28054740957967	0.02059202059202059
train	f79	y	56	1366	40.995607613469986	0.036036036036036036
train	f8	y	16	538	29.739776951672862	0.010296010296010296
train	f80	y	74	1496	49.46524064171123	0.047619047619047616
train	f82	y	34	1115	30.493273542600896	0.021879021879021878
train	f83	y	31	1151	26.93310165073849	0.019948519948519948
train	f86	y	68	2306	29.488291413703383	0.043758043758043756
train	f87	y	16	469	34.11513859275053	0.010296010296010296
train	f9	y	19	337	56.37982195845697	0.012226512226512226
train	f93	y	11	537	20.484171322160147	0.007078507078507079
train	f94	y	12	351	34.18803418803419	0.007722007722007722
train	f95	y	21	717	29.288702928870293	0.013513513513513514
train	f96	y	10	353	28.328611898016998	0.006435006435006435
train	f99	y	38	852	44.60093896713615	0.02445302445302445
train	f10	C	12	268	44.776119402985074	0.008304498269896194
train	f100	C	14	483	28.985507246376812	0.009688581314878892
train	f102	C	5	969	5.159958720330238	0.0034602076124567475
train	f104	C	76	1968	38.61788617886179	0.05259515570934256
train	f106	C	65	1891	34.37334743521946	0.04498269896193772
train	f107	C	59	1899	31.068983675618746	0.04083044982698962
train	f11	C	10	198	50.505050505050505	0.006920415224913495
train	f112	C	49	1652	29.661016949152543	0.033910034602076124
train	f13	C	9	274	32.846715328467155	0.006228373702422145
train	f14	C	17	295	57.6271186440678	0.011764705882352941
train	f15	C	12	292	41.0958904109589	0.008304498269896194
train	f16	C	20	323	61.919504643962846	0.01384083044982699
train	f17	C	15	462	32.467532467532465	0.010380622837370242
train	f19	C	11	285	38.59649122807018	0.007612456747404845
train	f2	C	21	330	63.63636363636363	0.01453287197231834
train	f20	C	17	344	49.41860465116279	0.011764705882352941
train	f21	C	17	318	53.459119496855344	0.011764705882352941
train	f22	C	10	341	29.325513196480937	0.006920415224913495
train	f24	C	14	367	38.14713896457766	0.009688581314878892
train	f25	C	16	217	73.73271889400921	0.011072664359861591
train	f26	C	5	368	13.58695652173913	0.0034602076124567475
train	f27	C	7	157	44.5859872611465	0.004844290657439446
train	f29	C	14	288	48.611111111111114	0.009688581314878892
train	f3	C	18	428	42.05607476635514	0.01245674740484429
train	f31	C	0	210	0.0	0.0
train	f32	C	12	296	40.54054054054054	0.008304498269896194
train	f34	C	31	522	59.38697318007663	0.021453287197231833
train	f35	C	32	336	95.23809523809524	0.022145328719723183
train	f36	C	9	260	34.61538461538461	0.006228373702422145
train	f37	C	4	325	12.307692307692308	0.002768166089965398
train	f38	C	10	184	54.34782608695652	0.006920415224913495
train	f39	C	19	555	34.234234234234236	0.01314878892733564
train	f4	C	15	300	50.0	0.010380622837370242
train	f40	C	8	361	22.1606648199446	0.005536332179930796
train	f41	C	9	374	24.06417112299465	0.006228373702422145
train	f42	C	38	497	76.45875251509054	0.02629757785467128
train	f43	C	15	627	23.923444976076556	0.010380622837370242
train	f44	C	14	346	40.46242774566474	0.009688581314878892
train	f46	C	31	558	55.55555555555556	0.021453287197231833
train	f48	C	11	459	23.965141612200437	0.007612456747404845
train	f49	C	52	552	94.20289855072464	0.035986159169550176
train	f5	C	7	206	33.980582524271846	0.004844290657439446
train	f50	C	13	385	33.76623376623377	0.008996539792387544
train	f51	C	9	372	24.193548387096776	0.006228373702422145
train	f54	C	7	170	41.1764705882353	0.004844290657439446
train	f55	C	19	395	48.10126582278481	0.01314878892733564
train	f56	C	35	342	102.3391812865497	0.02422145328719723
train	f58	C	54	1619	33.35392217418159	0.03737024221453287
train	f6	C	21	407	51.597051597051596	0.01453287197231834
train	f66	C	33	1008	32.73809523809524	0.022837370242214532
train	f7	C	13	296	43.91891891891892	0.008996539792387544
train	f75	C	23	1365	16.84981684981685	0.01591695501730104
train	f76	C	53	1798	29.477196885428253	0.03667820069204152
train	f77	C	34	1182	28.764805414551606	0.023529411764705882
train	f78	C	21	1023	20.527859237536656	0.01453287197231834
train	f79	C	22	1366	16.105417276720353	0.01522491349480969
train	f8	C	37	538	68.77323420074349	0.02560553633217993
train	f80	C	23	1496	15.37433155080214	0.01591695501730104
train	f82	C	19	1115	17.04035874439462	0.01314878892733564
