split	unit_a	unit_b	left_js_bits	right_js_bits	position_js_bits	section_js_bits	hand_js_bits	folio_js_bits	masked_frame_sorensen	shared_masked_frame_types	a_occurrence_in_shared_frame_rate	b_occurrence_in_shared_frame_rate
train	ol	y	0.262931355959308	0.12280340609205871	0.07315117719742112	0.027125447325076983	0.014570956917149089	0.051771042065561095	0.2627996448653448	108	0.43397260273972604	0.4575289575289575
train	ol	C	0.16931525670148914	0.7087574089556009	0.31327669744966713	0.08613021072922684	0.03471597228070711	0.13175615154458856	0.08073394495412844	55	0.2810958904109589	0.19377162629757785
train	ol	d	0.32624067779627	0.3436724806998026	0.12350469316897074	0.049616716705600535	0.020753417607936975	0.09322727538029961	0.15493432132030988	80	0.3665753424657534	0.38024475524475526
train	ol	o	0.11205541423806607	0.36743223232938943	0.07843509410079985	0.09080715604280745	0.06193631743941595	0.11842833000114229	0.16130125381226704	95	0.49753424657534245	0.27087033747779754
train	y	C	0.28397722510270884	0.8028163542153762	0.4755395244563915	0.02306577040237828	0.007858286876051553	0.07545840071604967	0.040680226742247416	39	0.16988416988416988	0.19653979238754327
train	y	d	0.4379647472441067	0.39926704845006467	0.20881657585373786	0.013337991983585682	0.009774915913095015	0.06387549261797794	0.1245366938472943	68	0.22136422136422138	0.333041958041958
train	y	o	0.30493722111261207	0.4349818478311884	0.22670216924925568	0.029047114343445205	0.02590043765669682	0.06907575350824448	0.10671641791044777	60	0.3359073359073359	0.19005328596802842
train	C	d	0.209577208094617	0.7492180325191303	0.08391249985866504	0.019830289201071535	0.014044274966590562	0.06464517655313826	0.055619930475086905	36	0.21868512110726643	0.12237762237762238
train	C	o	0.2184312981865067	0.6544515408759224	0.15868287675173023	0.023382039778720918	0.005641527830383105	0.07623776994714745	0.09101516919486581	49	0.25882352941176473	0.18738898756660746
train	d	o	0.23153224308434472	0.5329397420464737	0.08213874961408908	0.027211671399030968	0.024589462025703855	0.07402303022249401	0.11806167400881057	68	0.24388111888111888	0.1936056838365897
