split	page	physical_folio	locus	line_number	section	currier	hand	paragraph_id	paragraph_line_index	paragraph_line_count	paragraph_line_pos	paragraph_marker_start	paragraph_marker_end	chunk_index	chunk_ordinal	line_chunk_count	line_chunk_pos	chunk_length	unit_index	chunk_pos	chunk_fraction	line_unit_index	line_unit_count	line_edge	line_quartile	paragraph_initial_event	paragraph_final_event	unit	left	right	masked_frame	local_frame	self_neighbor	class_neighbor	repeated_frame	shared_class_frame	same_unit_line_repeat	same_unit_paragraph_repeat
train	f2r	f2	f2r.1	1	H	A	1	f2r:p1	0	7	start	1	0	0	0	6	initial	3	2	final	1.0	2	18	interior	0	0	0	y	daI	<EOS>	ky daI *	daI|*|<EOS>|final	0	0	0	0	1	1
train	f2r	f2	f2r.1	1	H	A	1	f2r:p1	0	7	start	1	0	1	1	6	interior	3	0	initial	0.0	3	18	interior	0	0	0	y	<BOS>	p	* p Col	<BOS>|*|p|initial	0	0	1	1	1	1
train	f2r	f2	f2r.1	1	H	A	1	f2r:p1	0	7	start	1	0	3	3	6	interior	3	1	interior	0.5	8	18	interior	1	0	0	C	ot	al	ot * al	ot|*|al|interior	0	0	1	0	1	1
train	f2r	f2	f2r.1	1	H	A	1	f2r:p1	0	7	start	1	0	4	4	6	interior	4	0	initial	0.0	10	18	interior	2	0	0	y	<BOS>	p	* p C aN	<BOS>|*|p|initial	0	0	0	0	1	1
train	f2r	f2	f2r.1	1	H	A	1	f2r:p1	0	7	start	1	0	4	4	6	interior	4	2	interior	0.6666666666666666	12	18	interior	2	0	0	C	p	aN	y p * aN	p|*|aN|interior	0	0	0	0	1	1
train	f2r	f2	f2r.1	1	H	A	1	f2r:p1	0	7	start	1	0	5	5	6	final	4	1	interior	0.3333333333333333	15	18	interior	3	0	0	ol	K	s	K * s y	K|*|s|interior	0	0	0	0	0	1
train	f2r	f2	f2r.1	1	H	A	1	f2r:p1	0	7	start	1	0	5	5	6	final	4	3	final	1.0	17	18	final	3	0	0	y	s	<EOS>	K ol s *	s|*|<EOS>|final	0	0	0	0	1	1
train	f2r	f2	f2r.2	2	H	A	1	f2r:p1	1	7	middle	0	0	0	0	5	initial	4	0	initial	0.0	0	11	initial	0	0	0	d	<BOS>	or	* or Cor y	<BOS>|*|or|initial	0	0	0	0	0	1
train	f2r	f2	f2r.2	2	H	A	1	f2r:p1	1	7	middle	0	0	0	0	5	initial	4	3	final	1.0	3	11	interior	1	0	0	y	Cor	<EOS>	d or Cor *	Cor|*|<EOS>|final	0	0	0	0	0	1
train	f2r	f2	f2r.2	2	H	A	1	f2r:p1	1	7	middle	0	0	1	1	5	interior	3	0	initial	0.0	4	11	interior	1	0	0	C	<BOS>	k	* k ar	<BOS>|*|k|initial	0	0	1	1	0	1
train	f2r	f2	f2r.3	3	H	A	1	f2r:p1	2	7	middle	0	0	2	2	7	interior	1	0	only	0.5	4	11	interior	1	0	0	y	<BOS>	<EOS>	*	<BOS>|*|<EOS>|only	0	0	1	1	1	1
