split	target	control	metric	target_yes	target_total	target_rate	control_yes	control_total	control_rate	odds_ratio
train	o	ot	standalone	35	1126	0.03108348134991119	4	1033	0.003872216844143272	7.440779762813661
train	o	ot	chunk_initial	378	1126	0.33570159857904086	905	1033	0.8760890609874153	0.07176104463666888
train	o	ot	chunk_final	262	1126	0.23268206039076378	8	1033	0.007744433688286544	36.63372231483687
train	o	ot	line_initial	114	1126	0.10124333925399645	93	1033	0.09002904162633107	1.1375163398692811
train	o	ot	line_final	51	1126	0.0452930728241563	0	1033	0.0	98.97768479776848
train	o	ot	paragraph_initial	4	1126	0.003552397868561279	7	1033	0.006776379477250726	0.5486859688195991
train	o	ot	paragraph_final	4	1126	0.003552397868561279	0	1033	0.0	8.28641425389755
train	o	ot	self_neighbor	14	1126	0.012433392539964476	2	1033	0.001936108422071636	5.3777078651685395
train	o	ot	repeated_exact_frame	558	1126	0.4955595026642984	787	1033	0.7618586640851888	0.30750987700855775
train	o	ot	same_unit_line_repeat	441	1126	0.391651865008881	397	1033	0.38431752178121975	1.0312988270050323
train	o	ot	same_unit_paragraph_repeat	1027	1126	0.9120781527531083	926	1033	0.8964181994191674	1.1981792394243207
train	d	aN	standalone	22	1144	0.019230769230769232	167	1169	0.14285714285714285	0.11996808828906691
train	d	aN	chunk_initial	727	1144	0.6354895104895105	180	1169	0.15397775876817793	9.552457412045715
train	d	aN	chunk_final	219	1144	0.19143356643356643	1118	1169	0.9563729683490163	0.01092016856140056
train	d	aN	line_initial	238	1144	0.20804195804195805	0	1169	0.0	615.3905129619416
train	d	aN	line_final	61	1144	0.05332167832167832	130	1169	0.11120615911035073	0.4521267285139156
train	d	aN	paragraph_initial	5	1144	0.004370629370629371	0	1169	0.0	11.289600702062309
train	d	aN	paragraph_final	4	1144	0.0034965034965034965	21	1169	0.017964071856287425	0.21077046990813902
train	d	aN	self_neighbor	6	1144	0.005244755244755245	2	1169	0.001710863986313088	2.666227492314449
train	d	aN	repeated_exact_frame	638	1144	0.5576923076923077	947	1169	0.8100940975192472	0.29602763025262613
train	d	aN	same_unit_line_repeat	462	1144	0.40384615384615385	496	1169	0.42429426860564584	0.919236855792747
train	d	aN	same_unit_paragraph_repeat	1058	1144	0.9248251748251748	1070	1169	0.9153122326775022	1.1373946051896229
train	y	s	standalone	68	1554	0.043758043758043756	129	1322	0.09757942511346444	0.42469613912600795
train	y	s	chunk_initial	424	1554	0.2728442728442728	782	1322	0.5915279878971256	0.2593692462692156
train	y	s	chunk_final	1105	1554	0.711068211068211	478	1322	0.3615733736762481	4.3405699819723065
train	y	s	line_initial	235	1554	0.15122265122265122	329	1322	0.24886535552193645	0.5381383829921321
train	y	s	line_final	389	1554	0.2503217503217503	98	1322	0.07413010590015129	4.154490240784657
train	y	s	paragraph_initial	4	1554	0.002574002574002574	8	1322	0.006051437216338881	0.4488305480205626
train	y	s	paragraph_final	46	1554	0.029601029601029602	14	1322	0.01059001512859304	2.7817196804315776
train	y	s	self_neighbor	2	1554	0.001287001287001287	0	1322	0.0	4.2592592592592595
train	y	s	repeated_exact_frame	943	1554	0.6068211068211068	789	1322	0.596822995461422	1.0426240357264733
train	y	s	same_unit_line_repeat	662	1554	0.425997425997426	471	1322	0.35627836611195157	1.340542579704204
train	y	s	same_unit_paragraph_repeat	1472	1554	0.9472329472329473	1219	1322	0.9220877458396369	1.5148160572514815
train	C	or	standalone	6	1445	0.004152249134948097	170	1322	0.12859304084720122	0.030522368979942736
