candidate	shol	table	key	fields	C	N	row_status
P	Q	ARGUMENTS	f22v|f22v.6-f22v.16|B|f22v.15:4	coingredient;debts;patient;patient_form	"{""additional_grammar_assumption"": """", ""coingredient"": ""f22v.15:1"", ""debts"": ""UNREAD_BETWEEN:f22v.15:3"", ""form"": ""qokchy"", ""grammar"": ""B"", ""meaning"": ""durcharbeiten [U] / zwei Materialien vermischen [D]"", ""operation"": ""f22v.15:4"", ""paragraph"": ""f22v|f22v.6-f22v.16"", ""patient"": ""f22v.15:2"", ""patient_form"": ""cthy"", ""row_status"": ""recorded"", ""rule"": ""LOCAL_LEFT"", ""shared_run"": """"}"	"{""additional_grammar_assumption"": """", ""coingredient"": ""f22v.15:2"", ""debts"": """", ""form"": ""qokchy"", ""grammar"": ""B"", ""meaning"": ""durcharbeiten [U] / zwei Materialien vermischen [D]"", ""operation"": ""f22v.15:4"", ""paragraph"": ""f22v|f22v.6-f22v.16"", ""patient"": ""f22v.15:3"", ""patient_form"": ""chocthy"", ""row_status"": ""recorded"", ""rule"": ""LOCAL_LEFT"", ""shared_run"": """"}"	recorded
P	Q	ARGUMENTS	f22v|f22v.6-f22v.16|J|f22v.15:4	coingredient;debts;patient;patient_form	"{""additional_grammar_assumption"": """", ""coingredient"": ""f22v.15:1"", ""debts"": ""UNREAD_BETWEEN:f22v.15:3"", ""form"": ""qokchy"", ""grammar"": ""J"", ""meaning"": ""durcharbeiten [U] / zwei Materialien vermischen [D]"", ""operation"": ""f22v.15:4"", ""paragraph"": ""f22v|f22v.6-f22v.16"", ""patient"": ""f22v.15:2"", ""patient_form"": ""cthy"", ""row_status"": ""recorded"", ""rule"": ""LOCAL_LEFT"", ""shared_run"": """"}"	"{""additional_grammar_assumption"": """", ""coingredient"": ""f22v.15:2"", ""debts"": """", ""form"": ""qokchy"", ""grammar"": ""J"", ""meaning"": ""durcharbeiten [U] / zwei Materialien vermischen [D]"", ""operation"": ""f22v.15:4"", ""paragraph"": ""f22v|f22v.6-f22v.16"", ""patient"": ""f22v.15:3"", ""patient_form"": ""chocthy"", ""row_status"": ""recorded"", ""rule"": ""LOCAL_LEFT"", ""shared_run"": """"}"	recorded
P	Q	ARGUMENTS	f22v|f22v.6-f22v.16|M|f22v.15:4	coingredient;debts;patient;patient_form	"{""additional_grammar_assumption"": """", ""coingredient"": ""f22v.15:1"", ""debts"": ""UNREAD_BETWEEN:f22v.15:3"", ""form"": ""qokchy"", ""grammar"": ""M"", ""meaning"": ""durcharbeiten [U] / zwei Materialien vermischen [D]"", ""operation"": ""f22v.15:4"", ""paragraph"": ""f22v|f22v.6-f22v.16"", ""patient"": ""f22v.15:2"", ""patient_form"": ""cthy"", ""row_status"": ""recorded"", ""rule"": ""LOCAL_LEFT"", ""shared_run"": """"}"	"{""additional_grammar_assumption"": """", ""coingredient"": ""f22v.15:2"", ""debts"": """", ""form"": ""qokchy"", ""grammar"": ""M"", ""meaning"": ""durcharbeiten [U] / zwei Materialien vermischen [D]"", ""operation"": ""f22v.15:4"", ""paragraph"": ""f22v|f22v.6-f22v.16"", ""patient"": ""f22v.15:3"", ""patient_form"": ""chocthy"", ""row_status"": ""recorded"", ""rule"": ""LOCAL_LEFT"", ""shared_run"": """"}"	recorded
P	Q	ARGUMENTS	f32v.7-f32v.11|B|f32v.9:1	patient;patient_form	"{""additional_grammar_assumption"": """", ""coingredient"": """", ""debts"": ""MISSING_RELATION_PARTNER"", ""form"": ""qotchy"", ""grammar"": ""B"", ""meaning"": ""trenne \u2026 von \u2026 [verbinde \u2026 mit \u2026 bleibt Rivale]"", ""operation"": ""f32v.9:1"", ""paragraph"": ""f32v.7-f32v.11"", ""patient"": """", ""patient_form"": """", ""row_status"": ""recorded"", ""rule"": ""RELATION_LOCAL"", ""shared_run"": """"}"	"{""additional_grammar_assumption"": """", ""coingredient"": """", ""debts"": ""MISSING_RELATION_PARTNER"", ""form"": ""qotchy"", ""grammar"": ""B"", ""meaning"": ""trenne \u2026 von \u2026 [verbinde \u2026 mit \u2026 bleibt Rivale]"", ""operation"": ""f32v.9:1"", ""paragraph"": ""f32v.7-f32v.11"", ""patient"": ""f32v.9:4"", ""patient_form"": ""chocthy"", ""row_status"": ""recorded"", ""rule"": ""RELATION_LOCAL"", ""shared_run"": """"}"	recorded
P	Q	ARGUMENTS	f32v.7-f32v.11|J|f32v.9:1	patient;patient_form	"{""additional_grammar_assumption"": """", ""coingredient"": """", ""debts"": ""MISSING_RELATION_PARTNER"", ""form"": ""qotchy"", ""grammar"": ""J"", ""meaning"": ""trenne \u2026 von \u2026 [verbinde \u2026 mit \u2026 bleibt Rivale]"", ""operation"": ""f32v.9:1"", ""paragraph"": ""f32v.7-f32v.11"", ""patient"": """", ""patient_form"": """", ""row_status"": ""recorded"", ""rule"": ""RELATION_LOCAL"", ""shared_run"": """"}"	"{""additional_grammar_assumption"": """", ""coingredient"": """", ""debts"": ""MISSING_RELATION_PARTNER"", ""form"": ""qotchy"", ""grammar"": ""J"", ""meaning"": ""trenne \u2026 von \u2026 [verbinde \u2026 mit \u2026 bleibt Rivale]"", ""operation"": ""f32v.9:1"", ""paragraph"": ""f32v.7-f32v.11"", ""patient"": ""f32v.9:4"", ""patient_form"": ""chocthy"", ""row_status"": ""recorded"", ""rule"": ""RELATION_LOCAL"", ""shared_run"": """"}"	recorded
P	Q	ARGUMENTS	f32v.7-f32v.11|M|f32v.9:1	patient;patient_form	"{""additional_grammar_assumption"": """", ""coingredient"": """", ""debts"": ""MISSING_RELATION_PARTNER"", ""form"": ""qotchy"", ""grammar"": ""M"", ""meaning"": ""trenne \u2026 von \u2026 [verbinde \u2026 mit \u2026 bleibt Rivale]"", ""operation"": ""f32v.9:1"", ""paragraph"": ""f32v.7-f32v.11"", ""patient"": """", ""patient_form"": """", ""row_status"": ""recorded"", ""rule"": ""RELATION_LOCAL"", ""shared_run"": """"}"	"{""additional_grammar_assumption"": """", ""coingredient"": """", ""debts"": ""MISSING_RELATION_PARTNER"", ""form"": ""qotchy"", ""grammar"": ""M"", ""meaning"": ""trenne \u2026 von \u2026 [verbinde \u2026 mit \u2026 bleibt Rivale]"", ""operation"": ""f32v.9:1"", ""paragraph"": ""f32v.7-f32v.11"", ""patient"": ""f32v.9:4"", ""patient_form"": ""chocthy"", ""row_status"": ""recorded"", ""rule"": ""RELATION_LOCAL"", ""shared_run"": """"}"	recorded
P	Q	EVENTS	f22v|f22v.6-f22v.16|B|D|I|ACTION|f22v.15:4|	after;before;debts;object;patient;second;second_object	"{""after"": ""{}"", ""alias_collision"": ""False"", ""assertion"": """", ""before"": ""{}"", ""debts"": ""UNREAD_BETWEEN:f22v.15:3"", ""execution_index"": ""26"", ""form"": ""qokchy"", ""grammar"": ""B"", ""kind"": ""ACTION"", ""location"": ""f22v.15:4"", ""model"": ""D"", ""object"": ""f22v.8:2"", ""order"": ""40"", ""paragraph"": ""f22v|f22v.6-f22v.16"", ""patient"": ""f22v.15:2"", ""row_status"": ""recorded"", ""second"": ""f22v.15:1"", ""second_object"": ""f22v.15:1"", ""source_event"": ""26"", ""source_object"": """", ""state_origin"": """", ""status"": ""NO_STATE_TRANSITION_MODELLED"", ""timing"": ""I""}"	"{""after"": ""{\""CONSTITUTION:moisture\"":\""dry\""}"", ""alias_collision"": ""False"", ""assertion"": """", ""before"": ""{\""CONSTITUTION:moisture\"":\""dry\""}"", ""debts"": """", ""execution_index"": ""28"", ""form"": ""qokchy"", ""grammar"": ""B"", ""kind"": ""ACTION"", ""location"": ""f22v.15:4"", ""model"": ""D"", ""object"": ""f22v.15:3"", ""order"": ""40"", ""paragraph"": ""f22v|f22v.6-f22v.16"", ""patient"": ""f22v.15:3"", ""row_status"": ""recorded"", ""second"": ""f22v.15:2"", ""second_object"": ""f22v.8:2"", ""source_event"": ""28"", ""source_object"": """", ""state_origin"": """", ""status"": ""NO_STATE_TRANSITION_MODELLED"", ""timing"": ""I""}"	recorded
P	Q	EVENTS	f22v|f22v.6-f22v.16|B|D|I|BARE_NOMINAL|f22v.15:3|CONSTITUTION:moisture=dry	after;alias_collision;assertion;before;debts;form;grammar;kind;location;model;object;order;paragraph;patient;second;second_object;source_object;state_origin;status;timing	{}	"{""after"": ""{\""CONSTITUTION:moisture\"":\""dry\""}"", ""alias_collision"": ""False"", ""assertion"": ""CONSTITUTION:moisture=dry"", ""before"": ""{}"", ""debts"": """", ""execution_index"": ""27"", ""form"": ""chocthy"", ""grammar"": ""B"", ""kind"": ""BARE_NOMINAL"", ""location"": ""f22v.15:3"", ""model"": ""D"", ""object"": ""f22v.15:3"", ""order"": ""39"", ""paragraph"": ""f22v|f22v.6-f22v.16"", ""patient"": """", ""row_status"": ""recorded"", ""second"": """", ""second_object"": """", ""source_event"": ""27"", ""source_object"": """", ""state_origin"": """", ""status"": ""INITIAL_CONSTRAINT"", ""timing"": ""I""}"	recorded
P	Q	EVENTS	f22v|f22v.6-f22v.16|B|D|I|MATERIAL|f22v.15:3|	after;alias_collision;assertion;before;debts;form;grammar;kind;location;model;object;order;paragraph;patient;second;second_object;source_object;state_origin;status;timing	{}	"{""after"": ""{}"", ""alias_collision"": ""False"", ""assertion"": """", ""before"": ""{}"", ""debts"": """", ""execution_index"": ""26"", ""form"": ""chocthy"", ""grammar"": ""B"", ""kind"": ""MATERIAL"", ""location"": ""f22v.15:3"", ""model"": ""D"", ""object"": ""f22v.15:3"", ""order"": ""39"", ""paragraph"": ""f22v|f22v.6-f22v.16"", ""patient"": ""f22v.15:3"", ""row_status"": ""recorded"", ""second"": """", ""second_object"": """", ""source_event"": ""26"", ""source_object"": """", ""state_origin"": """", ""status"": ""EXTERNAL_PORTION"", ""timing"": ""I""}"	recorded
P	Q	EVENTS	f22v|f22v.6-f22v.16|B|D|O|ACTION|f22v.15:4|	after;before;debts;object;patient;second;second_object	"{""after"": ""{}"", ""alias_collision"": ""False"", ""assertion"": """", ""before"": ""{}"", ""debts"": ""UNREAD_BETWEEN:f22v.15:3"", ""execution_index"": ""26"", ""form"": ""qokchy"", ""grammar"": ""B"", ""kind"": ""ACTION"", ""location"": ""f22v.15:4"", ""model"": ""D"", ""object"": ""f22v.8:2"", ""order"": ""40"", ""paragraph"": ""f22v|f22v.6-f22v.16"", ""patient"": ""f22v.15:2"", ""row_status"": ""recorded"", ""second"": ""f22v.15:1"", ""second_object"": ""f22v.15:1"", ""source_event"": ""26"", ""source_object"": """", ""state_origin"": """", ""status"": ""NO_STATE_TRANSITION_MODELLED"", ""timing"": ""O""}"	"{""after"": ""{\""CONSTITUTION:moisture\"":\""dry\""}"", ""alias_collision"": ""False"", ""assertion"": """", ""before"": ""{\""CONSTITUTION:moisture\"":\""dry\""}"", ""debts"": """", ""execution_index"": ""28"", ""form"": ""qokchy"", ""grammar"": ""B"", ""kind"": ""ACTION"", ""location"": ""f22v.15:4"", ""model"": ""D"", ""object"": ""f22v.15:3"", ""order"": ""40"", ""paragraph"": ""f22v|f22v.6-f22v.16"", ""patient"": ""f22v.15:3"", ""row_status"": ""recorded"", ""second"": ""f22v.15:2"", ""second_object"": ""f22v.8:2"", ""source_event"": ""28"", ""source_object"": """", ""state_origin"": """", ""status"": ""NO_STATE_TRANSITION_MODELLED"", ""timing"": ""O""}"	recorded
