event_id	page	record	statement_id	statement_ordinal	surface	component_parse	event_role	atomic_card_value_de	source_action_de	revised_event_reading_de	meaning_preserved	macro_id	natural_complete_statement_de	event_retained_in_full_sequence	owner_object_class	owner_specialized_statement_de	event_retained	previous_owner_object_class	corrected_owner_object_class	modifier_channels	portable_object_tags	owner_class_changed
E001	f10r	H1	H1-S001	1	dchey	CH+E+Y	ACTION	diesen Posten kurz abziehen	abnehmen	abnehmen	YES	NONE	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	PLANT_MATERIAL	GRADE	PICTURED_PLANT_MATTER	NO
E002	f10r	H1	H1-S001	2	cthoor	CTH+O+OR	ARGUMENT_OR_STATE	bereit · Arbeitsgang · Ansatz	NON_ACTION_CONTRIBUTION	bereit · Arbeitsgang · Ansatz	YES	NONE	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	PLANT_MATERIAL	PREPARATION|READY	PICTURED_PLANT_MATTER|PREPARATION_BATCH	NO
E003	f10r	H1	H1-S001	3	char	AR	ARGUMENT_OR_STATE	von dort	NON_ACTION_CONTRIBUTION	von dort	YES	NONE	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	PLANT_MATERIAL	SOURCE	PICTURED_PLANT_MATTER	NO
E004	f10r	H1	H1-S001	4	chty	T+Y	ACTION	den aktuellen Posten eintragen	übertragen	übertragen	YES	NONE	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO
E005	f10r	H1	H1-S001	5	os	OS	ARGUMENT_OR_STATE	Arbeitsfach	NON_ACTION_CONTRIBUTION	Arbeitsfach	YES	NONE	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO
E006	f10r	H1	H1-S001	6	chair	CH+AIR	ACTION	den laufenden Posten durch laufender Bestand abziehen	ablaufen lassen	ablaufen lassen	YES	NONE	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	PLANT_MATERIAL	FLOW_LIQUID	PICTURED_PLANT_MATTER	NO
E007	f10r	H1	H1-S001	7	otytchol	OT+Y+T+CH+OL	ACTION	danach fortsetzen diesen Posten eintragen und abziehen	eintragen + abnehmen	eintragen + abnehmen	YES	NONE	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO
E008	f10r	H1	H1-S001	8	oky	OK+Y	ACTION	den aktuellen Posten in Einsatz bringen	einsetzen	Pflanzenstoff in den Ansatz geben	YES	NONE	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO
E009	f10r	H1	H1-S001	9	daiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	NONE	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	PLANT_MATERIAL	MEASURE	PICTURED_PLANT_MATTER|MEASURED_PORTION	NO
E010	f10r	H1	H1-S001	10	etyd	E+T+Y	ACTION	diesen Posten kurz eintragen	eintragen	eintragen	YES	NONE	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	Bei der ersten abgebildeten Pflanze: abnehmen; dann übertragen; dann ablaufen lassen; dann eintragen + abnehmen; dann Pflanzenstoff in den Ansatz geben; dann eintragen. Angaben: bereit · Arbeitsgang · Ansatz | von dort | Arbeitsfach | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	PLANT_MATERIAL	GRADE	PICTURED_PLANT_MATTER	NO
