case_id	phase	event_id	statement_id	page	record	surface	card_no	component_parse	operation_de	primary_object_de	local_output_de
C1	PREPARE_PRODUCT	E001	H1-S001	f10r	H1	dchey	PROC001	CH+E+Y	abziehen	aktuell gemeinter Arbeitsposten	abgenommener oder abgezogener Anteil
C1	PREPARE_PRODUCT	E002	H1-S001	f10r	H1	cthoor	PROC002	CTH+O+OR	adressieren oder spezifizieren	aktueller Ansatz	aktueller Ansatz
C1	PREPARE_PRODUCT	E003	H1-S001	f10r	H1	char	PROC003	AR	adressieren oder spezifizieren	lokaler Quellvorrat	lokaler Quellvorrat
C1	PREPARE_PRODUCT	E004	H1-S001	f10r	H1	chty	PROC004	T+Y	eintragen	aktuell gemeinter Arbeitsposten	im Arbeitsfach eingetragener Posten
C1	PREPARE_PRODUCT	E005	H1-S001	f10r	H1	os	PROC005	OS	adressieren oder spezifizieren	ausgewaehltes Arbeitsfach	ausgewaehltes Arbeitsfach
C1	PREPARE_PRODUCT	E006	H1-S001	f10r	H1	chair	PROC006	CH+AIR	abziehen	laufende Arbeitsfluessigkeit	abgenommener oder abgezogener Anteil
C1	PREPARE_PRODUCT	E007	H1-S001	f10r	H1	otytchol	PROC007	OT+Y+T+CH+OL	eintragen + abziehen	aktuell gemeinter Arbeitsposten	im Arbeitsfach eingetragener Posten -> abgenommener oder abgezogener Anteil
C1	PREPARE_PRODUCT	E008	H1-S001	f10r	H1	oky	PROC008	OK+Y	ansetzen	aktuell gemeinter Arbeitsposten	angesetzter Arbeitsposten
C1	PREPARE_PRODUCT	E009	H1-S001	f10r	H1	daiin	PROC009	AIIN	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C1	PREPARE_PRODUCT	E010	H1-S001	f10r	H1	etyd	PROC010	E+T+Y	eintragen	aktuell gemeinter Arbeitsposten	im Arbeitsfach eingetragener Posten
C1	PREPARE_PRODUCT	E011	H1-S002	f10r	H1	qokchy	PROC011	OK+Y	ansetzen	aktuell gemeinter Arbeitsposten	angesetzter Arbeitsposten
C1	PREPARE_PRODUCT	E012	H1-S002	f10r	H1	qotchol	PROC012	OT+CH+OL	abziehen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	abgenommener oder abgezogener Anteil
C1	PREPARE_PRODUCT	E013	H1-S002	f10r	H1	chol	PROC013	OL	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C1	PREPARE_PRODUCT	E014	H1-S002	f10r	H1	cthy	PROC014	CTH+Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C2	PREPARE_PRODUCT	E015	H2-S001	f10r	H2	ycheor	PROC015	Y+CH+E+OR	abziehen	aktueller Ansatz	abgenommener oder abgezogener Anteil
C2	PREPARE_PRODUCT	E016	H2-S001	f10r	H2	cthy	PROC014	CTH+Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C2	PREPARE_PRODUCT	E017	H2-S001	f10r	H2	chor	PROC016	OR	adressieren oder spezifizieren	aktueller Ansatz	aktueller Ansatz
C2	PREPARE_PRODUCT	E018	H2-S001	f10r	H2	cthaiin	PROC017	CTH+AIIN	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C2	PREPARE_PRODUCT	E019	H2-S001	f10r	H2	qoctholy	PROC018	O+CTH+OL+Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C2	PREPARE_PRODUCT	E020	H2-S001	f10r	H2	dy	PROC019	Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C2	PREPARE_PRODUCT	E021	H2-S001	f10r	H2	chy	PROC019	Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C2	PREPARE_PRODUCT	E022	H2-S001	f10r	H2	taiin	PROC009	AIIN	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C2	PREPARE_PRODUCT	E023	H2-S001	f10r	H2	shy	PROC019	Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C2	PREPARE_PRODUCT	E024	H2-S002	f10r	H2	qotchor	PROC020	OT+CH+OR	abziehen	aktueller Ansatz	abgenommener oder abgezogener Anteil
C2	PREPARE_PRODUCT	E025	H2-S002	f10r	H2	chor	PROC016	OR	adressieren oder spezifizieren	aktueller Ansatz	aktueller Ansatz
C2	PREPARE_PRODUCT	E026	H2-S002	f10r	H2	otol	PROC021	OT+OL	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C2	PREPARE_PRODUCT	E027	H2-S002	f10r	H2	chol	PROC013	OL	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C2	PREPARE_PRODUCT	E028	H2-S002	f10r	H2	cholor	PROC022	OL+OR	adressieren oder spezifizieren	aktueller Ansatz	aktueller Ansatz
C2	PREPARE_PRODUCT	E029	H2-S002	f10r	H2	chol	PROC013	OL	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C2	PREPARE_PRODUCT	E030	H2-S002	f10r	H2	daiin	PROC009	AIIN	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C2	PREPARE_PRODUCT	E031	H2-S002	f10r	H2	dar	PROC003	AR	adressieren oder spezifizieren	lokaler Quellvorrat	lokaler Quellvorrat
C2	PREPARE_PRODUCT	E032	H2-S003	f10r	H2	oykchor	PROC023	O+Y+K+OR	zufuehren	aktueller Ansatz	zugefuehrte Portion
C2	PREPARE_PRODUCT	E033	H2-S003	f10r	H2	shor	PROC016	OR	adressieren oder spezifizieren	aktueller Ansatz	aktueller Ansatz
C2	PREPARE_PRODUCT	E034	H2-S003	f10r	H2	chor	PROC016	OR	adressieren oder spezifizieren	aktueller Ansatz	aktueller Ansatz
C2	PREPARE_PRODUCT	E035	H2-S003	f10r	H2	chy	PROC019	Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C2	PREPARE_PRODUCT	E036	H2-S003	f10r	H2	kaiiin	PROC024	K+IIN	zufuehren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	zugefuehrte Portion
C2	PREPARE_PRODUCT	E037	H2-S003	f10r	H2	dy	PROC019	Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C2	PREPARE_PRODUCT	E038	H2-S003	f10r	H2	chodaiin	PROC025	CH+O+AIIN	abziehen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	abgenommener oder abgezogener Anteil
C3	PREPARE_PRODUCT	E039	H3-S001	f11r	H3	tshol	PROC026	T+SH+OL	eintragen + halten	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	im Arbeitsfach eingetragener Posten -> gehaltener oder einwirkender Arbeitsposten
C3	PREPARE_PRODUCT	E040	H3-S001	f11r	H3	schoal	PROC027	SH+O+AL	halten	bezeichnete Zielstelle	gehaltener oder einwirkender Arbeitsposten
C3	PREPARE_PRODUCT	E041	H3-S001	f11r	H3	cfhy	PROC028	CFH+Y	auswringen	aktuell gemeinter Arbeitsposten	ausgedrueckter Stoff oder Pressfluessigkeit
C3	PREPARE_PRODUCT	E042	H3-S001	f11r	H3	shfydaiin	PROC029	SH+Y+AIIN	halten	aktuell gemeinter Arbeitsposten	gehaltener oder einwirkender Arbeitsposten
C3	PREPARE_PRODUCT	E043	H3-S001	f11r	H3	cphy	PROC030	P+Y	hineingeben	aktuell gemeinter Arbeitsposten	in den Empfaenger eingebrachter Stoff
C3	PREPARE_PRODUCT	E044	H3-S001	f11r	H3	shey	PROC031	SH+EE+Y	halten	aktuell gemeinter Arbeitsposten	gehaltener oder einwirkender Arbeitsposten
C3	PREPARE_PRODUCT	E045	H3-S001	f11r	H3	tchody	PROC032	T+CH+O+DY	eintragen + abziehen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	im Arbeitsfach eingetragener Posten -> abgenommener oder abgezogener Anteil
C3	PREPARE_PRODUCT	E046	H3-S002	f11r	H3	shoyty	PROC033	SH+O+Y+T+Y	halten + eintragen	aktuell gemeinter Arbeitsposten	gehaltener oder einwirkender Arbeitsposten -> im Arbeitsfach eingetragener Posten
C3	PREPARE_PRODUCT	E047	H3-S003	f11r	H3	dchol	PROC034	OL	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C3	PREPARE_PRODUCT	E048	H3-S003	f11r	H3	chy	PROC019	Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C3	PREPARE_PRODUCT	E049	H3-S003	f11r	H3	kchy	PROC035	K+Y	zufuehren	aktuell gemeinter Arbeitsposten	zugefuehrte Portion
C3	PREPARE_PRODUCT	E050	H3-S003	f11r	H3	dy	PROC019	Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C3	PREPARE_PRODUCT	E051	H3-S003	f11r	H3	daiin	PROC009	AIIN	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C3	PREPARE_PRODUCT	E052	H3-S004	f11r	H3	qotchy	PROC036	OT+Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C3	PREPARE_PRODUCT	E053	H3-S004	f11r	H3	okchol	PROC037	OK+OL	ansetzen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	angesetzter Arbeitsposten
C3	PREPARE_PRODUCT	E054	H3-S004	f11r	H3	cthy	PROC014	CTH+Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C3	PREPARE_PRODUCT	E055	H3-S004	f11r	H3	dy	PROC019	Y	adressieren oder spezifizieren	aktuell gemeinter Arbeitsposten	aktuell gemeinter Arbeitsposten
C4	PREPARE_PRODUCT	E056	H4-S001	f55v	H4	qokaiin	PROC038	OK+AIIN	ansetzen	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	angesetzter Arbeitsposten
C4	PREPARE_PRODUCT	E057	H4-S001	f55v	H4	chaiin	PROC009	AIIN	adressieren oder spezifizieren	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	vom Bildbesitzer gesetzter lokaler Arbeitsstoff
C4	PREPARE_PRODUCT	E058	H4-S001	f55v	H4	ykain	PROC039	Y+K+AIN	zufuehren	abgeteilte Portion	zugefuehrte Portion
C4	PREPARE_PRODUCT	E059	H4-S001	f55v	H4	ykan	PROC040	Y+K+AIN	zufuehren	abgeteilte Portion	zugefuehrte Portion
