candidate_id	case_id	locus	physical_folio	left_slot	right_slot	bridge_slot	capacity_mask	base_penalty	candidate_specific_capacity_credit	equality_pass
OL_PARTITIVE_VON	G772-OL01	f112r.36	f112	1	1	1	L1R1B1	0	0	1
OL_DIRECTIONAL_AUS	G772-OL01	f112r.36	f112	1	1	1	L1R1B1	0	0	1
OL_QUANTIFIABLE_NOMINAL_HEAD	G772-OL01	f112r.36	f112	1	1	1	L1R1B1	0	0	1
OL_FIELD_SEQUENCE_MARKER	G772-OL01	f112r.36	f112	1	1	1	L1R1B1	0	0	1
OL_MEASURE_UNIT_COMPLEMENT	G772-OL01	f112r.36	f112	1	1	1	L1R1B1	0	0	1
OL_PARTITIVE_VON	G772-OL02	f30v.2	f30	1	1	1	L1R1B1	0	0	1
OL_DIRECTIONAL_AUS	G772-OL02	f30v.2	f30	1	1	1	L1R1B1	0	0	1
OL_QUANTIFIABLE_NOMINAL_HEAD	G772-OL02	f30v.2	f30	1	1	1	L1R1B1	0	0	1
OL_FIELD_SEQUENCE_MARKER	G772-OL02	f30v.2	f30	1	1	1	L1R1B1	0	0	1
OL_MEASURE_UNIT_COMPLEMENT	G772-OL02	f30v.2	f30	1	1	1	L1R1B1	0	0	1
OL_PARTITIVE_VON	G772-OL03	f3r.19	f3	1	1	1	L1R1B1	0	0	1
OL_DIRECTIONAL_AUS	G772-OL03	f3r.19	f3	1	1	1	L1R1B1	0	0	1
OL_QUANTIFIABLE_NOMINAL_HEAD	G772-OL03	f3r.19	f3	1	1	1	L1R1B1	0	0	1
OL_FIELD_SEQUENCE_MARKER	G772-OL03	f3r.19	f3	1	1	1	L1R1B1	0	0	1
OL_MEASURE_UNIT_COMPLEMENT	G772-OL03	f3r.19	f3	1	1	1	L1R1B1	0	0	1
OL_PARTITIVE_VON	G772-OL04	f55v.10	f55	1	1	1	L1R1B1	0	0	1
OL_DIRECTIONAL_AUS	G772-OL04	f55v.10	f55	1	1	1	L1R1B1	0	0	1
OL_QUANTIFIABLE_NOMINAL_HEAD	G772-OL04	f55v.10	f55	1	1	1	L1R1B1	0	0	1
OL_FIELD_SEQUENCE_MARKER	G772-OL04	f55v.10	f55	1	1	1	L1R1B1	0	0	1
OL_MEASURE_UNIT_COMPLEMENT	G772-OL04	f55v.10	f55	1	1	1	L1R1B1	0	0	1
OL_PARTITIVE_VON	G772-OL05	f55v.10	f55	1	0	0	L1R0B0	1	0	1
OL_DIRECTIONAL_AUS	G772-OL05	f55v.10	f55	1	0	0	L1R0B0	1	0	1
OL_QUANTIFIABLE_NOMINAL_HEAD	G772-OL05	f55v.10	f55	1	0	0	L1R0B0	1	0	1
OL_FIELD_SEQUENCE_MARKER	G772-OL05	f55v.10	f55	1	0	0	L1R0B0	1	0	1
OL_MEASURE_UNIT_COMPLEMENT	G772-OL05	f55v.10	f55	1	0	0	L1R0B0	1	0	1
OL_PARTITIVE_VON	G772-OL06	f58r.13	f58	1	1	1	L1R1B1	0	0	1
OL_DIRECTIONAL_AUS	G772-OL06	f58r.13	f58	1	1	1	L1R1B1	0	0	1
OL_QUANTIFIABLE_NOMINAL_HEAD	G772-OL06	f58r.13	f58	1	1	1	L1R1B1	0	0	1
OL_FIELD_SEQUENCE_MARKER	G772-OL06	f58r.13	f58	1	1	1	L1R1B1	0	0	1
OL_MEASURE_UNIT_COMPLEMENT	G772-OL06	f58r.13	f58	1	1	1	L1R1B1	0	0	1
OL_PARTITIVE_VON	G772-OL07	f75r.26	f75	1	1	1	L1R1B1	0	0	1
OL_DIRECTIONAL_AUS	G772-OL07	f75r.26	f75	1	1	1	L1R1B1	0	0	1
OL_QUANTIFIABLE_NOMINAL_HEAD	G772-OL07	f75r.26	f75	1	1	1	L1R1B1	0	0	1
OL_FIELD_SEQUENCE_MARKER	G772-OL07	f75r.26	f75	1	1	1	L1R1B1	0	0	1
OL_MEASURE_UNIT_COMPLEMENT	G772-OL07	f75r.26	f75	1	1	1	L1R1B1	0	0	1
OL_PARTITIVE_VON	G772-OL08	f75r.26	f75	1	0	0	L1R0B0	1	0	1
OL_DIRECTIONAL_AUS	G772-OL08	f75r.26	f75	1	0	0	L1R0B0	1	0	1
OL_QUANTIFIABLE_NOMINAL_HEAD	G772-OL08	f75r.26	f75	1	0	0	L1R0B0	1	0	1
OL_FIELD_SEQUENCE_MARKER	G772-OL08	f75r.26	f75	1	0	0	L1R0B0	1	0	1
OL_MEASURE_UNIT_COMPLEMENT	G772-OL08	f75r.26	f75	1	0	0	L1R0B0	1	0	1
OL_PARTITIVE_VON	G772-OL09	f78r.37	f78	1	1	1	L1R1B1	0	0	1
OL_DIRECTIONAL_AUS	G772-OL09	f78r.37	f78	1	1	1	L1R1B1	0	0	1
OL_QUANTIFIABLE_NOMINAL_HEAD	G772-OL09	f78r.37	f78	1	1	1	L1R1B1	0	0	1
OL_FIELD_SEQUENCE_MARKER	G772-OL09	f78r.37	f78	1	1	1	L1R1B1	0	0	1
OL_MEASURE_UNIT_COMPLEMENT	G772-OL09	f78r.37	f78	1	1	1	L1R1B1	0	0	1
OL_PARTITIVE_VON	G772-OL10	f81r.15	f81	1	1	1	L1R1B1	0	0	1
OL_DIRECTIONAL_AUS	G772-OL10	f81r.15	f81	1	1	1	L1R1B1	0	0	1
OL_QUANTIFIABLE_NOMINAL_HEAD	G772-OL10	f81r.15	f81	1	1	1	L1R1B1	0	0	1
OL_FIELD_SEQUENCE_MARKER	G772-OL10	f81r.15	f81	1	1	1	L1R1B1	0	0	1
OL_MEASURE_UNIT_COMPLEMENT	G772-OL10	f81r.15	f81	1	1	1	L1R1B1	0	0	1
OL_PARTITIVE_VON	G772-OL11	f81r.22	f81	0	1	0	L0R1B0	1	0	1
OL_DIRECTIONAL_AUS	G772-OL11	f81r.22	f81	0	1	0	L0R1B0	1	0	1
OL_QUANTIFIABLE_NOMINAL_HEAD	G772-OL11	f81r.22	f81	0	1	0	L0R1B0	1	0	1
OL_FIELD_SEQUENCE_MARKER	G772-OL11	f81r.22	f81	0	1	0	L0R1B0	1	0	1
OL_MEASURE_UNIT_COMPLEMENT	G772-OL11	f81r.22	f81	0	1	0	L0R1B0	1	0	1
OL_PARTITIVE_VON	G772-OL12	f81r.22	f81	1	1	1	L1R1B1	0	0	1
OL_DIRECTIONAL_AUS	G772-OL12	f81r.22	f81	1	1	1	L1R1B1	0	0	1
OL_QUANTIFIABLE_NOMINAL_HEAD	G772-OL12	f81r.22	f81	1	1	1	L1R1B1	0	0	1
OL_FIELD_SEQUENCE_MARKER	G772-OL12	f81r.22	f81	1	1	1	L1R1B1	0	0	1
OL_MEASURE_UNIT_COMPLEMENT	G772-OL12	f81r.22	f81	1	1	1	L1R1B1	0	0	1
OL_PARTITIVE_VON	G772-OL13	f81r.22	f81	1	1	1	L1R1B1	0	0	1
OL_DIRECTIONAL_AUS	G772-OL13	f81r.22	f81	1	1	1	L1R1B1	0	0	1
OL_QUANTIFIABLE_NOMINAL_HEAD	G772-OL13	f81r.22	f81	1	1	1	L1R1B1	0	0	1
OL_FIELD_SEQUENCE_MARKER	G772-OL13	f81r.22	f81	1	1	1	L1R1B1	0	0	1
OL_MEASURE_UNIT_COMPLEMENT	G772-OL13	f81r.22	f81	1	1	1	L1R1B1	0	0	1
OL_PARTITIVE_VON	G772-OL14	f82r.33	f82	1	1	1	L1R1B1	0	0	1
OL_DIRECTIONAL_AUS	G772-OL14	f82r.33	f82	1	1	1	L1R1B1	0	0	1
OL_QUANTIFIABLE_NOMINAL_HEAD	G772-OL14	f82r.33	f82	1	1	1	L1R1B1	0	0	1
OL_FIELD_SEQUENCE_MARKER	G772-OL14	f82r.33	f82	1	1	1	L1R1B1	0	0	1
OL_MEASURE_UNIT_COMPLEMENT	G772-OL14	f82r.33	f82	1	1	1	L1R1B1	0	0	1
OL_PARTITIVE_VON	G772-OL15	f85r1.21	f85	1	1	1	L1R1B1	0	0	1
OL_DIRECTIONAL_AUS	G772-OL15	f85r1.21	f85	1	1	1	L1R1B1	0	0	1
OL_QUANTIFIABLE_NOMINAL_HEAD	G772-OL15	f85r1.21	f85	1	1	1	L1R1B1	0	0	1
OL_FIELD_SEQUENCE_MARKER	G772-OL15	f85r1.21	f85	1	1	1	L1R1B1	0	0	1
OL_MEASURE_UNIT_COMPLEMENT	G772-OL15	f85r1.21	f85	1	1	1	L1R1B1	0	0	1
