candidate_id	short_label_de	analogue_id	date_or_witness	source	class	historical_architecture_de	discriminates_de	caveat_de	url	voynich_identity_credit
OL_PARTITIVE_VON	von	HRA769008	ca. 1380 und ca. 1420	Lanfrank, Science of Cirurgie; Ashmole 1396 und Add. 12056	C_AMOUNT_AND_RELATORS	Mengen hängen direkt an Stoffen oder an Teileangaben; und verbindet gleichrangige Zutaten, während with das Mischmedium einführt.	Die historischen Relatoren sind funktionsverschieden: Koordination zwischen Gleichrangigem, Medium nach Mischverb und Mengenbezug am Stoff. Eine einzige unbedingte deutsche Übersetzung verwischt diese Tests.	Englische Funktionswörter ersetzen hier die lateinischen et, cum und den Genitiv; dies ist ein Architektur-, kein Wortformvergleich.	https://quod.lib.umich.edu/c/cme/AHA2727/1%3A1.4.3?rgn=div3%3Bview%3Dfulltext	0
OL_PARTITIVE_VON	von	HRA769009	1471; älterer Antidotarium-Rezeptbestand	Antidotarium Nicolai, lateinische editio princeps in der Ausgabe Van den Berg	C_AMOUNT_RELATION	Die Zutatenlisten setzen den Stoff meist in den Genitiv und hängen das Gewicht direkt an; ana bündelt gleiche Mengen, et koordiniert Stoffe oder Teilmaße. Ein allgemeines de ist für den Mengenanschluss nicht nötig.	Wenn ol auch außerhalb von Mengenanschlüssen sehr breit steht, spricht das eher für Separator oder Feldrelation als für ein konkretes Stoffnomen oder eine einzige Präposition.	Der lateinische Textzeuge liegt knapp außerhalb des Zeitfensters; zudem ist lateinischer Genitivbau nicht direkt auf eine unbekannte Notation übertragbar.	https://www.dbnl.org/tekst/_ant004wsva01_01/_ant004wsva01_01.pdf	0
OL_DIRECTIONAL_AUS	aus	HRA769011	1471; älterer Antidotarium-Rezeptbestand	Antidotarium Nicolai, lateinische editio princeps in der Ausgabe Van den Berg	C_EX_SOURCE_RELATION	Eine gebackene Meerzwiebel wird aus der Teigmasse genommen, geschält und zerrieben; mit Saft wird temperiert, und exinde werden Trochisci geformt.	ex beziehungsweise exinde kodiert einen verarbeiteten Ursprung, cum ein Medium und et Koordination. Das widerspricht einer ungeprüften Sammelübersetzung von/aus/mit/und als ein einziges normales Wort.	Nahzeitlicher Kontrollzeuge; das Beispiel zeigt die Trennung historischer Relatoren, nicht dass eine Kurznotation sie nicht bündeln könnte.	https://www.dbnl.org/tekst/_ant004wsva01_01/_ant004wsva01_01.pdf	0
OL_QUANTIFIABLE_NOMINAL_HEAD	Ansatz/Inhaltsstoff	HRA769009	1471; älterer Antidotarium-Rezeptbestand	Antidotarium Nicolai, lateinische editio princeps in der Ausgabe Van den Berg	C_AMOUNT_RELATION	Die Zutatenlisten setzen den Stoff meist in den Genitiv und hängen das Gewicht direkt an; ana bündelt gleiche Mengen, et koordiniert Stoffe oder Teilmaße. Ein allgemeines de ist für den Mengenanschluss nicht nötig.	Wenn ol auch außerhalb von Mengenanschlüssen sehr breit steht, spricht das eher für Separator oder Feldrelation als für ein konkretes Stoffnomen oder eine einzige Präposition.	Der lateinische Textzeuge liegt knapp außerhalb des Zeitfensters; zudem ist lateinischer Genitivbau nicht direkt auf eine unbekannte Notation übertragbar.	https://www.dbnl.org/tekst/_ant004wsva01_01/_ant004wsva01_01.pdf	0
OL_FIELD_SEQUENCE_MARKER	: / ; / und / dann	HRA769005	2. Viertel 15. Jh.; konventionell c1425	John Arderne, Treatises of Fistula in Ano; Sloane 6	B_SEQUENCE_MARKER	Malven werden gekocht bis sie weich sind; dann aus dem Wasser genommen und ausgepresst, danach klein gehackt, dann mit Öl, Butter oder Fett gebraten.	Richtungswechsel sind für einen echten Schrittmarker positives Verhalten, nicht Inkonsistenz; ein eigener Zahlenwert oder eine Patientenrolle wäre dagegen belastend.	Mittelenglisches þan oder aftir ist funktional, nicht lexikalisch, mit deinde oder postea verglichen.	https://quod.lib.umich.edu/c/cme/ArderneFistula/1%3A6?rgn=div1%3Bview%3Dfulltext	0
OL_FIELD_SEQUENCE_MARKER	: / ; / und / dann	HRA769006	1471; älterer Antidotarium-Rezeptbestand	Antidotarium Nicolai, lateinische editio princeps in der Ausgabe Van den Berg	B_SEQUENCE_MARKER	Nach dem Schmelzen folgen mit postea Aloe, mit deinde Moschus und zuletzt Kampfer; ein weiteres postea leitet Kneten, Herausnehmen, Ausbreiten, Abkühlen und Schneiden ein.	Dasselbe Markerfeld verbindet Zugabe, Entnahme, Formung und Zustandswechsel; semantische Glätte der Operationsrichtung wäre historisch falsch.	Nahzeitliche Kontrolle außerhalb des Kernfensters; deinde und postea werden als gebundene Funktionsklasse, nicht als Voynich-Wortidentität behandelt.	https://www.dbnl.org/tekst/_ant004wsva01_01/_ant004wsva01_01.pdf	0
OL_FIELD_SEQUENCE_MARKER	: / ; / und / dann	HRA769008	ca. 1380 und ca. 1420	Lanfrank, Science of Cirurgie; Ashmole 1396 und Add. 12056	C_AMOUNT_AND_RELATORS	Mengen hängen direkt an Stoffen oder an Teileangaben; und verbindet gleichrangige Zutaten, während with das Mischmedium einführt.	Die historischen Relatoren sind funktionsverschieden: Koordination zwischen Gleichrangigem, Medium nach Mischverb und Mengenbezug am Stoff. Eine einzige unbedingte deutsche Übersetzung verwischt diese Tests.	Englische Funktionswörter ersetzen hier die lateinischen et, cum und den Genitiv; dies ist ein Architektur-, kein Wortformvergleich.	https://quod.lib.umich.edu/c/cme/AHA2727/1%3A1.4.3?rgn=div3%3Bview%3Dfulltext	0
OL_MEASURE_UNIT_COMPLEMENT	Maß-/Mengenergänzung	HRA769009	1471; älterer Antidotarium-Rezeptbestand	Antidotarium Nicolai, lateinische editio princeps in der Ausgabe Van den Berg	C_AMOUNT_RELATION	Die Zutatenlisten setzen den Stoff meist in den Genitiv und hängen das Gewicht direkt an; ana bündelt gleiche Mengen, et koordiniert Stoffe oder Teilmaße. Ein allgemeines de ist für den Mengenanschluss nicht nötig.	Wenn ol auch außerhalb von Mengenanschlüssen sehr breit steht, spricht das eher für Separator oder Feldrelation als für ein konkretes Stoffnomen oder eine einzige Präposition.	Der lateinische Textzeuge liegt knapp außerhalb des Zeitfensters; zudem ist lateinischer Genitivbau nicht direkt auf eine unbekannte Notation übertragbar.	https://www.dbnl.org/tekst/_ant004wsva01_01/_ant004wsva01_01.pdf	0
OL_MEASURE_UNIT_COMPLEMENT	Maß-/Mengenergänzung	HRA769010	1471; älterer Antidotarium-Rezeptbestand	Antidotarium Nicolai, lateinische editio princeps in der Ausgabe Van den Berg	C_CUM_ADMINISTRATION	Nach der Rezeptur steht eine Dosis von zwei Drachmen cum vino calido; cum verknüpft die abgemessene Gabe mit ihrem Einnahmemedium, nicht die Zahl mit dem Arzneistoff.	Mengenrelation und Begleitmedium sind getrennte Kanten. Die rechte Nachbarschaft allein reicht nicht; die Rolle des linken Kopfes muss mitentscheiden.	Nahzeitlicher lateinischer Kontrollzeuge von 1471.	https://www.dbnl.org/tekst/_ant004wsva01_01/_ant004wsva01_01.pdf	0
OL_RECORD_FIELD_OPERATOR	gebundener Rezept-/Feldanschluss	HRA769005	2. Viertel 15. Jh.; konventionell c1425	John Arderne, Treatises of Fistula in Ano; Sloane 6	B_SEQUENCE_MARKER	Malven werden gekocht bis sie weich sind; dann aus dem Wasser genommen und ausgepresst, danach klein gehackt, dann mit Öl, Butter oder Fett gebraten.	Richtungswechsel sind für einen echten Schrittmarker positives Verhalten, nicht Inkonsistenz; ein eigener Zahlenwert oder eine Patientenrolle wäre dagegen belastend.	Mittelenglisches þan oder aftir ist funktional, nicht lexikalisch, mit deinde oder postea verglichen.	https://quod.lib.umich.edu/c/cme/ArderneFistula/1%3A6?rgn=div1%3Bview%3Dfulltext	0
