case_id	locus	ordinal	candidate_id	fit_cost	fit_grade	candidate_reading_de	reason_de	evidence_refs	score_is_plaintext_credit
G772-OL01	f112r.36	2	OL_PARTITIVE_VON	1	USABLE	Menge II von trockener Anfangszubereitung	Vollständige Menge links und nominale Zubereitung rechts lassen Nominalkopf und partitive Glättung beide zu; der invariant faire Topologiescore gibt dem Kopf den Default.	G760-E0075|G771-O004|HRA769008|HRA769009|EXPERT_SPLIT_N_V	0
G772-OL01	f112r.36	2	OL_DIRECTIONAL_AUS	3	CONTRADICTORY	Menge II aus trockener Anfangszubereitung	Vollständige Menge links und nominale Zubereitung rechts lassen Nominalkopf und partitive Glättung beide zu; der invariant faire Topologiescore gibt dem Kopf den Default.	G760-E0075|G771-O004|HRA769008|HRA769009|EXPERT_SPLIT_N_V	0
G772-OL01	f112r.36	2	OL_QUANTIFIABLE_NOMINAL_HEAD	0	NATURAL	Menge II; Ansatz: trockene Anfangszubereitung	Vollständige Menge links und nominale Zubereitung rechts lassen Nominalkopf und partitive Glättung beide zu; der invariant faire Topologiescore gibt dem Kopf den Default.	G760-E0075|G771-O004|HRA769008|HRA769009|EXPERT_SPLIT_N_V	0
G772-OL01	f112r.36	2	OL_FIELD_SEQUENCE_MARKER	1	USABLE	Menge II: trockene Anfangszubereitung	Vollständige Menge links und nominale Zubereitung rechts lassen Nominalkopf und partitive Glättung beide zu; der invariant faire Topologiescore gibt dem Kopf den Default.	G760-E0075|G771-O004|HRA769008|HRA769009|EXPERT_SPLIT_N_V	0
G772-OL01	f112r.36	2	OL_MEASURE_UNIT_COMPLEMENT	2	STRAINED	Menge II [Einheit] trockene Anfangszubereitung	Vollständige Menge links und nominale Zubereitung rechts lassen Nominalkopf und partitive Glättung beide zu; der invariant faire Topologiescore gibt dem Kopf den Default.	G760-E0075|G771-O004|HRA769008|HRA769009|EXPERT_SPLIT_N_V	0
G772-OL02	f30v.2	7	OL_PARTITIVE_VON	2	STRAINED	heißer Inhaltsposten von Trockenfeld III	Links steht bereits ein inhaltstragender Wertkopf; ein neues Trocken-/Wertfeld rechts braucht eher Grenze als Herkunft.	G771-LT01|G771-RT03|EXPERT_AGREEMENT_FIELD	0
G772-OL02	f30v.2	7	OL_DIRECTIONAL_AUS	3	CONTRADICTORY	heißer Inhaltsposten aus Trockenfeld III	Links steht bereits ein inhaltstragender Wertkopf; ein neues Trocken-/Wertfeld rechts braucht eher Grenze als Herkunft.	G771-LT01|G771-RT03|EXPERT_AGREEMENT_FIELD	0
G772-OL02	f30v.2	7	OL_QUANTIFIABLE_NOMINAL_HEAD	1	USABLE	heißer Inhaltsposten; Ansatz, Trockenfeld III	Links steht bereits ein inhaltstragender Wertkopf; ein neues Trocken-/Wertfeld rechts braucht eher Grenze als Herkunft.	G771-LT01|G771-RT03|EXPERT_AGREEMENT_FIELD	0
G772-OL02	f30v.2	7	OL_FIELD_SEQUENCE_MARKER	0	NATURAL	heißer Inhaltsposten; Trockenfeld III	Links steht bereits ein inhaltstragender Wertkopf; ein neues Trocken-/Wertfeld rechts braucht eher Grenze als Herkunft.	G771-LT01|G771-RT03|EXPERT_AGREEMENT_FIELD	0
G772-OL02	f30v.2	7	OL_MEASURE_UNIT_COMPLEMENT	3	CONTRADICTORY	heißer Inhaltsposten [Einheit] Trockenfeld III	Links steht bereits ein inhaltstragender Wertkopf; ein neues Trocken-/Wertfeld rechts braucht eher Grenze als Herkunft.	G771-LT01|G771-RT03|EXPERT_AGREEMENT_FIELD	0
G772-OL03	f3r.19	2	OL_PARTITIVE_VON	1	USABLE	kalt-trockene Portion von Trockenmaterial	Zwei nominale Felder erlauben von, aber ohne gesichertes Abhängigkeitsgefälle ist sichtbare Koordination der robustere gemeinsame Default.	G770_OTHER_TWO_SIDED_CONTROL|HRA769008|EXPERT_SPLIT_F_V	0
G772-OL03	f3r.19	2	OL_DIRECTIONAL_AUS	2	STRAINED	kalt-trockene Portion aus Trockenmaterial	Zwei nominale Felder erlauben von, aber ohne gesichertes Abhängigkeitsgefälle ist sichtbare Koordination der robustere gemeinsame Default.	G770_OTHER_TWO_SIDED_CONTROL|HRA769008|EXPERT_SPLIT_F_V	0
G772-OL03	f3r.19	2	OL_QUANTIFIABLE_NOMINAL_HEAD	2	STRAINED	kalt-trockene Portion; Ansatzstoff Trockenmaterial	Zwei nominale Felder erlauben von, aber ohne gesichertes Abhängigkeitsgefälle ist sichtbare Koordination der robustere gemeinsame Default.	G770_OTHER_TWO_SIDED_CONTROL|HRA769008|EXPERT_SPLIT_F_V	0
G772-OL03	f3r.19	2	OL_FIELD_SEQUENCE_MARKER	0	NATURAL	kalt-trockene Portion und Trockenmaterial	Zwei nominale Felder erlauben von, aber ohne gesichertes Abhängigkeitsgefälle ist sichtbare Koordination der robustere gemeinsame Default.	G770_OTHER_TWO_SIDED_CONTROL|HRA769008|EXPERT_SPLIT_F_V	0
G772-OL03	f3r.19	2	OL_MEASURE_UNIT_COMPLEMENT	3	CONTRADICTORY	kalt-trockene Portion [Einheit] Trockenmaterial	Zwei nominale Felder erlauben von, aber ohne gesichertes Abhängigkeitsgefälle ist sichtbare Koordination der robustere gemeinsame Default.	G770_OTHER_TWO_SIDED_CONTROL|HRA769008|EXPERT_SPLIT_F_V	0
