case_id	locus	ordinal	context_eva	context_class	dispatch_rule_id	complexity_branch	selected_function	selected_default_de	rule_default_de	strongest_rival_de	selected_local_fit_cost	portable_rule_de	default_is_translation	confirmed_lexeme	component_export_credit
G772-OL01	f112r.36	2	sain [ol] checkhy	AMOUNT_VALUE_TO_PREPARATION	G773-D01	ASSOCIATE_QUANTITY_CONTENT	CONTENT_FIELD_HEAD	Ansatz:	Ansatz:	von	0	Eine Menge oder ein bloßer Wert links und ein nominales Zubereitungsfeld rechts lassen ol das zugehörige Ansatz-/Inhaltsfeld eröffnen.	0	0	0
G772-OL02	f30v.2	7	keor [ol] chy daiin	AMOUNT_VALUE_TO_FIELD	G773-D05	ADVANCE_OR_CLOSE_FIELD	FIELD_SEPARATOR_OR_CLOSE	;	;	Ansatz	0	Bei einem bereits gefüllten Inhalts-/Wertfeld, untypisierter Geometrie oder Zeilenende trennt oder schließt ol das Feld.	0	0	0
G772-OL03	f3r.19	2	otchor [ol] cheor	CONTENT_TO_CONTENT	G773-D04	ADVANCE_OR_CLOSE_FIELD	COORDINATION	und	und	von	0	Zwischen zwei nominalen Inhaltsfeldern koordiniert ol die Posten.	0	0	0
G772-OL04	f55v.10	2	oaiin [ol] s aiin	CONTENT_TO_AMOUNT	G773-D02	ASSOCIATE_QUANTITY_CONTENT	MEASURE_FIELD_HEAD	Menge:	Menge:	Ansatzposten:	0	Ein Stoff-/Zubereitungsfeld links und ein vollständiger Mengenspan rechts lassen ol das zugehörige Mengenfeld eröffnen.	0	0	0
G772-OL05	f55v.10	12	ykar [ol]	FIELD_BOUNDARY	G773-D05	ADVANCE_OR_CLOSE_FIELD	FIELD_SEPARATOR_OR_CLOSE	;	;	Grundansatz	0	Bei einem bereits gefüllten Inhalts-/Wertfeld, untypisierter Geometrie oder Zeilenende trennt oder schließt ol das Feld.	0	0	0
G772-OL06	f58r.13	9	chaiin [ol] oly	ANY_TO_PROCESS	G773-D03	ADVANCE_OR_CLOSE_FIELD	SEQUENCE	und dann	und dann	Ansatz	0	Vor einem unabhängigen Prozess setzt ol die Arbeitsfolge fort.	0	0	0
G772-OL07	f75r.26	2	dain [ol] sheol	AMOUNT_VALUE_TO_PREPARATION	G773-D01	ASSOCIATE_QUANTITY_CONTENT	CONTENT_FIELD_HEAD	Ansatz:	Ansatz:	;	0	Eine Menge oder ein bloßer Wert links und ein nominales Zubereitungsfeld rechts lassen ol das zugehörige Ansatz-/Inhaltsfeld eröffnen.	0	0	0
G772-OL08	f75r.26	5	dain [ol] qoly	FIELD_BOUNDARY	G773-D05	ADVANCE_OR_CLOSE_FIELD	FIELD_SEPARATOR_OR_CLOSE	;	;	Ansatz/Einheit	0	Bei einem bereits gefüllten Inhalts-/Wertfeld, untypisierter Geometrie oder Zeilenende trennt oder schließt ol das Feld.	0	0	0
G772-OL09	f78r.37	2	osal [ol] s aiin	CONTENT_TO_AMOUNT	G773-D02	ASSOCIATE_QUANTITY_CONTENT	MEASURE_FIELD_HEAD	Menge:	Menge:	Ansatzposten:	0	Ein Stoff-/Zubereitungsfeld links und ein vollständiger Mengenspan rechts lassen ol das zugehörige Mengenfeld eröffnen.	0	0	0
G772-OL10	f81r.15	2	sain [ol] cheedy	AMOUNT_VALUE_TO_PREPARATION	G773-D01	ASSOCIATE_QUANTITY_CONTENT	CONTENT_FIELD_HEAD	Ansatz:	Ansatz:	von	0	Eine Menge oder ein bloßer Wert links und ein nominales Zubereitungsfeld rechts lassen ol das zugehörige Ansatz-/Inhaltsfeld eröffnen.	0	0	0
G772-OL11	f81r.22	4	qol [ol] daiin	FIELD_BOUNDARY	G773-D05	ADVANCE_OR_CLOSE_FIELD	FIELD_SEPARATOR_OR_CLOSE	:	;	Maßfeld	0	Bei einem bereits gefüllten Inhalts-/Wertfeld, untypisierter Geometrie oder Zeilenende trennt oder schließt ol das Feld.	0	0	0
G772-OL12	f81r.22	6	daiin [ol] chedar	FIELD_BOUNDARY	G773-D05	ADVANCE_OR_CLOSE_FIELD	FIELD_SEPARATOR_OR_CLOSE	;	;	Ansatz	0	Bei einem bereits gefüllten Inhalts-/Wertfeld, untypisierter Geometrie oder Zeilenende trennt oder schließt ol das Feld.	0	0	0
G772-OL13	f81r.22	8	chedar [ol] oly	ANY_TO_PROCESS	G773-D03	ADVANCE_OR_CLOSE_FIELD	SEQUENCE	und dann	und dann	;	0	Vor einem unabhängigen Prozess setzt ol die Arbeitsfolge fort.	0	0	0
G772-OL14	f82r.33	2	sain [ol] cheol	AMOUNT_VALUE_TO_PREPARATION	G773-D01	ASSOCIATE_QUANTITY_CONTENT	CONTENT_FIELD_HEAD	Ansatz:	Ansatz:	von	0	Eine Menge oder ein bloßer Wert links und ein nominales Zubereitungsfeld rechts lassen ol das zugehörige Ansatz-/Inhaltsfeld eröffnen.	0	0	0
G772-OL15	f85r1.21	4	oraiin [ol] okaiin	AMOUNT_VALUE_TO_PREPARATION	G773-D01	ASSOCIATE_QUANTITY_CONTENT	CONTENT_FIELD_HEAD	Ansatz:	Ansatz:	von	0	Eine Menge oder ein bloßer Wert links und ein nominales Zubereitungsfeld rechts lassen ol das zugehörige Ansatz-/Inhaltsfeld eröffnen.	0	0	0
