reader_id	reader_background	candidate_id	primary_count	case_count	changed_files
R_APOTHECARY	spaetmittelalterlicher Apotheken-Lehrmeister	OL_PARTITIVE_VON	0	15	0
R_APOTHECARY	spaetmittelalterlicher Apotheken-Lehrmeister	OL_DIRECTIONAL_AUS	0	15	0
R_APOTHECARY	spaetmittelalterlicher Apotheken-Lehrmeister	OL_QUANTIFIABLE_NOMINAL_HEAD	7	15	0
R_APOTHECARY	spaetmittelalterlicher Apotheken-Lehrmeister	OL_FIELD_SEQUENCE_MARKER	8	15	0
R_APOTHECARY	spaetmittelalterlicher Apotheken-Lehrmeister	OL_MEASURE_UNIT_COMPLEMENT	0	15	0
R_SCRIBE	Kanzlei- und Fachbuchschreiber um 1420	OL_PARTITIVE_VON	5	15	0
R_SCRIBE	Kanzlei- und Fachbuchschreiber um 1420	OL_DIRECTIONAL_AUS	0	15	0
R_SCRIBE	Kanzlei- und Fachbuchschreiber um 1420	OL_QUANTIFIABLE_NOMINAL_HEAD	1	15	0
R_SCRIBE	Kanzlei- und Fachbuchschreiber um 1420	OL_FIELD_SEQUENCE_MARKER	7	15	0
R_SCRIBE	Kanzlei- und Fachbuchschreiber um 1420	OL_MEASURE_UNIT_COMPLEMENT	2	15	0
